Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre /  WBS Element / Order No.	Cost Centre /  WBS Element / Order No. Decription	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3632-145	2015-08-17	2015-08-18	DOLLAR TREE CANADA STO	5.65	CAD	5.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5331	Variety Stores	CAMP SUPPLIES-NOISE PUTTY	
"PARKS, FORESTRY & RECREATION"	3634-204	2015-08-17	2015-08-19	WAL-MART #3159	92.20	CAD	92.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES-PIZZA SAUCE,BETTYCROCKER,ENG MUFFINS"	
"PARKS, FORESTRY & RECREATION"	3634-205	2015-08-17	2015-08-19	WAL-MART #3159	76.30	CAD	76.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES-POMPOMS,BRACELTS,ANIMAL CREATURES"	
"PARKS, FORESTRY & RECREATION"	3634-206	2015-08-17	2015-08-19	WAL-MART #3159	73.87	CAD	73.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES-COOKIES,ICING,SAUSAGE,BEANS,ORANGES"	
"PARKS, FORESTRY & RECREATION"	3634-207	2015-08-18	2015-08-19	FABRICLAND DISTRIBUTOR	15.82	CAD	15.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5949	"Fabric, Needlework, Piece Goods, and Sew"	CAMP SUPPLIES- BROADCLOTH	
"PARKS, FORESTRY & RECREATION"	3634-208	2015-08-18	2015-08-19	PARTY CITY #2027	121.88	CAD	121.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5947	"Card, Gift, Novelty, and Souvenir Shops"	"CAMP SUPPLIES- CANDY TWIST POPS,CHERRY SWIRLY POPS"	
"PARKS, FORESTRY & RECREATION"	3634-209	2015-08-18	2015-08-19	PARTY CITY #2027	28.20	CAD	28.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5947	"Card, Gift, Novelty, and Souvenir Shops"	CAMP SUPPLIES- KINDER SURPRISE CHOCOLATES	
"PARKS, FORESTRY & RECREATION"	3635-199	2015-08-18	2015-08-20	YOUR DOLLAR STORE WITH	22.60	CAD	22.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES- GENERAL HARDWARE ITEMS	
"PARKS, FORESTRY & RECREATION"	3635-200	2015-08-18	2015-08-20	YOUR DOLLAR STORE WITH	48.31	CAD	48.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES- PARTY AND STATIONERY ITEMS	
"PARKS, FORESTRY & RECREATION"	3635-201	2015-08-18	2015-08-20	YOUR DOLLAR STORE WITH	189.56	CAD	189.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5999	Miscellaneous and Specialty Retail Store	CAMP SUPPLIES- PARTY AND STATIONERY ITEMS	
"PARKS, FORESTRY & RECREATION"	3635-202	2015-08-18	2015-08-20	WAL-MART #3159	26.59	CAD	26.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES- CELERY,POTATOES,CARROTS,CHICKEN"	
"PARKS, FORESTRY & RECREATION"	3639-228	2015-08-20	2015-08-24	WAL-MART #3159	73.10	CAD	73.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"CAMP SUPPLIES- ICECREAM, ICE, ROCKET POPS"	
					"1,683.83"	CAD	"1,683.83"	CAD								
"PARKS, FORESTRY & RECREATION"	3618-221	2015-08-05	2015-08-06	MR METAL(ETOBICOKE) IN	133.69	CAD	133.69	CAD	2532	STEEL	P00516	HIGH PARK-PRGM SUPPORT	5051	Metal Service Centers and Offices	"METAL, FLAT ANGLE"	
"PARKS, FORESTRY & RECREATION"	3618-222	2015-08-05	2015-08-06	NCH-PARTSMASTER	950.87	CAD	950.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	"WELDING SUPPLIES, ELECTRODES"	
					"1,084.56"	CAD	"1,084.56"	CAD								
"PARKS, FORESTRY & RECREATION"	3613-29	2015-08-03	2015-08-04	TORONTO CLIMBING ACADE	75.00	CAD	75.00	CAD	4118	TICKETS AND ADMISSION FEES	P04037	D A MORRISON SCHOOL-SUMMER CAMPS	8299	Educational Services	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3618-223	2015-08-05	2015-08-06	TORONTO CLIMBING ACADE	15.00	CAD	15.00	CAD	4118	TICKETS AND ADMISSION FEES	P04037	D A MORRISON SCHOOL-SUMMER CAMPS	8299	Educational Services	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3628-204	2015-08-11	2015-08-13	WAL-MART #3159	7.84	CAD	7.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04037	D A MORRISON SCHOOL-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FREEZIES	
"PARKS, FORESTRY & RECREATION"	3635-203	2015-08-19	2015-08-20	THE ROYAL ONTARIO MUSE	232.00	CAD	232.00	CAD	4118	TICKETS AND ADMISSION FEES	P04882	EARL BEATTY-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3637-233	2015-08-19	2015-08-21	SKYZONE-TORONTO (CA100	179.95	CAD	179.95	CAD	4118	TICKETS AND ADMISSION FEES	P04037	D A MORRISON SCHOOL-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3646-170	2015-08-27	2015-08-28	NOFRILLS DICKIES 752	4.97	CAD	4.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13278	SUMMER CAMPS - TOPHAM PARK	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3648-216	2015-08-27	2015-08-31	YOUR DOLLAR STORE WITH	18.08	CAD	18.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13278	SUMMER CAMPS - TOPHAM PARK	5999	Miscellaneous and Specialty Retail Store	CRAFT SUPPLIES	
					532.84	CAD	532.84	CAD								
"PARKS, FORESTRY & RECREATION"	3621-219	2015-08-06	2015-08-07	SDI SUPPLIES LTD	14.68	CAD	14.68	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	MECH GLOVES	
"PARKS, FORESTRY & RECREATION"	3624-280	2015-08-06	2015-08-10	THE HOME DEPOT #7027	34.22	CAD	34.22	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	5PK ICEEDG	
"PARKS, FORESTRY & RECREATION"	3624-281	2015-08-07	2015-08-10	LOWES #02494*	157.07	CAD	157.07	CAD	2715	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	EZ TILT POWER PAINTER MAX 7.2 GPH	
"PARKS, FORESTRY & RECREATION"	3626-124	2015-08-10	2015-08-11	WORKNWEAR	40.67	CAD	40.67	CAD	2665	PROTECTIVE CLOTHING	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5661	Shoe Stores	SAFETY WEAR	
"PARKS, FORESTRY & RECREATION"	3626-125	2015-08-10	2015-08-11	NOBLE 1004	9.67	CAD	9.67	CAD	2575	ELECTRICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	TEST CO PLUG	
"PARKS, FORESTRY & RECREATION"	3628-205	2015-08-11	2015-08-13	JB   D COMPANY LTD	46.10	CAD	46.10	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5261	Lawn and Garden Supply Stores	"LID, LG CLAMP WITH STRAP"	
"PARKS, FORESTRY & RECREATION"	3629-228	2015-08-12	2015-08-14	THE HOME DEPOT #7027	109.35	CAD	109.35	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	**MORE**  OLFA L-1/BB	
"PARKS, FORESTRY & RECREATION"	3629-229	2015-08-13	2015-08-14	NOBLE 1004	5.91	CAD	5.91	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	GEAR CLAMP	
"PARKS, FORESTRY & RECREATION"	3641-116	2015-08-24	2015-08-25	STEPHENSON'S RENT-ALL	32.75	CAD	32.75	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	7394	"Equipment Rental and Leasing Services, F"	HAMMER-DEMOLITION 20FT/LB	
"PARKS, FORESTRY & RECREATION"	3641-117	2015-08-24	2015-08-25	LAKE'S WALLPAPER   PAI	174.47	CAD	174.47	CAD	2715	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5231	"Glass, Paint, Wallpaper Stores"	PAINT - PARCK BENCH BROWN	
"PARKS, FORESTRY & RECREATION"	3641-118	2015-08-24	2015-08-25	NOBLE 1004	26.74	CAD	26.74	CAD	2575	ELECTRICAL SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	"CABLE TIES, GEAR CLAMP"	
"PARKS, FORESTRY & RECREATION"	3642-157	2015-08-25	2015-08-26	SDI SUPPLIES LTD	43.35	CAD	43.35	CAD	2715	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	PAINT SUPPLIES- GLOVES	
"PARKS, FORESTRY & RECREATION"	3646-171	2015-08-26	2015-08-28	BRAFASCO / SCARBOROUGH	105.09	CAD	105.09	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	CARR BOLTS	
"PARKS, FORESTRY & RECREATION"	3646-172	2015-08-27	2015-08-28	LOWES #02494*	270.18	CAD	270.18	CAD	2531	LUMBER	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	2X6X10 BROWN PT LUMBER	
"PARKS, FORESTRY & RECREATION"	3648-217	2015-08-28	2015-08-31	WORKNWEAR	33.90	CAD	33.90	CAD	2665	PROTECTIVE CLOTHING	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5661	Shoe Stores	SAFETY WEAR	
					"1,104.15"	CAD	"1,104.15"	CAD								
"PARKS, FORESTRY & RECREATION"	3626-126	2015-08-10	2015-08-11	PAUL WOLF ELECTRIC   L	16.32	CAD	16.32	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	PVC EXTENSION JOINT	
					16.32	CAD	16.32	CAD								
"PARKS, FORESTRY & RECREATION"	3621-220	2015-08-05	2015-08-07	WAL-MART # 3740	107.87	CAD	107.87	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P07647	HUMBER VALLEY-OPERATIONS	5411	"Grocery Stores, Supermarkets"	INK	
"PARKS, FORESTRY & RECREATION"	3624-282	2015-08-06	2015-08-10	SPEELMAN S GARDEN CENT	553.98	CAD	553.98	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	"SOD, SEED AND PEA GRAVEL"	
"PARKS, FORESTRY & RECREATION"	3628-206	2015-08-12	2015-08-13	VANDEN BUSSCHE IRRIGAT	505.19	CAD	505.19	CAD	2535	PLUMBING SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5712	"Equipment, Furniture, and Home Furnishin"	"WIRE CONNECT, DIRECT BURY, ADAPTER PVC MALE,ROPE"	
"PARKS, FORESTRY & RECREATION"	3628-207	2015-08-12	2015-08-13	JENCO EQUIPMENT INC	926.60	CAD	926.60	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	P07647	HUMBER VALLEY-OPERATIONS	7394	"Equipment Rental and Leasing Services, F"	PUMP OUT 2 HOLDING TANKS	
"PARKS, FORESTRY & RECREATION"	3629-230	2015-08-12	2015-08-14	CDN TIRE STORE #00119	56.92	CAD	56.92	CAD	2401	LUBRICANTS	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	OIL	
"PARKS, FORESTRY & RECREATION"	3631-258	2015-08-13	2015-08-17	SPEELMAN S GARDEN CENT	415.28	CAD	415.28	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	"FABRIC WEED CLOTH, SEED"	
"PARKS, FORESTRY & RECREATION"	3634-210	2015-08-18	2015-08-19	TURF CANADA	955.73	CAD	955.73	CAD	2470	FERTILIZERS	P07647	HUMBER VALLEY-OPERATIONS	5998	Tent & Awning Shops	"FERTILIZERS-IRONMAID, P48,PROTESYN,PERVADE PELLET"	
"PARKS, FORESTRY & RECREATION"	3635-204	2015-08-18	2015-08-20	CDN TIRE STORE #00119	139.49	CAD	139.49	CAD	2710	GENERAL HARDWARE	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	"BULBS, SQUEEGY, AIR FRESHNER"	
"PARKS, FORESTRY & RECREATION"	3637-234	2015-08-19	2015-08-21	CDN TIRE STORE #00119	316.39	CAD	316.39	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	10 X 20 SHELTER	
					"3,977.45"	CAD	"3,977.45"	CAD								
"PARKS, FORESTRY & RECREATION"	3611-255	2015-07-31	2015-08-03	THE HOME DEPOT #7027	77.96	CAD	77.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	RSS 5/16X4	
"PARKS, FORESTRY & RECREATION"	3627-216	2015-08-11	2015-08-12	RONA # 55340	45.15	CAD	45.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00268	E-NORTH2-TURF&HORT	5251	Hardware Stores	SPEEDMENDER 4X4 POST	
"PARKS, FORESTRY & RECREATION"	3628-208	2015-08-11	2015-08-13	THE HOME DEPOT #7027	154.23	CAD	154.23	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	MTS 134PC	
"PARKS, FORESTRY & RECREATION"	3629-231	2015-08-13	2015-08-14	ACTION CAR AND TRUCK A	573.95	CAD	573.95	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5013	Motor Vehicle Supplies and New Parts	BEDNET	
"PARKS, FORESTRY & RECREATION"	3631-259	2015-08-13	2015-08-17	THE HOME DEPOT #7136	71.47	CAD	71.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	PORTLAND	
"PARKS, FORESTRY & RECREATION"	3631-260	2015-08-14	2015-08-17	LOWES #02494*	27.03	CAD	27.03	CAD	2531	LUMBER	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	2X4X12 TOP CHOICE KD WHITEWOOD	
"PARKS, FORESTRY & RECREATION"	3631-261	2015-08-14	2015-08-17	THE HOME DEPOT #7001	136.87	CAD	136.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SHUR5PCKIT	
"PARKS, FORESTRY & RECREATION"	3635-205	2015-08-18	2015-08-20	BRAFASCO / SCARBOROUGH	48.19	CAD	48.19	CAD	2665	PROTECTIVE CLOTHING	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	EAR PLUG	
"PARKS, FORESTRY & RECREATION"	3635-206	2015-08-18	2015-08-20	THE HOME DEPOT #7027	146.73	CAD	146.73	CAD	2531	LUMBER	P00265	E-CENTRAL3-TURF&HORT	5200	Home Supply Warehouse	6X6X8 SIENNA	
"PARKS, FORESTRY & RECREATION"	3637-235	2015-08-19	2015-08-21	CDN TIRE STORE #00264	19.73	CAD	19.73	CAD	2730	LOCKS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	KEY TAGS	
"PARKS, FORESTRY & RECREATION"	3639-229	2015-08-20	2015-08-24	MISTER SAFETY SHOES IN	40.58	CAD	40.58	CAD	2665	PROTECTIVE CLOTHING	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5661	Shoe Stores	SAFETY SHIRTS	
"PARKS, FORESTRY & RECREATION"	3639-230	2015-08-21	2015-08-24	ACTION CAR AND TRUCK A	286.97	CAD	286.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5013	Motor Vehicle Supplies and New Parts	BEDNET	
					"1,628.86"	CAD	"1,628.86"	CAD								
"PARKS, FORESTRY & RECREATION"	3611-256	2015-07-31	2015-08-03	TMP FENCE	519.80	CAD	519.80	CAD	4468	CONTR SRV - FENCING	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5046	Commercial Equipment Not Elsewhere Class	FENCE AND INSTALLATION	
"PARKS, FORESTRY & RECREATION"	3626-127	2015-08-10	2015-08-11	PARLIAMENT BUILDING SU	200.09	CAD	200.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	PORTLAND CEMENT	
"PARKS, FORESTRY & RECREATION"	3642-158	2015-08-24	2015-08-26	CTF SUPPLY (11)	237.75	CAD	237.75	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	BENCH LEGS	
"PARKS, FORESTRY & RECREATION"	3648-218	2015-08-30	2015-08-31	TMP FENCE	214.70	CAD	214.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5046	Commercial Equipment Not Elsewhere Class	FENCE	
					"1,172.34"	CAD	"1,172.34"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3618-224	2015-08-04	2015-08-06	PAYPAL *AKIMBOARTPR	80.00	CAD	80.00	CAD	4414	ADVERTISING & PROMOTION	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	8999	Professional Services - Not Elsewhere Cl	WEB POSTING	
ECONOMIC DEVELOPMENT & CULTURE	3618-225	2015-08-05	2015-08-06	ABOVEGROUND ENTERPRISE	355.28	CAD	355.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	7333	"Commercial Art, Graphics, Photography"	"BACKORDERED ITEMS - ART PASTE, TOOL KITS, FELT,ETC"	
ECONOMIC DEVELOPMENT & CULTURE	3621-221	2015-08-06	2015-08-07	SWISS CHALET 1181	72.17	CAD	72.17	CAD	4820	BUSINESS MEETING EXPENSES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5812	"Eating Places, Restaurants"	FOOD FOR MEETING	
ECONOMIC DEVELOPMENT & CULTURE	3624-283	2015-08-07	2015-08-10	PAYPAL *AKIMBOARTPR	10.40	CAD	10.40	CAD	4414	ADVERTISING & PROMOTION	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	8999	Professional Services - Not Elsewhere Cl	HST OWING ON WEB POSTING	
ECONOMIC DEVELOPMENT & CULTURE	3639-231	2015-08-20	2015-08-24	PIZZA NOVA 006	84.44	CAD	84.44	CAD	4820	BUSINESS MEETING EXPENSES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR MEETING	
ECONOMIC DEVELOPMENT & CULTURE	3639-232	2015-08-21	2015-08-24	WAL-MART # 1152	21.93	CAD	21.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5310	Discount Stores	CHIPS FOR PRIZES	
ECONOMIC DEVELOPMENT & CULTURE	3644-179	2015-08-26	2015-08-27	TUCKERS POTTERY SUPPLI	953.32	CAD	953.32	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	"ELEMENT CONNECTOR, THERMOCOUPLE, LIN MAINTENANCE"	
					"1,577.54"	CAD	"1,577.54"	CAD								
"PARKS, FORESTRY & RECREATION"	3642-159	2015-08-25	2015-08-26	COSTCO WHOLESALE W537	203.39	CAD	203.39	CAD	3050	M & E - KITCHEN	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5300	Wholesale Clubs	REFRIGERATOR	
"PARKS, FORESTRY & RECREATION"	3642-160	2015-08-25	2015-08-26	COSTCO WHOLESALE W537	180.78	CAD	180.78	CAD	3050	M & E - KITCHEN	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5300	Wholesale Clubs	"MICROWAVE, PAPER SHREDDER"	
					384.17	CAD	384.17	CAD								
"PARKS, FORESTRY & RECREATION"	3618-226	2015-08-05	2015-08-06	BEST BUY #57	74.57	CAD	74.57	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P07648	SCARLETT WOODS-OPERATIONS	5732	Electronic Sales	PRINTER INK	
"PARKS, FORESTRY & RECREATION"	3621-222	2015-08-05	2015-08-07	TERRAFIX GEOSYNTHETICS	455.18	CAD	455.18	CAD	2551	ROAD MATERIALS	P07648	SCARLETT WOODS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	TERRA GRID FOR CART PATHS	
"PARKS, FORESTRY & RECREATION"	3624-284	2015-08-07	2015-08-10	G C DUKE EQUIPMENT LTD	144.87	CAD	144.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5046	Commercial Equipment Not Elsewhere Class	"WASHER BEDKNIFE ADJUSTMENT, TRUNNION HALF RBA"	
"PARKS, FORESTRY & RECREATION"	3627-217	2015-08-10	2015-08-12	BRAFASCO / ETOBICOKE	24.37	CAD	24.37	CAD	2710	GENERAL HARDWARE	P07648	SCARLETT WOODS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	NUTS AND BOLTS	
"PARKS, FORESTRY & RECREATION"	3629-232	2015-08-13	2015-08-14	TURF CARE	74.43	CAD	74.43	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5261	Lawn and Garden Supply Stores	THROTTLE CABLE	
"PARKS, FORESTRY & RECREATION"	3631-262	2015-08-12	2015-08-17	G C DUKE EQUIPMENT LTD	338.66	CAD	338.66	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5046	Commercial Equipment Not Elsewhere Class	"BELT KIT, BOLTS"	
"PARKS, FORESTRY & RECREATION"	3639-233	2015-08-20	2015-08-24	CDN TIRE STORE #00182	632.78	CAD	632.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	STORAGE SHELTERS	
					"1,744.86"	CAD	"1,744.86"	CAD								
"PARKS, FORESTRY & RECREATION"	3611-257	2015-07-31	2015-08-03	GIBSON HOUSE	455.54	CAD	455.54	CAD	4118	TICKETS AND ADMISSION FEES	P04649	EDITHVALE CC-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3616-120	2015-08-04	2015-08-05	J  J CRAFTS	357.68	CAD	357.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04649	EDITHVALE CC-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3618-227	2015-08-05	2015-08-06	REAL CANADIAN SUPERSTO	35.16	CAD	35.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05967	ANCASTER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	3618-228	2015-08-05	2015-08-06	J  J CRAFTS	132.11	CAD	132.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05967	ANCASTER-PRGM SUPPORT	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3624-285	2015-08-06	2015-08-10	CDN TIRE STORE #00126	27.10	CAD	27.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05967	ANCASTER-PRGM SUPPORT	5200	Home Supply Warehouse	CORDS	
"PARKS, FORESTRY & RECREATION"	3624-286	2015-08-07	2015-08-10	METRO #712	142.00	CAD	142.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09751	EDITHVALE CC-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	INGREDIENTS FOR PIZZA MAKING	
"PARKS, FORESTRY & RECREATION"	3628-209	2015-08-12	2015-08-13	NOFRILLS CARLO'S #3925	65.48	CAD	65.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05967	ANCASTER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3631-263	2015-08-13	2015-08-17	FIREWOOD FACTORY	192.10	CAD	192.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09751	EDITHVALE CC-PLAY PROGRAMS	5718	"Fireplace, Fireplace Screens and Accesso"	WOOD FOR PIZZA OVEN	
"PARKS, FORESTRY & RECREATION"	3631-264	2015-08-14	2015-08-17	NOFRILLS CARLO'S #3925	14.21	CAD	14.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05967	ANCASTER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"POPCORN, BUTTER"	
"PARKS, FORESTRY & RECREATION"	3635-207	2015-08-19	2015-08-20	NOFRILLS CARLO'S #3925	202.39	CAD	202.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05967	ANCASTER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
