Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre /  WBS Element	Cost Centre /  WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	2467-84	04-23-2013	04-23-2013	GREEN ROOFS (GRHC)	28.25	CAD	28.25	CAD	4118	TICKETS AND ADMISSION FEES	ED0056	BUS DEV-IT/NEW MEDIA	8641	"Associations - Civic, Social, and Frater"	TICKET TO EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2468-144	04-23-2013	04-24-2013	BRAZEN HEAD	26.00	CAD	26.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0056	BUS DEV-IT/NEW MEDIA	5812	"Eating Places, Restaurants"	TICKET TO EVENT	
					"3,992.23"	CAD	"3,992.23"	CAD								
TORONTO WATER	2447-133	04-09-2013	04-10-2013	CARSWELL	30.85	CAD	30.85	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	WW4703	WW CAP PROJ DELIVERY	7338	"Quick Copy, Reproduction, and Blueprinti"	HEALTH & SAFETY HANDBOOK	
TORONTO WATER	2449-171	04-10-2013	04-11-2013	PROJECT MANAGEMENT INS	180.89	CAD	174.02	USD	4760	MEMBERSHIP FEES	WW4703	WW CAP PROJ DELIVERY	8299	Educational Services	MEMBERSHIP	
TORONTO WATER	2455-172	04-12-2013	04-15-2013	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	PROPERTY SEARCH	
TORONTO WATER	2462-151	04-17-2013	04-19-2013	PROFESSIONAL ENGINEER	248.60	CAD	248.60	CAD	4760	MEMBERSHIP FEES	WW4703	WW CAP PROJ DELIVERY	7299	Other Services (Not Elsewhere Classified	MEMBERSHIP FEES	
TORONTO WATER	2465-217	04-19-2013	04-22-2013	HURST COMMUNICATION GR	"1,466.74"	CAD	"1,466.74"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	WW4703	WW CAP PROJ DELIVERY	8299	Educational Services	POWER SYSTEM TRAINING	
					"1,945.08"	CAD	"1,764.19"	CAD								
							174.02	USD								
"PARKS, FORESTRY & RECREATION"	2451-113	04-10-2013	04-12-2013	TILLEY ENDURABLES	470.08	CAD	470.08	CAD	2665	PROTECTIVE CLOTHING	P00268	E-NORTH2-TURF&HORT	5691	Men's and Women's Clothing Stores	UV RETARDENT CLOTHING	
"PARKS, FORESTRY & RECREATION"	2456-103	04-16-2013	04-16-2013	ULINE	220.98	CAD	220.98	CAD	2570	JANITORIAL SUPPLIES	P00268	E-NORTH2-TURF&HORT	5964	Direct Marketing - Catalog Merchants	*****	
"PARKS, FORESTRY & RECREATION"	2459-125	04-16-2013	04-17-2013	CTS CARGO TIE DOWN SPE	382.60	CAD	382.60	CAD	2710	GENERAL HARDWARE	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	RATCHET STRAPS	
"PARKS, FORESTRY & RECREATION"	2461-136	04-17-2013	04-18-2013	STAPLES STORE #44	150.92	CAD	150.92	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00268	E-NORTH2-TURF&HORT	5943	"Office, School Supply, and Stationery St"	"BINDERS, BATTERIES"	
"PARKS, FORESTRY & RECREATION"	2465-218	04-19-2013	04-22-2013	LOWES #02494*	93.70	CAD	93.70	CAD	2710	GENERAL HARDWARE	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2473-235	04-27-2013	04-29-2013	THE HOME DEPOT #7249	617.95	CAD	617.95	CAD	2570	JANITORIAL SUPPLIES	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2479-142	05-02-2013	05-02-2013	ULINE	236.38	CAD	236.38	CAD	2665	PROTECTIVE CLOTHING	P00268	E-NORTH2-TURF&HORT	5964	Direct Marketing - Catalog Merchants	*****	
"PARKS, FORESTRY & RECREATION"	2481-139	05-02-2013	05-03-2013	INTERLINE WHOLESALE HA	308.89	CAD	308.89	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00268	E-NORTH2-TURF&HORT	5072	Hardware Equipment and Supplies	"WHEELBARROW/SAW, BLADES"	
					"2,481.50"	CAD	"2,481.50"	CAD								
"PARKS, FORESTRY & RECREATION"	2449-172	04-10-2013	04-11-2013	BERNARDI BUILDING SUPP	176.01	CAD	176.01	CAD	2786	DRAINAGE MATERIAL	P00364	N-EAST-PKS MAINT/RPR	5211	"Building Materials, Lumber Stores"	PVC SOLID PIPE	
"PARKS, FORESTRY & RECREATION"	2470-127	04-24-2013	04-26-2013	CDN TIRE STORE #00237	13.54	CAD	13.54	CAD	2715	PAINT SUPPLIES	P00427	PRN-PKS CONSTRUCTN	5200	Home Supply Warehouse	BODY FILLER	
					189.55	CAD	189.55	CAD								
"PARKS, FORESTRY & RECREATION"	2437-140	04-03-2013	04-04-2013	STICKERS   MORE WAREHO	74.81	CAD	74.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11426	MITCHELL FIELD-SOC P	5947	"Card, Gift, Novelty, and Souvenir Shops"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2437-141	04-03-2013	04-04-2013	THE CRAFT   HOBBY EMPO	236.11	CAD	236.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06057	D R TIMBRELL -SOC PG	5970	"Artist Supply Stores, Craft Shops"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2441-140	04-04-2013	04-05-2013	SOBEYS #701        QPS	182.46	CAD	182.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2443-206	04-05-2013	04-08-2013	NOFRILLS FREDDIE 1354	153.49	CAD	153.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2445-83	04-08-2013	04-09-2013	PET VALU #2005	20.32	CAD	20.32	CAD	2620	ANIMAL CARE SUPPLIES	P06057	D R TIMBRELL -SOC PG	5995	Pet Shops - Pet Food and Supplies	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2447-134	04-09-2013	04-10-2013	FORTINO'S	13.52	CAD	13.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2447-135	04-09-2013	04-10-2013	NOFRILLS FREDDIE 1354	33.39	CAD	33.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2455-173	04-13-2013	04-15-2013	NOFRILLS FREDDIE 1354	72.36	CAD	72.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2456-104	04-12-2013	04-16-2013	METRO #712	111.62	CAD	111.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2456-105	04-15-2013	04-16-2013	CHAPTERS 940       QPS	41.78	CAD	41.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11426	MITCHELL FIELD-SOC P	5942	Book Stores	PRESCHOOL PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2459-126	04-13-2013	04-17-2013	METRO #712	16.64	CAD	16.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2465-219	04-18-2013	04-22-2013	FOOD BASICS #878	162.12	CAD	162.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2465-220	04-18-2013	04-22-2013	METRO #712	11.22	CAD	11.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2468-145	04-22-2013	04-24-2013	METRO #712	29.04	CAD	29.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2469-184	04-24-2013	04-25-2013	NOFRILLS VITO'S #3936	66.10	CAD	66.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2473-236	04-25-2013	04-29-2013	FOOD BASICS #686	66.23	CAD	66.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2475-88	04-29-2013	04-30-2013	LOBLAWS #1010	34.41	CAD	34.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2479-143	05-01-2013	05-02-2013	NOFRILLS STEVE PEGGY	108.17	CAD	108.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2481-140	05-01-2013	05-03-2013	TRAVELLING CRITTERS	197.25	CAD	197.25	CAD	4102	ENTERTAINER AND BAND FEES	P06057	D R TIMBRELL -SOC PG	7929	"Bands, Orchestras, and Miscellaneous Ent"	SPECIAL PRESENTATION FOR PROGRAM	
					"1,631.04"	CAD	"1,631.04"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2465-221	04-20-2013	04-22-2013	FACEBOOK.COM*E7YW422R4	92.64	CAD	92.64	CAD	4414	ADVERTISING & PROMOTION	SE0011	CENTRL-GEN ADMIN-GEN	7311	Advertising Services	ADS - TRANS# 9012934021070	
ECONOMIC DEVELOPMENT & CULTURE	2465-222	04-21-2013	04-22-2013	FACEBOOK.COM*K63X422R4	99.79	CAD	99.79	CAD	4414	ADVERTISING & PROMOTION	SE0011	CENTRL-GEN ADMIN-GEN	7311	Advertising Services	ADS - TRANS# 9012955800764	
ECONOMIC DEVELOPMENT & CULTURE	2467-85	04-22-2013	04-23-2013	FACEBOOK.COM*YG6X422R4	99.53	CAD	99.53	CAD	4414	ADVERTISING & PROMOTION	SE0011	CENTRL-GEN ADMIN-GEN	7311	Advertising Services	ADS - TRANS# 9012967799133	
ECONOMIC DEVELOPMENT & CULTURE	2468-146	04-23-2013	04-24-2013	FACEBOOK.COM*JN9X422R4	100.00	CAD	100.00	CAD	4414	ADVERTISING & PROMOTION	SE0011	CENTRL-GEN ADMIN-GEN	7311	Advertising Services	ADS - TRANS# 9012990565887	
ECONOMIC DEVELOPMENT & CULTURE	2469-185	04-25-2013	04-25-2013	FACEBOOK.COM*9RFX422R4	81.63	CAD	81.63	CAD	4414	ADVERTISING & PROMOTION	SE0011	CENTRL-GEN ADMIN-GEN	7311	Advertising Services	ADS - TRANS# 9013031879141	
ECONOMIC DEVELOPMENT & CULTURE	2476-150	04-30-2013	05-01-2013	FACEBOOK.COM*U92Y422R4	20.00	CAD	20.00	CAD	4414	ADVERTISING & PROMOTION	SE0011	CENTRL-GEN ADMIN-GEN	7311	Advertising Services	ADS - TRANS# 9013133129199	
					493.59	CAD	493.59	CAD								
TORONTO WATER	2437-142	04-02-2013	04-04-2013	FASTENAL CANADA  CN84	76.64	CAD	76.64	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	7399	Business Services - Not Elsewhere Classi	MACHINERY PARTS	
TORONTO WATER	2443-207	04-04-2013	04-08-2013	APPLIED INDUSTRIAL TEC	19.93	CAD	19.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	V BELT	
TORONTO WATER	2461-137	04-16-2013	04-18-2013	BRAFASCO / ETOBICOKE	71.89	CAD	71.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5085	Industrial Supplies Not Elsewhere Classi	HEX NUTS	
TORONTO WATER	2461-138	04-16-2013	04-18-2013	MR METAL(ETOBICOKE) IN	15.89	CAD	15.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	5051	Metal Service Centers and Offices	METAL BAR	
TORONTO WATER	2461-139	04-17-2013	04-18-2013	KOTYCK BROS LIMITED	404.53	CAD	404.53	CAD	2710	GENERAL HARDWARE	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	GASKET	
TORONTO WATER	2473-237	04-26-2013	04-29-2013	HONIG INDUSTRIAL EQUIP	115.60	CAD	115.60	CAD	3080	M & E - HAND TOOLS	WW1179	HTP LIQUIDS SECONDRY	5969	Direct Marketing - Other Direct Marketer	DRILL	
TORONTO WATER	2473-238	04-26-2013	04-29-2013	KOTYCK BROS LIMITED	561.08	CAD	561.08	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	BUSHING	
TORONTO WATER	2476-151	04-30-2013	05-01-2013	GEORGE BROWN COLLEGE	542.40	CAD	542.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	WW1093	HTP PLANT ADMIN SUPP	8220	"Colleges, Universities, Professional Sch"	BACKFLOW RECTIFICATION	
TORONTO WATER	2481-141	05-01-2013	05-03-2013	FISHER SCIENTIFIC	53.54	CAD	53.54	CAD	2580	LABORATORY SUPPLIES	WW1093	HTP PLANT ADMIN SUPP	5047	Laboratory/Medical/Dental/Ophthalmic Hos	PH STRIPS	
					"1,861.50"	CAD	"1,861.50"	CAD								
EMERGENCY MEDICAL SERVICES	2445-84	04-08-2013	04-09-2013	STAPLES STORE #263	53.01	CAD	53.01	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B46750	OPS - DISTRICT 2	5943	"Office, School Supply, and Stationery St"	"PICTURE HOOKS, ZIPPER PADFOLIO"	
EMERGENCY MEDICAL SERVICES	2447-136	04-08-2013	04-10-2013	WAL-MART # 1152	16.78	CAD	16.78	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	B46750	OPS - DISTRICT 2	5310	Discount Stores	PCITURE FRAMES	
EMERGENCY MEDICAL SERVICES	2449-173	04-09-2013	04-11-2013	WAL-MART #3186	43.21	CAD	43.21	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	B46750	OPS - DISTRICT 2	5411	"Grocery Stores, Supermarkets"	"PICTURE FRAMES, PICTURE TAPE"	
					113.00	CAD	113.00	CAD								
"PARKS, FORESTRY & RECREATION"	2437-143	03-28-2013	04-04-2013	BUNNING SPLICING   RIG	90.40	CAD	90.40	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P00898	KIPLING YD-PKS CONST	5085	Industrial Supplies Not Elsewhere Classi	REFURBISHED SLING	
"PARKS, FORESTRY & RECREATION"	2437-144	04-02-2013	04-04-2013	CDN TIRE STORE #00182	73.14	CAD	73.14	CAD	2715	PAINT SUPPLIES	P00898	KIPLING YD-PKS CONST	5200	Home Supply Warehouse	SPRAY PAINT	
"PARKS, FORESTRY & RECREATION"	2456-106	04-15-2013	04-16-2013	CHAUNCEY BUILDERS SUPP	355.74	CAD	355.74	CAD	3080	M & E - HAND TOOLS	P00898	KIPLING YD-PKS CONST	5211	"Building Materials, Lumber Stores"	TOOLS FOR SHOP	
"PARKS, FORESTRY & RECREATION"	2459-127	04-16-2013	04-17-2013	ROMA FENCE LTD	66.20	CAD	66.20	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PKS CONST	5211	"Building Materials, Lumber Stores"	GATE LATCHES	
"PARKS, FORESTRY & RECREATION"	2459-128	04-16-2013	04-17-2013	ROMA FENCE LTD	608.56	CAD	608.56	CAD	2531	LUMBER	P00898	KIPLING YD-PKS CONST	5211	"Building Materials, Lumber Stores"	FENCE & HARDWARE	
"PARKS, FORESTRY & RECREATION"	2465-223	04-19-2013	04-22-2013	ROMA FENCE LTD	187.64	CAD	187.64	CAD	2531	LUMBER	P00898	KIPLING YD-PKS CONST	5211	"Building Materials, Lumber Stores"	FENCE & HARDWARE	
"PARKS, FORESTRY & RECREATION"	2465-224	04-19-2013	04-22-2013	BRAFASCO / ETOBICOKE	38.01	CAD	38.01	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PKS CONST	5085	Industrial Supplies Not Elsewhere Classi	HITCH PINS	
					"1,419.69"	CAD	"1,419.69"	CAD								
"PARKS, FORESTRY & RECREATION"	2443-208	04-05-2013	04-08-2013	GAME SET MATCH	21.46	CAD	21.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10428	ANNETTE CC-PGM SUPP	5941	Sporting Goods Stores	SPRING SPORTS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2459-129	04-16-2013	04-17-2013	NOFRILLS CHRIS 273	17.99	CAD	17.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10428	ANNETTE CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	PRESCHOOL FOOD SUPPLIES	
					39.45	CAD	39.45	CAD								
TORONTO WATER	2455-174	04-11-2013	04-15-2013	ROKAN LAMINATING CO	227.70	CAD	227.70	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	WW1182	OPS SUPPORT	8999	Professional Services - Not Elsewhere Cl	PHOTOGRAPHIC AND VIDEO SUPPLIES	
TORONTO WATER	2481-142	05-02-2013	05-03-2013	C C HYDRAULIC  IND SUP	57.21	CAD	57.21	CAD	2130	PARTS - MOBILE EQUIPMENT	WW1182	OPS SUPPORT	8999	Professional Services - Not Elsewhere Cl	PARTS - MOBILE EQUIPMENT	
					284.91	CAD	284.91	CAD								
"PARKS, FORESTRY & RECREATION"	2468-147	04-22-2013	04-24-2013	RONA # 55040	8.46	CAD	8.46	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5251	Hardware Stores	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2468-148	04-22-2013	04-24-2013	RONA # 55040	8.46	CAD	8.46	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5251	Hardware Stores	ERROR MADE BY COMPANY - DOUBLE CHARGED	
"PARKS, FORESTRY & RECREATION"	2468-149	04-22-2013	04-24-2013	RONA # 55040	-8.46	CAD	-8.46	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5251	Hardware Stores	REVERSED - ERROR MADE BY COMPANY - DOUBLE CHARGED	
					8.46	CAD	8.46	CAD								
"PARKS, FORESTRY & RECREATION"	2437-145	04-03-2013	04-04-2013	MISTER COFFEE   SERVIC	29.38	CAD	29.38	CAD	2610	KITCHEN SUPPLIES	P12511	RW-OL-SOO-YORK CIVIC	5812	"Eating Places, Restaurants"	1 CASE OF STYROFOAM CUPS	
"PARKS, FORESTRY & RECREATION"	2443-209	04-04-2013	04-08-2013	WAL-MART # 3105	59.42	CAD	59.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13054	GENINT&CLB-CENTNIALW	5310	Discount Stores	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2443-210	04-05-2013	04-08-2013	TOYS R US #3564	152.50	CAD	152.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13054	GENINT&CLB-CENTNIALW	5945	"Game, Toy, and Hobby Shops"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2443-211	04-05-2013	04-08-2013	WAL-MART #3635	102.67	CAD	102.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13054	GENINT&CLB-CENTNIALW	5310	Discount Stores	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2473-239	04-27-2013	04-29-2013	THE HOME DEPOT #7134	5.85	CAD	5.85	CAD	2710	GENERAL HARDWARE	P13054	GENINT&CLB-CENTNIALW	5200	Home Supply Warehouse	*****	
					349.82	CAD	349.82	CAD								
LONG TERM CARE HOMES	2443-212	04-04-2013	04-08-2013	CDN TIRE STORE #00192	505.22	CAD	505.22	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	5200	Home Supply Warehouse	SOIL AND MULCH FOR FRONT GARDENS	
LONG TERM CARE HOMES	2443-213	04-04-2013	04-08-2013	CDN TIRE STORE #00192	352.51	CAD	352.51	CAD	2082	HEALTH & SAFETY SUPPLIES	D3C061	CUMMR LDGE-MT-OA	5200	Home Supply Warehouse	FAN AND CO MONITOR	
LONG TERM CARE HOMES	2456-107	04-15-2013	04-16-2013	SPECTRUM NASCO SI MFG	79.21	CAD	79.21	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C083	CUMMR LDGE-PS-PS	5943	"Office, School Supply, and Stationery St"	MUSIC BINGO AND DVD	
LONG TERM CARE HOMES	2461-140	04-17-2013	04-18-2013	FLAGHOUSE INC.	22.78	CAD	22.78	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C083	CUMMR LDGE-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	SUPERGRIP BALLS	
LONG TERM CARE HOMES	2468-150	04-22-2013	04-24-2013	SYNETIK DESIGN INC	736.05	CAD	736.05	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3C083	CUMMR LDGE-PS-PS	5021	Office and Commercial Furniture	STAGE 4 STOOL	
LONG TERM CARE HOMES	2468-151	04-23-2013	04-24-2013	CHUBB EDWARDS	359.62	CAD	359.62	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C144	CUMMR LDGE-NS-NA	7393	"Detective Agencies, Protective Agencies,"	NURSE CALL SYSTEM PART	
LONG TERM CARE HOMES	2469-186	04-23-2013	04-25-2013	MISTER CHEMICAL LTD	886.33	CAD	886.33	CAD	2499	OTHER CHEMICALS	D3C041	CUMMR LDGE-HK-OA	5169	Chemicals and Allied Products Not Elsewh	VIROX WIPES AND DISINFECTANTS	
LONG TERM CARE HOMES	2475-89	04-29-2013	04-30-2013	PR CREATIVE CATERERS I	"2,263.84"	CAD	"2,263.84"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	5811	Caterers	SEDER MEAL FOR 68 RESIDENTS	
LONG TERM CARE HOMES	2479-144	04-30-2013	05-02-2013	WAL-MART # 3053	121.26	CAD	121.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D6B500	CSS-CUMMR LDGE-DC	5310	Discount Stores	"POT SOIL, MARKERS, COLOURED PENCILS, POTS"	
					"5,326.82"	CAD	"5,326.82"	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2481-143	05-02-2013	05-03-2013	TOR-PARKS/REC EAST	175.90	CAD	175.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01324	ROBRTSON HSE-DIRECT	9399	Government Services - Not Elsewhere Clas	*****	
					175.90	CAD	175.90	CAD								
"PARKS, FORESTRY & RECREATION"	2443-214	04-01-2013	04-08-2013	SUPREME SPORTS INC.	214.36	CAD	214.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09921	KEELE CC-INSTRL	5655	"Sports Apparel, Riding Apparel Stores"	KARATE BELTS	
"PARKS, FORESTRY & RECREATION"	2443-215	04-07-2013	04-08-2013	RCSS WESTON 2800	54.27	CAD	54.27	CAD	*****	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P10455	S-E-PGM SUPP	5411	"Grocery Stores, Supermarkets"	*****	
"PARKS, FORESTRY & RECREATION"	2468-152	04-22-2013	04-24-2013	WAL-MART #1004	43.16	CAD	43.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09921	KEELE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	SOCCER BALLS & TREATS	
"PARKS, FORESTRY & RECREATION"	2468-153	04-22-2013	04-24-2013	WAL-MART #1004	28.23	CAD	28.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09921	KEELE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	CD'S COMP. GYMNASTICS	
"PARKS, FORESTRY & RECREATION"	2473-240	04-26-2013	04-29-2013	WAL-MART #1004	14.50	CAD	14.50	CAD	2570	JANITORIAL SUPPLIES	P10455	S-E-PGM SUPP	5411	"Grocery Stores, Supermarkets"	CLEANING WIPES	
"PARKS, FORESTRY & RECREATION"	2481-144	05-01-2013	05-03-2013	WINTERGREEN LEARNING M	434.07	CAD	434.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09921	KEELE CC-INSTRL	5111	"Stationery, Office Supplies, Printing an"	PRESCHOOL PROGRAM SUPPLIES	
					788.59	CAD	788.59	CAD								
"PARKS, FORESTRY & RECREATION"	2468-154	04-22-2013	04-24-2013	METRO #401	66.19	CAD	66.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NWDS-INSTRL	5411	"Grocery Stores, Supermarkets"	COOKING PRGM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2470-128	04-24-2013	04-26-2013	METRO #401	27.09	CAD	27.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NWDS-INSTRL	5411	"Grocery Stores, Supermarkets"	COOKING PRGM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2473-241	04-27-2013	04-29-2013	BEST BUY CANADA #927	84.89	CAD	84.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05883	NWOODS-ARTS-VISL/PER	5732	Electronic Sales	CD PLAYER FOR DANCE PROGRAM	
"PARKS, FORESTRY & RECREATION"	2481-145	05-01-2013	05-03-2013	METRO #401	122.90	CAD	122.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NWDS-INSTRL	5411	"Grocery Stores, Supermarkets"	COOKING PRGM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2493-1	04-19-2013	04-19-2013	FLGPNET.COM	-10.48	CAD	-10.48	CAD	4233	PCARD RECOVERIES	P05883	NWOODS-ARTS-VISL/PER	7273	Dating and Escort Services	DISPUTE RESOLUTION	
