Division 	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5844-37	2021-07-12	2021-07-13	HI TORONTO HOSTEL	423.75	CAD	423.75	CAD	4412	CONTR SRV - PLUMBING	HS100X	SSHA EMERGENCY EVENT RESPONSE	7011	"Lodging - Hotels, Motels, Resorts - Not"	DAMAGED: FACE MASK AND GLOVES REMOVED FROM MAIN PLUMBING STACK AT TRAVELLERS HOSTEL AT 76 CHURCH ST. (VANDALISM)
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5845-63	2021-07-13	2021-07-14	HI TORONTO HOSTEL	230.41	CAD	230.41	CAD	4431	CONTRACTED SERVICES - FIRE ALARM SYSTEM	HS100X	SSHA EMERGENCY EVENT RESPONSE	7011	"Lodging - Hotels, Motels, Resorts - Not"	TO REIMBUSE FOR MISSING SMOKE ALARM IN ONE OF THE UNITS AT TRAVELLERS HOSTEL - 76 CHURCH ST.
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5846-63	2021-07-14	2021-07-15	HI TORONTO HOSTEL	26.51	CAD	26.51	CAD	4431	CONTRACTED SERVICES - FIRE ALARM SYSTEM	HS100X	SSHA EMERGENCY EVENT RESPONSE	7011	"Lodging - Hotels, Motels, Resorts - Not"	IT LOOKS LIKE THE HST WAS NOT POSTED BACK IN APRIL WHE DEPOSIT WAS DONE. CITY OF TORONTO ADVISED THAT A REMAINING BALAN
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5853-91	2021-07-23	2021-07-26	THE HOME DEPOT #7080	250.88	CAD	250.88	CAD	2710	GENERAL HARDWARE	F01123	SEATON HOUSE-PROPERTY SERV	5200	Home Supply Warehouse	**MORE**  ALUM. SLEEVE
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5854-35	2021-07-22	2021-07-27	SPARKLE SOLUTIONS	"1,350.35"	CAD	"1,350.35"	CAD	3360	M & E - WASHING	F01123	SEATON HOUSE-PROPERTY SERV	7211	Laundry Services - Family and Commercial	"PURCHASE OF A TOP LOAD WASHER FOR SEATON HOUSE, PLUS THE DELIVERY & REMOVAL FEES."
					"4,038.63"	CAD	"4,038.63"	CAD							
SENIOR SERVICES AND LONG-TERM CARE 	5838-52	2021-07-05	2021-07-06	LOWES #02741	45.18	CAD	45.18	CAD	2610	KITCHEN SUPPLIES	D3C031	CUMMER LODGE-FN-OA	5200	Home Supply Warehouse	GILMOURPRO NOZZLE W/THUMB CONTROL
SENIOR SERVICES AND LONG-TERM CARE 	5841-56	2021-07-06	2021-07-08	THE HOME DEPOT CANADA	416.97	CAD	416.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5200	Home Supply Warehouse	DENALI DECK BOX
SENIOR SERVICES AND LONG-TERM CARE 	5851-74	2021-07-21	2021-07-22	MEDICAL MART MEDLINE C	"1,322.10"	CAD	"1,322.10"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C144	CUMMER LODGE-NS-NA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	CART 2 SHELF & DRAWER SS
SENIOR SERVICES AND LONG-TERM CARE 	5852-47	2021-07-22	2021-07-23	EYECLICK (BEAM)	"2,349.47"	CAD	"1,800.00"	USD	3099	GENERAL EQUIPMENT	D3C031	CUMMER LODGE-FN-OA	5969	Direct Marketing - Other Direct Marketer	OBIE 3000 HARDWARE - EPSON LUMENS 3000
SENIOR SERVICES AND LONG-TERM CARE 	5855-54	2021-07-27	2021-07-28	AGOSTINO'S AND NANCYS	6.18	CAD	6.18	CAD	2741	FOOD COSTS	D3C032	CUMMER LODGE-FN-RF	5411	"Grocery Stores, Supermarkets"	2 CASES OF COKE
					"4,139.90"	CAD	"1,790.43"	CAD							
							"1,800.00"	USD							
PUBLIC HEALTH	5850-67	2021-07-19	2021-07-21	MGCS - OSS IFIS AR	18.93	CAD	18.93	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	9399	Government Services - Not Elsewhere Clas	GALE SUBSCRIPTION
					18.93	CAD	18.93	CAD							
TORONTO PARAMEDIC SERVICES	5839-91	2021-07-07	2021-07-07	ROGERS  239037613006	44.06	CAD	44.06	CAD	4441	CONTRACTED SERVICES - CABLE TV	B46751	OPS - SERVICE DISTRICT 4	4899	Cable and Other Pay Television Services	CABLE
TORONTO PARAMEDIC SERVICES	5853-92	2021-07-25	2021-07-26	TARGET PARK	"1,211.80"	CAD	"1,211.80"	CAD	4570	RENTAL/LEASE OF PARKING SPACES	B46751	OPS - SERVICE DISTRICT 4	7523	Automobile Parking Lots and Garages	PARKING
					"1,255.86"	CAD	"1,255.86"	CAD							
TORONTO PARAMEDIC SERVICES	5845-64	2021-07-13	2021-07-14	CDW CANADA #G763767	499.28	CAD	499.28	CAD	3410	COMPUTERS - HARDWARE	B24100	QUALITY REVIEW SERVICES	5045	"Computers, Computer Peripheral Equipment"	+AXIOM 4GB DDR3-1333 RDIMA6994477
					499.28	CAD	499.28	CAD							
TORONTO PARAMEDIC SERVICES	5835-56	2021-06-29	2021-07-01	GRAYBAR CANADA MI	572.81	CAD	572.81	CAD	3410	COMPUTERS - HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	CABLE
TORONTO PARAMEDIC SERVICES	5838-53	2021-07-05	2021-07-06	STAPLES #287	39.54	CAD	39.54	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5943	"Office, School Supply, and Stationery St"	COMPRESSED AIR DUSTERS
TORONTO PARAMEDIC SERVICES	5844-38	2021-07-12	2021-07-13	DATA INTEGRITY INC.	120.64	CAD	120.64	CAD	2199	MISCELLANEOUS PARTS	B31100	COMMUNICATIONS SYSTEMS SUPPORT	7372	"Computer Programming, Integrated Systems"	RACKMOUNT KIT
TORONTO PARAMEDIC SERVICES	5844-39	2021-07-12	2021-07-13	DATA INTEGRITY INC.	193.23	CAD	193.23	CAD	3410	COMPUTERS - HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	7372	"Computer Programming, Integrated Systems"	ADAPTER CORDS
TORONTO PARAMEDIC SERVICES	5855-55	2021-07-28	2021-07-28	TELECOM COMPUTER	186.79	CAD	186.79	CAD	3410	COMPUTERS - HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5045	"Computers, Computer Peripheral Equipment"	CD/DVD/BLURAY WRITER
					"1,113.01"	CAD	"1,113.01"	CAD							
PUBLIC HEALTH	5838-54	2021-07-05	2021-07-06	LIFELABS - MLPT	60.00	CAD	60.00	CAD	4025	PROFESSIONAL SERVICES MEDICAL AND DENTAL	PH4031	INFECTION CONTROL - NORTH	8071	Dental and Medical Laboratories	PROFESSIONAL SERVICES MEDICAL AND DE
PUBLIC HEALTH	5848-94	2021-07-16	2021-07-19	COSTCO WHOLESALE W535	30.50	CAD	30.50	CAD	2824	PRESCRIPTION DRUGS	PH4031	INFECTION CONTROL - NORTH	5300	Wholesale Clubs	PRESCRIPTION DRUGS
PUBLIC HEALTH	5848-95	2021-07-16	2021-07-19	HOOPERS PHARMACY (PORT	70.96	CAD	70.96	CAD	2824	PRESCRIPTION DRUGS	PH4031	INFECTION CONTROL - NORTH	5912	"Drug Stores, Pharmacies"	PRESCRIPTION DRUGS
					161.46	CAD	161.46	CAD							
PUBLIC HEALTH	5850-68	2021-07-20	2021-07-21	AMZN MKTP CA 2E5BP1E82	54.15	CAD	54.15	CAD	2710	GENERAL HARDWARE	PH1051	INFORMATION TECHNOLOGY	4816	Computer Network/Information Services	BUTTON CELL BATTER
					54.15	CAD	54.15	CAD							
TORONTO PARAMEDIC SERVICES	5842-63	2021-07-07	2021-07-09	MTO RUS - SO CONCORD	668.00	CAD	668.00	CAD	4830	PERMIT & LICENSE FEES	B41000	OPERATION&MAINTENANCE OF GARAGE	9399	Government Services - Not Elsewhere Clas	LICENSE RENEWAL
TORONTO PARAMEDIC SERVICES	5848-96	2021-07-16	2021-07-19	MTO RUS - SO CONCORD	668.00	CAD	668.00	CAD	4830	PERMIT & LICENSE FEES	B41000	OPERATION&MAINTENANCE OF GARAGE	9399	Government Services - Not Elsewhere Clas	LICENSE RENEWAL
					"1,336.00"	CAD	"1,336.00"	CAD							
TORONTO PARAMEDIC SERVICES	5848-97	2021-07-12	2021-07-19	FIRETECH MANUFACTURING	"3,064.11"	CAD	"3,064.11"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46754	OPS - SERVICE DISTRICT 5	5074	Plumbing and Heating Equipment	BACKPACKS
					"3,064.11"	CAD	"3,064.11"	CAD							
PUBLIC HEALTH	5835-57	2021-06-29	2021-07-01	CDN TIRE STORE #00600	86.98	CAD	86.98	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5200	Home Supply Warehouse	MEDICAL SUPPLIES
PUBLIC HEALTH	5835-58	2021-06-30	2021-07-01	AMZN MKTP CA 299SL5OQ0	45.14	CAD	45.14	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	4816	Computer Network/Information Services	MEDICAL SUPPLIES
PUBLIC HEALTH	5836-25	2021-07-01	2021-07-02	AMZN MKTP CA 294BL6CR2	146.88	CAD	146.88	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	4816	Computer Network/Information Services	MEDICAL SUPPLIES
PUBLIC HEALTH	5836-26	2021-06-30	2021-07-02	CDN TIRE STORE #00600	155.09	CAD	155.09	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5200	Home Supply Warehouse	MEDICAL SUPPLIES
PUBLIC HEALTH	5837-68	2021-07-02	2021-07-05	METRO #759	22.41	CAD	22.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5411	"Grocery Stores, Supermarkets"	FOOD & NON-ALCOHOLIC BEVERAGES
PUBLIC HEALTH	5837-69	2021-07-02	2021-07-05	AMAZON.CA 291Q37JQ0	372.89	CAD	372.89	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	4816	Computer Network/Information Services	MEDICAL SUPPLIES
PUBLIC HEALTH	5837-70	2021-07-05	2021-07-05	AMZN MKTP CA 293FF6130	30.50	CAD	30.50	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	4816	Computer Network/Information Services	MEDICAL SUPPLIES
PUBLIC HEALTH	5838-55	2021-07-02	2021-07-06	CDN TIRE STORE #00600	98.28	CAD	98.28	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5200	Home Supply Warehouse	MEDICAL SUPPLIES
PUBLIC HEALTH	5838-56	2021-07-03	2021-07-06	CDN TIRE STORE #00600	56.45	CAD	56.45	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5200	Home Supply Warehouse	MEDICAL SUPPLIES
PUBLIC HEALTH	5838-57	2021-07-05	2021-07-06	NO FRILLS #753	37.60	CAD	37.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5411	"Grocery Stores, Supermarkets"	FOOD & NON-ALCOHOLIC BEVERAGES
PUBLIC HEALTH	5839-92	2021-07-06	2021-07-07	STAPLES.CA	564.99	CAD	564.99	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	PH4162	NEEDLE DROP BOX PROJECT	5943	"Office, School Supply, and Stationery St"	OTHER OFFICE MATERIAL &MINOR FURNISH
PUBLIC HEALTH	5839-93	2021-07-06	2021-07-07	METRO DRUGS	235.07	CAD	235.07	CAD	2824	PRESCRIPTION DRUGS	PH4061	NEEDLE EXCHANGE PROGRM	5122	"Drugs, Drug Proprietaries, and Druggists"	PRESCRIPTION DRUGS
PUBLIC HEALTH	5841-57	2021-07-07	2021-07-08	AMZN MKTP CA 2981G6H10	36.68	CAD	36.68	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	PH4061	NEEDLE EXCHANGE PROGRM	4816	Computer Network/Information Services	OTHER OFFICE MATERIAL &MINOR FURNISH
PUBLIC HEALTH	5841-58	2021-07-06	2021-07-08	CDN TIRE STORE #00600	58.71	CAD	58.71	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5200	Home Supply Warehouse	MEDICAL SUPPLIES
PUBLIC HEALTH	5841-59	2021-07-07	2021-07-08	DOLLARAMA #1201	26.93	CAD	26.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5310	Discount Stores	FOOD & NON-ALCOHOLIC BEVERAGES
PUBLIC HEALTH	5843-77	2021-07-08	2021-07-12	CDN TIRE STORE #00600	87.80	CAD	87.80	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5200	Home Supply Warehouse	MEDICAL SUPPLIES
PUBLIC HEALTH	5843-78	2021-07-09	2021-07-12	NOFRILLS VITO'S #3936	43.34	CAD	43.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5411	"Grocery Stores, Supermarkets"	FOOD & NON-ALCOHOLIC BEVERAGES
PUBLIC HEALTH	5845-65	2021-07-13	2021-07-14	DOLLARAMA #1201	11.87	CAD	11.87	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5310	Discount Stores	MEDICAL SUPPLIES
PUBLIC HEALTH	5846-64	2021-07-14	2021-07-15	DOLLARAMA #1201	39.95	CAD	39.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5310	Discount Stores	FOOD & NON-ALCOHOLIC BEVERAGES
PUBLIC HEALTH	5846-65	2021-07-14	2021-07-15	DOLLARAMA #1201	10.06	CAD	10.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5310	Discount Stores	FOOD & NON-ALCOHOLIC BEVERAGES
PUBLIC HEALTH	5847-66	2021-07-15	2021-07-16	DOLLARAMA #1201	5.00	CAD	5.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5310	Discount Stores	FOOD & NON-ALCOHOLIC BEVERAGES
PUBLIC HEALTH	5848-98	2021-07-17	2021-07-19	DOLLARAMA #1201	49.55	CAD	49.55	CAD	2823	MEDICAL SUPPLIES	PH4162	NEEDLE DROP BOX PROJECT	5310	Discount Stores	MEDICAL SUPPLIES
PUBLIC HEALTH	5848-99	2021-07-15	2021-07-19	KASSEL'S PHARMACY	180.00	CAD	180.00	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5912	"Drug Stores, Pharmacies"	MEDICAL SUPPLIES
PUBLIC HEALTH	5848-100	2021-07-15	2021-07-19	WAL-MART # 3031	63.04	CAD	63.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5310	Discount Stores	FOOD & NON-ALCOHOLIC BEVERAGES
PUBLIC HEALTH	5849-46	2021-07-16	2021-07-20	CDN TIRE STORE #00600	7.45	CAD	7.45	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5200	Home Supply Warehouse	MEDICAL SUPPLIES
PUBLIC HEALTH	5853-93	2021-07-23	2021-07-26	COSTCO WHOLESALE W524	48.86	CAD	48.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5300	Wholesale Clubs	FOOD & NON-ALCOHOLIC BEVERAGES
PUBLIC HEALTH	5855-56	2021-07-27	2021-07-28	DOLLARAMA #1201	19.18	CAD	19.18	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5310	Discount Stores	MEDICAL SUPPLIES
PUBLIC HEALTH	5855-57	2021-07-26	2021-07-28	CDN TIRE STORE #00600	120.77	CAD	120.77	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5200	Home Supply Warehouse	MEDICAL SUPPLIES
PUBLIC HEALTH	5856-56	2021-07-28	2021-07-29	AMAZON.CA PRIME MEMBER	9.03	CAD	9.03	CAD	4760	MEMBERSHIP FEES	PH4061	NEEDLE EXCHANGE PROGRM	5968	Direct Marketing - Continuity/Subscripti	MEMBERSHIP FEES
PUBLIC HEALTH	5856-57	2021-07-28	2021-07-29	DOLLARAMA #1201	39.11	CAD	39.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5310	Discount Stores	FOOD & NON-ALCOHOLIC BEVERAGES
PUBLIC HEALTH	5857-61	2021-07-29	2021-07-30	DOLLARAMA #1201	31.13	CAD	31.13	CAD	2823	MEDICAL SUPPLIES	PH4061	NEEDLE EXCHANGE PROGRM	5310	Discount Stores	MEDICAL SUPPLIES
PUBLIC HEALTH	5857-62	2021-07-29	2021-07-30	COSIMO'S NO FRILLS #36	41.14	CAD	41.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5411	"Grocery Stores, Supermarkets"	FOOD & NON-ALCOHOLIC BEVERAGES
PUBLIC HEALTH	5857-63	2021-07-29	2021-07-30	NOFRILLS SHERIFFS 270	9.35	CAD	9.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	PH4061	NEEDLE EXCHANGE PROGRM	5411	"Grocery Stores, Supermarkets"	FOOD & NON-ALCOHOLIC BEVERAGES
					"2,791.23"	CAD	"2,791.23"	CAD							
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5835-59	2021-06-30	2021-07-01	SHERWIN WILLIAMS 76881	518.56	CAD	518.56	CAD	2715	PAINT SUPPLIES	F01423	SCARBOROUGH FAMILY RES-PROPERTY SER	5231	"Glass, Paint, Wallpaper Stores"	PAINT FOR FAMILY RESIDENCE
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5836-27	2021-07-01	2021-07-02	WAL MART CANADA INC	168.88	CAD	168.88	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	HS100X	SSHA EMERGENCY EVENT RESPONSE	5310	Discount Stores	THERMOMETERS AND BATTERIES COVID 19 SCREENING AT FAMILY RES. SITES DELIVERY 1 - BATTIES
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5836-28	2021-06-30	2021-07-02	WAL MART CANADA INC	0.01	CAD	0.01	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	HS100X	SSHA EMERGENCY EVENT RESPONSE	5310	Discount Stores	THERMOMETERS & BATTERIES - COVID 19 SCREENING AT FAMILY RES. SITES DELIVERY 2 - THERMOMETERS
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5837-71	2021-07-02	2021-07-05	JOVAN DISTRIBUTORS	532.68	CAD	532.68	CAD	2730	LOCKS	F01423	SCARBOROUGH FAMILY RES-PROPERTY SER	5072	Hardware Equipment and Supplies	LINEAR WEATHER RESISTANT KEYPAD - FLUSH MOUNT
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5844-40	2021-07-12	2021-07-13	JOVAN DISTRIBUTORS	266.34	CAD	266.34	CAD	2730	LOCKS	F01423	SCARBOROUGH FAMILY RES-PROPERTY SER	5072	Hardware Equipment and Supplies	STRIKES FOR LINEAR WEATHER RESISTANT KEYPAD - FLUSH MOUNT
					"1,486.47"	CAD	"1,486.47"	CAD							
SENIOR SERVICES AND LONG-TERM CARE 	5850-69	2021-07-20	2021-07-21	MEDICAL MART MEDLINE C	743.54	CAD	743.54	CAD	2823	MEDICAL SUPPLIES	D3A144	BENDALE ACRES-NS-NA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	HYDOFERA BLUE ANTI-MICROBIAL FOAM DRESSING
SENIOR SERVICES AND LONG-TERM CARE 	5853-94	2021-07-24	2021-07-26	WAL MART CANADA INC	169.16	CAD	169.16	CAD	2690	BEDDING	D3A144	BENDALE ACRES-NS-NA	5310	Discount Stores	BODY PILLOWS
SENIOR SERVICES AND LONG-TERM CARE 	5853-95	2021-07-23	2021-07-26	PURO/520000427127	27.81	CAD	27.81	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A011	BENDALE ACRES-PA-OA	4215	"Courier Services - Air & Ground, Freight"	COURIER SERVICE
SENIOR SERVICES AND LONG-TERM CARE 	5853-96	2021-07-25	2021-07-26	AMZN MKTP CA 2P56J0LO1	158.95	CAD	158.95	CAD	2855	PERSONAL CARE PROD	D3A144	BENDALE ACRES-NS-NA	4816	Computer Network/Information Services	DYCEM NON-SLIP MATERIAL ROLL
SENIOR SERVICES AND LONG-TERM CARE 	5853-97	2021-07-26	2021-07-26	AMZN MKTP CA 2E94797F0	46.30	CAD	46.30	CAD	2855	PERSONAL CARE PROD	D3A144	BENDALE ACRES-NS-NA	4816	Computer Network/Information Services	SOLE PROTECTOR AND ANTI SLIP TAPE
SENIOR SERVICES AND LONG-TERM CARE 	5857-64	2021-07-29	2021-07-30	PURO/520000432325	60.26	CAD	60.26	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A011	BENDALE ACRES-PA-OA	4215	"Courier Services - Air & Ground, Freight"	COURIER
					"1,206.02"	CAD	"1,206.02"	CAD							
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5844-41	2021-07-12	2021-07-13	WALMARTCANADAGC-BUYA	750.00	CAD	750.00	CAD	4995	OTHER EXPENSES	HS100X	SSHA EMERGENCY EVENT RESPONSE	5947	"Card, Gift, Novelty, and Souvenir Shops"	GIFT CARDS - COVID VACCINE INCENTIVE PGM
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5844-42	2021-07-12	2021-07-13	WALMARTCANADAGC-BUYA	500.00	CAD	500.00	CAD	4995	OTHER EXPENSES	HS100X	SSHA EMERGENCY EVENT RESPONSE	5947	"Card, Gift, Novelty, and Souvenir Shops"	GIFT CARDS - COVID VACCINE INCENTIVE PGM
					"1,250.00"	CAD	"1,250.00"	CAD							
TORONTO PARAMEDIC SERVICES	5848-101	2021-07-17	2021-07-19	THE HOME DEPOT CANADA	90.35	CAD	90.35	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B33100	COMMUNICATION CENTRE OPERATIONS	5200	Home Supply Warehouse	TOOL TOTE CRASH BAGS
TORONTO PARAMEDIC SERVICES	5849-47	2021-07-19	2021-07-20	AMZN MKTP CA 2E80551W0	142.01	CAD	142.01	CAD	3410	COMPUTERS - HARDWARE	B33118	CACC - TRG. UNIT	4816	Computer Network/Information Services	MOUSE
TORONTO PARAMEDIC SERVICES	5850-70	2021-07-21	2021-07-21	AMAZON.CA 2E8XO50Y2	44.13	CAD	44.13	CAD	2575	ELECTRICAL SUPPLIES	B33100	COMMUNICATION CENTRE OPERATIONS	4816	Computer Network/Information Services	EXTENSION CORDS
					276.49	CAD	276.49	CAD							
"PARKS, FORESTRY & RECREATION"	5835-60	2021-07-01	2021-07-01	BAG SUPPLIES CANADA	"2,992.94"	CAD	"2,992.94"	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12856	RAVINE & WATERCOURSE MAINTENANCE	5199	Nondurable Goods Not Elsewhere Classifie	BULK LOAD BAGS FOR DEBRIS
"PARKS, FORESTRY & RECREATION"	5852-48	2021-07-21	2021-07-23	THE HOME DEPOT #7001	331.00	CAD	331.00	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12856	RAVINE & WATERCOURSE MAINTENANCE	5200	Home Supply Warehouse	**MORE**  20V GRINDER
"PARKS, FORESTRY & RECREATION"	5852-49	2021-07-21	2021-07-23	THE HOME DEPOT #7001	-315.27	CAD	-315.27	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12856	RAVINE & WATERCOURSE MAINTENANCE	5200	Home Supply Warehouse	RETURNED ITEMS NOT NEEDED
					"3,008.67"	CAD	"3,008.67"	CAD							
"PARKS, FORESTRY & RECREATION"	5836-29	2021-07-01	2021-07-02	WWW.IKEA.CA	127.57	CAD	127.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10549	Y-REC SUPER3-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	CLOCKS FOR O/D POOL
"PARKS, FORESTRY & RECREATION"	5838-58	2021-07-05	2021-07-06	DOLLARAMA # 836	69.83	CAD	69.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08627	W-Y O/D POOL-OPERATIONS	5310	Discount Stores	PANTY HOSE AND WAS PROTECTION
"PARKS, FORESTRY & RECREATION"	5839-94	2021-07-05	2021-07-07	THE HOME DEPOT #7011	50.83	CAD	50.83	CAD	3080	M & E - HAND TOOLS	P08627	W-Y O/D POOL-OPERATIONS	5200	Home Supply Warehouse	DRILL BIT
"PARKS, FORESTRY & RECREATION"	5841-60	2021-07-07	2021-07-08	LOBLAWS #1066	2.49	CAD	2.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10549	Y-REC SUPER3-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	WATER
"PARKS, FORESTRY & RECREATION"	5842-64	2021-07-07	2021-07-09	THE HOME DEPOT #7011	24.06	CAD	24.06	CAD	2710	GENERAL HARDWARE	P08627	W-Y O/D POOL-OPERATIONS	5200	Home Supply Warehouse	SCREW
"PARKS, FORESTRY & RECREATION"	5842-65	2021-07-07	2021-07-09	CDN TIRE STORE #00070	320.82	CAD	320.82	CAD	3080	M & E - HAND TOOLS	P08627	W-Y O/D POOL-OPERATIONS	5200	Home Supply Warehouse	SCREW AND DRILL
"PARKS, FORESTRY & RECREATION"	5852-50	2021-07-21	2021-07-23	AQUAMSPECIALISTE	539.00	CAD	539.00	CAD	2710	GENERAL HARDWARE	P08627	W-Y O/D POOL-OPERATIONS	5996	Swimming Pools - Sales and Supplies	RING BOUY HOOKS
"PARKS, FORESTRY & RECREATION"	5852-51	2021-07-22	2021-07-23	AQUAMSPECIALISTE	858.69	CAD	858.69	CAD	2710	GENERAL HARDWARE	P08627	W-Y O/D POOL-OPERATIONS	5996	Swimming Pools - Sales and Supplies	UNBRELLA HOLDERS
"PARKS, FORESTRY & RECREATION"	5852-52	2021-07-21	2021-07-23	THE HOME DEPOT #7114	52.29	CAD	52.29	CAD	2710	GENERAL HARDWARE	P08627	W-Y O/D POOL-OPERATIONS	5200	Home Supply Warehouse	**MORE**  DRILL BITS
					"2,045.58"	CAD	"2,045.58"	CAD							
"PARKS, FORESTRY & RECREATION"	5835-61	2021-06-29	2021-07-01	CDN TIRE STORE #00182	115.03	CAD	115.03	CAD	3099	GENERAL EQUIPMENT	CPR127-48-01	IT-ENTERPRISE WORK MANAGEMENT SYSTEM FY2	5200	Home Supply Warehouse	BATTERY PACK CHARGERS FOR IPHONE
					115.03	CAD	115.03	CAD							
