Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	 G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3281-205	2014-12-05	2014-12-08	FOOD BASICS #875	16.35	CAD	16.35	CAD	2610	KITCHEN SUPPLIES	P13228	SPECIAL EVENTS - MATTY ECKLER CRC	5411	"Grocery Stores, Supermarkets"	FOIL	
"PARKS, FORESTRY & RECREATION"	3281-206	2014-12-05	2014-12-08	ABSOLUTE DOLLAR	28.82	CAD	28.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13228	SPECIAL EVENTS - MATTY ECKLER CRC	5310	Discount Stores	SUPPLIES FOR PANCAKE BREAKFAST	
"PARKS, FORESTRY & RECREATION"	3281-207	2014-12-06	2014-12-08	FOOD BASICS #875	9.96	CAD	9.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13228	SPECIAL EVENTS - MATTY ECKLER CRC	5411	"Grocery Stores, Supermarkets"	CHICKEN WIENERS	
"PARKS, FORESTRY & RECREATION"	3283-80	2014-12-05	2014-12-09	CDN TIRE STORE #00273	151.34	CAD	151.34	CAD	3050	M & E - KITCHEN	P13228	SPECIAL EVENTS - MATTY ECKLER CRC	5200	Home Supply Warehouse	"GRIDDLE, GUMMY BEARS, FOIL"	
"PARKS, FORESTRY & RECREATION"	3292-163	2014-12-11	2014-12-15	ABSOLUTE DOLLAR	5.09	CAD	5.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11686	MATTY ECKLER-SOCIAL PRGM	5310	Discount Stores	AFTERSCHOOL PRGM CRAFT ITEMS	
"PARKS, FORESTRY & RECREATION"	3292-164	2014-12-11	2014-12-15	FOOD BASICS #875	29.97	CAD	29.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	AFTERSCHOOL PRGM SNACKS	
"PARKS, FORESTRY & RECREATION"	3292-165	2014-12-12	2014-12-15	AZURE PRODUCTION	90.40	CAD	90.40	CAD	4995	OTHER EXPENSES	P11614	MATTY ECKLER-ARTS-VISL/PERF	7829	Motion Picture and Video Tape Production	TRANSFERRING TO DVD	
"PARKS, FORESTRY & RECREATION"	3298-129	2014-12-16	2014-12-18	FOOD BASICS #875	16.93	CAD	16.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"FLOUR, SUGAR"	
"PARKS, FORESTRY & RECREATION"	3298-130	2014-12-16	2014-12-18	FOOD BASICS #875	3.98	CAD	3.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SALT	
"PARKS, FORESTRY & RECREATION"	3298-131	2014-12-16	2014-12-18	CDN TIRE STORE #00273	66.60	CAD	66.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5200	Home Supply Warehouse	CHOCOLATES-AFTERSCHOOL TREATS	
"PARKS, FORESTRY & RECREATION"	3298-132	2014-12-16	2014-12-18	WALMART #1150	13.56	CAD	13.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11686	MATTY ECKLER-SOCIAL PRGM	5310	Discount Stores	AFTERSCHOOL TREATS/PROJECTS	
"PARKS, FORESTRY & RECREATION"	3300-131	2014-12-17	2014-12-19	FOOD BASICS #875	8.55	CAD	8.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"SUGAR, POPCORN"	
"PARKS, FORESTRY & RECREATION"	3300-132	2014-12-18	2014-12-19	BLACK'S #54	465.56	CAD	465.56	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5946	Camera and Photographic Supply Stores	PHOTO DEVELOPINGS FROM DANCE RECITAL	
"PARKS, FORESTRY & RECREATION"	3300-133	2014-12-18	2014-12-19	AZURE PRODUCTION	202.27	CAD	202.27	CAD	4995	OTHER EXPENSES	P11614	MATTY ECKLER-ARTS-VISL/PERF	7829	Motion Picture and Video Tape Production	DVD DUPLICATION SERVICES	
"PARKS, FORESTRY & RECREATION"	3300-134	2014-12-18	2014-12-19	MOJO PROPS ANS SET DRE	67.80	CAD	67.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11614	MATTY ECKLER-ARTS-VISL/PERF	8999	Professional Services - Not Elsewhere Cl	WHITE CHRISTMAS TREE	
"PARKS, FORESTRY & RECREATION"	3302-174	2014-12-19	2014-12-22	STAPLES STORE #286	40.82	CAD	40.82	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5943	"Office, School Supply, and Stationery St"	ENVELOPES	
"PARKS, FORESTRY & RECREATION"	3302-175	2014-12-19	2014-12-22	FOOD BASICS #875	21.49	CAD	21.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	AFTERSCHOOL PRGM SNACKS	
"PARKS, FORESTRY & RECREATION"	3302-176	2014-12-19	2014-12-22	WALMART #1150	27.79	CAD	27.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5310	Discount Stores	AFTERSCHOOL PRGM SNACKS	
"PARKS, FORESTRY & RECREATION"	3302-177	2014-12-19	2014-12-22	ABSOLUTE DOLLAR	30.51	CAD	30.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5310	Discount Stores	AFTERSCHOOL PRGM PARTY SUPPLIES	
					"1,603.48"	CAD	"1,603.48"	CAD								
FIRE SERVICES	3271-237	2014-11-27	2014-12-01	HRAI SKILLTECH	56.50	CAD	56.50	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	8641	"Associations - Civic, Social, and Frater"	CERTIFICATE RENEWAL	
FIRE SERVICES	3271-238	2014-11-27	2014-12-01	HRAI SKILLTECH	56.50	CAD	56.50	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	8641	"Associations - Civic, Social, and Frater"	CERTIFICATE RENEWAL	
					113.00	CAD	113.00	CAD								
EMERGENCY MEDICAL SERVICES	3273-86	2014-12-01	2014-12-02	KETCHUM MANUFACTURING	343.32	CAD	343.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46750	OPS - SERVICE DISTRICT 2	7311	Advertising Services	SURETAG	
					343.32	CAD	343.32	CAD								
"PARKS, FORESTRY & RECREATION"	3283-81	2014-12-06	2014-12-09	CDN TIRE STORE #00126	63.27	CAD	63.27	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13473	TE - SPORTS FIELD MAINTENANCE	5200	Home Supply Warehouse	PUMP	
"PARKS, FORESTRY & RECREATION"	3298-133	2014-12-16	2014-12-18	CUSTOM DOOR   LOCK SER	37.86	CAD	37.86	CAD	2730	LOCKS	P13473	TE - SPORTS FIELD MAINTENANCE	5533	"Automotive Parts, Accessories Stores"	KEYS CUT	
"PARKS, FORESTRY & RECREATION"	3306-105	2014-12-22	2014-12-24	EAGLE BEAVER SPORTS LT	720.30	CAD	720.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13473	TE - SPORTS FIELD MAINTENANCE	5941	Sporting Goods Stores	"HOCKEY NETS, HOME PLATES"	
					821.43	CAD	821.43	CAD								
"PARKS, FORESTRY & RECREATION"	3290-90	2014-12-10	2014-12-12	THE HOME DEPOT #7107	15.81	CAD	15.81	CAD	2710	GENERAL HARDWARE	P13474	SC - SPORTS FIELD MAINTENANCE	5200	Home Supply Warehouse	SCREWS	
"PARKS, FORESTRY & RECREATION"	3308-107	2014-12-24	2014-12-29	THE HOME DEPOT #7107	121.44	CAD	121.44	CAD	3310	FURNISHINGS	P13474	SC - SPORTS FIELD MAINTENANCE	5200	Home Supply Warehouse	**MORE**  MINI BLIND	
					137.25	CAD	137.25	CAD								
"PARKS, FORESTRY & RECREATION"	3273-87	2014-12-01	2014-12-02	SHOPPERSDRUGMART0918	69.93	CAD	69.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13156	INSTRCT SPORTS - CUMMER PARK CC	5912	"Drug Stores, Pharmacies"	CRAFT SUPPLIES FOR PRESCHOOL PROG	
"PARKS, FORESTRY & RECREATION"	3290-91	2014-12-10	2014-12-12	FITNESS MARKETING GROU	176.51	CAD	176.51	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P07197	CUMMER-FITNESS	5941	Sporting Goods Stores	BENDER BALLS	
"PARKS, FORESTRY & RECREATION"	3302-178	2014-12-22	2014-12-22	AMAZON.CA	212.77	CAD	212.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08035	CUMMER-ARTS-VISL/PERF	4816	Computer Network/Information Services	PROGRAMMING BOOKS	
"PARKS, FORESTRY & RECREATION"	3308-108	2014-12-23	2014-12-29	TARGET CANADA T3609	31.62	CAD	31.62	CAD	3320	FIXTURES	P07197	CUMMER-FITNESS	5310	Discount Stores	SHOWER CADDY	
"PARKS, FORESTRY & RECREATION"	3312-72	2014-12-30	2014-12-31	AMAZON.CA	18.87	CAD	18.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08035	CUMMER-ARTS-VISL/PERF	4816	Computer Network/Information Services	PROGRAMMING BOOKS	
					509.70	CAD	509.70	CAD								
"PARKS, FORESTRY & RECREATION"	3273-88	2014-12-01	2014-12-02	DOWNTOWN LUMBER   BUIL	532.63	CAD	532.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07673	JOHN INNES-OPERATIONS	5251	Hardware Stores	"CEILING TILES, LIGHT SCREENS"	
"PARKS, FORESTRY & RECREATION"	3276-137	2014-12-01	2014-12-04	DOWNTOWN RENTAL   BLDG	50.82	CAD	50.82	CAD	3320	FIXTURES	P07673	JOHN INNES-OPERATIONS	5251	Hardware Stores	CURB STONES FOR JOHN INNES	
"PARKS, FORESTRY & RECREATION"	3280-135	2014-12-03	2014-12-05	WAL-MART #3106	24.79	CAD	24.79	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07723	MASARYK COWAN-OPERATIONS	5411	"Grocery Stores, Supermarkets"	PICTURE FRAMES (MCCORMICK)	
"PARKS, FORESTRY & RECREATION"	3290-92	2014-12-10	2014-12-12	THE HOME DEPOT #7080	87.71	CAD	87.71	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P07673	JOHN INNES-OPERATIONS	5200	Home Supply Warehouse	**MORE**  11MM FIR PLY	
"PARKS, FORESTRY & RECREATION"	3312-73	2014-12-30	2014-12-31	NOFRILLS JOSEPHS 730	512.12	CAD	512.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES - DUFFERIN GROVE	
					"1,208.07"	CAD	"1,208.07"	CAD								
"PARKS, FORESTRY & RECREATION"	3281-208	2014-12-05	2014-12-08	ALPINE LAWN   GARDEN E	191.80	CAD	191.80	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5261	Lawn and Garden Supply Stores	SNOWBLOWER/EDGER PARTS	
"PARKS, FORESTRY & RECREATION"	3302-179	2014-12-19	2014-12-22	WAJAX EQUIP MISSISSAUG	209.28	CAD	209.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12005	LASTMAN SQ-AIRS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	THROTTLE CABLE/SPRING	
					401.08	CAD	401.08	CAD								
TORONTO WATER	3271-239	2014-11-27	2014-12-01	THE HOME DEPOT #7011	44.07	CAD	44.07	CAD	2590	EMERGENCY SERVICES SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	5'FGSTEPG2 - LADDER	
TORONTO WATER	3271-240	2014-11-27	2014-12-01	CDN TIRE STORE #00070	404.45	CAD	404.45	CAD	2590	EMERGENCY SERVICES SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	LADDER	
TORONTO WATER	3276-138	2014-12-02	2014-12-04	BRAFASCO / ETOBICOKE	199.99	CAD	199.99	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5085	Industrial Supplies Not Elsewhere Classi	"HEX CAP, WASHERS, RIVETS"	
TORONTO WATER	3276-139	2014-12-02	2014-12-04	NOBLE 1010	108.67	CAD	108.67	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5251	Hardware Stores	GASKET NON ASBESTOS	
TORONTO WATER	3283-82	2014-12-08	2014-12-09	LOWES #03096*	331.52	CAD	331.52	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	**MORE**  18V XRP BATERY 2PK	
TORONTO WATER	3283-83	2014-12-08	2014-12-09	LOWES #03096*	270.30	CAD	270.30	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	"DEWALT 10"" JOBSITE TABLE SAW"	
TORONTO WATER	3283-84	2014-12-08	2014-12-09	LOWES #03096*	66.12	CAD	66.12	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	**MORE**  6 HVY BARREL BOLT ZN	
TORONTO WATER	3283-85	2014-12-08	2014-12-09	CONSTRUCTION DISTRIBUT	157.74	CAD	157.74	CAD	2420	NUTRIENT REM. CHEMS.	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5039	Construction Materials Not Elsewhere Cla	SOLVENT CLEANER	
TORONTO WATER	3283-86	2014-12-08	2014-12-09	LOWES #03096*	-99.89	CAD	-99.89	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	18V BATTERY	
TORONTO WATER	3288-132	2014-12-10	2014-12-11	DRAGLAM SALT	196.39	CAD	196.39	CAD	2410	DE - ICERS	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5169	Chemicals and Allied Products Not Elsewh	ROCK SALT	
TORONTO WATER	3290-93	2014-12-11	2014-12-12	DRAGLAM SALT	236.17	CAD	236.17	CAD	2410	DE - ICERS	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5169	Chemicals and Allied Products Not Elsewh	ROCK SALT	
TORONTO WATER	3300-135	2014-12-18	2014-12-19	AUTOMOTIVE TOOLS	140.18	CAD	140.18	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5533	"Automotive Parts, Accessories Stores"	BLADES	
TORONTO WATER	3302-180	2014-12-20	2014-12-22	NCL OF WISCONSIN INC	93.44	CAD	78.66	USD	2580	LABORATORY SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5047	Laboratory/Medical/Dental/Ophthalmic Hos	NEISSER STAIN SET	
TORONTO WATER	3306-106	2014-12-22	2014-12-24	THE HOME DEPOT #7003	11.27	CAD	11.27	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	GONG BRUSH	
TORONTO WATER	3306-107	2014-12-22	2014-12-24	CDN TIRE STORE #00070	7.90	CAD	7.90	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	METRIC TAPE	
TORONTO WATER	3308-109	2014-12-24	2014-12-29	THE HOME DEPOT #7011	72.14	CAD	72.14	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	GONG BRUSH	
TORONTO WATER	3310-43	2014-12-28	2014-12-30	THE HOME DEPOT #7003	28.24	CAD	28.24	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	**MORE**  PUNCH	
					"2,268.70"	CAD	"2,175.26"	CAD								
							78.66	USD								
FIRE SERVICES	3292-166	2014-12-10	2014-12-15	MISSISSAUGA REPAIR CEN	197.75	CAD	197.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	7629	"Appliance Repair Shops, Electrical and S"	REPAIR TO SHOP JIGSAW	
FIRE SERVICES	3302-181	2014-12-19	2014-12-22	NATURE'S CALL	135.60	CAD	135.60	CAD	4412	CONTR SRV - PLUMBING	FR0038	MECH MAINTENANCE - MARINE SECTION	4900	"Utilities - Electric, Gas, Sanitary, Wat"	SEWAGE TANK PUMP OUT	
					333.35	CAD	333.35	CAD								
"PARKS, FORESTRY & RECREATION"	3288-133	2014-12-08	2014-12-11	BUNNING SPLICING   RIG	136.28	CAD	136.28	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5085	Industrial Supplies Not Elsewhere Classi	"CABLES, TURNBUCKLES"	
"PARKS, FORESTRY & RECREATION"	3292-167	2014-12-12	2014-12-15	ARSENAL METAL INC	244.08	CAD	244.08	CAD	2532	STEEL	P00898	KIPLING YD-PARKS CONSTR	1761	"Roofing and Siding, Sheet Metal Work Con"	SNOW STOPPERS FOR HIGH PARK ZOO	
"PARKS, FORESTRY & RECREATION"	3308-110	2014-12-23	2014-12-29	TERRAFIX GEOSYNTHETICS	296.63	CAD	296.63	CAD	2535	PLUMBING SUPPLIES	P00898	KIPLING YD-PARKS CONSTR	5085	Industrial Supplies Not Elsewhere Classi	O PIPE DRAINAGE	
					676.99	CAD	676.99	CAD								
"PARKS, FORESTRY & RECREATION"	3281-209	2014-12-06	2014-12-08	NOFRILLS MARCS 758	49.01	CAD	49.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10428	ANNETTE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FALL PROG PRESCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3296-118	2014-12-16	2014-12-17	COSTCO WHOLESALE #1169	68.64	CAD	68.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08580	ETOBICOKE CIVIC CTR-SPEC EVNTS	5300	Wholesale Clubs	FARMER'S MARKET SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3296-119	2014-12-16	2014-12-17	STAPLES STORE #255	9.45	CAD	9.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10428	ANNETTE CC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	FALL PROG PRESCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3306-108	2014-12-23	2014-12-24	STAPLES STORE #255	17.59	CAD	17.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10428	ANNETTE CC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	FALL PROG PRESCHOOL SUPPLIES	
					144.69	CAD	144.69	CAD								
"PARKS, FORESTRY & RECREATION"	3280-136	2014-12-04	2014-12-05	KITCHEN STUFF PLUS #3	6.77	CAD	6.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06667	ELLESMERE-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	HOLIDAY DECORATIONS	
"PARKS, FORESTRY & RECREATION"	3283-87	2014-12-08	2014-12-09	PARTY CITY #2007	97.42	CAD	97.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13215	SPECIAL EVENTS - ELLESMERE CC	5947	"Card, Gift, Novelty, and Souvenir Shops"	SUPPLIES FOR LOOT BAGS	
"PARKS, FORESTRY & RECREATION"	3285-114	2014-12-08	2014-12-10	WAL-MART #3001	24.86	CAD	24.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13215	SPECIAL EVENTS - ELLESMERE CC	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR BREAKFAST WITH SANTA EVENT	
"PARKS, FORESTRY & RECREATION"	3290-94	2014-12-11	2014-12-12	PARTY CITY #2005	93.60	CAD	93.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13215	SPECIAL EVENTS - ELLESMERE CC	5947	"Card, Gift, Novelty, and Souvenir Shops"	SUPPLIES FOR BREAKFAST WITH SANTA EVENT	
"PARKS, FORESTRY & RECREATION"	3292-168	2014-12-12	2014-12-15	WAL-MART #3159	124.52	CAD	124.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13215	SPECIAL EVENTS - ELLESMERE CC	5411	"Grocery Stores, Supermarkets"	BREAKFAST WITH SANTA EVENT- GROCERIES	
"PARKS, FORESTRY & RECREATION"	3292-169	2014-12-12	2014-12-15	WAL-MART #3159	121.90	CAD	121.90	CAD	3032	M & E - PHOTOGRAPHIC	P06667	ELLESMERE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CAMERA FOR FACILITY USE AND SPECIAL EVENTS	
"PARKS, FORESTRY & RECREATION"	3294-98	2014-12-15	2014-12-16	DOLLAR TREE CANADA STO	6.50	CAD	6.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06667	ELLESMERE-PRGM SUPPORT	5331	Variety Stores	CANDIES	
"PARKS, FORESTRY & RECREATION"	3294-99	2014-12-15	2014-12-16	PARTY CITY #2027	12.98	CAD	12.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06667	ELLESMERE-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	TREATS	
"PARKS, FORESTRY & RECREATION"	3296-120	2014-12-15	2014-12-17	FOOD BASICS #628	15.77	CAD	15.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06667	ELLESMERE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CHOCOLATES	
					504.32	CAD	504.32	CAD								
TORONTO WATER	3271-241	2014-11-27	2014-12-01	CDN TIRE STORE #00182	12.86	CAD	12.86	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	OIL FILTERS	
TORONTO WATER	3273-89	2014-11-28	2014-12-02	CDN TIRE STORE #00182	183.06	CAD	183.06	CAD	2130	PARTS - MOBILE EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	ANTIFREEZE	
TORONTO WATER	3281-210	2014-12-03	2014-12-08	ABLE O RINGS   SEALS I	11.87	CAD	11.87	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	O-RINGS	
TORONTO WATER	3281-211	2014-12-04	2014-12-08	NOBLE 1038	42.15	CAD	42.15	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	"PVC, BUSHINGS"	
TORONTO WATER	3285-115	2014-12-08	2014-12-10	THE HOME DEPOT #7078	45.09	CAD	45.09	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	INS PLUG 1/2	
TORONTO WATER	3288-134	2014-12-10	2014-12-11	ONTARIO BEARINGS   IND	225.84	CAD	225.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	"BX-43 BELT, GRAPHITE PACKING"	
TORONTO WATER	3290-95	2014-12-05	2014-12-12	ABLE O RINGS   SEALS I	22.65	CAD	22.65	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	O-RINGS	
TORONTO WATER	3298-134	2014-12-16	2014-12-18	THE HOME DEPOT #7002	13.56	CAD	13.56	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	ORGANIZER	
TORONTO WATER	3300-136	2014-12-16	2014-12-19	ABLE O RINGS   SEALS I	19.89	CAD	19.89	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	O-RINGS	
TORONTO WATER	3302-182	2014-12-18	2014-12-22	CDN TIRE STORE #00242	11.29	CAD	11.29	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	"SPRAY BOTTLES, BLEACH"	
					588.26	CAD	588.26	CAD								
"PARKS, FORESTRY & RECREATION"	3276-140	2014-12-02	2014-12-04	THE HOME DEPOT #7001	241.65	CAD	241.65	CAD	2710	GENERAL HARDWARE	P00839	TECH SERV. 1-YARD OPER'NS	5200	Home Supply Warehouse	**MORE**  FLASHLIGHT	
"PARKS, FORESTRY & RECREATION"	3280-137	2014-12-03	2014-12-05	THE HOME DEPOT #7001	4.74	CAD	4.74	CAD	2710	GENERAL HARDWARE	P00839	TECH SERV. 1-YARD OPER'NS	5200	Home Supply Warehouse	5/16 BITS	
					246.39	CAD	246.39	CAD								
"PARKS, FORESTRY & RECREATION"	3273-90	2014-12-01	2014-12-02	LOBLAWS #1174	4.29	CAD	4.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	MILK	
"PARKS, FORESTRY & RECREATION"	3280-138	2014-12-04	2014-12-05	RCSS WESTON 2800	74.70	CAD	74.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	PRESCHOOL SNACK SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3281-212	2014-12-05	2014-12-08	METRO #748	10.03	CAD	10.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR BAKING PRGM	
"PARKS, FORESTRY & RECREATION"	3290-96	2014-12-11	2014-12-12	RCSS WESTON 2800	87.20	CAD	87.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	"COOKIES, WAFERS, BERRIES"	
"PARKS, FORESTRY & RECREATION"	3292-170	2014-12-12	2014-12-15	RCSS WESTON 2800	51.25	CAD	51.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR JR. CHEF PRGM	
