Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Work Order Number	Cost Centre/WBS Element/Work Order Number Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2871-207	2014-02-07	2014-02-10	STAPLES #86	14.96	CAD	14.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13119	HOLIDAY CAMPS - ANNETTE CRC	5943	"Office, School Supply, and Stationery St"	COVERSTOCK	
"PARKS, FORESTRY & RECREATION"	2881-199	2014-02-13	2014-02-17	CDN TIRE STORE #00152	45.19	CAD	45.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10428	ANNETTE CC-PRGM SUPPORT	5200	Home Supply Warehouse	COMPRESSOR	
"PARKS, FORESTRY & RECREATION"	2886-123	2014-02-18	2014-02-20	WAL-MART #1137	29.33	CAD	29.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06781	HUMBERWOOD (BD)-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"TURKEY BITES, PILLSBURY"	
"PARKS, FORESTRY & RECREATION"	2893-106	2014-02-24	2014-02-25	ABOVEGROUND ENTERPRISE	8.42	CAD	8.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13119	HOLIDAY CAMPS - ANNETTE CRC	7333	"Commercial Art, Graphics, Photography"	MODELLING CLAY	
"PARKS, FORESTRY & RECREATION"	2894-137	2014-02-24	2014-02-26	WAL-MART #1004	295.19	CAD	295.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13119	HOLIDAY CAMPS - ANNETTE CRC	5411	"Grocery Stores, Supermarkets"	"LEGGINGS, KNIT PANTS, FOAM CUPS,WRAPS"	
					436.35	CAD	436.35	CAD								
TORONTO WATER	2866-104	2014-02-04	2014-02-06	CDN TIRE STORE #00654	114.65	CAD	114.65	CAD	*****	STATIONERY AND OFFICE SUPPLIES	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5200	Home Supply Warehouse	"AIR FRESHENER, GLUE, SPADE"	
TORONTO WATER	2869-98	2014-02-06	2014-02-07	CROSSTOWN BATTERY SALE	108.48	CAD	108.48	CAD	2710	GENERAL HARDWARE	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5533	"Automotive Parts, Accessories Stores"	12V BATTERY	
TORONTO WATER	2875-127	2014-02-11	2014-02-12	ROKAN LAMINATING CO	419.02	CAD	419.02	CAD	3320	FIXTURES	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	8999	Professional Services - Not Elsewhere Cl	MAPS FOR TRAINING ROOM	
TORONTO WATER	2875-128	2014-02-11	2014-02-12	CROSSTOWN BATTERY SALE	131.23	CAD	131.23	CAD	2710	GENERAL HARDWARE	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5533	"Automotive Parts, Accessories Stores"	BATTERY	
TORONTO WATER	2881-200	2014-02-11	2014-02-17	UNITED MESSENGER LTD	50.00	CAD	50.00	CAD	4815	COURIER SERVICES	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	4214	"Motor Freight Carriers, Trucking - Local"	COURIER	
TORONTO WATER	2885-68	2014-02-18	2014-02-19	CROSSTOWN BATTERY SALE	292.29	CAD	292.29	CAD	2710	GENERAL HARDWARE	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5533	"Automotive Parts, Accessories Stores"	BATTERY	
TORONTO WATER	2897-115	2014-02-27	2014-02-28	CROSSTOWN BATTERY SALE	259.90	CAD	259.90	CAD	2710	GENERAL HARDWARE	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5533	"Automotive Parts, Accessories Stores"	BATTERY	
					"1,375.57"	CAD	"1,375.57"	CAD								
"PARKS, FORESTRY & RECREATION"	2859-198	2014-01-31	2014-02-03	THE HOME DEPOT #7011	202.27	CAD	202.27	CAD	3080	M & E - HAND TOOLS	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5200	Home Supply Warehouse	IMPACT/DRILL	
"PARKS, FORESTRY & RECREATION"	2871-208	2014-02-06	2014-02-10	THE HOME DEPOT #7011	22.45	CAD	22.45	CAD	2710	GENERAL HARDWARE	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5200	Home Supply Warehouse	SUPER 8	
"PARKS, FORESTRY & RECREATION"	2897-116	2014-02-27	2014-02-28	STAPLES #11	37.20	CAD	37.20	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5943	"Office, School Supply, and Stationery St"	WALL FILE	
"PARKS, FORESTRY & RECREATION"	2897-117	2014-02-27	2014-02-28	STAPLES #11	-18.60	CAD	-18.60	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5943	"Office, School Supply, and Stationery St"	RETURN - WALL FILE	
					243.32	CAD	243.32	CAD								
"PARKS, FORESTRY & RECREATION"	2859-199	2014-01-31	2014-02-03	NOFRILLS ROSS 782	18.36	CAD	18.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13054	GEN INTRST & CLUBS - CENTENNIAL RC WEST	5411	"Grocery Stores, Supermarkets"	"PASTA SAUCE,PASTA, LETTUCE, PEPPERS"	
"PARKS, FORESTRY & RECREATION"	2860-75	2014-01-31	2014-02-04	MNR EARL ROWE PROV PAR	84.19	CAD	84.19	CAD	4118	TICKETS AND ADMISSION FEES	P04629	AMESBURY CC-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2860-76	2014-01-31	2014-02-04	MNR EARL ROWE PROV PAR	84.19	CAD	84.19	CAD	4118	TICKETS AND ADMISSION FEES	P04629	AMESBURY CC-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2860-77	2014-01-31	2014-02-04	MNR EARL ROWE PROV PAR	84.19	CAD	84.19	CAD	4118	TICKETS AND ADMISSION FEES	P04629	AMESBURY CC-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2860-78	2014-01-31	2014-02-04	MNR EARL ROWE PROV PAR	84.19	CAD	84.19	CAD	4118	TICKETS AND ADMISSION FEES	P04629	AMESBURY CC-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2860-79	2014-02-03	2014-02-04	LOWES #02640*	39.52	CAD	39.52	CAD	3080	M & E - HAND TOOLS	P12935	LOCATION SUPPORT - CENTENNIAL RC - (EY)	5200	Home Supply Warehouse	"26""ALPINE VERSA GRIP POLY PUSHER"	
"PARKS, FORESTRY & RECREATION"	2869-99	2014-02-04	2014-02-07	ADMITEC	619.24	CAD	619.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13252	SUMMER CAMPS - CENTENNIAL RC WEST	8999	Professional Services - Not Elsewhere Cl	WRISTBANDS	
"PARKS, FORESTRY & RECREATION"	2871-209	2014-02-05	2014-02-10	DOM SPORTS   GAMES	535.68	CAD	535.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13154	INSTRCT SPORTS - CENTENNIAL RC WEST	5941	Sporting Goods Stores	HOCKEY NETS	
"PARKS, FORESTRY & RECREATION"	2871-210	2014-02-07	2014-02-10	NOFRILLS ROSS 782	33.87	CAD	33.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13054	GEN INTRST & CLUBS - CENTENNIAL RC WEST	5411	"Grocery Stores, Supermarkets"	"GRANOLA BARS, BANANAS, CHOC SYRUP, STRWBRY SYRUP"	
"PARKS, FORESTRY & RECREATION"	2877-135	2014-02-12	2014-02-13	MICHAELS #3983	6.77	CAD	6.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12961	ARTS - CENTENNIAL RC WEST	5945	"Game, Toy, and Hobby Shops"	POM POMS	
"PARKS, FORESTRY & RECREATION"	2881-201	2014-02-15	2014-02-17	NOFRILLS ROSS 782	35.31	CAD	35.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13054	GEN INTRST & CLUBS - CENTENNIAL RC WEST	5411	"Grocery Stores, Supermarkets"	"JUICE,CHEESE,APPLE,SOUR CREAM, CHIPS, GRND BEEF"	
"PARKS, FORESTRY & RECREATION"	2887-131	2014-02-20	2014-02-21	LATOPLAST LIMITED	273.91	CAD	273.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13085	GENERAL LEADERSHIP - CENTENNIAL RC WEST	5085	Industrial Supplies Not Elsewhere Classi	"30 GEL PACKS, HIKERS WAIST PACKS"	
"PARKS, FORESTRY & RECREATION"	2890-169	2014-02-22	2014-02-24	NOFRILLS ROSS 782	19.80	CAD	19.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13054	GEN INTRST & CLUBS - CENTENNIAL RC WEST	5411	"Grocery Stores, Supermarkets"	"RICE,SOYA SAUCE,GREEN BEANS,BROCCOLI,CARROTS"	
"PARKS, FORESTRY & RECREATION"	2894-138	2014-02-24	2014-02-26	PARTY CITY #2008	72.23	CAD	72.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13122	HOLIDAY CAMPS - CENTENNIAL RC WEST	5947	"Card, Gift, Novelty, and Souvenir Shops"	8 SOMBREROS	
					"1,991.45"	CAD	"1,991.45"	CAD								
LONG TERM CARE HOMES	2871-211	2014-02-06	2014-02-10	CONCEPTS DU SABLIER	242.93	CAD	242.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	8099	"Health Practitioners, Medical Services -"	"BOOKS, BINGO CARDS, BLOCKS, NET & DISCS"	
LONG TERM CARE HOMES	2877-136	2014-02-11	2014-02-13	WAL-MART #3195	57.32	CAD	57.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	CD PLAYER - CC	
LONG TERM CARE HOMES	2885-69	2014-02-18	2014-02-19	FLAGHOUSE INC.	77.07	CAD	77.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	"CUBES, BALLS & TARGET - EXERCISE PROGRAM"	
LONG TERM CARE HOMES	2885-70	2014-02-18	2014-02-19	CANADIAN CTR FOR ACTIV	36.16	CAD	36.16	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	D3C083	CUMMER LODGE-PS-PS	8220	"Colleges, Universities, Professional Sch"	HSEP MANUAL	
LONG TERM CARE HOMES	2890-170	2014-02-21	2014-02-24	A BUCK OR TWO #136	72.04	CAD	72.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D6B500	CSS-CUMMER LODGE-DC	5310	Discount Stores	"PAINTS, ST. PATRICK'S DECORATIONS, SPONGES"	
LONG TERM CARE HOMES	2890-171	2014-02-22	2014-02-24	NOFRILLS LEO'S 701	25.41	CAD	25.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D6B500	CSS-CUMMER LODGE-DC	5411	"Grocery Stores, Supermarkets"	"BEANS, RICE - MONT. PROGRAM / BINGO PRIZES"	
LONG TERM CARE HOMES	2890-172	2014-02-22	2014-02-24	WAL-MART # 3053	37.09	CAD	37.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D6B500	CSS-CUMMER LODGE-DC	5310	Discount Stores	STORAGE BOXES - MONTESSORI PROGRAM	
LONG TERM CARE HOMES	2893-107	2014-02-21	2014-02-25	CDN TIRE STORE #00126	88.50	CAD	88.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5200	Home Supply Warehouse	"DISHES, PLANT POTS, SOIL"	
LONG TERM CARE HOMES	2894-139	2014-02-25	2014-02-26	FLAGHOUSE INC.	29.16	CAD	29.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	FOAM SAUCERS - EXERCISE PROGRAM	
					665.68	CAD	665.68	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2866-105	2014-02-05	2014-02-06	NELLA CUTLERY	942.84	CAD	942.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5719	Miscellaneous House Furnishing Specialty	"PARING KNIFE,COOK KNIFE,APRON,ROLLING PINS,SHARPEN"	
ECONOMIC DEVELOPMENT & CULTURE	2877-137	2014-02-12	2014-02-13	RUSSELL FOOD EQUIPMENT	47.95	CAD	47.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5046	Commercial Equipment Not Elsewhere Class	PITCHER 64 OZ WITH COVER & 60 OZ CLEAR	
ECONOMIC DEVELOPMENT & CULTURE	2885-71	2014-02-18	2014-02-19	RUSSELL FOOD EQUIPMENT	250.00	CAD	250.00	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5046	Commercial Equipment Not Elsewhere Class	KITCHEN EQUIPMENT REPAIRS	
					"1,240.79"	CAD	"1,240.79"	CAD								
"PARKS, FORESTRY & RECREATION"	2859-200	2014-01-31	2014-02-03	WAL-MART #1004	76.76	CAD	76.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06364	KEELE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PRESCHOO PROGRAM SNACKS	
"PARKS, FORESTRY & RECREATION"	2871-212	2014-02-08	2014-02-10	STITCHES #1189	123.79	CAD	123.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12967	ARTS - KEELE CC	5691	Men's and Women's Clothing Stores	COSTUMES-SPRING SHOW	
"PARKS, FORESTRY & RECREATION"	2881-202	2014-02-15	2014-02-17	GLOBO #4541	52.40	CAD	52.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12967	ARTS - KEELE CC	5661	Shoe Stores	COSTUMES-SPRING SHOW	
"PARKS, FORESTRY & RECREATION"	2890-173	2014-02-21	2014-02-24	ARDENE #376	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12967	ARTS - KEELE CC	5631	Women's Accessory and Specialty Stores	BANDANAS	
"PARKS, FORESTRY & RECREATION"	2890-174	2014-02-21	2014-02-24	STITCHES #1197	67.03	CAD	67.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12967	ARTS - KEELE CC	5691	Men's and Women's Clothing Stores	FASHION LEGGINGS-COSTUMES FOR SPRING SHOW	
"PARKS, FORESTRY & RECREATION"	2890-175	2014-02-22	2014-02-24	WAL-MART #1004	33.60	CAD	33.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12967	ARTS - KEELE CC	5411	"Grocery Stores, Supermarkets"	LEGGINGS-COSTUMES FOR SPRING SHOW	
"PARKS, FORESTRY & RECREATION"	2897-118	2014-02-26	2014-02-28	WAL-MART #1004	95.76	CAD	95.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04749	KEELE CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2897-119	2014-02-26	2014-02-28	WAL-MART #1004	31.59	CAD	31.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12967	ARTS - KEELE CC	5411	"Grocery Stores, Supermarkets"	CD S FOR SPRING SHOW	
"PARKS, FORESTRY & RECREATION"	2897-120	2014-02-27	2014-02-28	JANE FLOWERS	200.00	CAD	200.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12967	ARTS - KEELE CC	5992	Florists	FLOWERS FOR SPRING SHOW	
					692.23	CAD	692.23	CAD								
"PARKS, FORESTRY & RECREATION"	2866-106	2014-02-05	2014-02-06	PRICE CHOPPER #7984QPS	66.94	CAD	66.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NORTHWOODS-INSTRL	5411	"Grocery Stores, Supermarkets"	"MUSHROOMS, BABY SPINACH, TOSTITOS"	
"PARKS, FORESTRY & RECREATION"	2871-213	2014-02-07	2014-02-10	ARDEN	45.20	CAD	45.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08564	ANCASTER-SPEC EVNTS	5631	Women's Accessory and Specialty Stores	SHOES FOR ANCASTER'S DANCE RECITAL	
"PARKS, FORESTRY & RECREATION"	2871-214	2014-02-07	2014-02-10	SIBLINGS #1182	416.65	CAD	416.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08564	ANCASTER-SPEC EVNTS	5691	Men's and Women's Clothing Stores	"DANCE RECITAL- LEGGINGS, BOOTS, TANKS"	
"PARKS, FORESTRY & RECREATION"	2877-138	2014-02-12	2014-02-13	NOFRILLS VITO'S #3936	69.86	CAD	69.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NORTHWOODS-INSTRL	5411	"Grocery Stores, Supermarkets"	"MILK, EGGS, BUTTER, VINEGAR, CILANTRO"	
"PARKS, FORESTRY & RECREATION"	2886-124	2014-02-19	2014-02-20	NOFRILLS VITO'S #3936	73.63	CAD	73.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NORTHWOODS-INSTRL	5411	"Grocery Stores, Supermarkets"	"FROSTING, EGGS, PUDDING,STRAWBERRIES, BANANAS"	
"PARKS, FORESTRY & RECREATION"	2896-115	2014-02-26	2014-02-27	LADY YORK FOODS	64.50	CAD	64.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NORTHWOODS-INSTRL	5411	"Grocery Stores, Supermarkets"	"PANCAKE SYRUP,TOM PASTE,SUNFLOWER OIL,STRAWBERRIES"	
"PARKS, FORESTRY & RECREATION"	2897-121	2014-02-27	2014-02-28	STAPLES #15	111.61	CAD	111.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09716	NORTHWOODS-INSTRL	5943	"Office, School Supply, and Stationery St"	COLOURED PAPERS	
					848.39	CAD	848.39	CAD								
"PARKS, FORESTRY & RECREATION"	2872-100	2014-02-11	2014-02-11	ULINE	116.20	CAD	116.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10908	NY SKI CENTRE-OPERATIONS	5964	Direct Marketing - Catalog Merchants	HOTHANDS BULK PACK	
"PARKS, FORESTRY & RECREATION"	2886-125	2014-02-19	2014-02-20	ROSS DISPOSABLE PRODUC	380.11	CAD	380.11	CAD	2665	PROTECTIVE CLOTHING	P10913	NY SKI CENTRE-SKI RENTALS	5199	Nondurable Goods Not Elsewhere Classifie	BOUFFANT CAPS - RENTAL SHOP HAIR NETS	
"PARKS, FORESTRY & RECREATION"	2890-176	2014-02-21	2014-02-24	CONCORD ELECTRONICS SO	354.37	CAD	354.37	CAD	2590	EMERGENCY SERVICES SUPPLIES	P10908	NY SKI CENTRE-OPERATIONS	5732	Electronic Sales	MAGAPHONES WITH SIREN BUILT IN - EMERGENCIES	
					850.68	CAD	850.68	CAD								
"PARKS, FORESTRY & RECREATION"	2869-100	2014-02-05	2014-02-07	TOM HORTON'S TALE	282.50	CAD	282.50	CAD	4118	TICKETS AND ADMISSION FEES	P04936	JOHN ENGLISH CS-HOLIDAY CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	ENTERTAINMENT FOR MARCH BREAK	
"PARKS, FORESTRY & RECREATION"	2869-101	2014-02-06	2014-02-07	NO FRILL'S #1306	28.16	CAD	28.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2880-127	2014-02-13	2014-02-14	NO FRILL'S #1306	24.88	CAD	24.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2887-132	2014-02-20	2014-02-21	NO FRILL'S #1306	44.27	CAD	44.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2896-116	2014-02-26	2014-02-27	NO FRILLS MARIO   SELI	43.92	CAD	43.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR COOKING PROGRAMS	
					423.73	CAD	423.73	CAD								
"PARKS, FORESTRY & RECREATION"	2865-135	2014-02-04	2014-02-05	NO FRILL'S #1306	32.82	CAD	32.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2866-107	2014-02-05	2014-02-06	NO FRILL'S #1306	55.76	CAD	55.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2881-203	2014-02-14	2014-02-17	NO FRILL'S #1306	12.66	CAD	12.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2886-126	2014-02-19	2014-02-20	NO FRILL'S #1306	43.71	CAD	43.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2893-108	2014-02-24	2014-02-25	NO FRILL'S #1306	46.01	CAD	46.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING PROGRAM	
					190.96	CAD	190.96	CAD								
"PARKS, FORESTRY & RECREATION"	2859-201	2014-01-31	2014-02-03	NOFRILLS LEONETTI'S #3	68.67	CAD	68.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06059	GLEN LONG-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2859-202	2014-01-31	2014-02-03	WAL-MART # 3105	46.02	CAD	46.02	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P10313	GLEN LONG-PRGM SUPPORT	5310	Discount Stores	PAPER PLATES	
"PARKS, FORESTRY & RECREATION"	2877-139	2014-02-12	2014-02-13	NOFRILLS LEONETTI'S #3	73.76	CAD	73.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06059	GLEN LONG-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SNACKS FOR PRE SCHOOL PROGRAM	
"PARKS, FORESTRY & RECREATION"	2880-128	2014-02-12	2014-02-14	METRO #750	23.59	CAD	23.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06059	GLEN LONG-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SNACKS FOR PRE SCHOOL PROGRAM	
"PARKS, FORESTRY & RECREATION"	2890-177	2014-02-21	2014-02-24	NOFRILLS LEONETTI'S #3	53.49	CAD	53.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06059	GLEN LONG-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PROGRAM	
					265.53	CAD	265.53	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2860-80	2014-02-03	2014-02-04	TTC YONGE   BLOOR STAT	802.50	CAD	802.50	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	FH5521	STREET TO HOMES	4789	Transportation Services-Not Elsewhere Cl	TTC PASSES	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2860-81	2014-02-03	2014-02-04	FASTTRACK/TPA.	21.00	CAD	21.00	CAD	4770	PARKING EXPENSES (INTOWN)	FH5521	STREET TO HOMES	7523	Automobile Parking Lots and Garages	PARKING CITY OF TORONTO INV. F16575	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2860-82	2014-02-03	2014-02-04	TORONTO STAMP INC	122.83	CAD	122.83	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FH5521	STREET TO HOMES	5943	"Office, School Supply, and Stationery St"	SEAL PRESS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2872-101	2014-02-10	2014-02-11	FASTTRACK/TPA.	8.00	CAD	8.00	CAD	4770	PARKING EXPENSES (INTOWN)	FH5521	STREET TO HOMES	7523	Automobile Parking Lots and Garages	PARKING CITY OF TORONTO INV. F16674	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2875-129	2014-02-10	2014-02-12	LORIN FRASER SERVICE C	226.00	CAD	226.00	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FH5521	STREET TO HOMES	7538	Automotive Service Shops	DETAILING FOR CITY OF TORONTO VEHICLES	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2880-129	2014-02-13	2014-02-14	PAYPAL *ONTARIONETW	75.00	CAD	75.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FH5521	STREET TO HOMES	8398	"Organizations, Charitable and Social Ser"	WORKSHOP FOR VULNERABLE OLDER ADULTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2880-130	2014-02-13	2014-02-14	PAYPAL *ONTARIONETW	75.00	CAD	75.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FH5521	STREET TO HOMES	8398	"Organizations, Charitable and Social Ser"	WORKSHOP FOR VULNERABLE OLDER ADULTS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2886-127	2014-02-18	2014-02-20	TORONTO STAR# 42049421	47.36	CAD	47.36	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	F03072	CENTRAL ASSESSMENT&REFERRAL CTR	5994	News Dealers and Newsstands	MONTHLY SUBSCRIPTION - JANUARY	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2886-128	2014-02-19	2014-02-20	FASTTRACK/TPA.	14.25	CAD	14.25	CAD	4770	PARKING EXPENSES (INTOWN)	FH5521	STREET TO HOMES	7523	Automobile Parking Lots and Garages	PARKING CITY OF TORONTO INV. F16767	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2893-109	2014-02-24	2014-02-25	FASTTRACK/TPA.	2.00	CAD	2.00	CAD	4770	PARKING EXPENSES (INTOWN)	FH5521	STREET TO HOMES	7523	Automobile Parking Lots and Garages	PARKING CITY OF TORONTO INV. F16872	
