Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
TORONTO WATER	3078-252	2014-07-12	2014-07-14	HILTI (CANADA) CORP	246.33	CAD	246.33	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	HAMMER DRILL BITS	
TORONTO WATER	3078-253	2014-07-12	2014-07-14	HILTI (CANADA) CORP	581.96	CAD	581.96	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	HEAVY DUTY ANCHORS	
TORONTO WATER	3081-171	2014-07-14	2014-07-16	MOE-DRINK WAT WASTE CE	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	9399	Government Services - Not Elsewhere Clas	RENEWAL FOR MAURICE BALASKI	
TORONTO WATER	3081-172	2014-07-15	2014-07-16	TORBRAM ELECTRIC SUPPL	294.58	CAD	294.58	CAD	2575	ELECTRICAL SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	1731	Electrical Contractors	VARIOUS ELECTRICAL SUPPLIES	
TORONTO WATER	3081-173	2014-07-15	2014-07-16	BDI CANADA	"1,623.43"	CAD	"1,623.43"	CAD	*****	M & E - HAND TOOLS	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	"**MORE**  SCREWDRIVERS, BLADES, BATTERIES"	
TORONTO WATER	3083-216	2014-07-15	2014-07-17	APPLIED INDUSTRIAL TEC	26.91	CAD	26.91	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	SEALANT	
TORONTO WATER	3093-204	2014-07-22	2014-07-24	STEPHENSON'S RENT-ALL	158.14	CAD	158.14	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	7394	"Equipment Rental and Leasing Services, F"	SPRAYER	
TORONTO WATER	3097-193	2014-07-21	2014-07-28	PACIFIC FASTENERS (198	55.03	CAD	55.03	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	WEDGE ANCGORS	
TORONTO WATER	3097-194	2014-07-25	2014-07-28	AUTOMOTIVE TOOLS	"1,353.63"	CAD	"1,353.63"	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5533	"Automotive Parts, Accessories Stores"	VARIOUS HARDWARE	
TORONTO WATER	3097-195	2014-07-25	2014-07-28	PACIFIC FASTENERS (198	23.73	CAD	23.73	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	BOLTS	
TORONTO WATER	3097-196	2014-07-25	2014-07-28	APPLIED INDUSTRIAL TEC	18.55	CAD	18.55	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	V-BELT	
TORONTO WATER	3104-185	2014-07-29	2014-07-31	THE HOME DEPOT #7011	56.55	CAD	56.55	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	**MORE**  WASHER	
TORONTO WATER	3104-186	2014-07-30	2014-07-31	MASTER CELL	28.25	CAD	28.25	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	4812	Telecommunication Equipment Including Te	BATTERIES	
					"8,456.24"	CAD	"8,456.24"	CAD								
"PARKS, FORESTRY & RECREATION"	3072-184	2014-07-08	2014-07-09	ICECO ADV ARENA PRODUC	586.47	CAD	586.47	CAD	2715	PAINT SUPPLIES	P03021	COMMANDER PARK-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	ICECO EASYLINE PAPER HOCKEY LINE KIT	
"PARKS, FORESTRY & RECREATION"	3089-107	2014-07-21	2014-07-22	POOL MATES	176.24	CAD	176.24	CAD	2710	GENERAL HARDWARE	P10186	C-REC SUPER2-PRGM SUPPORT	5996	Swimming Pools - Sales and Supplies	"VACUUM HOSE, THERMOMETERS, O-RINGS"	
					762.71	CAD	762.71	CAD								
LEGAL SERVICES	3060-119	2014-07-02	2014-07-03	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3060-120	2014-07-02	2014-07-03	TERANET EXPRESS	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3074-244	2014-07-09	2014-07-10	TERANET EXPRESS	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3074-245	2014-07-09	2014-07-10	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3074-246	2014-07-09	2014-07-10	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3074-247	2014-07-09	2014-07-10	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3074-248	2014-07-09	2014-07-10	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3074-249	2014-07-09	2014-07-10	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3074-250	2014-07-09	2014-07-10	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3074-251	2014-07-09	2014-07-10	TERANET EXPRESS	7.50	CAD	7.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3085-197	2014-07-17	2014-07-18	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3085-198	2014-07-17	2014-07-18	TERANET EXPRESS	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3085-199	2014-07-17	2014-07-18	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3085-200	2014-07-17	2014-07-18	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3085-201	2014-07-17	2014-07-18	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3087-238	2014-07-18	2014-07-21	TERANET EXPRESS	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3087-239	2014-07-18	2014-07-21	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3089-108	2014-07-21	2014-07-22	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3089-109	2014-07-21	2014-07-22	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3093-205	2014-07-23	2014-07-24	TERANET EXPRESS	40.00	CAD	40.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3093-206	2014-07-23	2014-07-24	TERANET EXPRESS	6.00	CAD	6.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3095-171	2014-07-24	2014-07-25	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3095-172	2014-07-24	2014-07-25	TERANET EXPRESS	14.50	CAD	14.50	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3100-101	2014-07-28	2014-07-29	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3100-102	2014-07-28	2014-07-29	TERANET EXPRESS	24.00	CAD	24.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3100-103	2014-07-28	2014-07-29	TERANET EXPRESS	7.50	CAD	7.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3102-173	2014-07-29	2014-07-30	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3102-174	2014-07-29	2014-07-30	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3102-175	2014-07-29	2014-07-30	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3102-176	2014-07-29	2014-07-30	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3102-177	2014-07-29	2014-07-30	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3102-178	2014-07-29	2014-07-30	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3102-179	2014-07-29	2014-07-30	TERANET EXPRESS	7.50	CAD	7.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3102-180	2014-07-29	2014-07-30	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3104-187	2014-07-30	2014-07-31	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
					377.50	CAD	377.50	CAD								
TORONTO WATER	3065-256	2014-07-04	2014-07-07	ONTARIO BEARINGS   IND	651.94	CAD	651.94	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	VARIOUS BEARINGS	
TORONTO WATER	3074-252	2014-07-08	2014-07-10	BRAFASCO / ETOBICOKE	150.69	CAD	150.69	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	VARIOUS HARDWARE	
TORONTO WATER	3074-253	2014-07-09	2014-07-10	FARR INC	157.84	CAD	157.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	FILTERS	
TORONTO WATER	3078-254	2014-07-08	2014-07-14	PACIFIC FASTENERS (198	22.60	CAD	22.60	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	BOLTS	
TORONTO WATER	3078-255	2014-07-10	2014-07-14	THE HOME DEPOT #7134	129.33	CAD	129.33	CAD	*****	M & E - HAND TOOLS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  DREM426 CUT-	
TORONTO WATER	3089-110	2014-07-21	2014-07-22	KOTYCK BROS LIMITED	512.91	CAD	512.91	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	1520	General Contractors - Residential and Co	EYEBOLTS	
TORONTO WATER	3093-207	2014-07-22	2014-07-24	NOBLE 1010	14.59	CAD	14.59	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	COUPLINGS & NIPPLES	
TORONTO WATER	3097-197	2014-07-24	2014-07-28	BRAFASCO/CONCORD	119.55	CAD	119.55	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	VARIOUS HARDWARE	
TORONTO WATER	3104-188	2014-07-30	2014-07-31	ONTARIO BEARINGS   IND	249.97	CAD	249.97	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	"WASHERS, BEARING SPLITTER"	
					"2,009.42"	CAD	"2,009.42"	CAD								
"PARKS, FORESTRY & RECREATION"	3059-139	2014-06-27	2014-07-02	CDN TIRE STORE #00654	28.07	CAD	28.07	CAD	2570	JANITORIAL SUPPLIES	P00483	S-WEST 2-PARKS EQP MNT/REP	5200	Home Supply Warehouse	KITCHEN CLEANING SUPPLIES	
					28.07	CAD	28.07	CAD								
"PARKS, FORESTRY & RECREATION"	3065-257	2014-07-04	2014-07-07	JJ DOWNS INDUSTRIAL	85.00	CAD	85.00	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	FEMALE ADAPTER COMP X FIPT	
"PARKS, FORESTRY & RECREATION"	3074-254	2014-07-09	2014-07-10	DOWNTOWN LUMBER   BUIL	18.07	CAD	18.07	CAD	3080	M & E - HAND TOOLS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5251	Hardware Stores	BOSTER CABLES 10 GA X 12 UNIVERSAL	
"PARKS, FORESTRY & RECREATION"	3081-174	2014-07-15	2014-07-16	ELITE PLUMBING   HEATI	603.70	CAD	603.70	CAD	2535	PLUMBING SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5074	Plumbing and Heating Equipment	VARIOUS PLUMBING FITTINGS	
"PARKS, FORESTRY & RECREATION"	3085-202	2014-07-16	2014-07-18	CTF SUPPLY (11)	497.13	CAD	497.13	CAD	3080	M & E - HAND TOOLS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	CUT OFF TOOL & SOCKETS	
					"1,203.90"	CAD	"1,203.90"	CAD								
"PARKS, FORESTRY & RECREATION"	3059-140	2014-06-30	2014-07-02	BITPLUS ROOFING SUPPLI	31.36	CAD	31.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5211	"Building Materials, Lumber Stores"	ROOFING MATERIALS	
"PARKS, FORESTRY & RECREATION"	3065-258	2014-07-04	2014-07-07	SPEED FASTENING SYSTEM	891.03	CAD	891.03	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5712	"Equipment, Furniture, and Home Furnishin"	GENERAL HARDWARE ITEMS	
"PARKS, FORESTRY & RECREATION"	3074-255	2014-07-09	2014-07-10	SPEED FASTENING SYSTEM	472.59	CAD	472.59	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5712	"Equipment, Furniture, and Home Furnishin"	GENERAL HARDWARE ITEMS	
"PARKS, FORESTRY & RECREATION"	3076-224	2014-07-09	2014-07-11	THE HOME DEPOT #7080	271.00	CAD	271.00	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	**MORE**  CORD	
"PARKS, FORESTRY & RECREATION"	3104-189	2014-07-30	2014-07-31	JOHNSTON INDUSTRIAL PL	768.40	CAD	768.40	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	HARD PLASTIC FOR RINK BOARDS	
					"2,434.38"	CAD	"2,434.38"	CAD								
LONG TERM CARE HOMES	3061-220	2014-07-03	2014-07-04	KEY SOLUTIONS	259.89	CAD	259.89	CAD	4463	CONTRACTED SERVICES - LOCKING SYSTEMS	D3E061	FUDGER HOUSE-MT-OA	7393	"Detective Agencies, Protective Agencies,"	WASHROOM PULL STATION	
LONG TERM CARE HOMES	3072-185	2014-07-07	2014-07-09	CDN TIRE STORE #00459	192.09	CAD	192.09	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3E144	FUDGER HOUSE-NS-NA	5200	Home Supply Warehouse	FRIDGE FOR MEDICATION	
LONG TERM CARE HOMES	3093-208	2014-07-23	2014-07-24	AFG FOOD EQUIPMENT	399.41	CAD	399.41	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3E031	FUDGER HOUSE-FN-OA	5046	Commercial Equipment Not Elsewhere Class	MEAT PROBE SENSOR	
					851.39	CAD	851.39	CAD								
SOLID WASTE MANAGEMENT	3061-221	2014-07-02	2014-07-04	WAL-MART #3195	22.57	CAD	22.57	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	CSW312-14-04	2014 BROCK WEST - BASIC	5411	"Grocery Stores, Supermarkets"	PORTABLE GAS CAN	
SOLID WASTE MANAGEMENT	3072-186	2014-07-08	2014-07-09	LOWES #02632*	20.78	CAD	20.78	CAD	2485	SUPPLIES - GAS/ODOUR CONTROL	CSW312-14-07	#N/A	5200	Home Supply Warehouse	GAS PROBE SUPPLIES	
SOLID WASTE MANAGEMENT	3074-256	2014-07-09	2014-07-10	LOWES #02632*	14.66	CAD	14.66	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	CSW312-14-05	2014 KEELE VALLEY - BASIC	5200	Home Supply Warehouse	**MORE**  GAS CAN	
SOLID WASTE MANAGEMENT	3081-175	2014-07-15	2014-07-16	THORNHILL LAWN EQUIPME	211.28	CAD	211.28	CAD	2130	PARTS - MOBILE EQUIPMENT	CSW312-14-05	2014 KEELE VALLEY - BASIC	5261	Lawn and Garden Supply Stores	LAWN TRACTOR SERVICE	
SOLID WASTE MANAGEMENT	3083-217	2014-07-16	2014-07-17	LOWES #02632*	31.62	CAD	31.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW312-14-04	2014 BROCK WEST - BASIC	5200	Home Supply Warehouse	**MORE**  5 X 2 MARGIN TROWEL	
SOLID WASTE MANAGEMENT	3089-111	2014-07-21	2014-07-22	LOWES #02632*	181.52	CAD	181.52	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	CSW312-14-08	2014 OLD L.F. REMEDIATION	5200	Home Supply Warehouse	RIVERDALE MAINTENANCE/REPAIR	
					482.43	CAD	482.43	CAD								
"PARKS, FORESTRY & RECREATION"	3065-259	2014-07-04	2014-07-07	SPORTS EQUIPMENT OF TO	950.33	CAD	950.33	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	5941	Sporting Goods Stores	"DBL NET MESH, ELITE MD POSTS"	
"PARKS, FORESTRY & RECREATION"	3067-108	2014-07-07	2014-07-08	SPORTS EQUIPMENT OF TO	750.32	CAD	750.32	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	5941	Sporting Goods Stores	ROUND TENPOST	
"PARKS, FORESTRY & RECREATION"	3083-218	2014-07-15	2014-07-17	THE HOME DEPOT #7001	78.24	CAD	78.24	CAD	2715	PAINT SUPPLIES	P00408	N-EAST-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SPRAY PAINT	
"PARKS, FORESTRY & RECREATION"	3083-219	2014-07-16	2014-07-17	MONARCH PAINTS	267.81	CAD	267.81	CAD	2715	PAINT SUPPLIES	P00408	N-EAST-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	"PAINT BENCH/BROWN, SAFETY YELLOW"	
"PARKS, FORESTRY & RECREATION"	3085-203	2014-07-17	2014-07-18	ONTBELTING  POWER TRAN	20.00	CAD	20.00	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"18"" GREASE WIP HOSE"	
					"2,066.70"	CAD	"2,066.70"	CAD								
"PARKS, FORESTRY & RECREATION"	3102-181	2014-07-28	2014-07-30	CDN TIRE STORE #00119	360.57	CAD	360.57	CAD	2199	MISCELLANEOUS PARTS	P07647	HUMBER VALLEY-OPERATIONS	5200	Home Supply Warehouse	BOOSTER PACK	
"PARKS, FORESTRY & RECREATION"	3104-190	2014-07-29	2014-07-31	WOLSELEY CDA INC-HUDSO	728.30	CAD	728.30	CAD	2535	PLUMBING SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	MIXING VALVE	
					"1,088.87"	CAD	"1,088.87"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3065-260	2014-07-04	2014-07-07	VIA RAIL//DDL953/08JUL	103.96	CAD	103.96	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	SE0011	GENERAL ADMIN	4112	Passenger Railways	"TRAIN FARE - OTTAWA, ON"	
					103.96	CAD	103.96	CAD								
"PARKS, FORESTRY & RECREATION"	3078-256	2014-07-11	2014-07-14	2001 STEREO   VIDEO CT	6.77	CAD	6.77	CAD	2575	ELECTRICAL SUPPLIES	P07394	BROWN-FITNESS	5732	Electronic Sales	AUDIO CORD FOR CD PLAYER	
					6.77	CAD	6.77	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3060-121	2014-06-30	2014-07-03	DESERRES	26.30	CAD	26.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	FACE PAINTING BRUSH AND KIT	
ECONOMIC DEVELOPMENT & CULTURE	3060-122	2014-07-02	2014-07-03	ABOVEGROUND ENTERPRISE	71.04	CAD	71.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	7333	"Commercial Art, Graphics, Photography"	"BACKORDERED ITEMS - WOOD STICKS, DYES"	
ECONOMIC DEVELOPMENT & CULTURE	3072-187	2014-07-07	2014-07-09	THE HOME DEPOT #7249	95.85	CAD	95.85	CAD	2710	GENERAL HARDWARE	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5200	Home Supply Warehouse	**MORE**  1X6X6 PINE S	
ECONOMIC DEVELOPMENT & CULTURE	3074-257	2014-07-09	2014-07-10	YASMINE LOUIS/TEXTILE	45.20	CAD	45.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	SILK SCREEN	
ECONOMIC DEVELOPMENT & CULTURE	3074-258	2014-07-09	2014-07-10	ABOVEGROUND ENTERPRISE	"1,375.01"	CAD	"1,375.01"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	7333	"Commercial Art, Graphics, Photography"	"PAINT, FELT, BRUSHES, MARKERS, BRISTOL BOARD"	
ECONOMIC DEVELOPMENT & CULTURE	3078-257	2014-07-10	2014-07-14	PIZZA PIZZA # 111	49.46	CAD	49.46	CAD	4820	BUSINESS MEETING EXPENSES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR STAFF MEETING	
ECONOMIC DEVELOPMENT & CULTURE	3081-176	2014-07-15	2014-07-16	ABOVEGROUND ENTERPRISE	69.83	CAD	69.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	7333	"Commercial Art, Graphics, Photography"	"BRUSHES, SILKSCREEN INK"	
ECONOMIC DEVELOPMENT & CULTURE	3083-220	2014-07-15	2014-07-17	THE HOME DEPOT #7027	7.89	CAD	7.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5200	Home Supply Warehouse	VIG GRASS	
ECONOMIC DEVELOPMENT & CULTURE	3083-221	2014-07-15	2014-07-17	WAL-MART #3635	47.39	CAD	47.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5310	Discount Stores	"SOCCER BALLS, TAPE"	
ECONOMIC DEVELOPMENT & CULTURE	3085-204	2014-07-17	2014-07-18	ABOVEGROUND ENTERPRISE	4.18	CAD	4.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	7333	"Commercial Art, Graphics, Photography"	BRUSHES	
ECONOMIC DEVELOPMENT & CULTURE	3091-161	2014-07-22	2014-07-23	ABOVEGROUND ENTERPRISE	213.83	CAD	213.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	7333	"Commercial Art, Graphics, Photography"	"WATERCOLOUR PAINT, PAPERS, ACRYLIC PAINTS"	
