Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element /Order Description	Merchant Type	Merchant Type Description	Purpose	
LONG TERM CARE HOMES	3055-158	2014-06-26	2014-06-27	KEY SOLUTIONS	460.42	CAD	460.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	7393	"Detective Agencies, Protective Agencies,"	BUILDING REPAIRS	
					"3,289.42"	CAD	"3,289.42"	CAD								
"PARKS, FORESTRY & RECREATION"	3029-225	2014-06-05	2014-06-09	THE HOME DEPOT #7073	31.04	CAD	31.04	CAD	2570	JANITORIAL SUPPLIES	P02381	LEASIDE PK OUTDR POOL-L/PBLC-OUTDR	5200	Home Supply Warehouse	PUSHBROOM	
"PARKS, FORESTRY & RECREATION"	3057-287	2014-06-26	2014-06-30	THE HOME DEPOT #7073	52.30	CAD	52.30	CAD	2570	JANITORIAL SUPPLIES	P02381	LEASIDE PK OUTDR POOL-L/PBLC-OUTDR	5200	Home Supply Warehouse	**MORE**  LEPAGE AP	
					83.34	CAD	83.34	CAD								
"PARKS, FORESTRY & RECREATION"	3018-253	2014-05-30	2014-06-02	JJ DOWNS INDUSTRIAL	285.03	CAD	285.03	CAD	2535	PLUMBING SUPPLIES	P06861	S-FAC SUPER1-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	PIPE & FITTINGS	
"PARKS, FORESTRY & RECREATION"	3025-150	2014-06-03	2014-06-05	AUSTIN CARROLL POOL CO	81.36	CAD	81.36	CAD	2710	GENERAL HARDWARE	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	7399	Business Services - Not Elsewhere Classi	POOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3029-226	2014-06-03	2014-06-09	JJ DOWNS INDUSTRIAL	207.00	CAD	207.00	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	"PVC WHITE PIPE,"	
"PARKS, FORESTRY & RECREATION"	3031-106	2014-06-09	2014-06-10	TECHNICAL STANDARDS AN	70.00	CAD	70.00	CAD	4830	PERMIT & LICENSE FEES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	1799	"Contractors, Special Trade - Not Elsewhe"	LICENSE RENEWAL	
"PARKS, FORESTRY & RECREATION"	3033-108	2014-06-10	2014-06-11	SHOPPERS DRUG MART #08	11.30	CAD	11.30	CAD	4805	POSTAGE	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	9402	Postal Services - Government Only	POSTAGE	
"PARKS, FORESTRY & RECREATION"	3035-163	2014-06-11	2014-06-12	TECHNICAL STANDARDS AN	210.00	CAD	210.00	CAD	4830	PERMIT & LICENSE FEES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	1799	"Contractors, Special Trade - Not Elsewhe"	LICENSE RENEWAL	
"PARKS, FORESTRY & RECREATION"	3035-164	2014-06-11	2014-06-12	ATLAS MACHINERY SUPPLY	151.32	CAD	151.32	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5251	Hardware Stores	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3039-219	2014-06-13	2014-06-16	THE HOME DEPOT #7013	47.44	CAD	47.44	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5200	Home Supply Warehouse	**MORE**  CKG GUN CHRM	
"PARKS, FORESTRY & RECREATION"	3043-175	2014-06-16	2014-06-18	THE HOME DEPOT #7080	24.83	CAD	24.83	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5200	Home Supply Warehouse	PREMTACFLSH	
"PARKS, FORESTRY & RECREATION"	3046-141	2014-06-17	2014-06-19	CDN TIRE STORE #00654	56.49	CAD	56.49	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5200	Home Supply Warehouse	PVT SPOT	
"PARKS, FORESTRY & RECREATION"	3046-142	2014-06-18	2014-06-19	SHOPPERS DRUG MART #08	11.30	CAD	11.30	CAD	4805	POSTAGE	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	9402	Postal Services - Government Only	POSTAGE	
"PARKS, FORESTRY & RECREATION"	3049-245	2014-06-16	2014-06-23	JJ DOWNS INDUSTRIAL	339.73	CAD	339.73	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5085	Industrial Supplies Not Elsewhere Classi	PLUG MPT	
"PARKS, FORESTRY & RECREATION"	3049-246	2014-06-16	2014-06-23	PACIFIC FASTENERS (198	28.78	CAD	28.78	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5251	Hardware Stores	PAN SOC TEKS	
"PARKS, FORESTRY & RECREATION"	3054-181	2014-06-24	2014-06-26	THE HOME DEPOT #7080	64.31	CAD	64.31	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5200	Home Supply Warehouse	**MORE**  KEY BLANK	
"PARKS, FORESTRY & RECREATION"	3054-182	2014-06-24	2014-06-26	THE HOME DEPOT #7080	18.03	CAD	18.03	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5200	Home Supply Warehouse	FOAM TAPE	
"PARKS, FORESTRY & RECREATION"	3057-288	2014-06-23	2014-06-30	JJ DOWNS INDUSTRIAL	824.53	CAD	824.53	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5085	Industrial Supplies Not Elsewhere Classi	PVC WAFER CHECK WITH SS SPRING	
					"2,431.45"	CAD	"2,431.45"	CAD								
"PARKS, FORESTRY & RECREATION"	3018-254	2014-05-30	2014-06-02	SHOPPERS DRUG MART0823	28.08	CAD	28.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5912	"Drug Stores, Pharmacies"	FOOD FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3027-156	2014-06-04	2014-06-06	SHOPPERS DRUG MART0823	13.60	CAD	13.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5912	"Drug Stores, Pharmacies"	SNACKS FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3029-227	2014-06-05	2014-06-09	ABSOLUTE DOLLAR	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	ARTS AND CRAFTS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3029-228	2014-06-05	2014-06-09	FOOD BASICS #875	6.02	CAD	6.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	SNACKS FOR ECO EXPLORER CLUB	
"PARKS, FORESTRY & RECREATION"	3029-229	2014-06-06	2014-06-09	FRESHCO 9841	28.27	CAD	28.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	SNACKS FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3039-220	2014-06-13	2014-06-16	ABSOLUTE DOLLAR	10.17	CAD	10.17	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	SUPPLIES FOR ECO EXPLORER CLUB	
"PARKS, FORESTRY & RECREATION"	3042-97	2014-06-13	2014-06-17	CDN TIRE STORE #00654	71.10	CAD	71.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5200	Home Supply Warehouse	SUPPLIES FOR TREE FESTIVAL EVENT	
"PARKS, FORESTRY & RECREATION"	3046-143	2014-06-17	2014-06-19	WALMART #1150	47.36	CAD	47.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	PING PONG PADDLES	
"PARKS, FORESTRY & RECREATION"	3049-247	2014-06-20	2014-06-23	SHOPPERS DRUG MART0823	17.51	CAD	17.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5912	"Drug Stores, Pharmacies"	SNACKS FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3049-248	2014-06-21	2014-06-23	FRESHCO 9841	18.08	CAD	18.08	CAD	2570	JANITORIAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	HAND SOAP	
					251.49	CAD	251.49	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3029-230	2014-06-05	2014-06-09	THE HOME DEPOT #7107	9.31	CAD	9.31	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	ED0056	GREEN & RENEWABLE ENERGY SERVICES	5200	Home Supply Warehouse	1X2X8SPR KD	
ECONOMIC DEVELOPMENT & CULTURE	3029-231	2014-06-05	2014-06-09	TORONTO PARKS AND TREE	130.00	CAD	130.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0056	GREEN & RENEWABLE ENERGY SERVICES	8398	"Organizations, Charitable and Social Ser"	TICKET FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	3053-168	2014-06-24	2014-06-25	CAFE ON THE SQUARE	40.72	CAD	40.72	CAD	4823	MEALS-OUTSIDE LOC'S	ED0056	GREEN & RENEWABLE ENERGY SERVICES	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	3055-159	2014-06-26	2014-06-27	LEAF	"2,966.25"	CAD	"2,966.25"	CAD	5499	TRANSFERS-OTHERS	ED0056	GREEN & RENEWABLE ENERGY SERVICES	8398	"Organizations, Charitable and Social Ser"	EVENT SUPPORT	
ECONOMIC DEVELOPMENT & CULTURE	3057-289	2014-06-27	2014-06-30	EB *SCHOOLS OUT FUNDRA	64.59	CAD	64.59	CAD	4118	TICKETS AND ADMISSION FEES	ED0056	GREEN & RENEWABLE ENERGY SERVICES	7399	Business Services - Not Elsewhere Classi	TICKET FOR EVENT	
					"3,210.87"	CAD	"3,210.87"	CAD								
"PARKS, FORESTRY & RECREATION"	3018-255	2014-05-30	2014-06-02	LOWES #02494*	249.23	CAD	249.23	CAD	*****	LUMBER	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  30KG CONCRETE MIX QUIKRETE	
"PARKS, FORESTRY & RECREATION"	3021-135	2014-06-03	2014-06-04	INTERLINE WHOLESALE HA	308.55	CAD	308.55	CAD	3015	M & E - GROUNDS	P00268	E-NORTH2-TURF&HORT	5072	Hardware Equipment and Supplies	"WHEELBARROW, MARKER"	
"PARKS, FORESTRY & RECREATION"	3027-157	2014-06-04	2014-06-06	JB   D COMPANY LTD	316.40	CAD	316.40	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	PUMP FOR WATER TRUCK	
"PARKS, FORESTRY & RECREATION"	3029-232	2014-06-06	2014-06-09	LOWES #02494*	221.93	CAD	221.93	CAD	2710	GENERAL HARDWARE	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	"**MORE**  SPRNKLR, 5800SQFT METAL SLED"	
"PARKS, FORESTRY & RECREATION"	3029-233	2014-06-06	2014-06-09	LOWES #02494*	52.95	CAD	52.95	CAD	2710	GENERAL HARDWARE	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	"**MORE**  5/8""X16"" SPEEDBOR"	
"PARKS, FORESTRY & RECREATION"	3031-107	2014-06-07	2014-06-10	CDN TIRE STORE #00187	72.17	CAD	72.17	CAD	*****	BOOK & MAGAZINE SUBSCRIPTIONS	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  CAR CLEANER	
"PARKS, FORESTRY & RECREATION"	3035-165	2014-06-11	2014-06-12	LOWES #02494*	315.64	CAD	315.64	CAD	2710	GENERAL HARDWARE	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  GALV CARRIAGE BOLT5/8 X 10	
					"1,536.87"	CAD	"1,536.87"	CAD								
"PARKS, FORESTRY & RECREATION"	3046-144	2014-06-18	2014-06-19	DOLLAR TREE CANADA STO	16.95	CAD	16.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05464	BURROWS HALL-SOCIAL PRGM	5331	Variety Stores	"CLEAR WRAP,SPRAY BOTTLES,BALLOONS,CUGS,CLOTHES PIN"	
"PARKS, FORESTRY & RECREATION"	3047-169	2014-06-18	2014-06-20	WAL-MART # 3111	211.06	CAD	211.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR DIVERSITY EVENT - SNACKS	
"PARKS, FORESTRY & RECREATION"	3051-108	2014-06-20	2014-06-24	FOOD BASICS #606	49.74	CAD	49.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR DIVERSITY EVENT - SNACKS	
					277.75	CAD	277.75	CAD								
"PARKS, FORESTRY & RECREATION"	3018-256	2014-05-30	2014-06-02	NITRO INDUSTRIAL SALES	18.93	CAD	18.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5072	Hardware Equipment and Supplies	HOOKS	
"PARKS, FORESTRY & RECREATION"	3018-257	2014-05-30	2014-06-02	INVESTMENTS HARDWARE L	342.73	CAD	342.73	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5046	Commercial Equipment Not Elsewhere Class	TOOLS	
"PARKS, FORESTRY & RECREATION"	3025-151	2014-06-03	2014-06-05	NITRO INDUSTRIAL SALES	85.22	CAD	85.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5072	Hardware Equipment and Supplies	MACHINE PARTS	
"PARKS, FORESTRY & RECREATION"	3049-249	2014-06-20	2014-06-23	SPEELMAN S GARDEN CENT	67.80	CAD	67.80	CAD	2785	SAND	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	SAND	
"PARKS, FORESTRY & RECREATION"	3053-169	2014-06-23	2014-06-25	SPEELMAN S GARDEN CENT	135.60	CAD	135.60	CAD	2785	SAND	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	SAND	
"PARKS, FORESTRY & RECREATION"	3057-290	2014-06-27	2014-06-30	ANGELO'S GARDEN CENTRE	791.90	CAD	791.90	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	PLANT MATERIAL	
					"1,442.18"	CAD	"1,442.18"	CAD								
EMPLOYMENT & SOCIAL SERVICES	3033-109	2014-06-10	2014-06-11	HARBOUR FRONT COMMUNIT	270.00	CAD	270.00	CAD	4995	OTHER EXPENSES	C01299	CNTRLIZED COST-ADMIN	8641	"Associations - Civic, Social, and Frater"	SMT PLANNING MTG JUN 17 ROOM	
EMPLOYMENT & SOCIAL SERVICES	3033-110	2014-06-10	2014-06-11	IPAC TORONTO	60.00	CAD	60.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01299	CNTRLIZED COST-ADMIN	8299	Educational Services	IPAC INCOME EQUALITY JUN 16	
EMPLOYMENT & SOCIAL SERVICES	3033-111	2014-06-10	2014-06-11	IPAC TORONTO	25.00	CAD	25.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01299	CNTRLIZED COST-ADMIN	8299	Educational Services	IPAC INCOME EQUALITY JUN 16	
EMPLOYMENT & SOCIAL SERVICES	3049-250	2014-06-20	2014-06-23	COMPUGEN INC.	394.19	CAD	394.19	CAD	4406	CONTRACTED SERVICES - OFFICE EQUIPMENT	C01299	CNTRLIZED COST-ADMIN	7372	"Computer Programming, Integrated Systems"	EMERGENCY HDD REPAIR N 	
EMPLOYMENT & SOCIAL SERVICES	3049-251	2014-06-20	2014-06-23	NEOCITY CAFE	854.73	CAD	854.73	CAD	4995	OTHER EXPENSES	C01299	CNTRLIZED COST-ADMIN	5811	Caterers	SMT PLANNING MTG JUN 17 CATERING	
EMPLOYMENT & SOCIAL SERVICES	3057-291	2014-06-26	2014-06-30	YMCA GREATER -JOHN ST	43.96	CAD	43.96	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	GM MEETING FEB 18	
EMPLOYMENT & SOCIAL SERVICES	3057-292	2014-06-26	2014-06-30	YMCA GREATER -JOHN ST	106.17	CAD	106.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	MHESS MTG MAR 18	
EMPLOYMENT & SOCIAL SERVICES	3057-293	2014-06-26	2014-06-30	YMCA GREATER -JOHN ST	417.93	CAD	417.93	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	SMT MTG APR 15	
					"2,171.98"	CAD	"2,171.98"	CAD								
"PARKS, FORESTRY & RECREATION"	3021-136	2014-06-03	2014-06-04	RUSSELL FOOD EQUIPMENT	127.90	CAD	127.90	CAD	2610	KITCHEN SUPPLIES	P00545	S-CENTRAL1-TURF&HORT	5046	Commercial Equipment Not Elsewhere Class	ALUMINUM COFFEE URN	
"PARKS, FORESTRY & RECREATION"	3042-98	2014-06-16	2014-06-17	ALPINE LAWN   GARDEN E	222.37	CAD	222.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00545	S-CENTRAL1-TURF&HORT	5261	Lawn and Garden Supply Stores	VARIOUS PARTS FOR SMALL EQUIPMENT	
					350.27	CAD	350.27	CAD								
"PARKS, FORESTRY & RECREATION"	3031-108	2014-06-06	2014-06-10	METRO #712	249.04	CAD	249.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	3046-145	2014-06-18	2014-06-19	NOFRILLS MICHAELS 1315	45.15	CAD	45.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FREEZIES FOR SUMMER PRGMS	
"PARKS, FORESTRY & RECREATION"	3046-146	2014-06-18	2014-06-19	NOFRILLS MICHAELS 1315	118.86	CAD	118.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING PRGM & CAMPS	
"PARKS, FORESTRY & RECREATION"	3047-170	2014-06-19	2014-06-20	STAPLES STORE #214	102.05	CAD	102.05	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P01666	MITCHELL FIELD-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	LAMINATING	
"PARKS, FORESTRY & RECREATION"	3049-252	2014-06-21	2014-06-23	WALMART DIGITAL MEDIAL	2.15	CAD	2.15	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P04662	MITCHELL FIELD-SUMMER CAMPS	5310	Discount Stores	4 X 6 MATTE PHOTOS	
"PARKS, FORESTRY & RECREATION"	3051-109	2014-06-20	2014-06-24	METRO #712	38.14	CAD	38.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	3053-170	2014-06-23	2014-06-25	WAL-MART # 5831	73.98	CAD	73.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04662	MITCHELL FIELD-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3055-160	2014-06-26	2014-06-27	NOFRILLS JOSEPHS 730	22.50	CAD	22.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04600	GOULDING CC-SPORTS CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	3055-161	2014-06-26	2014-06-27	GWARTZMAN'S ART SUPPLI	88.48	CAD	88.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5231	"Glass, Paint, Wallpaper Stores"	ART SUPPLIES FOR CAMPS	
"PARKS, FORESTRY & RECREATION"	3055-162	2014-06-26	2014-06-27	MOUNTAIN EQUIP CO-OP	96.28	CAD	96.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13468	NY - CAN BIKE - SUMMER CAMP	5655	"Sports Apparel, Riding Apparel Stores"	CAN BIKE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3057-294	2014-06-26	2014-06-30	WAL-MART # 3106	147.89	CAD	147.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3057-295	2014-06-27	2014-06-30	MICHAELS #4910	60.30	CAD	60.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13283	SUMMER CAMPS - NY DISTRICT FINE ARTS	5945	"Game, Toy, and Hobby Shops"	RECREATIONAL SUPPLIES FOR CAMP	
					"1,044.82"	CAD	"1,044.82"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3020-95	2014-06-02	2014-06-03	HENRY'S DOWNTOWN TORON	650.00	CAD	650.00	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	SE0003	DOORS OPEN	5946	Camera and Photographic Supply Stores	3GIFTCARDS- CONTEST PRIZING	
ECONOMIC DEVELOPMENT & CULTURE	3049-253	2014-06-20	2014-06-23	PREMIUMBEAT.COM	199.93	CAD	180.57	USD	4830	PERMIT & LICENSE FEES	SE0002	SUMMERLICIOUS	8999	Professional Services - Not Elsewhere Cl	LICENSE FEE	
ECONOMIC DEVELOPMENT & CULTURE	3053-171	2014-06-24	2014-06-25	PREMIUMBEAT.COM	99.30	CAD	90.29	USD	4830	PERMIT & LICENSE FEES	SE0002	SUMMERLICIOUS	8999	Professional Services - Not Elsewhere Cl	LICENSE FEE	
					949.23	CAD	650.00	CAD								
							270.86	USD								
TORONTO WATER	3018-258	2014-05-27	2014-06-02	PACIFIC FASTENERS (198	6.13	CAD	6.13	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5251	Hardware Stores	"HEXX NUT, PAN PHIL"	
TORONTO WATER	3018-259	2014-05-27	2014-06-02	PACIFIC FASTENERS (198	7.34	CAD	7.34	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5251	Hardware Stores	BRAZER RIVET	
TORONTO WATER	3025-152	2014-06-03	2014-06-05	CDN TIRE STORE #00070	129.63	CAD	129.63	CAD	2130	PARTS - MOBILE EQUIPMENT	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	AUTO BATTERY	
TORONTO WATER	3029-234	2014-06-05	2014-06-09	MR METAL(ETOBICOKE) IN	23.80	CAD	23.80	CAD	2532	STEEL	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5051	Metal Service Centers and Offices	STEEL FLAT BAR	
TORONTO WATER	3029-235	2014-06-05	2014-06-09	MR METAL(ETOBICOKE) IN	50.47	CAD	50.47	CAD	2532	STEEL	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5051	Metal Service Centers and Offices	STEEL FLAT BAR	
TORONTO WATER	3029-236	2014-06-06	2014-06-09	APPLIED INDUSTRIAL TEC	147.62	CAD	147.62	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5085	Industrial Supplies Not Elsewhere Classi	BALL BEARING	
TORONTO WATER	3029-237	2014-06-06	2014-06-09	APPLIED INDUSTRIAL TEC	24.71	CAD	24.71	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5085	Industrial Supplies Not Elsewhere Classi	ROLL PUNCH S16	
TORONTO WATER	3031-109	2014-06-06	2014-06-10	MR METAL(ETOBICOKE) IN	12.45	CAD	12.45	CAD	2532	STEEL	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5051	Metal Service Centers and Offices	AL CHANNEL - STEEL	
TORONTO WATER	3035-166	2014-06-11	2014-06-12	LOWES #03096*	45.18	CAD	45.18	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	"KBLT 1/2"" DR FLXHD RATCH QR72T"	
TORONTO WATER	3037-136	2014-06-12	2014-06-13	LOCK UP SERVICES	224.08	CAD	224.08	CAD	2730	LOCKS	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	7399	Business Services - Not Elsewhere Classi	KEYS	
TORONTO WATER	3039-221	2014-06-11	2014-06-16	JJ DOWNS INDUSTRIAL	42.76	CAD	42.76	CAD	2535	PLUMBING SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5085	Industrial Supplies Not Elsewhere Classi	PVC RED BUSH	
TORONTO WATER	3039-222	2014-06-12	2014-06-16	JJ DOWNS INDUSTRIAL	399.96	CAD	399.96	CAD	2535	PLUMBING SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5085	Industrial Supplies Not Elsewhere Classi	PVC BUSH	
TORONTO WATER	3046-147	2014-06-17	2014-06-19	LIQUIDMIX AGITATORS IN	678.00	CAD	678.00	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5072	Hardware Equipment and Supplies	WELDING WORK	
TORONTO WATER	3047-171	2014-06-18	2014-06-20	LIQUIDMIX AGITATORS IN	678.00	CAD	678.00	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5072	Hardware Equipment and Supplies	WELDING WORK	
