Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	1957-140	04-20-2012	04-24-2012	CDN TIRE STORE #00150	22.59	CAD	22.59	CAD	2710	GENERAL HARDWARE	P06885	TECH TRADE SERV - 50	5200	Home Supply Warehouse	NUT SPLITTER	
"PARKS, FORESTRY & RECREATION"	1960-147	04-23-2012	04-25-2012	THE HOME DEPOT #7080	7.33	CAD	7.33	CAD	2710	GENERAL HARDWARE	P06885	TECH TRADE SERV - 50	5200	Home Supply Warehouse	SCREWS	
"PARKS, FORESTRY & RECREATION"	1965-168	04-25-2012	04-30-2012	PACIFIC FASTENERS (198	9.61	CAD	9.61	CAD	2710	GENERAL HARDWARE	P06885	TECH TRADE SERV - 50	5251	Hardware Stores	NUT & WASHERS	
"PARKS, FORESTRY & RECREATION"	1965-169	04-25-2012	04-30-2012	J.J. DOWNS INDUSTRIAL	423.75	CAD	423.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06885	TECH TRADE SERV - 50	5085	Industrial Supplies Not Elsewhere Classi	TUBING	
"PARKS, FORESTRY & RECREATION"	1965-170	04-25-2012	04-30-2012	J.J. DOWNS INDUSTRIAL	403.75	CAD	403.75	CAD	2710	GENERAL HARDWARE	P06885	TECH TRADE SERV - 50	5085	Industrial Supplies Not Elsewhere Classi	VALVES & FITTINGS	
					"1,713.28"	CAD	"1,713.28"	CAD								
TORONTO WATER	1928-176	03-30-2012	04-02-2012	PUROLATOR #60121	46.52	CAD	46.52	CAD	4815	COURIER SERVICES	WW1182	OPS SUPPORT	4215	"Courier Services - Air & Ground, Freight"	COURIER	
TORONTO WATER	1929-96	03-30-2012	04-03-2012	AQUATECH PUMP AND POWE	40.37	CAD	40.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	7399	Business Services - Not Elsewhere Classi	SHOP PARTS	
PPFA	1929-97	03-30-2012	04-03-2012	MR METAL(ETOBICOKE) IN	266.07	CAD	266.07	CAD	2120	PARTS - MACHINERY & EQUIPMENT	CWW447-01	YR04 CITY WIDE	5051	Metal Service Centers and Offices	SUPPLIES	
TORONTO WATER	1929-98	04-02-2012	04-03-2012	GENERAL PAINT #82	323.77	CAD	323.77	CAD	2715	PAINT SUPPLIES	WW1182	OPS SUPPORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT SUPPLIES	
TORONTO WATER	1938-169	04-03-2012	04-09-2012	RONA # 55140	153.89	CAD	153.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1182	OPS SUPPORT	5251	Hardware Stores	BUILDING SUPPLIES	
TORONTO WATER	1944-124	04-11-2012	04-12-2012	ACKLANDS-GRAINGER INC	112.81	CAD	112.81	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	DOS SUPPLIES	
TORONTO WATER	1946-125	04-12-2012	04-13-2012	CHAUNCEY BUILDERS SUPP	215.73	CAD	215.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1182	OPS SUPPORT	5211	"Building Materials, Lumber Stores"	BUILDING SUPPLIES	
TORONTO WATER	1946-126	04-12-2012	04-13-2012	CROSSTOWN BATTERY SALE	131.84	CAD	131.84	CAD	2710	GENERAL HARDWARE	WW1182	OPS SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERIES	
TORONTO WATER	1948-142	04-10-2012	04-16-2012	CADEL TOR 186	60.69	CAD	60.69	CAD	2160	PARTS - UNLICENSED EQUIPMENT	WW1182	OPS SUPPORT	5533	"Automotive Parts, Accessories Stores"	FILTERS	
TORONTO WATER	1948-143	04-12-2012	04-16-2012	BUNNING SPLICING   RIG	67.80	CAD	67.80	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	DOS SUPPLIES	
TORONTO WATER	1948-144	04-13-2012	04-16-2012	RUDDY ELECTRIC	90.10	CAD	90.10	CAD	2575	ELECTRICAL SUPPLIES	WW1182	OPS SUPPORT	1711	"Air Conditioning, Heating, and Plumbing"	ELECTRICAL SUPPLIES	
TORONTO WATER	1949-109	04-13-2012	04-17-2012	JOHN BROOKS COMPANY	319.00	CAD	319.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	GASTKETS	
TORONTO WATER	1949-110	04-16-2012	04-17-2012	GENERAL PAINT #82	4.96	CAD	4.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1182	OPS SUPPORT	5231	"Glass, Paint, Wallpaper Stores"	BUILDING SUPPLIES	
TORONTO WATER	1950-137	04-16-2012	04-18-2012	MOTION IND ON11	130.68	CAD	130.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	*****	
TORONTO WATER	1953-153	04-18-2012	04-19-2012	STAPLES STORE #26	58.70	CAD	58.70	CAD	2010	STATIONERY AND OFFICE SUPPLIES	WW1182	OPS SUPPORT	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLY	
TORONTO WATER	1953-154	04-18-2012	04-19-2012	SHOPPERS DRUG MART #12	46.01	CAD	46.01	CAD	4815	COURIER SERVICES	WW1182	OPS SUPPORT	9402	Postal Services - Government Only	COURIER	
TORONTO WATER	1954-141	04-18-2012	04-20-2012	CDN TIRE STORE #00654	24.84	CAD	24.84	CAD	2570	JANITORIAL SUPPLIES	WW1182	OPS SUPPORT	5200	Home Supply Warehouse	CLEANING SUPPLIES	
TORONTO WATER	1956-190	04-19-2012	04-23-2012	CTF SUPPLY (11)	149.73	CAD	149.73	CAD	2532	STEEL	WW1182	OPS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	STEEL	
TORONTO WATER	1957-141	04-20-2012	04-24-2012	TORONTO DODGE CHRYSLER	126.22	CAD	126.22	CAD	2730	LOCKS	WW1182	OPS SUPPORT	5511	"Automobile and Truck Dealers - Sales, Se"	KEY	
TORONTO WATER	1960-148	04-23-2012	04-25-2012	NAPA SCARBOROUGH #136	7.91	CAD	7.91	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	5533	"Automotive Parts, Accessories Stores"	PARTS	
TORONTO WATER	1961-141	04-23-2012	04-26-2012	CADEL TOR 186	30.13	CAD	30.13	CAD	2160	PARTS - UNLICENSED EQUIPMENT	WW1182	OPS SUPPORT	5533	"Automotive Parts, Accessories Stores"	PARTS	
TORONTO WATER	1961-142	04-24-2012	04-26-2012	PRO GLO PAINTS-TORONTO	54.76	CAD	54.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1182	OPS SUPPORT	5198	"Paints, Varnishes, and Supplies"	BUILDING SUPPLIES	
TORONTO WATER	1961-143	04-25-2012	04-26-2012	CROSSTOWN BATTERY SALE	135.20	CAD	135.20	CAD	2160	PARTS - UNLICENSED EQUIPMENT	WW1182	OPS SUPPORT	5533	"Automotive Parts, Accessories Stores"	SHOP SUPPLIES	
TORONTO WATER	1962-146	04-26-2012	04-27-2012	SHOPPERS DRUG MART #12	46.01	CAD	46.01	CAD	4815	COURIER SERVICES	WW1182	OPS SUPPORT	9402	Postal Services - Government Only	COURIER	
TORONTO WATER	1965-171	04-26-2012	04-30-2012	BUNNING SPLICING   RIG	36.43	CAD	36.43	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	PARTS	
					"2,680.17"	CAD	"2,680.17"	CAD								
TORONTO WATER	1936-140	04-03-2012	04-05-2012	CDN TIRE STORE #00654	706.19	CAD	706.19	CAD	2590	EMERGENCY SERVICES SUPPLIES	WW2036	STORMWATER MGMT - CE	5200	Home Supply Warehouse	EMERGENCY SERVICES SUPPLIES	
TORONTO WATER	1938-170	04-04-2012	04-09-2012	THE HOME DEPOT #7005	120.82	CAD	120.82	CAD	2590	EMERGENCY SERVICES SUPPLIES	WW2036	STORMWATER MGMT - CE	5200	Home Supply Warehouse	*****	
TORONTO WATER	1938-171	04-04-2012	04-09-2012	CDN TIRE STORE #00187	360.36	CAD	360.36	CAD	2590	EMERGENCY SERVICES SUPPLIES	WW2036	STORMWATER MGMT - CE	5200	Home Supply Warehouse	EMERGENCY SERVICES SUPPLIES	
TORONTO WATER	1946-127	04-12-2012	04-13-2012	PRECISE PARKLINK INC	17.00	CAD	17.00	CAD	4770	PARKING EXPENSES (INTOWN)	WW2036	STORMWATER MGMT - CE	7523	Automobile Parking Lots and Garages	PARKING	
					"1,204.37"	CAD	"1,204.37"	CAD								
"PARKS, FORESTRY & RECREATION"	1946-128	04-12-2012	04-13-2012	PRICE CHOPPER #7869QPS	32.87	CAD	32.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10444	JIMMIE SIMPSON-PGM S	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1956-191	04-20-2012	04-23-2012	PRICE CHOPPER #7869QPS	11.79	CAD	11.79	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07732	MATTY ECKLER-PGM SUP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1965-172	04-27-2012	04-30-2012	PRICE CHOPPER #7869QPS	23.38	CAD	23.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10444	JIMMIE SIMPSON-PGM S	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAM	
					68.04	CAD	68.04	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1934-94	04-02-2012	04-04-2012	PAYPAL *GREATERTORO	20.00	CAD	20.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0056	BUS DEV-IT/NEW MEDIA	8999	Professional Services - Not Elsewhere Cl	TICKET TO EVENT	
ECONOMIC DEVELOPMENT & CULTURE	1934-95	04-02-2012	04-04-2012	PAYPAL	84.75	CAD	84.75	CAD	4760	MEMBERSHIP FEES	ED0056	BUS DEV-IT/NEW MEDIA	8999	Professional Services - Not Elsewhere Cl	MEMBERSHIP	
ECONOMIC DEVELOPMENT & CULTURE	1934-96	04-02-2012	04-04-2012	CANADA GREEN BUILDING	"2,260.00"	CAD	"2,260.00"	CAD	4590	RENTAL - OTHER	ED0056	BUS DEV-IT/NEW MEDIA	8398	"Organizations, Charitable and Social Ser"	RENTAL OF BOOTH SPACE	
ECONOMIC DEVELOPMENT & CULTURE	1953-155	04-18-2012	04-19-2012	LAIDLAW TRANSIT#1040 P	376.80	CAD	376.80	CAD	4580	RENTAL OF BUSES	ED0056	BUS DEV-IT/NEW MEDIA	4131	Bus Lines	RENTAL OF SHUTTLE BUS FOR EVENT	
					"2,741.55"	CAD	"2,741.55"	CAD								
TORONTO WATER	1928-177	03-30-2012	04-02-2012	TERANET EXPRESS	16.00	CAD	16.00	CAD	4136	REGISTRAR FEES	CPW061-03	BUILDING GROUNDS REHAB	9222	Fines	LIEN SEARCH	
TORONTO WATER	1928-178	03-30-2012	04-02-2012	TERANET EXPRESS	16.00	CAD	16.00	CAD	4136	REGISTRAR FEES	CWW019-15	REPLC-CHAINS & FLIGHTS-SECOND	9222	Fines	LIEN SEARCH	
TORONTO WATER	1944-125	04-11-2012	04-12-2012	HURST COMMUNICATION GR	394.37	CAD	394.37	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	WW4703	WW CAP PROJ DELIVERY	8299	Educational Services	TRAINING	
TORONTO WATER	1944-126	04-11-2012	04-12-2012	HURST COMMUNICATION GR	394.37	CAD	394.37	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	WW4703	WW CAP PROJ DELIVERY	8299	Educational Services	TRAINING	
TORONTO WATER	1950-138	04-17-2012	04-18-2012	TERANET EXPRESS	32.00	CAD	32.00	CAD	4136	REGISTRAR FEES	CWW014-13	TRUNK SEWER REHABILITATION	9222	Fines	LIEN SEARCH	
TORONTO WATER	1961-144	04-25-2012	04-26-2012	HURST COMMUNICATION GR	"1,466.74"	CAD	"1,466.74"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	WW4703	WW CAP PROJ DELIVERY	8299	Educational Services	TRAINING	
TORONTO WATER	1962-147	04-26-2012	04-27-2012	TERANET EXPRESS	40.00	CAD	40.00	CAD	4136	REGISTRAR FEES	CWW462-02	YR05 PUMPING STNS UPGRADES	9222	Fines	LIEN SEARCH	
TORONTO WATER	1962-148	04-26-2012	04-27-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4136	REGISTRAR FEES	CWW462-02	YR05 PUMPING STNS UPGRADES	9222	Fines	LIEN SEARCH	
TORONTO WATER	1962-149	04-26-2012	04-27-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	CWW462-02	YR05 PUMPING STNS UPGRADES	9222	Fines	LIEN SEARCH	
TORONTO WATER	1965-173	04-27-2012	04-30-2012	PROFESSIONAL ENGINEER	248.60	CAD	248.60	CAD	4760	MEMBERSHIP FEES	WW4703	WW CAP PROJ DELIVERY	7299	Other Services (Not Elsewhere Classified	MEMBERSHIP RENEWAL	
					"2,625.08"	CAD	"2,625.08"	CAD								
"PARKS, FORESTRY & RECREATION"	1928-179	03-31-2012	04-02-2012	BEST BUY CANADA #959	372.88	CAD	372.88	CAD	3032	M & E - PHOTOGRAPHIC	P00268	E-NORTH2-TURF&HORT	5732	Electronic Sales	REPLACEMENT CAMERA LENS	
"PARKS, FORESTRY & RECREATION"	1928-180	04-01-2012	04-02-2012	LOWES #02741*	372.90	CAD	372.90	CAD	3050	M & E - KITCHEN	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1942-102	04-10-2012	04-11-2012	J   J TRAILERS MANUFAC	354.66	CAD	354.66	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5561	"Camper Dealers, Recreational and Utility"	TRAILER LIGHTS	
"PARKS, FORESTRY & RECREATION"	1948-145	04-13-2012	04-16-2012	PARAGON INDUSTRIAL PHO	137.86	CAD	137.86	CAD	2035	PRINTING SUPPLIES (TAXABLE)	P00268	E-NORTH2-TURF&HORT	7221	Photographic Studios	WALL CHART	
"PARKS, FORESTRY & RECREATION"	1949-111	04-16-2012	04-17-2012	FUTURE SHOP #619	20.32	CAD	20.32	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P00268	E-NORTH2-TURF&HORT	5732	Electronic Sales	MEMORY STICKS	
"PARKS, FORESTRY & RECREATION"	1950-139	04-16-2012	04-18-2012	THE HOME DEPOT #7136	131.10	CAD	131.10	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00268	E-NORTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1956-192	04-20-2012	04-23-2012	ALPINE LAWN   GARDEN E	243.78	CAD	243.78	CAD	2665	PROTECTIVE CLOTHING	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	ANTI-VIBRATION GLOVES	
"PARKS, FORESTRY & RECREATION"	1956-193	04-20-2012	04-23-2012	SHOPPERSDRUGMART0880	64.43	CAD	64.43	CAD	2850	SKIN CARE PRODUCTS	P00268	E-NORTH2-TURF&HORT	5912	"Drug Stores, Pharmacies"	OMBRELLE CREAM	
					"1,697.93"	CAD	"1,697.93"	CAD								
"PARKS, FORESTRY & RECREATION"	1928-181	03-28-2012	04-02-2012	D L STEVENSON   SON AR	81.93	CAD	81.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13348	AIR OPS-SHERBOURNE	5970	"Artist Supply Stores, Craft Shops"	SUPPLEIS FOR DRAWING AND SKETCHING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1929-99	04-02-2012	04-03-2012	NOFRILLS DICKIES 752	22.90	CAD	22.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GENINT&CLB - WARDEN	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR KIDS IN THE KITCHEN COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	1938-172	04-05-2012	04-09-2012	WAL-MART #3159	56.92	CAD	56.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GENINT&CLB - WARDEN	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR KIDS IN THE KITCHEN PROGRAM	
"PARKS, FORESTRY & RECREATION"	1944-127	04-11-2012	04-12-2012	NOFRILLS DICKIES 752	54.57	CAD	54.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GENINT&CLB - WARDEN	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SIMPLY COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1946-129	04-11-2012	04-13-2012	YOUR DOLLAR STORE WITH	14.69	CAD	14.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13347	GENINT&CLB - WARDEN	5999	Miscellaneous and Specialty Retail Store	"STICKERS,DABBER, POMPOMS-PRESCHOOL DISCOVERY"	
"PARKS, FORESTRY & RECREATION"	1949-112	04-16-2012	04-17-2012	NOFRILLS DICKIES 752	44.92	CAD	44.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GENINT&CLB - WARDEN	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR KIDS IN THE KITCHEN PROGRAM	
"PARKS, FORESTRY & RECREATION"	1949-113	04-16-2012	04-17-2012	NOFRILLS DICKIES 752	19.87	CAD	19.87	CAD	2610	KITCHEN SUPPLIES	P13347	GENINT&CLB - WARDEN	5411	"Grocery Stores, Supermarkets"	"KITCHEN SUPPLIES-FOIL,BLEACH"	
"PARKS, FORESTRY & RECREATION"	1949-114	04-16-2012	04-17-2012	BULK BARN	3.27	CAD	3.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GENINT&CLB - WARDEN	5499	Miscellaneous Food Stores - Convenience	SUPPLIES FOR SIMPLY COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1950-140	04-17-2012	04-18-2012	NOFRILLS JOSE'S #3470	0.99	CAD	0.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GENINT&CLB - WARDEN	5411	"Grocery Stores, Supermarkets"	CAKE MIX	
"PARKS, FORESTRY & RECREATION"	1961-145	04-25-2012	04-26-2012	NOFRILLS DICKIES 752	34.55	CAD	34.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GENINT&CLB - WARDEN	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR KIDS IN THE KITCHEN PROGRAM	
					334.61	CAD	334.61	CAD								
"PARKS, FORESTRY & RECREATION"	1938-173	04-03-2012	04-09-2012	RONA # 55030	72.34	CAD	72.34	CAD	2531	LUMBER	P00427	PRN-PKS CONSTRUCTN	5251	Hardware Stores	LUMBER	
"PARKS, FORESTRY & RECREATION"	1950-141	04-04-2012	04-18-2012	RONA # 55030	42.88	CAD	42.88	CAD	2531	LUMBER	P00427	PRN-PKS CONSTRUCTN	5251	Hardware Stores	LUMBER	
"PARKS, FORESTRY & RECREATION"	1950-142	04-17-2012	04-18-2012	ROMA FENCE LTD	204.63	CAD	204.63	CAD	3015	M & E - GROUNDS	P00430	N-EAST-WINTER MAINT	5211	"Building Materials, Lumber Stores"	FENCE FABRIC	
"PARKS, FORESTRY & RECREATION"	1956-194	04-20-2012	04-23-2012	CENTRAL FAIRBANK LUMBE	25.09	CAD	25.09	CAD	2531	LUMBER	P00427	PRN-PKS CONSTRUCTN	5211	"Building Materials, Lumber Stores"	LUMBER	
"PARKS, FORESTRY & RECREATION"	1957-142	04-23-2012	04-24-2012	MILLWICK PAINT   PAPER	70.96	CAD	70.96	CAD	2715	PAINT SUPPLIES	P00316	N-CENTRAL PKS CAPITA	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	1960-149	04-23-2012	04-25-2012	SPEELMAN S GARDEN CENT	40.68	CAD	40.68	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00316	N-CENTRAL PKS CAPITA	5261	Lawn and Garden Supply Stores	SOD	
"PARKS, FORESTRY & RECREATION"	1960-150	04-23-2012	04-25-2012	SPEELMAN S GARDEN CENT	183.06	CAD	183.06	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00316	N-CENTRAL PKS CAPITA	5261	Lawn and Garden Supply Stores	SOD	
"PARKS, FORESTRY & RECREATION"	1960-151	04-24-2012	04-25-2012	LAURETIAN	703.49	CAD	703.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	BADKETBALL BARK BOARD	
"PARKS, FORESTRY & RECREATION"	1961-146	04-25-2012	04-26-2012	CENTRAL FAIRBANK LUMBE	203.40	CAD	203.40	CAD	2531	LUMBER	P00427	PRN-PKS CONSTRUCTN	5211	"Building Materials, Lumber Stores"	LUMBER	
"PARKS, FORESTRY & RECREATION"	1962-150	04-25-2012	04-27-2012	BRAFASCO / VAUGHAN	94.54	CAD	94.54	CAD	2710	GENERAL HARDWARE	P00427	PRN-PKS CONSTRUCTN	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE	
"PARKS, FORESTRY & RECREATION"	1962-151	04-26-2012	04-27-2012	CENTRAL FAIRBANK LUMBE	84.75	CAD	84.75	CAD	2531	LUMBER	P00427	PRN-PKS CONSTRUCTN	5211	"Building Materials, Lumber Stores"	LUMBER	
"PARKS, FORESTRY & RECREATION"	1965-174	04-27-2012	04-30-2012	LAURETIAN	506.51	CAD	506.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	BADKETBALL  BOARD	
"PARKS, FORESTRY & RECREATION"	1965-175	04-27-2012	04-30-2012	ROMA FENCE LTD	265.92	CAD	265.92	CAD	3015	M & E - GROUNDS	P00316	N-CENTRAL PKS CAPITA	5211	"Building Materials, Lumber Stores"	FENCE FABRIC	
					"2,498.25"	CAD	"2,498.25"	CAD								
"PARKS, FORESTRY & RECREATION"	1965-176	04-25-2012	04-30-2012	RAVEN CHEMICALS INC	804.24	CAD	804.24	CAD	2570	JANITORIAL SUPPLIES	P00545	S-CENTRAL1-TURF&HORT	5169	Chemicals and Allied Products Not Elsewh	GRAFFITI REMOVER	
"PARKS, FORESTRY & RECREATION"	1965-177	04-27-2012	04-30-2012	PRO LOCKSMITHS	49.29	CAD	49.29	CAD	2730	LOCKS	P00545	S-CENTRAL1-TURF&HORT	7699	Miscellaneous Repair Shops and Related S	KEY CUTTING	
					853.53	CAD	853.53	CAD								
"PARKS, FORESTRY & RECREATION"	1934-97	04-03-2012	04-04-2012	FOOD BASICS #686	101.31	CAD	101.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1938-174	04-05-2012	04-09-2012	FOOD BASICS #686	94.80	CAD	94.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1942-103	04-10-2012	04-11-2012	FOOD BASICS #686	86.35	CAD	86.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1942-104	04-10-2012	04-11-2012	METRO #712	28.07	CAD	28.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1944-128	04-11-2012	04-12-2012	METRO #712	16.55	CAD	16.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1944-129	04-11-2012	04-12-2012	SANDYLION WAREHOUSE OU	62.93	CAD	62.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09715	MITCHELL FIELD-INSTR	5945	"Game, Toy, and Hobby Shops"	STICKERS FOR KINDERGYM	
"PARKS, FORESTRY & RECREATION"	1948-146	04-12-2012	04-16-2012	WAL-MART # 3106	43.04	CAD	43.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1948-147	04-13-2012	04-16-2012	SOBEYS #939        QPS	48.78	CAD	48.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1949-115	04-16-2012	04-17-2012	NOFRILLS DICKIES 752	105.90	CAD	105.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1956-195	04-20-2012	04-23-2012	METRO #712	168.80	CAD	168.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1960-152	04-24-2012	04-25-2012	NOFRILLS STEVE PEGGY	71.15	CAD	71.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1960-153	04-24-2012	04-25-2012	METRO #780	14.96	CAD	14.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1961-147	04-25-2012	04-26-2012	CANADIAN APPLIANCE SOU	777.44	CAD	777.44	CAD	3050	M & E - KITCHEN	P11426	MITCHELL FIELD-SOC P	5722	Household Appliance Stores	DISHWASHER	
"PARKS, FORESTRY & RECREATION"	1962-152	04-26-2012	04-27-2012	NOFRILLS FREDDIE 1354	64.98	CAD	64.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOC P	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
					"1,685.06"	CAD	"1,685.06"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1948-148	04-15-2012	04-16-2012	FACEBOOK.COM*SXLU322R4	25.88	CAD	25.88	CAD	4414	ADVERTISING & PROMOTION	SE0012	TOURISM TORONTO	7311	Advertising Services	ADVERTIZING-SMALL BUSINESS ARTS FORUM	
