Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order #	Cost Center / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4978-325	2018-05-02	2018-05-03	WALMART #1150	23.36	CAD	23.36	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P10447	MATTY ECKLER-PRGM SUPPORT	5310	Discount Stores	"CUTLERY, DISH SOAP, WIPES"	
"PARKS, FORESTRY & RECREATION"	4989-320	2018-05-16	2018-05-17	THE HOME DEPOT #7080	49.34	CAD	49.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5200	Home Supply Warehouse	**MORE**  TAPE MEASURE	
					181.89	CAD	181.89	CAD								
"PARKS, FORESTRY & RECREATION"	4985-87	2018-05-09	2018-05-11	TRIMATE ELECTRIC SUPPL	457.14	CAD	457.14	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	BOLTS AND SCREWS	
					457.14	CAD	457.14	CAD								
"PARKS, FORESTRY & RECREATION"	4978-326	2018-05-03	2018-05-03	TIM HORTONS 1927 QTH	376.52	CAD	376.52	CAD	4820	BUSINESS MEETING EXPENSES	P00558	C-GENERAL-SPORTS & REC-SP. FAC.-OPS	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR MEETING	
"PARKS, FORESTRY & RECREATION"	4978-327	2018-05-03	2018-05-03	LOBLAWS #1066	20.04	CAD	20.04	CAD	4820	BUSINESS MEETING EXPENSES	P00558	C-GENERAL-SPORTS & REC-SP. FAC.-OPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR MEETING	
					396.56	CAD	396.56	CAD								
"PARKS, FORESTRY & RECREATION"	4989-321	2018-05-17	2018-05-17	KEEP-FILL SUPPLY ULC	308.13	CAD	308.13	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00148	TORONTO ISLANDS-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	"PIN CONTACT, SOLID SOCKET"	
"PARKS, FORESTRY & RECREATION"	4997-157	2018-05-29	2018-05-30	CDN TIRE STORE #00654	397.24	CAD	397.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00148	TORONTO ISLANDS-PRGM SUPPORT	5200	Home Supply Warehouse	"FILLER, SWITCH, SPOUT PARTS"	
					705.37	CAD	705.37	CAD								
"PARKS, FORESTRY & RECREATION"	4978-328	2018-05-04	2018-05-04	PRINCESS AUTO	171.16	CAD	171.16	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	UTILITY BOXES	
"PARKS, FORESTRY & RECREATION"	4983-142	2018-05-09	2018-05-09	LONG & MCQUADE LIMITED	71.02	CAD	71.02	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5733	"Music Stores - Musical Instruments, Pian"	MUSIC PADDLES	
"PARKS, FORESTRY & RECREATION"	4986-95	2018-05-14	2018-05-14	PRINCESS AUTO #36	-3.40	CAD	-3.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	REFUND ON EXCHANGED ITEM	
"PARKS, FORESTRY & RECREATION"	4986-96	2018-05-14	2018-05-14	PRINCESS AUTO #36	129.92	CAD	129.92	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	SOCKETS AND CONSTRUCTION CLIP BOARDS	
"PARKS, FORESTRY & RECREATION"	4988-141	2018-05-16	2018-05-16	LOWES #03321*	146.88	CAD	146.88	CAD	2665	PROTECTIVE CLOTHING	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  STANLEY 3-IN-1 MOBILE WORK CENTER	
"PARKS, FORESTRY & RECREATION"	4989-322	2018-05-17	2018-05-17	THE HOME DEPOT #7080	182.71	CAD	182.71	CAD	2570	JANITORIAL SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  KNIFE PK	
"PARKS, FORESTRY & RECREATION"	4993-290	2018-05-25	2018-05-25	WOLSELEY CANADA INC	45.49	CAD	45.49	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5074	Plumbing and Heating Equipment	EPOXY PASTE	
"PARKS, FORESTRY & RECREATION"	4993-291	2018-05-24	2018-05-24	MOUNTAIN EQUIPMENT CO-	276.85	CAD	276.85	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5941	Sporting Goods Stores	CLIMBING FOOT AND HAND ASSISTS	
"PARKS, FORESTRY & RECREATION"	4996-177	2018-05-28	2018-05-29	THE HOME DEPOT #7080	135.68	CAD	135.68	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  SURGEPROTECT	
"PARKS, FORESTRY & RECREATION"	4996-178	2018-05-29	2018-05-29	PRINCESS AUTO #36	184.67	CAD	184.67	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"CONSTRUCTION CLIP BOARDS, LOCKS, HAND SPRAYER"	
"PARKS, FORESTRY & RECREATION"	4998-303	2018-05-30	2018-05-31	SWISH MAINTENANCE LTD	91.53	CAD	91.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	2842	"Specialty Cleaning, Polishing, and Sanit"	PAD FOR FLOOR SCUBBER	
					"1,432.51"	CAD	"1,432.51"	CAD								
"PARKS, FORESTRY & RECREATION"	4978-329	2018-05-04	2018-05-04	NICK & MIRA S NO FRILL	93.57	CAD	93.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5411	"Grocery Stores, Supermarkets"	"LETTUCE, MILK, VEGGIES"	
"PARKS, FORESTRY & RECREATION"	4978-330	2018-05-04	2018-05-04	METRO #475	28.91	CAD	28.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06667	ELLESMERE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"PASTA SAUCE, NOODLES, MUSHROOMS"	
"PARKS, FORESTRY & RECREATION"	4978-331	2018-05-03	2018-05-03	FOOD BASICS #629	18.32	CAD	18.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5411	"Grocery Stores, Supermarkets"	"POTATOES, ROLLS,"	
"PARKS, FORESTRY & RECREATION"	4984-298	2018-05-11	2018-05-11	NICK & MIRA S NO FRILL	127.89	CAD	127.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"STRWBERRIES, JUICE, MILK, CREAM"	
"PARKS, FORESTRY & RECREATION"	4984-299	2018-05-11	2018-05-11	NICK & MIRA S NO FRILL	15.93	CAD	15.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01507	ELLESMERE CC-SPORTS	5411	"Grocery Stores, Supermarkets"	"PEPPERS, LASAGNA, NOODLES"	
"PARKS, FORESTRY & RECREATION"	4988-142	2018-05-15	2018-05-16	WAL-MART #3159	156.27	CAD	156.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13275	SUMMER CAMPS - SC DISTRICT	5411	"Grocery Stores, Supermarkets"	"STWBERRIES, PANCAKE MIX, CUTLERY"	
"PARKS, FORESTRY & RECREATION"	4989-323	2018-05-18	2018-05-18	DOLLARAMA # 447	18.08	CAD	18.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05191	ELLESMERE CC-ARTS-VISL/PERF	5310	Discount Stores	"CANVAS, ALUM FOIL"	
"PARKS, FORESTRY & RECREATION"	4989-324	2018-05-18	2018-05-18	MICHAELS OF CANADA #49	42.92	CAD	42.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05191	ELLESMERE CC-ARTS-VISL/PERF	5945	"Game, Toy, and Hobby Shops"	CARD STOCK PAPER	
"PARKS, FORESTRY & RECREATION"	4990-85	2018-05-18	2018-05-21	WAL-MART #3159	97.58	CAD	97.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5411	"Grocery Stores, Supermarkets"	"PIZZA SAUCE, SPICES, BUTTER"	
"PARKS, FORESTRY & RECREATION"	4990-86	2018-05-18	2018-05-21	WAL-MART #3159	20.38	CAD	20.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5411	"Grocery Stores, Supermarkets"	"PAM SPRAY, CHEESE"	
"PARKS, FORESTRY & RECREATION"	4990-87	2018-05-18	2018-05-21	CDN TIRE STORE #00030	24.04	CAD	24.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5200	Home Supply Warehouse	"BAMBOO STICKS, CORN BROOM"	
"PARKS, FORESTRY & RECREATION"	4990-88	2018-05-18	2018-05-21	CDN TIRE STORE #00030	22.59	CAD	22.59	CAD	2610	KITCHEN SUPPLIES	P06667	ELLESMERE-PRGM SUPPORT	5200	Home Supply Warehouse	DISH DRAINER	
"PARKS, FORESTRY & RECREATION"	4991-101	2018-05-22	2018-05-22	COSTCO WHOLESALE W537	39.54	CAD	39.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06667	ELLESMERE-PRGM SUPPORT	5300	Wholesale Clubs	POWER BARS	
"PARKS, FORESTRY & RECREATION"	4993-292	2018-05-25	2018-05-25	FOOD BASICS #629	104.71	CAD	104.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5411	"Grocery Stores, Supermarkets"	"EGGS, POTATOES, APPLES, TOMATOES"	
"PARKS, FORESTRY & RECREATION"	4993-293	2018-05-24	2018-05-24	FOOD BASICS #629	15.07	CAD	15.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13542	YOUTH LOUNGE- PARKWAY FOREST	5411	"Grocery Stores, Supermarkets"	"FLOUR, ONIONS, ALUM FOIL"	
"PARKS, FORESTRY & RECREATION"	4995-96	2018-05-28	2018-05-28	WWW COSTCO CA	125.40	CAD	125.40	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06667	ELLESMERE-PRGM SUPPORT	5399	Miscellaneous General Merchandise	STAND FOR COMPUTER MONITOR	
					951.20	CAD	951.20	CAD								
"PARKS, FORESTRY & RECREATION"	4978-332	2018-05-03	2018-05-03	LEE VALLEY - DOWNTOWN	891.34	CAD	891.34	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00542	EXHIBITION PLACE-OPERATIONS	5072	Hardware Equipment and Supplies	PRUNERS	
"PARKS, FORESTRY & RECREATION"	4980-107	2018-05-05	2018-05-05	RCSS 1077	79.10	CAD	79.10	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5411	"Grocery Stores, Supermarkets"	WATERING WANDS	
"PARKS, FORESTRY & RECREATION"	4980-108	2018-05-05	2018-05-05	THE HOME DEPOT #7012	112.89	CAD	112.89	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5200	Home Supply Warehouse	5-6  CEDAR	
"PARKS, FORESTRY & RECREATION"	4981-97	2018-05-06	2018-05-07	CDN TIRE STORE #00030	201.65	CAD	201.65	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5200	Home Supply Warehouse	"CABLE TIES,RATCHET, LYSOL CLEANER"	
"PARKS, FORESTRY & RECREATION"	4981-98	2018-05-06	2018-05-07	THE HOME DEPOT #7012	112.89	CAD	112.89	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5200	Home Supply Warehouse	5-6  CEDAR	
"PARKS, FORESTRY & RECREATION"	4986-97	2018-05-14	2018-05-14	LEE VALLEY - DOWNTOWN	225.55	CAD	225.55	CAD	2665	PROTECTIVE CLOTHING	P00542	EXHIBITION PLACE-OPERATIONS	5072	Hardware Equipment and Supplies	KNEELING PADS	
"PARKS, FORESTRY & RECREATION"	4995-97	2018-05-28	2018-05-28	LOBLAWS #1021	16.92	CAD	16.92	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5411	"Grocery Stores, Supermarkets"	VEGETABLE FOR GARDEN	
"PARKS, FORESTRY & RECREATION"	4995-98	2018-05-28	2018-05-28	RONA # 55140	119.70	CAD	119.70	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5251	Hardware Stores	HORT MATERIALS	
"PARKS, FORESTRY & RECREATION"	4996-179	2018-05-29	2018-05-29	RONA # 55140	88.07	CAD	88.07	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5251	Hardware Stores	HORTICULTURAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4997-158	2018-05-30	2018-05-30	SHERIDAN NURSERIES WHI	72.22	CAD	72.22	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5261	Lawn and Garden Supply Stores	VEG GARDEN SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4998-304	2018-05-31	2018-05-31	LEE VALLEY - DOWNTOWN	547.49	CAD	547.49	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5072	Hardware Equipment and Supplies	HORT SUPPLIES	
					"2,467.82"	CAD	"2,467.82"	CAD								
EMPLOYMENT & SOCIAL SERVICES	4980-115	2018-05-05	2018-05-05	ULINE	"2,120.54"	CAD	"2,120.54"	CAD	3310	FURNISHINGS	C01299	CNTRLIZED COST-ADMIN	5964	Direct Marketing - Catalog Merchants	36X24X72 5 SHELF CABINET-GRAY	
EMPLOYMENT & SOCIAL SERVICES	4982-162	2018-05-07	2018-05-08	HUMAN RESOURCES PROFES	447.58	CAD	447.58	CAD	4760	MEMBERSHIP FEES	C01116	HUMAN SERVICES UNIT	8999	Professional Services - Not Elsewhere Cl	MEMBERSHIP FEES - HUMAN RESOURCES PROFESSIONALS ASSOCIATION  PAID TO 05/31/2019	
EMPLOYMENT & SOCIAL SERVICES	4989-351	2018-05-17	2018-05-17	ACFE	256.27	CAD	195.00	USD	4760	MEMBERSHIP FEES	C01103	DIRECTORS OFFICE - PROGRAM SUPPORT	8641	"Associations - Civic, Social, and Frater"	MEMBERSHIP FEES - ASSOCIATION OF CERTIFIED FRAUD EXAMINERS	
EMPLOYMENT & SOCIAL SERVICES	4993-315	2018-05-25	2018-05-25	PUMPERNICKEL S CATERIN	459.74	CAD	459.74	CAD	4820	BUSINESS MEETING EXPENSES	C01116	HUMAN SERVICES UNIT	5811	Caterers	CATERING FOR SUPERVISORY SESSION AT ATTWELL OFFICE     MAY24/18	
					"3,284.13"	CAD	"3,027.86"	CAD								
							195.00	USD								
"PARKS, FORESTRY & RECREATION"	4991-113	2018-05-22	2018-05-22	SHERWIN WILLIAMS 6870	122.80	CAD	122.80	CAD	2715	PAINT SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  SPR INT FL EXTRA	
"PARKS, FORESTRY & RECREATION"	4993-316	2018-05-25	2018-05-25	SHERWIN WILLIAMS 6870	147.52	CAD	147.52	CAD	2715	PAINT SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	A100 LTX FL DEEP	
"PARKS, FORESTRY & RECREATION"	4993-317	2018-05-25	2018-05-25	SHERWIN WILLIAMS 6870	295.04	CAD	295.04	CAD	2715	PAINT SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	A100 LTX FL DEEP	
"PARKS, FORESTRY & RECREATION"	4995-105	2018-05-28	2018-05-28	SHERWIN WILLIAMS 76870	99.64	CAD	99.64	CAD	2715	PAINT SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5231	"Glass, Paint, Wallpaper Stores"	RAC 5 STRIPING 213	
"PARKS, FORESTRY & RECREATION"	4997-177	2018-05-30	2018-05-30	SHERWIN WILLIAMS 6870	63.26	CAD	63.26	CAD	2715	PAINT SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5231	"Glass, Paint, Wallpaper Stores"	IND EN HS ULTRADP	
					728.26	CAD	728.26	CAD								
"PARKS, FORESTRY & RECREATION"	4984-345	2018-05-11	2018-05-11	WALKER ENVIRONMENTAL G	155.71	CAD	155.71	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	P07649	TAM OSHANTER-OPERATIONS	7349	"Cleaning and Maintenance, Janitorial Ser"	SNACK BAR GREASE COLLECTION	
"PARKS, FORESTRY & RECREATION"	4986-112	2018-05-14	2018-05-14	BELL TV	66.61	CAD	66.61	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07649	TAM OSHANTER-OPERATIONS	4812	Telecommunication Equipment Including Te	PRO SHOP/SNACK BAR TV SERVICE	
"PARKS, FORESTRY & RECREATION"	4993-318	2018-05-25	2018-05-25	U OF G - RIDGETOWN WEB	84.75	CAD	84.75	CAD	4830	PERMIT & LICENSE FEES	P07649	TAM OSHANTER-OPERATIONS	8220	"Colleges, Universities, Professional Sch"	IPM ANNUAL LICENSE FEE	
"PARKS, FORESTRY & RECREATION"	4993-319	2018-05-24	2018-05-24	U OF G - RIDGETOWN WEB	904.00	CAD	904.00	CAD	4830	PERMIT & LICENSE FEES	P07645	DENTONIA-OPERATIONS	8220	"Colleges, Universities, Professional Sch"	IPM ANNUAL GOLF FACILITY REGISTRATION	
					"1,211.07"	CAD	"1,211.07"	CAD								
"PARKS, FORESTRY & RECREATION"	4992-180	2018-05-23	2018-05-23	KOOY BROS LAWN	796.25	CAD	796.25	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	"SERVICE CALL-REPLACE ALL WORN IDLERS,CHANGED FINAL DRIVES,REPLACED FUEL CAP"	
					796.25	CAD	796.25	CAD								
EMPLOYMENT & SOCIAL SERVICES	4997-178	2018-05-30	2018-05-30	DOLLAR TREE #40209	48.08	CAD	48.08	CAD	4820	BUSINESS MEETING EXPENSES	C01204	KENNEDY -ADMIN	5331	Variety Stores	PLASTIC CUPS & 30 PHOTO FRAMES FOR EMPLOYEE RECOGNITION EVENT   JUNE 5/18	
EMPLOYMENT & SOCIAL SERVICES	4997-179	2018-05-30	2018-05-30	DOLLAR TREE #40214	67.80	CAD	67.80	CAD	4820	BUSINESS MEETING EXPENSES	C01204	KENNEDY -ADMIN	5331	Variety Stores	"BROWN LUNCH BAGS,NAPKINS,PLASTIC CUTLERY&BALLOONS FOR EMPLOYEE RECOGNITION EVENT     JUNE5/18"	
EMPLOYMENT & SOCIAL SERVICES	4998-345	2018-05-31	2018-05-31	WAL-MART # 3000	13.56	CAD	13.56	CAD	4820	BUSINESS MEETING EXPENSES	C01204	KENNEDY -ADMIN	5310	Discount Stores	11 X 14 FRAME FOR DIVISIONAL DIRECTOR	
EMPLOYMENT & SOCIAL SERVICES	4998-346	2018-05-30	2018-05-31	WAL-MART # 3000	10.22	CAD	10.22	CAD	4820	BUSINESS MEETING EXPENSES	C01204	KENNEDY -ADMIN	5310	Discount Stores	SUPPLIES FOR EMPLOYEE RECOGNITION EVENT   JUNE 5/18	
					139.66	CAD	139.66	CAD								
"PARKS, FORESTRY & RECREATION"	4993-320	2018-05-24	2018-05-24	LEONA STONE & BUILDING	"1,053.61"	CAD	"1,053.61"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P13400	CAPITAL PROJECT - NY A	1740	"Insulation, Masonry, Plastering, Stonewo"	ARMOUR STONE	
					"1,053.61"	CAD	"1,053.61"	CAD								
"PARKS, FORESTRY & RECREATION"	4976-317	2018-05-01	2018-05-01	BOLTS PLUS	241.14	CAD	241.14	CAD	2710	GENERAL HARDWARE	P00404	N-CENTRAL-TURF&HORT	5251	Hardware Stores	"BOLTS, TOOLS"	
"PARKS, FORESTRY & RECREATION"	4982-163	2018-05-07	2018-05-08	CDN TIRE STORE #00654	155.79	CAD	155.79	CAD	*****	PAINT SUPPLIES	P00152	C-WATERFRONT3-TURF&HORT	5200	Home Supply Warehouse	"RUST SPRAY PAINT, STEP UP STOOL"	
"PARKS, FORESTRY & RECREATION"	4989-352	2018-05-17	2018-05-17	ANGELO S GARDEN CENTRE	40.68	CAD	40.68	CAD	2470	FERTILIZERS	P00152	C-WATERFRONT3-TURF&HORT	5261	Lawn and Garden Supply Stores	GYPSUM BAG	
"PARKS, FORESTRY & RECREATION"	4992-181	2018-05-22	2018-05-23	CDN TIRE STORE #00070	274.48	CAD	274.48	CAD	2535	PLUMBING SUPPLIES	P00152	C-WATERFRONT3-TURF&HORT	5200	Home Supply Warehouse	SOAKER HOSES/WAND	
"PARKS, FORESTRY & RECREATION"	4992-182	2018-05-22	2018-05-23	CDN TIRE STORE #00654	531.78	CAD	531.78	CAD	2535	PLUMBING SUPPLIES	P00152	C-WATERFRONT3-TURF&HORT	5200	Home Supply Warehouse	"SOAKER HOSES, CLAMPS, WATERING SUPPLIES"	
"PARKS, FORESTRY & RECREATION"	4993-321	2018-05-24	2018-05-24	THE HOME DEPOT #7080	166.88	CAD	166.88	CAD	*****	GENERAL HARDWARE	P00152	C-WATERFRONT3-TURF&HORT	5200	Home Supply Warehouse	**MORE**  MG SHAKEFEED	
"PARKS, FORESTRY & RECREATION"	4998-348	2018-05-31	2018-05-31	CDN TIRE STORE #00654	102.58	CAD	102.58	CAD	*****	PLUMBING SUPPLIES	P00152	C-WATERFRONT3-TURF&HORT	5200	Home Supply Warehouse	"SLOW RELEASE FERTILIZER, GARDEN SUPPLIES"	
					"1,513.33"	CAD	"1,513.33"	CAD								
"PARKS, FORESTRY & RECREATION"	4982-164	2018-05-08	2018-05-08	PAUL WOLF ELECTRIC & L	51.17	CAD	51.17	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	"CABLE TIES, ADHESIVE MOUNTS"	
"PARKS, FORESTRY & RECREATION"	4983-159	2018-05-09	2018-05-09	PAUL WOLF ELECTRIC & L	155.38	CAD	155.38	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	GFI BREAKERS	
"PARKS, FORESTRY & RECREATION"	4996-196	2018-05-29	2018-05-29	PAUL WOLF ELECTRIC & L	26.05	CAD	26.05	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	D BOX DRIVER TIPS	
					232.60	CAD	232.60	CAD								
EMPLOYMENT & SOCIAL SERVICES	4978-359	2018-05-03	2018-05-03	LOBLAW TORONTO EGLINTO	94.70	CAD	94.70	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01298	BUS TRANSFORMATION PROJECT	5411	"Grocery Stores, Supermarkets"	COMPUTER KEYBOARD CORDLESS MOUSE FOR WINDOWS 10. FOR COMPUTER IN BOARDROOM.	
EMPLOYMENT & SOCIAL SERVICES	4978-360	2018-05-03	2018-05-03	BEST BUY #62	34.74	CAD	34.74	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01298	BUS TRANSFORMATION PROJECT	5732	Electronic Sales	COMPUTER KEYBOARD CORDLESS MOUSE FOR WINDOWS 10. FOR COMPUTER IN BOARDROOM.	
EMPLOYMENT & SOCIAL SERVICES	4978-361	2018-05-03	2018-05-03	DOLLARAMA #1098	12.43	CAD	12.43	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01298	BUS TRANSFORMATION PROJECT	5310	Discount Stores	11 PKS YORK PEPPERMINTS - EMPLOYEE RECOGNITION EVENT	
EMPLOYMENT & SOCIAL SERVICES	4993-322	2018-05-25	2018-05-25	AMAZON *MARKETPLCE CA	68.70	CAD	68.70	CAD	4995	OTHER EXPENSES	C01298	BUS TRANSFORMATION PROJECT	4816	Computer Network/Information Services	5X SAFCO ONYX PANEL/DOOR COAT HOOKS	
EMPLOYMENT & SOCIAL SERVICES	4993-323	2018-05-24	2018-05-24	AMAZON *MARKETPLCE CA	157.26	CAD	157.26	CAD	4995	OTHER EXPENSES	C01298	BUS TRANSFORMATION PROJECT	4816	Computer Network/Information Services	"SAFCO PRODUCTS 4241BL HOOK HEAD COAT RACK,BLACK"	
					367.83	CAD	367.83	CAD								
LONG TERM CARE HOMES & SERVICES	4980-116	2018-05-04	2018-05-04	TORONTO PUBLIC HEALTH	-109.75	CAD	-109.75	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	D3E031	FUDGER HOUSE-FN-OA	9399	Government Services - Not Elsewhere Clas	FOOD HANDLER CETIFICATION - CANCELLATION	
LONG TERM CARE HOMES & SERVICES	4984-346	2018-05-09	2018-05-10	WAYFAIR*WAYFAIR.CA	"2,192.18"	CAD	"2,192.18"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5965	Direct Marketing - Combination Catalog a	COATES 5 PIECE DINING SET	
LONG TERM CARE HOMES & SERVICES	4984-347	2018-05-09	2018-05-10	WAYFAIR*WAYFAIR.CA	"1,096.09"	CAD	"1,096.09"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5965	Direct Marketing - Combination Catalog a	COATES 5 PIECE DINING SET	
LONG TERM CARE HOMES & SERVICES	4987-175	2018-05-14	2018-05-15	CDN TIRE STORE #00150	717.41	CAD	717.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3E011	FUDGER HOUSE-PA-OA	5200	Home Supply Warehouse	PATIO UMBRELLA AND THE BASE	
					"3,895.93"	CAD	"3,895.93"	CAD								
"PARKS, FORESTRY & RECREATION"	4984-348	2018-05-10	2018-05-10	STAPLES.CA	613.01	CAD	613.01	CAD	3030	M & E - OFFICE	P11655	FRANKLAND-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	PROJECTOR FOR USE BY COMMUNITY CENTRE	
"PARKS, FORESTRY & RECREATION"	4984-349	2018-05-10	2018-05-10	BESTBUY.CA #898	288.13	CAD	288.13	CAD	3030	M & E - OFFICE	P11655	FRANKLAND-PRGM SUPPORT	5732	Electronic Sales	PROJECTOR SCREEN FOR USE BY COMMUNITY CENTRE	
