Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBLS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	4922-368	2018-02-22	2018-02-22	DOLLARAMA # 631	30.51	CAD	30.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10459	SWANSEA CC-PRGM SUPPORT	5310	Discount Stores	MARCH BREAK SUPPLIES
"PARKS, FORESTRY & RECREATION"	4926-212	2018-02-27	2018-02-28	SOBEYS 7383       QPS	19.71	CAD	19.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10459	SWANSEA CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES
					282.09	CAD	282.09	CAD							
"PARKS, FORESTRY & RECREATION"	4911-395	2018-02-08	2018-02-08	WAL-MART #3159	52.14	CAD	52.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES
"PARKS, FORESTRY & RECREATION"	4911-396	2018-02-08	2018-02-08	WAL-MART #3159	28.53	CAD	28.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	YOUTH COUNCIL SUPPLIES
"PARKS, FORESTRY & RECREATION"	4913-87	2018-02-09	2018-02-09	WAL-MART #3159	29.47	CAD	29.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES
"PARKS, FORESTRY & RECREATION"	4913-88	2018-02-09	2018-02-09	WAL-MART #3159	37.70	CAD	37.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	YOUTH COUNCIL SUPPLIES
"PARKS, FORESTRY & RECREATION"	4917-435	2018-02-14	2018-02-15	WAL-MART #3159	29.99	CAD	29.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13335	WARDEN CC - PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"MEETING - APPLES, CROISSANTS"
"PARKS, FORESTRY & RECREATION"	4917-436	2018-02-14	2018-02-15	WAL-MART #3159	41.03	CAD	41.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	YOUTH COUNCIL SUPPLIES
"PARKS, FORESTRY & RECREATION"	4917-437	2018-02-14	2018-02-15	WAL-MART #3159	29.97	CAD	29.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES
"PARKS, FORESTRY & RECREATION"	4921-189	2018-02-20	2018-02-21	WAL-MART #3159	28.60	CAD	28.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES
"PARKS, FORESTRY & RECREATION"	4922-369	2018-02-23	2018-02-23	SQ *SQ *X MOVEMENT INC	593.25	CAD	593.25	CAD	4118	TICKETS AND ADMISSION FEES	P13346	SUMMER CAMPS - WARDEN CC	8299	Educational Services	MARCH BREAK CAMP WORKSHOP
"PARKS, FORESTRY & RECREATION"	4926-213	2018-02-27	2018-02-28	WAL-MART #3159	13.52	CAD	13.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	YOUTH COUNCIL SUPPLIES
"PARKS, FORESTRY & RECREATION"	4926-214	2018-02-27	2018-02-28	WAL-MART #3159	39.47	CAD	39.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	CKNG SUPPLIES
					923.67	CAD	923.67	CAD							
"PARKS, FORESTRY & RECREATION"	4917-438	2018-02-15	2018-02-15	BRAFASCO / ETOBICOKE	32.68	CAD	32.68	CAD	2710	GENERAL HARDWARE	P00650	W-SOUTH3-PARKS MAINT/RPRS	5085	Industrial Supplies Not Elsewhere Classi	DECK SCREWS
					32.68	CAD	32.68	CAD							
"PARKS, FORESTRY & RECREATION"	4904-333	2018-02-01	2018-02-01	WAL-MART # 3740	30.17	CAD	30.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07742	ALBION POOL&HEALTH CLUB-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"PENS, LAMENT PAPER"
"PARKS, FORESTRY & RECREATION"	4907-99	2018-02-02	2018-02-02	THE HOME DEPOT #7114	9.02	CAD	9.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07505	ALBION HLTH CLUB-FITNESS	5200	Home Supply Warehouse	ORTHO MAX
"PARKS, FORESTRY & RECREATION"	4917-439	2018-02-15	2018-02-15	FITNESS DEPOT TORONTO	60.88	CAD	60.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07742	ALBION POOL&HEALTH CLUB-PRGM SUPPORT	5941	Sporting Goods Stores	"PILATES BALLS, SKIPPING ROPE"
"PARKS, FORESTRY & RECREATION"	4922-370	2018-02-22	2018-02-22	CDN TIRE STORE #00294	38.37	CAD	38.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07742	ALBION POOL&HEALTH CLUB-PRGM SUPPORT	5200	Home Supply Warehouse	"CURTAINS, SHOWER HEAD"
"PARKS, FORESTRY & RECREATION"	4925-156	2018-02-27	2018-02-27	MARCHANT S SCHOOL SPOR	166.05	CAD	166.05	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P07742	ALBION POOL&HEALTH CLUB-PRGM SUPPORT	5941	Sporting Goods Stores	PUMP FOR EXERCISE BALLS
					304.49	CAD	304.49	CAD							
"PARKS, FORESTRY & RECREATION"	4910-153	2018-02-06	2018-02-07	THE HOME DEPOT #7078	495.49	CAD	495.49	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  RYOBI STEREO
"PARKS, FORESTRY & RECREATION"	4910-154	2018-02-06	2018-02-07	CDN TIRE STORE #00126	225.93	CAD	225.93	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	MLS EQUIPMENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	4911-397	2018-02-08	2018-02-08	LOWES #03320*	101.47	CAD	101.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	20KG ICE PATROL SALT
"PARKS, FORESTRY & RECREATION"	4924-78	2018-02-26	2018-02-26	LOWES #03320*	366.94	CAD	366.94	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  63MM ANGULAR LONG HANDLE POLYESTE
					"1,189.83"	CAD	"1,189.83"	CAD							
"PARKS, FORESTRY & RECREATION"	4904-334	2018-02-01	2018-02-01	PARLIAMENT & DUNDAS FR	22.32	CAD	22.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	OLDER ADULT PROGRAM SNACKS
"PARKS, FORESTRY & RECREATION"	4909-153	2018-02-06	2018-02-06	NOFRILLS LUCIANO S #34	141.58	CAD	141.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"BUTTER, WHIP CREAM, FRUITS"
"PARKS, FORESTRY & RECREATION"	4909-154	2018-02-06	2018-02-06	NOFRILLS LUCIANO S #34	88.12	CAD	88.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	PANCAKE BREAKFAST SUPPLIES
"PARKS, FORESTRY & RECREATION"	4909-155	2018-02-06	2018-02-06	PARLIAMENT & DUNDAS FR	68.74	CAD	68.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CONDENSED MILK, PLATES"
"PARKS, FORESTRY & RECREATION"	4910-155	2018-02-07	2018-02-07	PARLIAMENT & DUNDAS FR	18.15	CAD	18.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"TORTILLA, CUCUMBER"
"PARKS, FORESTRY & RECREATION"	4914-153	2018-02-12	2018-02-12	PARLIAMENT & DUNDAS FR	17.13	CAD	17.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"TUNA, ONION"
"PARKS, FORESTRY & RECREATION"	4917-440	2018-02-15	2018-02-15	DOLLARAMA # 439	35.13	CAD	35.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5310	Discount Stores	"PRIZES FOR GAMES - RING POPS, GUMMIES"
"PARKS, FORESTRY & RECREATION"	4917-441	2018-02-15	2018-02-15	PARLIAMENT & DUNDAS FR	15.16	CAD	15.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	OREOS COOKIES
"PARKS, FORESTRY & RECREATION"	4917-442	2018-02-15	2018-02-15	PARLIAMENT & DUNDAS FR	56.19	CAD	56.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"BANANAS, CUCUMBER, LETTUCE"
"PARKS, FORESTRY & RECREATION"	4918-97	2018-02-18	2018-02-18	FUSION SUPERMARKET	30.58	CAD	30.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	KOOLAID
"PARKS, FORESTRY & RECREATION"	4921-190	2018-02-21	2018-02-21	PARLIAMENT & DUNDAS FR	56.76	CAD	56.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"FRUIT PLATTER, TUNA"
"PARKS, FORESTRY & RECREATION"	4922-371	2018-02-23	2018-02-23	IQBAL FOODS CORPORATIO	37.85	CAD	37.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12481	RE-CH-SPECIAL NEEDS CHILDREN-CHARLES GO	5411	"Grocery Stores, Supermarkets"	YOUTH EVENT - CHICKEN
"PARKS, FORESTRY & RECREATION"	4922-372	2018-02-22	2018-02-22	PARLIAMENT & DUNDAS FR	26.03	CAD	26.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12481	RE-CH-SPECIAL NEEDS CHILDREN-CHARLES GO	5411	"Grocery Stores, Supermarkets"	SEASONING
"PARKS, FORESTRY & RECREATION"	4922-373	2018-02-22	2018-02-22	FOOD BASICS #875	23.82	CAD	23.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12481	RE-CH-SPECIAL NEEDS CHILDREN-CHARLES GO	5411	"Grocery Stores, Supermarkets"	"YOUTH EVENT - RICE, ONION, CARROTS"
"PARKS, FORESTRY & RECREATION"	4925-157	2018-02-27	2018-02-27	DOLLARAMA # 439	16.95	CAD	16.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5310	Discount Stores	TABLE CLOTHS
"PARKS, FORESTRY & RECREATION"	4925-158	2018-02-27	2018-02-27	PARLIAMENT & DUNDAS FR	87.47	CAD	87.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	PIZZA INGREDIENTS
					741.98	CAD	741.98	CAD							
TORONTO PARAMEDIC SERVICES	4926-215	2018-02-28	2018-02-28	STANDARD PARKING	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING
					12.00	CAD	12.00	CAD							
"PARKS, FORESTRY & RECREATION"	4904-335	2018-02-01	2018-02-01	ISAOI ONT	580.82	CAD	580.82	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	P00069	S-EAST-PRUNING/REMOVAL	7399	Business Services - Not Elsewhere Classi	ACCOMODATIONS
"PARKS, FORESTRY & RECREATION"	4904-336	2018-02-01	2018-02-01	ISAOI ONT	744.67	CAD	744.67	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	P00069	S-EAST-PRUNING/REMOVAL	7399	Business Services - Not Elsewhere Classi	ACCOMODATIONS
"PARKS, FORESTRY & RECREATION"	4913-89	2018-02-08	2018-02-09	DEERHURST RESORT	137.74	CAD	137.74	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	P00039	E-FIELD SERV. 2-PRGM SUPPORT	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATIONS
					"1,463.23"	CAD	"1,463.23"	CAD							
PUBLIC HEALTH	4917-443	2018-02-15	2018-02-15	PANERA BREAD - YONGE S	118.62	CAD	118.62	CAD	4820	BUSINESS MEETING EXPENSES	PH2123	ASSESSMENT AND ANALYSIS	5812	"Eating Places, Restaurants"	BUSINESS MEETING EXPENSES
PUBLIC HEALTH	4917-444	2018-02-15	2018-02-15	PANERA BREAD - YONGE S	82.59	CAD	82.59	CAD	4820	BUSINESS MEETING EXPENSES	PH2123	ASSESSMENT AND ANALYSIS	5812	"Eating Places, Restaurants"	BUSINESS MEETING EXPENSES
PUBLIC HEALTH	4922-374	2018-02-22	2018-02-22	VISION ZERO ADVOCATE C	508.50	CAD	508.50	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH2123	ASSESSMENT AND ANALYSIS	7372	"Computer Programming, Integrated Systems"	CONFERENCES/SEMINARS - REGISTRATION
					709.71	CAD	709.71	CAD							
"PARKS, FORESTRY & RECREATION"	4913-90	2018-02-09	2018-02-09	URBAN NATURE STORE	38.31	CAD	38.31	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00408	N-EAST-TURF&HORT	5999	Miscellaneous and Specialty Retail Store	WASP EXTENDER #123648
"PARKS, FORESTRY & RECREATION"	4917-445	2018-02-15	2018-02-15	CDN TIRE STORE #00192	58.68	CAD	58.68	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	5200	Home Supply Warehouse	"BUCKETS, PAILS #105611"
"PARKS, FORESTRY & RECREATION"	4922-375	2018-02-21	2018-02-22	WALMART #1161	15.77	CAD	15.77	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P00408	N-EAST-TURF&HORT	5310	Discount Stores	USB STICK #154203
					112.76	CAD	112.76	CAD							
"PARKS, FORESTRY & RECREATION"	4908-99	2018-02-05	2018-02-05	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4830	PERMIT & LICENSE FEES	P00859	ALNESS YD-YARD OPERNS	1799	"Contractors, Special Trade - Not Elsewhe"	LICENSE RENEWAL
"PARKS, FORESTRY & RECREATION"	4909-156	2018-02-05	2018-02-06	AARON DYACK SNAP ON TO	287.02	CAD	287.02	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5533	"Automotive Parts, Accessories Stores"	"BALL JOINT, TIE ROD SEPARATOR"
"PARKS, FORESTRY & RECREATION"	4909-157	2018-02-06	2018-02-06	SCARBOROTOWN CHRYSLER	102.55	CAD	102.55	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5511	"Automobile and Truck Dealers - Sales, Se"	TAIL LAMP
"PARKS, FORESTRY & RECREATION"	4909-158	2018-02-06	2018-02-06	HUTCHINSON FARM SUPPLY	276.84	CAD	276.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5599	"Miscellaneous Automotive, Aircraft, and"	EXTERNAL MIRRORS
"PARKS, FORESTRY & RECREATION"	4910-156	2018-02-07	2018-02-07	RONA # 55030	44.50	CAD	44.50	CAD	2710	GENERAL HARDWARE	P00859	ALNESS YD-YARD OPERNS	5251	Hardware Stores	TUBE CUTTER
"PARKS, FORESTRY & RECREATION"	4911-398	2018-02-09	2018-02-09	ALPINE LAWN & GARDEN E	16.04	CAD	16.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5261	Lawn and Garden Supply Stores	"SPARK PLUG, CAP"
"PARKS, FORESTRY & RECREATION"	4911-399	2018-02-09	2018-02-09	SCARBOROTOWN CHRYSLER	587.62	CAD	587.62	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00863	ORIOLE YD-YARD OPERNS	5511	"Automobile and Truck Dealers - Sales, Se"	DRIVE SHAFT
"PARKS, FORESTRY & RECREATION"	4915-147	2018-02-13	2018-02-13	YORK REGION EQUIPMENT	406.71	CAD	406.71	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	7394	"Equipment Rental and Leasing Services, F"	"CUTTING EDGE, VARIOUS HARDWARE"
"PARKS, FORESTRY & RECREATION"	4917-446	2018-02-15	2018-02-15	CHAMBERS & COOKE (1968	12.37	CAD	12.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSE
"PARKS, FORESTRY & RECREATION"	4923-101	2018-02-23	2018-02-23	AARON DYACK SNAP ON TO	669.91	CAD	669.91	CAD	3099	GENERAL EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5533	"Automotive Parts, Accessories Stores"	"TORQUE WRENCH, ALLAN KEYS"
"PARKS, FORESTRY & RECREATION"	4924-79	2018-02-26	2018-02-26	TRACTORLAND	829.09	CAD	829.09	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	7394	"Equipment Rental and Leasing Services, F"	"SPIKES, PINS, BOLTS, NUTS, WASHERS"
"PARKS, FORESTRY & RECREATION"	4926-216	2018-02-28	2018-02-28	SCARBOROTOWN CHRYSLER	629.49	CAD	629.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00863	ORIOLE YD-YARD OPERNS	5511	"Automobile and Truck Dealers - Sales, Se"	ALTERNATOR
					"3,962.14"	CAD	"3,962.14"	CAD							
"PARKS, FORESTRY & RECREATION"	4911-400	2018-02-09	2018-02-09	STAPLES STORE #159	24.27	CAD	24.27	CAD	3410	COMPUTERS - HARDWARE	P12956	AQUATICS SUPPORT - TEY DISTRICT AREA 2	5943	"Office, School Supply, and Stationery St"	WIRELESS MOUSE
"PARKS, FORESTRY & RECREATION"	4911-401	2018-02-09	2018-02-09	PARTY CITY #2027	6.77	CAD	6.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02774	SH ARMSTRONG-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	GOLD COINS FOR PIRATE DAY
"PARKS, FORESTRY & RECREATION"	4917-447	2018-02-15	2018-02-15	DOLLARAMA # 230	49.16	CAD	49.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12933	LOCATION SUPPORT - MAIN SQUARE CC	5310	Discount Stores	"TOYS, BUBBLES FOR FAMILY DAY"
"PARKS, FORESTRY & RECREATION"	4917-448	2018-02-15	2018-02-15	DOLLARAMA # 230	13.56	CAD	13.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02774	SH ARMSTRONG-PRGM SUPPORT	5310	Discount Stores	DUCK SETS FOR FAMILY DAY
"PARKS, FORESTRY & RECREATION"	4917-449	2018-02-15	2018-02-15	THE HOME DEPOT #7012	179.67	CAD	179.67	CAD	3020	M & E - COMMUNICATIONS	P02688	EARL BEATTY-INSTRL-INDR	5200	Home Supply Warehouse	M18RADIO
"PARKS, FORESTRY & RECREATION"	4922-376	2018-02-23	2018-02-23	SHOPPERS HOME HEALTH C	13.51	CAD	13.51	CAD	2665	PROTECTIVE CLOTHING	P02774	SH ARMSTRONG-PRGM SUPPORT	5047	Laboratory/Medical/Dental/Ophthalmic Hos	BOOT COVERS
					286.94	CAD	286.94	CAD							
"PARKS, FORESTRY & RECREATION"	4921-191	2018-02-20	2018-02-21	OLYMPIC DUST CONTROL	534.64	CAD	534.64	CAD	4415	C. SRV -JANITORIAL	P12643	RS-50 BOOTH-FACILTIY TECH SERVICES	7349	"Cleaning and Maintenance, Janitorial Ser"	FLOOR MAT SERVICE
"PARKS, FORESTRY & RECREATION"	4922-377	2018-02-22	2018-02-22	AVN ELECTRONICS	190.00	CAD	190.00	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P12286	PS-OP-SPECIAL SERVICES-RIVERDALE	7622	Electronic Repair Shops	SOUND EQUIPMENT REPAIR
					724.64	CAD	724.64	CAD							
"PARKS, FORESTRY & RECREATION"	4904-337	2018-02-02	2018-02-02	FOOD BASICS #875	23.34	CAD	23.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	POPCORN
"PARKS, FORESTRY & RECREATION"	4904-338	2018-02-01	2018-02-01	FOOD BASICS #875	16.18	CAD	16.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	POPCORN
					39.52	CAD	39.52	CAD							
"PARKS, FORESTRY & RECREATION"	4904-339	2018-02-01	2018-02-01	RTA ELECTRIC MOTOR COR	157.97	CAD	157.97	CAD	2715	PAINT SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	PAINT
"PARKS, FORESTRY & RECREATION"	4920-103	2018-02-21	2018-02-21	ONTARIO COLLEGE OF TRA	135.60	CAD	135.60	CAD	4830	PERMIT & LICENSE FEES	P00853	ALNESS YD-TRADES	9399	Government Services - Not Elsewhere Clas	ANNUAL MEMBERSHIP
"PARKS, FORESTRY & RECREATION"	4921-192	2018-02-20	2018-02-21	THE HOME DEPOT #7078	46.92	CAD	46.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	NICKEL KNOB
"PARKS, FORESTRY & RECREATION"	4925-159	2018-02-22	2018-02-27	TRIMATE ELECTRIC SUPPL	604.09	CAD	604.09	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLIES
					944.58	CAD	944.58	CAD							
"PARKS, FORESTRY & RECREATION"	4922-378	2018-02-23	2018-02-23	STAPLES STORE #25	189.09	CAD	189.09	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P13586	SPORT DEVELOPMENT EVENTS	5943	"Office, School Supply, and Stationery St"	SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	4925-160	2018-02-27	2018-02-27	TIM HORTONS 1724 QTH	132.15	CAD	132.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10163	LOCATION SUPP - EY	5814	Quick Payment Service - Fast-Food Restau	"COFFEE, TEA FOR MEETING"
					321.24	CAD	321.24	CAD							
"PARKS, FORESTRY & RECREATION"	4909-159	2018-02-05	2018-02-06	CDN TIRE STORE #00192	10.78	CAD	10.78	CAD	2730	LOCKS	P00016	C-FORESTRY GEN-PLANT/NURSERY	5200	Home Supply Warehouse	LOCK DE ICER
					10.78	CAD	10.78	CAD							
"PARKS, FORESTRY & RECREATION"	4916-181	2018-02-14	2018-02-14	HEP-SUR MACHINE	988.75	CAD	988.75	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00148	TORONTO ISLANDS-PRGM SUPPORT	5039	Construction Materials Not Elsewhere Cla	CUSTOM BENT CHANNEL WATER TAXI
"PARKS, FORESTRY & RECREATION"	4926-217	2018-02-28	2018-02-28	MCKINNON METALS INC	563.87	CAD	563.87	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00148	TORONTO ISLANDS-PRGM SUPPORT	5051	Metal Service Centers and Offices	"ALUMINUM PLATE, CARBON FLATBAR"
					"1,552.62"	CAD	"1,552.62"	CAD							
"PARKS, FORESTRY & RECREATION"	4904-340	2018-01-31	2018-02-01	THE HOME DEPOT #7080	39.50	CAD	39.50	CAD	2665	PROTECTIVE CLOTHING	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  1G HD SPYR
"PARKS, FORESTRY & RECREATION"	4917-450	2018-02-15	2018-02-15	CABLE CRAFT LTD.	637.03	CAD	637.03	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	SLINGS AND CABLES FOR BACK HOE
"PARKS, FORESTRY & RECREATION"	4917-451	2018-02-14	2018-02-15	A.B.C. RECREATION LTD	737.34	CAD	737.34	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7399	Business Services - Not Elsewhere Classi	BROWN SWING HANGER BUSHINGS & HARDWARE
"PARKS, FORESTRY & RECREATION"	4921-193	2018-02-21	2018-02-21	CHAIN SAW CLINIC	91.03	CAD	91.03	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5261	Lawn and Garden Supply Stores	CHAIN SAW SHARPENER AND STAND
"PARKS, FORESTRY & RECREATION"	4921-194	2018-02-21	2018-02-21	PRINCESS AUTO	607.93	CAD	607.93	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"STORAGE CONTAINERS , BLADES"
"PARKS, FORESTRY & RECREATION"	4922-379	2018-02-23	2018-02-23	BEST BUY CANADA #931	79.09	CAD	79.09	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5732	Electronic Sales	IPAD ACCESSORIES
"PARKS, FORESTRY & RECREATION"	4923-102	2018-02-23	2018-02-23	THE HOME DEPOT #7073	49.64	CAD	49.64	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  RATCHET
					"2,241.56"	CAD	"2,241.56"	CAD							
PUBLIC HEALTH	4911-402	2018-02-08	2018-02-08	EVENTBRITE/THECANADAWE	300.00	CAD	300.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3640	OTS TOBACCO CONTROL AREA NETWORK PROG.	7922	Theatrical Producers (except Motion Pict	CONFERENCES/SEMINARS - REGISTRATION
