Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4736-170	2017-09-14	2017-09-15	TURF CARE	675.29	CAD	675.29	CAD	2535	PLUMBING SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	TORO INFINITY HEAD IRRIGATION	
"PARKS, FORESTRY & RECREATION"	4738-219	2017-09-14	2017-09-18	ALLTURF LTD.	662.45	CAD	662.45	CAD	2499	OTHER CHEMICALS	P07647	HUMBER VALLEY-OPERATIONS	0780	Horticultural and Landscaping Services	GREENSKEEPER BALL MARKER REPAIR TOOL	
"PARKS, FORESTRY & RECREATION"	4738-220	2017-09-14	2017-09-18	SUMNER TIRE   AUTOMOTI	368.49	CAD	368.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07647	HUMBER VALLEY-OPERATIONS	5532	Automotive Tire Stores	TURF TIRE	
"PARKS, FORESTRY & RECREATION"	4742-161	2017-09-19	2017-09-20	CAN GOLF SUPERINTENDEN	313.01	CAD	313.01	CAD	4760	MEMBERSHIP FEES	P07647	HUMBER VALLEY-OPERATIONS	7997	"Clubs - Country Clubs, Membership (Athle"	CGSA MEMBERSHIP	
"PARKS, FORESTRY & RECREATION"	4750-95	2017-09-25	2017-09-26	BELL CANADA (CR)	140.00	CAD	140.00	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07647	HUMBER VALLEY-OPERATIONS	4812	Telecommunication Equipment Including Te	MONTHLY CABLE SERVICES	
"PARKS, FORESTRY & RECREATION"	4754-162	2017-09-26	2017-09-28	ALLTURF LTD.	74.35	CAD	74.35	CAD	2665	PROTECTIVE CLOTHING	P07647	HUMBER VALLEY-OPERATIONS	0780	Horticultural and Landscaping Services	GREEN RUBBER GLOVES	
					"3,669.55"	CAD	"3,669.55"	CAD								
"PARKS, FORESTRY & RECREATION"	4735-176	2017-09-13	2017-09-14	SPEED FASTENING SYSTEM	38.36	CAD	38.36	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7538	Automotive Service Shops	"HEX NUTS, SCREWS"	
"PARKS, FORESTRY & RECREATION"	4745-161	2017-09-20	2017-09-22	THE HOME DEPOT #7080	230.59	CAD	230.59	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  DECK SCREWS	
					268.95	CAD	268.95	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4727-247	2017-09-08	2017-09-11	DOLLARAMA # 381	18.36	CAD	18.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5310	Discount Stores	PLASTIC TABLECLOTHS	
ECONOMIC DEVELOPMENT & CULTURE	4729-114	2017-09-08	2017-09-12	CDN TIRE STORE #00175	67.78	CAD	67.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5200	Home Supply Warehouse	STEEL GARBAGE CAN	
ECONOMIC DEVELOPMENT & CULTURE	4738-221	2017-09-16	2017-09-18	TUCKERS POTTERY SUPPLI	"2,100.50"	CAD	"2,100.50"	CAD	2660	FOOTWEAR	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	CSP NEW LIGHT RAKY CLAY FOR RESALE	
					"2,186.64"	CAD	"2,186.64"	CAD								
"PARKS, FORESTRY & RECREATION"	4727-248	2017-09-08	2017-09-11	THE HOME DEPOT #7013	49.62	CAD	49.62	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  ADJ PISTOL	
"PARKS, FORESTRY & RECREATION"	4729-115	2017-09-08	2017-09-12	CDN TIRE STORE #00182	552.24	CAD	552.24	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	FAUCET HANDLES	
"PARKS, FORESTRY & RECREATION"	4733-160	2017-09-12	2017-09-13	KOOY BROS LAWN	37.92	CAD	37.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5261	Lawn and Garden Supply Stores	THROTTLE CABLE	
"PARKS, FORESTRY & RECREATION"	4736-171	2017-09-13	2017-09-15	THE HOME DEPOT #7011	24.23	CAD	24.23	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  34FGH X 34MA	
"PARKS, FORESTRY & RECREATION"	4736-172	2017-09-13	2017-09-15	ALBION GOLF CARS	127.13	CAD	127.13	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5599	"Miscellaneous Automotive, Aircraft, and"	BATTERIES	
"PARKS, FORESTRY & RECREATION"	4736-173	2017-09-14	2017-09-15	TURF CARE	675.29	CAD	675.29	CAD	2535	PLUMBING SUPPLIES	P07647	HUMBER VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	SPRINKLER HEADS	
"PARKS, FORESTRY & RECREATION"	4740-99	2017-09-18	2017-09-19	PAUL WOLF ELECTRIC   L	137.30	CAD	137.30	CAD	2575	ELECTRICAL SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5065	Electrical Parts and Equipment	LIGHT BULBS FOR CLUBHOUSE	
"PARKS, FORESTRY & RECREATION"	4742-162	2017-09-19	2017-09-20	POWER BATTERY SALES LT	159.08	CAD	159.08	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5533	"Automotive Parts, Accessories Stores"	"BATTERIES, BATTERY ACID"	
"PARKS, FORESTRY & RECREATION"	4744-179	2017-09-19	2017-09-21	ALBION GOLF CARS	446.35	CAD	446.35	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5599	"Miscellaneous Automotive, Aircraft, and"	BATTERY CHARGER	
"PARKS, FORESTRY & RECREATION"	4745-162	2017-09-21	2017-09-22	KOOY BROS LAWN	12.93	CAD	12.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5261	Lawn and Garden Supply Stores	CARB SPRINGS	
"PARKS, FORESTRY & RECREATION"	4748-245	2017-09-22	2017-09-25	ALLTURF LTD.	696.65	CAD	696.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	0780	Horticultural and Landscaping Services	"BRUSHES, RAKES, JR FLAGS"	
"PARKS, FORESTRY & RECREATION"	4752-174	2017-09-25	2017-09-27	THE HOME DEPOT #7013	21.04	CAD	21.04	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	HANDLE	
"PARKS, FORESTRY & RECREATION"	4752-175	2017-09-25	2017-09-27	THE HOME DEPOT #7013	9.35	CAD	9.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  HANDLE	
"PARKS, FORESTRY & RECREATION"	4754-163	2017-09-26	2017-09-28	CDN TIRE STORE #00182	379.13	CAD	379.13	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	"WELDER, PORTABLE LIGHTS"	
"PARKS, FORESTRY & RECREATION"	4754-164	2017-09-27	2017-09-28	BELL CANADA (CR)	127.57	CAD	127.57	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07648	SCARLETT WOODS-OPERATIONS	4812	Telecommunication Equipment Including Te	MONTHLY CABLE SERVICES	
"PARKS, FORESTRY & RECREATION"	4754-165	2017-09-27	2017-09-28	BELL CANADA (CR)	127.57	CAD	127.57	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07648	SCARLETT WOODS-OPERATIONS	4812	Telecommunication Equipment Including Te	MONTHLY CABLE SERVICES	
					"3,583.40"	CAD	"3,583.40"	CAD								
"PARKS, FORESTRY & RECREATION"	4723-136	2017-09-06	2017-09-07	SQ *BRICK DOOR EDUCATI	220.35	CAD	220.35	CAD	4118	TICKETS AND ADMISSION FEES	P04539	EDITHVALE CC-SPECIALTY CAMPS	8299	Educational Services	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4733-161	2017-09-12	2017-09-13	SCHOLAR'S CHOICE	30.60	CAD	30.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04539	EDITHVALE CC-SPECIALTY CAMPS	5949	"Fabric, Needlework, Piece Goods, and Sew"	"TRIMMERS, STORAGE FOR PRESCHOOL"	
"PARKS, FORESTRY & RECREATION"	4733-162	2017-09-12	2017-09-13	SPORTS EQUIPMENT OF TO	235.92	CAD	235.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09699	EDITHVALE CC-INSTRL	5941	Sporting Goods Stores	"PADDLES FOR TABLE TENNIS, BALLS"	
"PARKS, FORESTRY & RECREATION"	4736-174	2017-09-13	2017-09-15	WAL-MART # 3113	279.79	CAD	279.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04539	EDITHVALE CC-SPECIALTY CAMPS	5310	Discount Stores	SPORTS EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	4736-175	2017-09-14	2017-09-15	DOLLARAMA # 682	53.96	CAD	53.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04539	EDITHVALE CC-SPECIALTY CAMPS	5310	Discount Stores	PRESCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4738-222	2017-09-15	2017-09-18	TIRF RUGBY	279.34	CAD	279.34	CAD	4118	TICKETS AND ADMISSION FEES	P04649	EDITHVALE CC-SUMMER CAMPS	5734	Computer Software Stores	**MORE**  PROCESSING FEE	
"PARKS, FORESTRY & RECREATION"	4738-223	2017-09-15	2017-09-18	PAYPAL *DYNAMIX	356.33	CAD	356.33	CAD	4118	TICKETS AND ADMISSION FEES	P04484	EDITHVALE CC-SPEC NEEDS	8351	Child Care Services	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4738-224	2017-09-15	2017-09-18	COSTCO WHOLESALE W159	53.08	CAD	53.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04539	EDITHVALE CC-SPECIALTY CAMPS	5300	Wholesale Clubs	PRESCHOOL SENSORY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4738-225	2017-09-15	2017-09-18	SAMKO  MIKO TOY WAREHO	352.59	CAD	352.59	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10309	EDITHVALE CC-PRGM SUPPORT	5945	"Game, Toy, and Hobby Shops"	STATIONARY AND BOOKS FOR PRESCHOOL	
"PARKS, FORESTRY & RECREATION"	4742-163	2017-09-19	2017-09-20	DOLLARAMA # 640	78.82	CAD	78.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04649	EDITHVALE CC-SUMMER CAMPS	5310	Discount Stores	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4744-180	2017-09-19	2017-09-21	PAYPAL *DYNAMIX	730.77	CAD	730.77	CAD	4118	TICKETS AND ADMISSION FEES	P04649	EDITHVALE CC-SUMMER CAMPS	8351	Child Care Services	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	4755-185	2017-09-28	2017-09-29	DESERRES	485.21	CAD	485.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08039	EDITHVALE CC-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	ART AND CRAFT SUPPLIES	
					"3,156.76"	CAD	"3,156.76"	CAD								
"PARKS, FORESTRY & RECREATION"	4735-177	2017-09-13	2017-09-14	BEST BUY CANADA #938	9.03	CAD	9.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12394	RW-AQ-LEISURE OUT-WS2 WADING	5732	Electronic Sales	PHONE CORDS	
"PARKS, FORESTRY & RECREATION"	4755-186	2017-09-27	2017-09-29	WAL-MART # 3031	270.35	CAD	270.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12394	RW-AQ-LEISURE OUT-WS2 WADING	5310	Discount Stores	STORAGE BINS	
					279.38	CAD	279.38	CAD								
TORONTO WATER	4724-140	2017-09-05	2017-09-08	WAL-MART #1139	67.78	CAD	67.78	CAD	2610	KITCHEN SUPPLIES	TW2045	DIST OPS: OPERATION & MTCE - CENTRAL	5411	"Grocery Stores, Supermarkets"	KETTLE	
					67.78	CAD	67.78	CAD								
"PARKS, FORESTRY & RECREATION"	4723-137	2017-09-06	2017-09-07	INT*IN *PARK N PLAY DE	56.50	CAD	56.50	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	1520	General Contractors - Residential and Co	PLAYGRND EQUIPMENT HARDWARE	
"PARKS, FORESTRY & RECREATION"	4738-226	2017-09-14	2017-09-18	THE HOME DEPOT #7001	230.85	CAD	230.85	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  GS GC QSS	
"PARKS, FORESTRY & RECREATION"	4748-246	2017-09-22	2017-09-25	PLAYPOWER LT CANADA IN	"2,326.67"	CAD	"2,326.67"	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5099	Durable Goods Not Elsewhere Classified	SWING AND HARNESS	
"PARKS, FORESTRY & RECREATION"	4750-96	2017-09-25	2017-09-26	PLAYPOWER LT CANADA IN	"2,326.67"	CAD	"2,326.67"	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5099	Durable Goods Not Elsewhere Classified	SWING AND HARNESS	
"PARKS, FORESTRY & RECREATION"	4754-166	2017-09-27	2017-09-28	STEVE S MUSIC STORE IN	46.31	CAD	46.31	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5733	"Music Stores - Musical Instruments, Pian"	MUSIC MALLETS FOR MUSICAL INSTRUMENT	
"PARKS, FORESTRY & RECREATION"	4755-187	2017-09-28	2017-09-29	PLAYPOWER LT CANADA IN	983.10	CAD	983.10	CAD	2601	DUR REC & EDUC SUPP	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5099	Durable Goods Not Elsewhere Classified	SAFETY SWING HARNESS	
					"5,970.10"	CAD	"5,970.10"	CAD								
TORONTO WATER	4754-167	2017-09-27	2017-09-28	ACKLANDS-GRAINGER INC	71.33	CAD	71.33	CAD	2665	PROTECTIVE CLOTHING	TW2015	DIST OPS: OPERATIONAL CO-ORDINATION	5085	Industrial Supplies Not Elsewhere Classi	SAFETY GLASSES	
					71.33	CAD	71.33	CAD								
"PARKS, FORESTRY & RECREATION"	4723-138	2017-09-06	2017-09-07	MAD SCIENCE OF TORONTO	333.35	CAD	333.35	CAD	4102	ENTERTAINER AND BAND FEES	P04114	SECORD CC-SUMMER CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	SUMMER CAMP IN TRIP	
					333.35	CAD	333.35	CAD								
TORONTO WATER	4724-141	2017-09-06	2017-09-08	BRAFASCO / ETOBICOKE	63.13	CAD	63.13	CAD	2710	GENERAL HARDWARE	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS	
TORONTO WATER	4724-142	2017-09-07	2017-09-08	GEORGE BROWN COLLEGE	"1,125.76"	CAD	"1,125.76"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	8220	"Colleges, Universities, Professional Sch"	BACKFLOW PREVENTION TRAINING	
TORONTO WATER	4740-100	2017-09-18	2017-09-19	LOWES #03096*	104.37	CAD	104.37	CAD	2531	LUMBER	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5200	Home Supply Warehouse	PLY SPRUCE STD 3/4X4X8 FT	
TORONTO WATER	4742-164	2017-09-19	2017-09-20	TORBRAM ELECTRIC SUPPL	62.15	CAD	62.15	CAD	2575	ELECTRICAL SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	1731	Electrical Contractors	FUSES	
TORONTO WATER	4744-181	2017-09-19	2017-09-21	BUNNING SPLICING   RIG	45.20	CAD	45.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5085	Industrial Supplies Not Elsewhere Classi	TAGS	
TORONTO WATER	4744-182	2017-09-19	2017-09-21	CDN TIRE STORE #00070	79.01	CAD	79.01	CAD	2710	GENERAL HARDWARE	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5200	Home Supply Warehouse	"POWER BAR, LIGHTER, PART"	
TORONTO WATER	4745-163	2017-09-20	2017-09-22	THE HOME DEPOT #7011	143.60	CAD	143.60	CAD	2575	ELECTRICAL SUPPLIES	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5200	Home Supply Warehouse	**MORE**  UTILITY	
TORONTO WATER	4748-247	2017-09-22	2017-09-25	BRAFASCO / ETOBICOKE	97.09	CAD	97.09	CAD	2710	GENERAL HARDWARE	TW4085	WW TREATMNT:  HUMBER TP - WORK AREA 4  S	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS/DRILL BITS	
					"1,720.31"	CAD	"1,720.31"	CAD								
TORONTO WATER	4727-249	2017-09-09	2017-09-11	HILTI (CANADA) CORP	249.08	CAD	249.08	CAD	2710	GENERAL HARDWARE	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5251	Hardware Stores	ADHESIVE / DRILL BITS	
TORONTO WATER	4744-183	2017-09-19	2017-09-21	CDN TIRE STORE #00175	251.22	CAD	251.22	CAD	2401	LUBRICANTS	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5200	Home Supply Warehouse	OIL	
TORONTO WATER	4748-248	2017-09-20	2017-09-25	BENNETT EQUIPMENT SERV	393.24	CAD	393.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5599	"Miscellaneous Automotive, Aircraft, and"	FILTER/OIL CARTRIDGE	
					893.54	CAD	893.54	CAD								
"PARKS, FORESTRY & RECREATION"	4715-134	2017-08-30	2017-09-01	CDN TIRE STORE #00030	169.49	CAD	169.49	CAD	3050	M & E - KITCHEN	P06682	BRDLANDS CC-OPERATIONS	5200	Home Supply Warehouse	MINI FRIDGE	
"PARKS, FORESTRY & RECREATION"	4715-135	2017-08-30	2017-09-01	CDN TIRE STORE #00192	79.09	CAD	79.09	CAD	2710	GENERAL HARDWARE	P13486	PARKWAY FOREST- OPERATIONS	5200	Home Supply Warehouse	PROPANE TANK REFILL	
"PARKS, FORESTRY & RECREATION"	4723-139	2017-09-05	2017-09-07	CDN TIRE STORE #00030	101.68	CAD	101.68	CAD	2710	GENERAL HARDWARE	P03031	FENSIDE ARENA-OPERATIONS	5200	Home Supply Warehouse	WINDOW SQUEEGE SET/BRUSH	
"PARKS, FORESTRY & RECREATION"	4724-143	2017-09-06	2017-09-08	CDN TIRE STORE #00192	90.39	CAD	90.39	CAD	2710	GENERAL HARDWARE	P13486	PARKWAY FOREST- OPERATIONS	5200	Home Supply Warehouse	100 FT GARDEN HOSE	
"PARKS, FORESTRY & RECREATION"	4729-116	2017-09-11	2017-09-12	DULUX PAINTS #8611	44.13	CAD	44.13	CAD	2715	PAINT SUPPLIES	P07705	ORIOLE CC-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	METAL PAINT	
"PARKS, FORESTRY & RECREATION"	4735-178	2017-09-13	2017-09-14	LOWES #02633*	205.54	CAD	205.54	CAD	2715	PAINT SUPPLIES	P06690	OCONNOR CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  3.78L TRMCLD GREY	
"PARKS, FORESTRY & RECREATION"	4740-101	2017-09-18	2017-09-19	LOWES #02633*	21.45	CAD	21.45	CAD	2710	GENERAL HARDWARE	P06690	OCONNOR CC-OPERATIONS	5200	Home Supply Warehouse	2PK N95 MASK W EXHALATION VALVE	
"PARKS, FORESTRY & RECREATION"	4740-102	2017-09-18	2017-09-19	LOWES #02633*	93.93	CAD	93.93	CAD	2710	GENERAL HARDWARE	P13486	PARKWAY FOREST- OPERATIONS	5200	Home Supply Warehouse	**MORE**  13W TWIST DAYLIGHT 6 PK	
"PARKS, FORESTRY & RECREATION"	4744-184	2017-09-19	2017-09-21	THE HOME DEPOT #7012	16.88	CAD	16.88	CAD	2715	PAINT SUPPLIES	P07705	ORIOLE CC-OPERATIONS	5200	Home Supply Warehouse	"OOK 1X72"""	
"PARKS, FORESTRY & RECREATION"	4745-164	2017-09-20	2017-09-22	CDN TIRE STORE #00192	47.39	CAD	47.39	CAD	2710	GENERAL HARDWARE	P03036	VICTORIA VILLAGE-OPERATIONS	5200	Home Supply Warehouse	SPRAY CLEANER/MAGIC ERASERS	
"PARKS, FORESTRY & RECREATION"	4745-165	2017-09-21	2017-09-22	DULUX PAINTS #8611	110.31	CAD	110.31	CAD	2715	PAINT SUPPLIES	P06690	OCONNOR CC-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	METAL PAINT	
"PARKS, FORESTRY & RECREATION"	4752-176	2017-09-26	2017-09-27	ACTION LOCKSMITHS INC	108.48	CAD	108.48	CAD	2730	LOCKS	P07705	ORIOLE CC-OPERATIONS	5072	Hardware Equipment and Supplies	KEY CUTTING	
"PARKS, FORESTRY & RECREATION"	4754-168	2017-09-27	2017-09-28	DULUX PAINTS #8611	140.10	CAD	140.10	CAD	2715	PAINT SUPPLIES	P06690	OCONNOR CC-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	METAL PAINT	
					"1,228.86"	CAD	"1,228.86"	CAD								
TORONTO WATER	4745-166	2017-09-20	2017-09-22	MOE-DRINK WAT WASTE CE	175.00	CAD	175.00	CAD	4830	PERMIT & LICENSE FEES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	9399	Government Services - Not Elsewhere Clas	WATER CERTIFICATE	
					175.00	CAD	175.00	CAD								
"PARKS, FORESTRY & RECREATION"	4724-144	2017-09-06	2017-09-08	TERRAFIX GEOSYNTHETICS	"1,097.21"	CAD	"1,097.21"	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5085	Industrial Supplies Not Elsewhere Classi	"6RL 4"" PERF WITH SOCK"	
"PARKS, FORESTRY & RECREATION"	4736-176	2017-09-13	2017-09-15	TERRAFIX GEOSYNTHETICS	296.63	CAD	296.63	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5085	Industrial Supplies Not Elsewhere Classi	350 2 RLS TERRAFIX 270	
"PARKS, FORESTRY & RECREATION"	4744-185	2017-09-20	2017-09-21	PLAYPOWER LT CANADA IN	"2,993.00"	CAD	"2,993.00"	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5099	Durable Goods Not Elsewhere Classified	ARCH SWING FRAME	
"PARKS, FORESTRY & RECREATION"	4744-186	2017-09-20	2017-09-21	PLAYPOWER LT CANADA IN	"2,994.88"	CAD	"2,994.88"	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5099	Durable Goods Not Elsewhere Classified	TOT SEATS	
"PARKS, FORESTRY & RECREATION"	4748-249	2017-09-22	2017-09-25	RELIABLE REPORTING	666.70	CAD	666.70	CAD	4424	CONTRACTED SERVICES - GENERAL	P00898	KIPLING YD-PARKS CONSTR	8931	"Accounting, Auditing, and Bookkeeping Se"	SURFACE IMPACT ATTENUATION TES	
"PARKS, FORESTRY & RECREATION"	4752-177	2017-09-26	2017-09-27	ROMA FENCE LTD	738.51	CAD	738.51	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5211	"Building Materials, Lumber Stores"	"ALUM TIES, GALVANIZED SLEEVE"	
"PARKS, FORESTRY & RECREATION"	4755-188	2017-09-28	2017-09-29	PLAYPOWER LT CANADA IN	822.64	CAD	822.64	CAD	2601	DUR REC & EDUC SUPP	P00898	KIPLING YD-PARKS CONSTR	5099	Durable Goods Not Elsewhere Classified	HAND HOLD BUMBLE BEE	
					"9,609.57"	CAD	"9,609.57"	CAD								
TORONTO WATER	4748-250	2017-09-22	2017-09-25	THE HOME DEPOT #7013	119.24	CAD	119.24	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	**MORE**  LED60WA19D2D	
					119.24	CAD	119.24	CAD								
TORONTO WATER	4715-136	2017-08-31	2017-09-01	JJ DOWNS INDUSTRIAL	516.32	CAD	516.32	CAD	2535	PLUMBING SUPPLIES	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5085	Industrial Supplies Not Elsewhere Classi	VARIOUS PLUMBING SUPPLIES	
TORONTO WATER	4724-145	2017-09-07	2017-09-08	GEORGE BROWN COLLEGE	"1,125.76"	CAD	"1,125.76"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	8220	"Colleges, Universities, Professional Sch"	BACKFLOW PREVENTION TRAINING	
					"1,642.08"	CAD	"1,642.08"	CAD								
TORONTO WATER	4715-137	2017-08-30	2017-09-01	NEXT SUPPLY	27.40	CAD	27.40	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5251	Hardware Stores	BUSHING	
TORONTO WATER	4736-177	2017-09-13	2017-09-15	THE HOME DEPOT #7107	102.72	CAD	102.72	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  ABS11/2COUPL	
TORONTO WATER	4742-165	2017-09-19	2017-09-20	PRINCESS AUTO #36	64.89	CAD	64.89	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE	
					195.01	CAD	195.01	CAD								
"PARKS, FORESTRY & RECREATION"	4748-251	2017-09-22	2017-09-25	AQUARIUS SCUBA DIVING	339.00	CAD	339.00	CAD	4199	OTHER PROFESSIONAL AND TECHNICAL SERVICE	P12012	OLYMPIUM-AQUATIC-PRGM SUPPORT	5941	Sporting Goods Stores	INSPECTION OF POOL BAIN	
					339.00	CAD	339.00	CAD								
TORONTO WATER	4715-138	2017-08-30	2017-09-01	THE HOME DEPOT #7011	117.90	CAD	117.90	CAD	2535	PLUMBING SUPPLIES	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5200	Home Supply Warehouse	**MORE**  BRASS COUPL	
TORONTO WATER	4733-163	2017-09-11	2017-09-13	APPLIED INDUSTRIAL TEC	20.54	CAD	20.54	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7050	WTR TREAT & SUPPLY: RL CLARK TP - SERV A	5085	Industrial Supplies Not Elsewhere Classi	PULLY FOR EXHAUST FAN	
