Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Decription	Cost Centre /WBS Element	Cost Centre /WBS Element Description	Merchant Type	Merchant type description	Purpose
TORONTO WATER	1306-25	01-31-2011	02-02-2011	CDN TIRE STORE #00654	56.48	CAD	56.48	CAD	2540	PLANT LABS	WW4043	PLANT LABS	5200	Home Supply Warehouse	Heater
					156.48	CAD	156.48	CAD							
EMERGENCY MEDICAL SERVICES	1308-63	02-01-2011	02-03-2011	THE HOME DEPOT #7078	112.77	CAD	112.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46754	OPS - DISTRICT 5	5200	Home Supply Warehouse	MINI FLIP
EMERGENCY MEDICAL SERVICES	1331-83	02-16-2011	02-17-2011	BASS PRO SHOPS OUTDOOR	333.33	CAD	333.33	CAD	3025	M & E - JANITORIAL	B46754	OPS - DISTRICT 5	5941	Sporting Goods Stores	VACUUM SEALER
EMERGENCY MEDICAL SERVICES	1334-110	02-18-2011	02-21-2011	SHOPPERS DRUG MART #89	94.38	CAD	94.38	CAD	4805	POSTAGE	B46754	OPS - DISTRICT 5	5912	"Drug Stores, Pharmacies"	REGISTRED LETTERS
EMERGENCY MEDICAL SERVICES	1344-110	02-27-2011	02-28-2011	COMPUGEN INC	-944.95	CAD	-944.95	CAD	2650	COMPUTER AND PRINTER SUPPLIES	B46754	OPS - DISTRICT 5	5734	Computer Software Stores	REFUND - MEMORY STICKS
					-404.47	CAD	-404.47	CAD							
"PARKS, FORESTRY & RECREATION"	1304-95	01-31-2011	02-01-2011	NOFRILLS LUCIANO'S #39	44.26	CAD	44.26	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10154	JOHN INNES-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1314-113	02-04-2011	02-07-2011	NOFRILLS LUCIANO'S #39	33.29	CAD	33.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01207	JOHN INNES-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1314-114	02-04-2011	02-07-2011	HANFORD LUMBER LIMITED	564.94	CAD	564.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05147	JOHN INNES-ARTS-VISL	5211	"Building Materials, Lumber Stores"	
"PARKS, FORESTRY & RECREATION"	1316-90	02-07-2011	02-08-2011	NOFRILLS LUCIANO'S #39	43.73	CAD	43.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10154	JOHN INNES-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1325-124	02-11-2011	02-14-2011	NOFRILLS LUCIANO'S #39	28.97	CAD	28.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01207	JOHN INNES-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1327-85	02-14-2011	02-15-2011	NOFRILLS LUCIANO'S #39	33.21	CAD	33.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10154	JOHN INNES-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1339-47	02-22-2011	02-23-2011	NOFRILLS LUCIANO'S #39	49.56	CAD	49.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10154	JOHN INNES-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1344-124	02-25-2011	02-28-2011	NOFRILLS LUCIANO'S #39	44.45	CAD	44.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01207	JOHN INNES-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	
					842.41	CAD	842.41	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1325-12	02-11-2011	02-14-2011	METRO#759          QPS	11.37	CAD	11.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0102	HS-MH-PUB-MACKENZIE	5411	"Grocery Stores, Supermarkets"	program food
					11.37	CAD	11.37	CAD							
"PARKS, FORESTRY & RECREATION"	1306-24	02-01-2011	02-02-2011	THE CRAFT   HOBBY EMPO	59.39	CAD	59.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10297	CHALKFARM-PGM SUPP	5970	"Artist Supply Stores, Craft Shops"	
"PARKS, FORESTRY & RECREATION"	1308-26	02-01-2011	02-03-2011	WAL-MART SUPERCENTE	70.34	CAD	70.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10297	CHALKFARM-PGM SUPP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1310-19	02-03-2011	02-04-2011	RCSS WESTON 2800   QPS	18.75	CAD	18.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10297	CHALKFARM-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1310-20	02-02-2011	02-04-2011	WAL-MART SUPERCENTE	33.80	CAD	33.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10297	CHALKFARM-PGM SUPP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1310-21	02-02-2011	02-04-2011	WAL-MART SUPERCENTE	-11.16	CAD	-11.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10297	CHALKFARM-PGM SUPP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1318-29	02-07-2011	02-09-2011	ZELLERS #254	22.59	CAD	22.59	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10297	CHALKFARM-PGM SUPP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1323-23	02-10-2011	02-11-2011	RCSS WESTON 2800   QPS	32.91	CAD	32.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10297	CHALKFARM-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1323-24	02-10-2011	02-11-2011	STAPLES STORE #228	20.21	CAD	20.21	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10297	CHALKFARM-PGM SUPP	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1325-49	02-10-2011	02-14-2011	THE HOME DEPOT #7129	12.41	CAD	12.41	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10297	CHALKFARM-PGM SUPP	5200	Home Supply Warehouse	BLACK DUCT
"PARKS, FORESTRY & RECREATION"	1327-27	02-14-2011	02-15-2011	RCSS WESTON 2800   QPS	18.71	CAD	18.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10297	CHALKFARM-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1327-28	02-14-2011	02-15-2011	MARCHANT'S SCHOOL SPOR	555.93	CAD	555.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10297	CHALKFARM-PGM SUPP	5941	Sporting Goods Stores	
"PARKS, FORESTRY & RECREATION"	1331-21	02-16-2011	02-17-2011	RCSS WESTON 2800   QPS	14.62	CAD	14.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10297	CHALKFARM-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1331-22	02-16-2011	02-17-2011	DOLLAR GIANT #47	5.65	CAD	5.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10297	CHALKFARM-PGM SUPP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1333-24	02-15-2011	02-18-2011	DRUMMOND WINDOW FASHIO	37.43	CAD	37.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10297	CHALKFARM-PGM SUPP	5714	"Drapery, Upholstery, and Window Covering"	
"PARKS, FORESTRY & RECREATION"	1339-17	02-22-2011	02-23-2011	MARCHANT'S SCHOOL SPOR	131.39	CAD	131.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10297	CHALKFARM-PGM SUPP	5941	Sporting Goods Stores	
"PARKS, FORESTRY & RECREATION"	1339-18	02-22-2011	02-23-2011	AVRON FOODS	367.62	CAD	367.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10297	CHALKFARM-PGM SUPP	5199	Nondurable Goods Not Elsewhere Classifie	
"PARKS, FORESTRY & RECREATION"	1343-26	02-24-2011	02-25-2011	RCSS WESTON 2800   QPS	12.51	CAD	12.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10297	CHALKFARM-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
					"1,403.10"	CAD	"1,403.10"	CAD							
"PARKS, FORESTRY & RECREATION"	1306-125	02-02-2011	02-02-2011	AVENUE INDUSTRIAL SUPP	341.26	CAD	341.26	CAD	2570	JANITORIAL SUPPLIES	P12082	S-GEN-YD OPERN/STORE	5969	Direct Marketing - Other Direct Marketer	
"PARKS, FORESTRY & RECREATION"	1344-164	02-24-2011	02-28-2011	PRO-TECT WEAR	841.40	CAD	841.40	CAD	2665	PROTECTIVE CLOTHING	P12082	S-GEN-YD OPERN/STORE	5631	Women's Accessory and Specialty Stores	
					"1,182.66"	CAD	"1,182.66"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1304-99	01-28-2011	02-01-2011	SZECHUAN SZECHUAN	43.31	CAD	43.31	CAD	4820	BUSINESS MEETING EXPENSES	ED0168	BD-SEC-FIN-BUS-SERV	5812	"Eating Places, Restaurants"	MEETING - (TSX)
ECONOMIC DEVELOPMENT & CULTURE	1310-52	02-02-2011	02-04-2011	BOARD OF TRADE - NYCC	73.45	CAD	73.45	CAD	4118	TICKETS AND ADMISSION FEES	ED0168	BD-SEC-FIN-BUS-SERV	7399	Business Services - Not Elsewhere Classi	TICKET RE: WORLD'S 1ST CHOICE FOR R & D
ECONOMIC DEVELOPMENT & CULTURE	1314-119	02-03-2011	02-07-2011	MORNINGSTAR	47.46	CAD	47.46	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	ED0168	BD-SEC-FIN-BUS-SERV	7277	"Debt, Marriage, Personal - Counseling Se"	2010 ANDEX WALL CHART
ECONOMIC DEVELOPMENT & CULTURE	1325-129	02-11-2011	02-14-2011	MORNINGSTAR	71.19	CAD	71.19	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	ED0168	BD-SEC-FIN-BUS-SERV	7277	"Debt, Marriage, Personal - Counseling Se"	2010 ANDEX WALL CHART & 2010 ASSET-CLASS WINNERS 
ECONOMIC DEVELOPMENT & CULTURE	1333-91	02-16-2011	02-18-2011	REDS BISTRO   BAR	72.98	CAD	72.98	CAD	4820	BUSINESS MEETING EXPENSES	ED0168	BD-SEC-FIN-BUS-SERV	5812	"Eating Places, Restaurants"	MEETING W/ (UK TRADE & INVESTMENT)
ECONOMIC DEVELOPMENT & CULTURE	1334-124	02-17-2011	02-21-2011	BATON ROUGE EATON CENT	64.03	CAD	64.03	CAD	4820	BUSINESS MEETING EXPENSES	ED0168	BD-SEC-FIN-BUS-SERV	5812	"Eating Places, Restaurants"	"MEETING W/ CHIEF TECH. OFFICER, B OR ML TECH CENTR"
					372.42	CAD	372.42	CAD							
"PARKS, FORESTRY & RECREATION"	1323-16	02-10-2011	02-11-2011	STAPLES STORE #286	69.63	CAD	69.63	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P10447	MATTY ECKLER-PGM SUP	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1325-38	02-10-2011	02-14-2011	ABSOLUTE DOLLAR	14.74	CAD	14.74	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P11686	MATTY ECKLER-SOC PGM	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1344-31	02-25-2011	02-28-2011	SPEED FASTENING SYSTEM	75.71	CAD	75.71	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P11686	MATTY ECKLER-SOC PGM	5712	"Equipment, Furniture, and Home Furnishin"	
					160.08	CAD	160.08	CAD							
"PARKS, FORESTRY & RECREATION"	1316-73	01-28-2011	02-08-2011	TRIMATE ELECTRIC SUPPL	423.60	CAD	423.60	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	
"PARKS, FORESTRY & RECREATION"	1325-100	02-11-2011	02-14-2011	NEDCO CTRL DIV. WESTBU	994.40	CAD	994.40	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	
"PARKS, FORESTRY & RECREATION"	1329-78	02-15-2011	02-16-2011	WESTBURNE RUDDY ELECTR	60.41	CAD	60.41	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
					"1,478.41"	CAD	"1,478.41"	CAD							
TORONTO WATER	1308-70	02-01-2011	02-03-2011	MOE - HWIN WEB	55.00	CAD	55.00	CAD	4995	OTHER EXPENSES	WW2010	SANI O&M W2 SRVS MTC	9399	Government Services - Not Elsewhere Clas	MOE HAZARDOUS WASTE INFO NETWORK REGISTRATION
TORONTO WATER	1331-92	02-16-2011	02-17-2011	REPRODUX	17.52	CAD	17.52	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	WW2010	SANI O&M W2 SRVS MTC	7338	"Quick Copy, Reproduction, and Blueprinti"	SCANNING & PRINTING OF OVERSIZED DRAWINGS
					72.52	CAD	72.52	CAD							
SOLID WASTE MANAGEMENT	1310-118	02-03-2011	02-04-2011	ADI - T1	771.78	CAD	771.78	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0825	DUFFERIN TS OPER	6211	Securities - Brokers/Dealers	channel color multiplexer
SOLID WASTE MANAGEMENT	1314-239	02-03-2011	02-07-2011	THE HOME DEPOT #7078	144.39	CAD	144.39	CAD	2199	MISCELLANEOUS PARTS	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	300T3/2PK
SOLID WASTE MANAGEMENT	1314-240	02-04-2011	02-07-2011	BOLTS PLUS INC	215.37	CAD	215.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5085	Industrial Supplies Not Elsewhere Classi	NYLON SLING ROB DRIVER BIT GREEN AND RED PHIL DRIV
SOLID WASTE MANAGEMENT	1318-141	02-07-2011	02-09-2011	CDN TIRE STORE #00294	67.78	CAD	67.78	CAD	2575	ELECTRICAL SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	WORKLIGHT
SOLID WASTE MANAGEMENT	1331-160	02-15-2011	02-17-2011	CDN TIRE STORE #00321	69.79	CAD	69.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW357-10-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	BETTY 1.8L JUG - PRO STUD SENSOR
SOLID WASTE MANAGEMENT	1331-161	02-15-2011	02-17-2011	CDN TIRE STORE #00485	7.90	CAD	7.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW357-10-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	DURALK BATT .9
SOLID WASTE MANAGEMENT	1343-166	02-23-2011	02-25-2011	CDN TIRE STORE #00119	79.09	CAD	79.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	1500LB SWIVEL J
					"1,356.10"	CAD	"1,356.10"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1314-146	02-04-2011	02-07-2011	IPAC TORONTO	45.00	CAD	45.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0002	BUS DEV-CONSTR FACIL	8299	Educational Services	CONFERENCE 
					45.00	CAD	45.00	CAD							
"PARKS, FORESTRY & RECREATION"	1334-106	02-17-2011	02-21-2011	CDN TIRE STORE #00192	46.22	CAD	46.22	CAD	2570	JANITORIAL SUPPLIES	P00016	C-FORESTRY GEN-PLANT	5200	Home Supply Warehouse	
					46.22	CAD	46.22	CAD							
TORONTO WATER	1314-68	02-03-2011	02-07-2011	THE HOME DEPOT #7012	163.86	CAD	163.86	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW2008	O&M S2 SRVS MTC&REPR	5200	Home Supply Warehouse	AIR HOSE
TORONTO WATER	1337-4	02-18-2011	02-22-2011	MOE-DRINK WAT WASTE CE	75.00	CAD	75.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PW2008	O&M S2 SRVS MTC&REPR	9399	Government Services - Not Elsewhere Clas	MOE WATER DISTRIBUTION CERTIFICATE RENEWAL
TORONTO WATER	1337-5	02-18-2011	02-22-2011	MOE-DRINK WAT WASTE CE	115.00	CAD	115.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PW2008	O&M S2 SRVS MTC&REPR	9399	Government Services - Not Elsewhere Clas	MOE WATER DISTRIBUTION CERTIFICATE RENEWAL
					353.86	CAD	353.86	CAD							
TORONTO WATER	1316-93	02-04-2011	02-08-2011	MOE-DRINK WAT WASTE CE	115.00	CAD	115.00	CAD	3099	GENERAL EQUIPMENT	PW3006	O&M NORTH SRV MT&RPR	9399	Government Services - Not Elsewhere Clas	
TORONTO WATER	1318-73	02-07-2011	02-09-2011	MOE-DRINK WAT WASTE CE	-115.00	CAD	-115.00	CAD	3099	GENERAL EQUIPMENT	PW3006	O&M NORTH SRV MT&RPR	9399	Government Services - Not Elsewhere Clas	
					0.00	CAD	0.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1314-39	02-04-2011	02-07-2011	PACART	269.34	CAD	269.34	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0126	AS-PS-EXH-MKT GALL	4789	Transportation Services-Not Elsewhere Cl	to transport art for display at civic centre
ECONOMIC DEVELOPMENT & CULTURE	1333-16	02-17-2011	02-18-2011	FRONT PRINT	32.60	CAD	32.60	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0126	AS-PS-EXH-MKT GALL	5044	"Office, Photographic, Photocopy, and Mic"	photographs for Gallery exhibit
					301.94	CAD	301.94	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1327-21	02-14-2011	02-15-2011	PINE RIVER CHEESE AND	222.71	CAD	222.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0084	HS-MH-PRS-MONTGOMERY	5451	Dairy Product Stores	food supplies
					222.71	CAD	222.71	CAD							
TORONTO WATER	1314-257	02-04-2011	02-07-2011	THE HOME DEPOT #7129	287.28	CAD	287.28	CAD	2710	GENERAL HARDWARE	PW2008	O&M S2 SRVS MTC&REPR	5200	Home Supply Warehouse	WATER 24X500
TORONTO WATER	1320-168	02-08-2011	02-10-2011	WOLSELEY CDA INC-HUDSO	230.16	CAD	230.16	CAD	2710	GENERAL HARDWARE	PW2008	O&M S2 SRVS MTC&REPR	1711	"Air Conditioning, Heating, and Plumbing"	
					517.44	CAD	517.44	CAD							
"PARKS, FORESTRY & RECREATION"	1325-81	02-11-2011	02-14-2011	STAPLES STORE #266	124.29	CAD	124.29	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P07649	TAM OSHANTER-OPERATI	5943	"Office, School Supply, and Stationery St"	
					124.29	CAD	124.29	CAD							
"PARKS, FORESTRY & RECREATION"	1323-160	02-10-2011	02-11-2011	STAPLES STORE #159	31.02	CAD	31.02	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1323-161	02-10-2011	02-11-2011	STAPLES STORE #159	33.79	CAD	33.79	CAD	2010	E-SOUTH1-TURF&HORT	P00271	E-SOUTH1-TURF&HORT	5943	"Office, School Supply, and Stationery St"	
					64.81	CAD	64.81	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1318-20	02-07-2011	02-09-2011	PAYPAL *PUBLICARTDI	50.74	CAD	50.74	CAD	4760	MEMBERSHIP FEES	AH0035	CD-RP-PRC-METRO HALL	8999	Professional Services - Not Elsewhere Cl	membership organization
ECONOMIC DEVELOPMENT & CULTURE	1325-39	02-11-2011	02-14-2011	CAFE ON THE SQUARE	58.54	CAD	58.54	CAD	4820	BUSINESS MEETING EXPENSES	AH0035	CD-RP-PRC-METRO HALL	5812	"Eating Places, Restaurants"	refreshments - CCI
ECONOMIC DEVELOPMENT & CULTURE	1325-40	02-11-2011	02-14-2011	CAFE ON THE SQUARE	21.86	CAD	21.86	CAD	4820	BUSINESS MEETING EXPENSES	AH0035	CD-RP-PRC-METRO HALL	5812	"Eating Places, Restaurants"	refreshments - CCI
ECONOMIC DEVELOPMENT & CULTURE	1325-41	02-11-2011	02-14-2011	CAFE ON THE SQUARE	20.19	CAD	20.19	CAD	4820	BUSINESS MEETING EXPENSES	AH0035	CD-RP-PRC-METRO HALL	5812	"Eating Places, Restaurants"	refreshments - performance review
ECONOMIC DEVELOPMENT & CULTURE	1325-42	02-11-2011	02-14-2011	CAFE ON THE SQUARE	105.38	CAD	105.38	CAD	4820	BUSINESS MEETING EXPENSES	AH0035	CD-RP-PRC-METRO HALL	5812	"Eating Places, Restaurants"	refreshments - community action panel
					256.71	CAD	256.71	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1318-43	02-07-2011	02-09-2011	PAYPAL *APPOZITELLC	20.32	CAD	20.32	CAD	4414	ADVERTISING & PROMOTION	SE0001	CENTRL-WINTER FEST-S	8999	Professional Services - Not Elsewhere Cl	"RECEIPT#:4293-4546-5447-7642-TWEETREACH REPORT,WIN"
ECONOMIC DEVELOPMENT & CULTURE	1327-56	02-12-2011	02-15-2011	ROGERS CABLE TORONTO	68.93	CAD	68.93	CAD	4082	PHOTO/VIDEO SERVICES	SE0001	CENTRL-WINTER FEST-S	7311	Advertising Services	PROGRAM DVD'S OF WINTERLICIOUS COVERAGE
ECONOMIC DEVELOPMENT & CULTURE	1327-57	02-14-2011	02-15-2011	POSTERONE	"1,189.89"	CAD	"1,189.89"	CAD	2792	"BANNERS, FLAGS & SIGNS"	SE0001	CENTRL-WINTER FEST-S	5967	Direct Marketing - Inbound Telemarketing	SIGNAGE FOR WINTERLICIOUS PRESS CONFERENCE
ECONOMIC DEVELOPMENT & CULTURE	1329-62	02-14-2011	02-16-2011	PAYPAL *APPOZITELLC	20.29	CAD	20.29	CAD	4414	ADVERTISING & PROMOTION	SE0001	CENTRL-WINTER FEST-S	8999	Professional Services - Not Elsewhere Cl	"RECEIPT#:0799-7940-8662-3264-TWEETREACH REPORT,WIN"
ECONOMIC DEVELOPMENT & CULTURE	1333-53	02-14-2011	02-18-2011	CUSTOM ART CONCEPTS LI	55.94	CAD	55.94	CAD	4995	OTHER EXPENSES	SE0019	CENTRL-NUIT BLANCHE	5970	"Artist Supply Stores, Craft Shops"	PRINTED PLAQUE - NATIONAL POST
					"1,355.37"	CAD	"1,355.37"	CAD							
"PARKS, FORESTRY & RECREATION"	1314-70	02-04-2011	02-07-2011	STAPLES #287	93.76	CAD	93.76	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P05988	EARL BALES-PGM SUPP	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1314-71	02-04-2011	02-07-2011	THE CRAFT   HOBBY EMPO	4.12	CAD	4.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11408	EARL BALES-SOC PGM	5970	"Artist Supply Stores, Craft Shops"	
"PARKS, FORESTRY & RECREATION"	1318-41	02-08-2011	02-09-2011	METRO #401	60.88	CAD	60.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11408	EARL BALES-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1327-50	02-11-2011	02-15-2011	YOUR DOLLAR STORE WITH	4.52	CAD	4.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11408	EARL BALES-SOC PGM	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1329-54	02-14-2011	02-16-2011	WAL-MART SUPERCENTE	17.59	CAD	17.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11408	EARL BALES-SOC PGM	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1331-43	02-15-2011	02-17-2011	SOBEYS #794        QPS	37.34	CAD	37.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11408	EARL BALES-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1331-44	02-16-2011	02-17-2011	METRO #401         QPS	18.80	CAD	18.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11408	EARL BALES-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1334-63	02-18-2011	02-21-2011	MICHAELS #3983	78.12	CAD	78.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05988	EARL BALES-PGM SUPP	5945	"Game, Toy, and Hobby Shops"	
"PARKS, FORESTRY & RECREATION"	1341-47	02-22-2011	02-24-2011	WAL-MART SUPERCENTE	36.26	CAD	36.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11408	EARL BALES-SOC PGM	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1344-63	02-25-2011	02-28-2011	STAPLES #287	106.79	CAD	106.79	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P05988	EARL BALES-PGM SUPP	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1344-64	02-25-2011	02-28-2011	WAL-MART SUPERCENTE	62.12	CAD	62.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11408	EARL BALES-SOC PGM	5310	Discount Stores	
					520.30	CAD	520.30	CAD							
"PARKS, FORESTRY & RECREATION"	1329-77	02-14-2011	02-16-2011	CDN TIRE STORE #00273	22.59	CAD	22.59	CAD	2610	KITCHEN SUPPLIES	P07645	DENTONIA-OPERATIONS	5200	Home Supply Warehouse	
					22.59	CAD	22.59	CAD							
CITY CLERK'S OFFICE	1327-145	02-15-2011	02-15-2011	TIGERDIRECT.CA	258.85	CAD	258.85	CAD	3410	COMPUTERS - HARDWARE	GV0030	DPM - BUSINESS SUPPO	5964	Direct Marketing - Catalog Merchants	
					258.85	CAD	258.85	CAD							
"PARKS, FORESTRY & RECREATION"	1308-41	02-01-2011	02-03-2011	THE HOME DEPOT #7078	118.60	CAD	118.60	CAD	2710	GENERAL HARDWARE	P00427	PRN-PKS CONSTRUCTN	5200	Home Supply Warehouse	SCREWDRIVER
					118.60	CAD	118.60	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1334-10	02-17-2011	02-21-2011	THE HOME DEPOT #7013	22.62	CAD	22.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5200	Home Supply Warehouse	BOSCH T101AO
ECONOMIC DEVELOPMENT & CULTURE	1341-10	02-22-2011	02-24-2011	THE HOME DEPOT #7013	14.32	CAD	14.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0152	CD-AM-FAC-COLBORNE L	5200	Home Supply Warehouse	CRNR BRACE
