Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Description	Merchant Type	Merchant type description	Purpose
					"3,320.88"	CAD	"3,320.88"	CAD							
"PARKS, FORESTRY & RECREATION"	1535-165	07-05-2011	07-07-2011	THE HOME DEPOT #7013	35.90	CAD	35.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5200	Home Supply Warehouse	COMPACJNOZ
"PARKS, FORESTRY & RECREATION"	1543-129	07-11-2011	07-12-2011	URBAN HARVEST GARDEN A	29.82	CAD	29.82	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5261	Lawn and Garden Supply Stores	perrenial plants for waterfront
"PARKS, FORESTRY & RECREATION"	1543-130	07-11-2011	07-12-2011	WOOLFITTS ART ENTERPRI	53.79	CAD	53.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5970	"Artist Supply Stores, Craft Shops"	art supplies for camp
"PARKS, FORESTRY & RECREATION"	1544-130	07-12-2011	07-13-2011	66123 MACS CONV. STORE	49.50	CAD	49.50	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P00735	CENTRAL-GENERAL-TRAI	5331	Variety Stores	TTC child tickets for camp
"PARKS, FORESTRY & RECREATION"	1549-157	07-14-2011	07-15-2011	MEDTECH WRISTBANDS	174.25	CAD	174.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5099	Durable Goods Not Elsewhere Classified	ID wrist bands for camp
"PARKS, FORESTRY & RECREATION"	1551-190	07-16-2011	07-18-2011	SHOPPERS DRUG MART0824	19.52	CAD	19.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00735	CENTRAL-GENERAL-TRAI	5912	"Drug Stores, Pharmacies"	Craft supplies for Live Green festival
"PARKS, FORESTRY & RECREATION"	1558-141	07-20-2011	07-22-2011	SHOPPERSDRUGMART1166	44.00	CAD	44.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P00735	CENTRAL-GENERAL-TRAI	5912	"Drug Stores, Pharmacies"	TTC child tickets for camp
"PARKS, FORESTRY & RECREATION"	1558-142	07-21-2011	07-22-2011	LOBLAWS #1066	16.67	CAD	16.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00735	CENTRAL-GENERAL-TRAI	5411	"Grocery Stores, Supermarkets"	emergency lunch for campers with no lunch
					423.45	CAD	423.45	CAD							
LONG TERM CARE HOMES	1529-198	06-30-2011	07-04-2011	SHOPPERSDRUGMART0857	67.01	CAD	67.01	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3D011	KIPLING ACR-PA-OA	5912	"Drug Stores, Pharmacies"	
LONG TERM CARE HOMES	1541-222	07-05-2011	07-11-2011	MR PRINTER	81.59	CAD	81.59	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3D083	KIPLING ACR-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	
LONG TERM CARE HOMES	1543-131	07-11-2011	07-12-2011	STAPLES STORE #257	110.87	CAD	110.87	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3D083	KIPLING ACR-PS-PS	5943	"Office, School Supply, and Stationery St"	
LONG TERM CARE HOMES	1544-131	07-12-2011	07-13-2011	MR PRINTER	18.19	CAD	18.19	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3D083	KIPLING ACR-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	
LONG TERM CARE HOMES	1563-107	07-25-2011	07-26-2011	HUBERT DISTRIBUTING	283.46	CAD	283.46	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	5719	Miscellaneous House Furnishing Specialty	
					561.12	CAD	561.12	CAD							
"PARKS, FORESTRY & RECREATION"	1531-101	07-04-2011	07-05-2011	HIGHLAND FARMS SCARBOR	89.61	CAD	89.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08900	ELLESMERE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	grocery supplies for kids 9wks cooking program
"PARKS, FORESTRY & RECREATION"	1541-223	07-08-2011	07-11-2011	HIGHLAND FARMS SCARBOR	43.24	CAD	43.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08900	ELLESMERE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	grocery supplies for kids 9wks cooking program
"PARKS, FORESTRY & RECREATION"	1541-224	07-08-2011	07-11-2011	HIGHLAND FARMS SCARBOR	65.22	CAD	65.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08900	ELLESMERE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	grocery supplies for kids 9wks cooking program
"PARKS, FORESTRY & RECREATION"	1551-191	07-15-2011	07-18-2011	HIGHLAND FARMS SCARBOR	89.49	CAD	89.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08900	ELLESMERE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	grocery supplies for kids 9wks cooking program
"PARKS, FORESTRY & RECREATION"	1561-179	07-21-2011	07-25-2011	WAL-MART #3159	135.32	CAD	135.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08900	ELLESMERE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	camp special event supplies
"PARKS, FORESTRY & RECREATION"	1561-180	07-22-2011	07-25-2011	NOFRILLS JOSEPH'S 3919	64.38	CAD	64.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08900	ELLESMERE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	grocery supplies for kids 9wks cooking program
"PARKS, FORESTRY & RECREATION"	1563-108	07-22-2011	07-26-2011	YOUR DOLLAR STORE WITH	47.46	CAD	47.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08900	ELLESMERE CC-INSTRL	5999	Miscellaneous and Specialty Retail Store	camp special event supplies
"PARKS, FORESTRY & RECREATION"	1563-109	07-25-2011	07-26-2011	HIGHLAND FARMS SCARBOR	42.25	CAD	42.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08900	ELLESMERE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	grocery supplies for kids 9wks cooking program
"PARKS, FORESTRY & RECREATION"	1565-121	07-25-2011	07-27-2011	WAL-MART #3159	46.13	CAD	46.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08900	ELLESMERE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	kids in the kitchen program supplies
"PARKS, FORESTRY & RECREATION"	1567-146	07-27-2011	07-28-2011	FUNNELZ INDOOR PARTY	100.00	CAD	100.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04045	ELLESMERE CC-SUMR CA	7996	"Amusement Parks, Carnivals, Circuses, Fo"	admissions for camp participants
"PARKS, FORESTRY & RECREATION"	1567-147	07-27-2011	07-28-2011	FUNNELZ INDOOR PARTY	532.80	CAD	532.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04045	ELLESMERE CC-SUMR CA	7996	"Amusement Parks, Carnivals, Circuses, Fo"	special events equipment
"PARKS, FORESTRY & RECREATION"	1568-150	07-28-2011	07-29-2011	STAPLES STORE #266	56.44	CAD	56.44	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P06667	ELLESMERE-PGM SUPP	5943	"Office, School Supply, and Stationery St"	office supplies
					"1,312.34"	CAD	"1,312.34"	CAD							
"PARKS, FORESTRY & RECREATION"	1553-103	07-18-2011	07-19-2011	SHERIDAN NURSERIES SCA	36.11	CAD	36.11	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	refill bags
"PARKS, FORESTRY & RECREATION"	1555-127	07-18-2011	07-20-2011	RONA # 55140	54.19	CAD	54.19	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	beetle traps
					90.30	CAD	90.30	CAD							
"PARKS, FORESTRY & RECREATION"	1553-104	07-15-2011	07-19-2011	NAPA WILLOWDALE #143	19.07	CAD	19.07	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YD OPERN	5533	"Automotive Parts, Accessories Stores"	mini lamps
					19.07	CAD	19.07	CAD							
"PARKS, FORESTRY & RECREATION"	1533-115	07-05-2011	07-06-2011	VALLEYVIEW GARDENS HK	66.11	CAD	66.11	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	BM6 soil
"PARKS, FORESTRY & RECREATION"	1551-192	07-15-2011	07-18-2011	THE HOME DEPOT #7073	129.15	CAD	129.15	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	"1/2"" FEMALE"
"PARKS, FORESTRY & RECREATION"	1568-151	07-27-2011	07-29-2011	THE HOME DEPOT #7073	71.16	CAD	71.16	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	SHEP HOOK
					266.42	CAD	266.42	CAD							
"PARKS, FORESTRY & RECREATION"	1555-128	07-19-2011	07-20-2011	LOWES #02640*	50.09	CAD	50.09	CAD	2715	PAINT SUPPLIES	P00427	PRN-PKS CONSTRUCTN	5200	Home Supply Warehouse	340 G PREMIUM GLOSS BLACK
					50.09	CAD	50.09	CAD							
"PARKS, FORESTRY & RECREATION"	1547-200	07-12-2011	07-14-2011	WAL-MART # 3111	101.56	CAD	101.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02417	MOWAT POOL-PGM SUPP	5411	"Grocery Stores, Supermarkets"	fans
"PARKS, FORESTRY & RECREATION"	1561-181	07-21-2011	07-25-2011	WAL-MART # 3111	67.01	CAD	67.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02406	HERON PK POOL-PGM SU	5411	"Grocery Stores, Supermarkets"	"wall clock,ice packs"
					168.57	CAD	168.57	CAD							
"PARKS, FORESTRY & RECREATION"	1535-166	07-05-2011	07-07-2011	CDN TIRE STORE #00192	5.64	CAD	5.64	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P02463	DON MILLS C I-INSTRL	5200	Home Supply Warehouse	pool thermometers
"PARKS, FORESTRY & RECREATION"	1544-132	07-11-2011	07-13-2011	CDN TIRE STORE #00459	103.01	CAD	103.01	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P02573	BRDLANDS CC-LEISURE/	5200	Home Supply Warehouse	Fans for outdoor pool office
"PARKS, FORESTRY & RECREATION"	1544-133	07-11-2011	07-13-2011	CDN TIRE STORE #00459	-45.19	CAD	-45.19	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P02573	BRDLANDS CC-LEISURE/	5200	Home Supply Warehouse	Fans for outdoor pool office (ret'd for credit)
"PARKS, FORESTRY & RECREATION"	1557-162	07-19-2011	07-21-2011	WAL-MART # 3000	62.29	CAD	62.29	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P02489	VANIER SS-INSTRL-IND	5310	Discount Stores	Fans for outdoor pool office
"PARKS, FORESTRY & RECREATION"	1557-163	07-19-2011	07-21-2011	WAL-MART # 3000	14.64	CAD	14.64	CAD	2575	ELECTRICAL SUPPLIES	P02490	VICTORIA PK SS-INSTR	5310	Discount Stores	extension cords
					140.39	CAD	140.39	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1533-116	07-04-2011	07-06-2011	METRO TORONTO CONVENTI	120.86	CAD	120.86	CAD	4116	CATERING SERVICES	SE0017	EVENT ATTRACTION	4814	Telecommunication Service Including Loca	Catering services for Samsara Festival
					120.86	CAD	120.86	CAD							
"PARKS, FORESTRY & RECREATION"	1529-199	06-30-2011	07-04-2011	CDN TIRE STORE #00273	69.81	CAD	69.81	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5200	Home Supply Warehouse	plumbing supplies
"PARKS, FORESTRY & RECREATION"	1531-103	06-29-2011	07-05-2011	WOLSELEY CDA INC-HUDSO	258.25	CAD	258.25	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	1711	"Air Conditioning, Heating, and Plumbing"	"valves, bushings"
"PARKS, FORESTRY & RECREATION"	1551-193	07-14-2011	07-18-2011	NOBLE TRADE 52170	297.39	CAD	297.39	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5251	Hardware Stores	tank - plumbing supply
"PARKS, FORESTRY & RECREATION"	1553-105	07-15-2011	07-19-2011	CDN TIRE STORE #00654	67.82	CAD	67.82	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5200	Home Supply Warehouse	plumbing supplies
"PARKS, FORESTRY & RECREATION"	1555-129	07-18-2011	07-20-2011	NOBLE TRADE 52170	90.90	CAD	90.90	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5251	Hardware Stores	"Ball valve, couplings"
"PARKS, FORESTRY & RECREATION"	1558-143	07-20-2011	07-22-2011	CDN TIRE STORE #00654	10.85	CAD	10.85	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5200	Home Supply Warehouse	"3/16"" ss cotter - plumbing supply"
					795.02	CAD	795.02	CAD							
REVENUE SERVICES	1536-178	07-06-2011	07-08-2011	E. CRANE COMPUTING	247.80	CAD	250.00	USD	4474	COMPUTER SOFTWARE MAINT & SUPPORT SERVS	FS0195	REV SVCS - DIRS OFF	5734	Computer Software Stores	One year annual maintenace for PowerGen Profession
REVENUE SERVICES	1558-144	07-20-2011	07-22-2011	TORONTO OFFICE FURNITU	686.39	CAD	686.39	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FS0195	REV SVCS - DIRS OFF	5021	Office and Commercial Furniture	4-drawer laterial file cabinets
					934.19	CAD	686.39	CAD							
							250.00	USD							
TORONTO WATER	1565-122	07-27-2011	07-27-2011	REI*REEDCNSTDAT-CDN-NR	"1,158.36"	CAD	"1,158.36"	CAD	4414	ADVERTISING & PROMOTION	PW1016	WATER SUPPLY ADMIN	7399	Business Services - Not Elsewhere Classi	Posting of tender advertisement
					"1,158.36"	CAD	"1,158.36"	CAD							
LEGAL SERVICES	1529-200	06-30-2011	07-04-2011	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1529-201	06-30-2011	07-04-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1535-167	07-06-2011	07-07-2011	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1535-168	07-06-2011	07-07-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1536-179	07-07-2011	07-08-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1536-180	07-07-2011	07-08-2011	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1544-134	07-12-2011	07-13-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1549-158	07-14-2011	07-15-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1549-159	07-14-2011	07-15-2011	TERANET EXPRESS	10.50	CAD	10.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1549-160	07-14-2011	07-15-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1549-161	07-14-2011	07-15-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1553-106	07-18-2011	07-19-2011	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1553-107	07-18-2011	07-19-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1557-164	07-20-2011	07-21-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1557-165	07-20-2011	07-21-2011	TERANET EXPRESS	27.00	CAD	27.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1557-166	07-20-2011	07-21-2011	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1561-182	07-22-2011	07-25-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1561-183	07-22-2011	07-25-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1561-184	07-22-2011	07-25-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1561-185	07-22-2011	07-25-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1565-123	07-26-2011	07-27-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1565-124	07-26-2011	07-27-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1565-125	07-26-2011	07-27-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1565-126	07-26-2011	07-27-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1565-127	07-26-2011	07-27-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
					212.50	CAD	212.50	CAD							
"PARKS, FORESTRY & RECREATION"	1529-202	06-29-2011	07-04-2011	PARTY PACKAGERS (AJAX)	27.83	CAD	27.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06676	W ROUGE-PGM SUPP	5999	Miscellaneous and Specialty Retail Store	Camp supplies
"PARKS, FORESTRY & RECREATION"	1567-148	07-27-2011	07-28-2011	TORONTO ZOO-ADMISSIONS	132.75	CAD	132.75	CAD	4118	TICKETS AND ADMISSION FEES	P06676	W ROUGE-PGM SUPP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	admission
"PARKS, FORESTRY & RECREATION"	1568-152	07-27-2011	07-29-2011	WAL-MART #3186	131.63	CAD	131.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06676	W ROUGE-PGM SUPP	5411	"Grocery Stores, Supermarkets"	"Camp:WestRougeCC/SirO.M./TallPines:candy,soap etc"
					292.21	CAD	292.21	CAD							
"PARKS, FORESTRY & RECREATION"	1555-130	07-18-2011	07-20-2011	PAUL WOLF ELECTRIC   L	22.98	CAD	22.98	CAD	2575	ELECTRICAL SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5065	Electrical Parts and Equipment	switch cover
"PARKS, FORESTRY & RECREATION"	1563-110	07-22-2011	07-26-2011	PAUL WOLF ELECTRIC   L	38.65	CAD	38.65	CAD	2575	ELECTRICAL SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5065	Electrical Parts and Equipment	Ballast pulse kit
					61.63	CAD	61.63	CAD							
LEGAL SERVICES	1531-104	07-04-2011	07-05-2011	TERANET EXPRESS	38.00	CAD	38.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1531-105	07-04-2011	07-05-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1533-117	07-05-2011	07-06-2011	TERANET EXPRESS	28.00	CAD	28.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1533-118	07-05-2011	07-06-2011	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1533-119	07-05-2011	07-06-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1547-201	07-13-2011	07-14-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1551-194	07-15-2011	07-18-2011	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1551-195	07-15-2011	07-18-2011	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1555-131	07-19-2011	07-20-2011	TERANET EXPRESS	45.00	CAD	45.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1555-132	07-19-2011	07-20-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1555-133	07-19-2011	07-20-2011	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1557-167	07-20-2011	07-21-2011	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1557-168	07-20-2011	07-21-2011	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1558-145	07-21-2011	07-22-2011	TERANET EXPRESS	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1558-146	07-21-2011	07-22-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1558-147	07-21-2011	07-22-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1567-149	07-27-2011	07-28-2011	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1567-150	07-27-2011	07-28-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
					226.50	CAD	226.50	CAD							
SOLID WASTE MANAGEMENT	1547-202	07-12-2011	07-14-2011	CDN TIRE STORE #00654	75.63	CAD	75.63	CAD	2540	JANITORIAL SUPPLIES	SW0765	REUSE CENTRE	5200	Home Supply Warehouse	
SOLID WASTE MANAGEMENT	1568-153	07-27-2011	07-29-2011	CDN TIRE STORE #00654	38.96	CAD	38.96	CAD	2710	GENERAL HARDWARE	SW0765	REUSE CENTRE	5200	Home Supply Warehouse	
					114.59	CAD	114.59	CAD							
LONG TERM CARE HOMES	1544-135	07-11-2011	07-13-2011	CGNA	-28.00	CAD	-28.00	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3Z011	REGIONAL SVC-PGM ADM	8641	"Associations - Civic, Social, and Frater"	
					-28.00	CAD	-28.00	CAD							
"PARKS, FORESTRY & RECREATION"	1557-169	07-19-2011	07-21-2011	CDN TIRE STORE #00070	213.01	CAD	213.01	CAD	2710	GENERAL HARDWARE	P10549	Y-REC SUPER3-PGM SUP	5200	Home Supply Warehouse	"sprinklers,garden hoses etc"
"PARKS, FORESTRY & RECREATION"	1561-186	07-21-2011	07-25-2011	RONA # 55130	200.26	CAD	200.26	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P10549	Y-REC SUPER3-PGM SUP	5251	Hardware Stores	beach umbrellas for outdoor pool lifeguards
"PARKS, FORESTRY & RECREATION"	1561-187	07-21-2011	07-25-2011	CDN TIRE STORE #00182	45.19	CAD	45.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10549	Y-REC SUPER3-PGM SUP	5200	Home Supply Warehouse	water for outdoor events
					458.46	CAD	458.46	CAD							
FIRE SERVICES	1543-132	07-11-2011	07-12-2011	MSA CANADA INC	268.41	CAD	268.41	CAD	2665	PROTECTIVE CLOTHING	FR0019	ADM-QUARTRMSTR/STORE	7399	Business Services - Not Elsewhere Classi	HELMET LEATHER FRONTS
FIRE SERVICES	1553-108	07-18-2011	07-19-2011	MSA CANADA INC	373.06	CAD	373.06	CAD	2710	GENERAL HARDWARE	FR0019	ADM-QUARTRMSTR/STORE	7399	Business Services - Not Elsewhere Classi	"HARDWARE CLIPS, FRONT HOLDER SCREWS & SHIPPING"
					641.47	CAD	641.47	CAD							
"PARKS, FORESTRY & RECREATION"	1561-188	07-21-2011	07-25-2011	CDN TIRE STORE #00654	115.79	CAD	115.79	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5200	Home Supply Warehouse	Plumbing supplies
					115.79	CAD	115.79	CAD							
