Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Description	Merchant Type	Merchant type description	Purpose
"PARKS, FORESTRY & RECREATION"	1417-99	04-14-2011	04-15-2011	NOFRILLS VINCE'S #3930	33.32	CAD	33.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR GIRLS CLUB
"PARKS, FORESTRY & RECREATION"	1419-135	04-15-2011	04-18-2011	NOFRILLS VINCE'S #3930	55.14	CAD	55.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04637	BLACKSMITH PS-SUMR C	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	1424-99	04-20-2011	04-21-2011	NOFRILLS VINCE'S #3930	22.67	CAD	22.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR BOYS CLUB
"PARKS, FORESTRY & RECREATION"	1425-157	04-21-2011	04-25-2011	PRICE CHOPPER #7964QPS	9.75	CAD	9.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06049	DRIFTWOOD-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR BREAKFAST PROGRAM
"PARKS, FORESTRY & RECREATION"	1432-113	04-27-2011	04-28-2011	NOFRILLS VINCE'S #3930	68.34	CAD	68.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04637	BLACKSMITH PS-SUMR C	5411	"Grocery Stores, Supermarkets"	AFTERSCHOOL PROGRAM COOKING SUPPLIES
					"1,125.88"	CAD	"1,125.88"	CAD							
FIRE SERVICES	1398-81	04-04-2011	04-05-2011	NORTH YORK CHRYSLER JE	11.53	CAD	11.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0025	MECH MAINT-VEH MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	VEH INDICATOR DIP STICK
FIRE SERVICES	1406-132	04-06-2011	04-08-2011	WAL-MART SUPERCENTE	11.64	CAD	11.64	CAD	2710	GENERAL HARDWARE	FR0025	MECH MAINT-VEH MAINT	5310	Discount Stores	KEYS
FIRE SERVICES	1408-186	04-07-2011	04-11-2011	GRAND PRIX AUTO DETAIL	135.60	CAD	135.60	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	5521	Automobile and Truck Dealers - (Used Onl	DETAILED CAR #20344
FIRE SERVICES	1408-187	04-10-2011	04-11-2011	AUTO UPHOLSTERY CENTRE	265.55	CAD	265.55	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	INSTALL WINDSHIELD & MIRROR CAR #24074
FIRE SERVICES	1412-128	04-12-2011	04-13-2011	AUTHORIZED CENTURY REP	190.43	CAD	190.43	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	5533	"Automotive Parts, Accessories Stores"	REPAIR TWO SHOP BATTERY CHARGERS
FIRE SERVICES	1413-123	04-12-2011	04-14-2011	WAL-MART	4.66	CAD	4.66	CAD	2710	GENERAL HARDWARE	FR0025	MECH MAINT-VEH MAINT	5310	Discount Stores	KEYS
FIRE SERVICES	1413-124	04-12-2011	04-14-2011	WAL-MART SUPERCENTE	13.97	CAD	13.97	CAD	2710	GENERAL HARDWARE	FR0025	MECH MAINT-VEH MAINT	5310	Discount Stores	KEYS
FIRE SERVICES	1413-125	04-12-2011	04-14-2011	HARDICK SPRING SERVICE	166.39	CAD	166.39	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	MODIFY EXHAUST CAR #20361
FIRE SERVICES	1413-126	04-12-2011	04-14-2011	HARDICK SPRING SERVICE	166.39	CAD	166.39	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	MODIFY EXHAUST CAR #20363
FIRE SERVICES	1413-127	04-12-2011	04-14-2011	HARDICK SPRING SERVICE	54.56	CAD	54.56	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	EXHAUST PIPES MRU 20
FIRE SERVICES	1417-100	04-13-2011	04-15-2011	HARDICK SPRING SERVICE	518.39	CAD	518.39	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	MODIFY EXHAUST CAR #20317
FIRE SERVICES	1419-136	04-14-2011	04-18-2011	DON VALLEY NORTH TOYOT	57.58	CAD	57.58	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0025	MECH MAINT-VEH MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	TIRE VALVE
FIRE SERVICES	1419-137	04-15-2011	04-18-2011	HARDICK SPRING SERVICE	518.39	CAD	518.39	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	MODIFY EXHAUST CAR #20319
FIRE SERVICES	1419-138	04-15-2011	04-18-2011	HARDICK SPRING SERVICE	64.98	CAD	64.98	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	MODIFY EXHAUST CAR #30004
FIRE SERVICES	1420-112	04-18-2011	04-19-2011	AUTO UPHOLSTERY CENTRE	259.90	CAD	259.90	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	WINDSHIELD FOR 1939 ANTIQUE PUMPER
FIRE SERVICES	1423-122	04-18-2011	04-20-2011	GRAND PRIX AUTO DETAIL	135.60	CAD	135.60	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	5521	Automobile and Truck Dealers - (Used Onl	DETAILED CAR #20342
FIRE SERVICES	1424-100	04-19-2011	04-21-2011	DON VALLEY NORTH TOYOT	70.74	CAD	70.74	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0025	MECH MAINT-VEH MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	TIRE VALVE & KIT VEHICLE #20343
FIRE SERVICES	1425-158	04-21-2011	04-25-2011	THE HOME DEPOT #7011	187.47	CAD	187.47	CAD	2710	GENERAL HARDWARE	FR0025	MECH MAINT-VEH MAINT	5200	Home Supply Warehouse	KLB-WRIST KEY
FIRE SERVICES	1425-159	04-21-2011	04-25-2011	HARDICK SPRING SERVICE	549.84	CAD	549.84	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	MODIFY EXHAUST CAR #24079
FIRE SERVICES	1431-66	04-25-2011	04-27-2011	HARDICK SPRING SERVICE	518.39	CAD	518.39	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7538	Automotive Service Shops	MODIFY EXHAUST CAR #20320
					"3,902.00"	CAD	"3,902.00"	CAD							
EMERGENCY MEDICAL SERVICES	1400-113	04-05-2011	04-06-2011	LESLIE EMERGENCY VEHIC	336.29	CAD	336.29	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	B41100	MAINTENANCE OF FLEET	7538	Automotive Service Shops	LIGHT REPAIRS UNIT 954
EMERGENCY MEDICAL SERVICES	1412-129	04-11-2011	04-13-2011	KING CITY TRAILERS   T	45.20	CAD	45.20	CAD	2130	PARTS - MOBILE EQUIPMENT	B41100	MAINTENANCE OF FLEET	5533	"Automotive Parts, Accessories Stores"	E-TRACK FOR NEW EXPLORER 11-103
EMERGENCY MEDICAL SERVICES	1413-128	04-06-2011	04-14-2011	WOLSELEY CDA INC-HUDSO	44.62	CAD	44.62	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	B41000	OP & MAINT OF GARAGE	1711	"Air Conditioning, Heating, and Plumbing"	PARS FOR SHOP HOIST REPAIR
EMERGENCY MEDICAL SERVICES	1423-123	04-18-2011	04-20-2011	ACKLANDS-GRAINGER INC	126.67	CAD	126.67	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B41000	OP & MAINT OF GARAGE	5085	Industrial Supplies Not Elsewhere Classi	SHOP AIRLINE SUPPLIES
EMERGENCY MEDICAL SERVICES	1423-124	04-18-2011	04-20-2011	CDN TIRE STORE #00485	28.24	CAD	28.24	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B41000	OP & MAINT OF GARAGE	5200	Home Supply Warehouse	TARP FOR 928
					581.02	CAD	581.02	CAD							
"PARKS, FORESTRY & RECREATION"	1406-133	04-06-2011	04-08-2011	THE HOME DEPOT #7012	70.30	CAD	70.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	GYPSUM BRD
"PARKS, FORESTRY & RECREATION"	1412-130	04-11-2011	04-13-2011	THE HOME DEPOT #7012	157.02	CAD	157.02	CAD	2715	PAINT SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	ROLLR CAGE
"PARKS, FORESTRY & RECREATION"	1413-129	04-12-2011	04-14-2011	THE HOME DEPOT #7012	107.86	CAD	107.86	CAD	2715	PAINT SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	PPUI SEMI
"PARKS, FORESTRY & RECREATION"	1417-101	04-13-2011	04-15-2011	THE HOME DEPOT #7012	79.03	CAD	79.03	CAD	2715	PAINT SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	GREEN TAPE
"PARKS, FORESTRY & RECREATION"	1419-139	04-14-2011	04-18-2011	THE HOME DEPOT #7012	76.34	CAD	76.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	INT H-G UPW
"PARKS, FORESTRY & RECREATION"	1420-113	04-18-2011	04-19-2011	ACKLANDS-GRAINGER INC	97.80	CAD	97.80	CAD	2710	GENERAL HARDWARE	P00271	E-SOUTH1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"various plugs,joiners,couplers"
"PARKS, FORESTRY & RECREATION"	1423-125	04-19-2011	04-20-2011	STAPLES STORE #159	26.36	CAD	26.36	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5943	"Office, School Supply, and Stationery St"	wall sign holders
"PARKS, FORESTRY & RECREATION"	1435-127	04-27-2011	04-29-2011	THE HOME DEPOT #7012	40.84	CAD	40.84	CAD	2715	PAINT SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	Environ. Fee
					655.55	CAD	655.55	CAD							
LONG TERM CARE HOMES	1413-130	04-13-2011	04-14-2011	FUTURE SHOP #71	434.97	CAD	434.97	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D1A010	HEAD OFF-EXEC OFF-PA	5732	Electronic Sales	
					434.97	CAD	434.97	CAD							
"PARKS, FORESTRY & RECREATION"	1396-138	03-31-2011	04-04-2011	CDN TIRE STORE #00119	81.55	CAD	81.55	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P03053	CHRIS TONKS-OPS	5200	Home Supply Warehouse	"HEATER, MAILBOX, FUSES"
"PARKS, FORESTRY & RECREATION"	1398-82	04-01-2011	04-05-2011	CDN TIRE STORE #00119	111.82	CAD	111.82	CAD	3080	M & E - HAND TOOLS	P12555	Y-REC SUPER4-PGM SUP	5200	Home Supply Warehouse	"EXTENSION CORD, DRILL"
"PARKS, FORESTRY & RECREATION"	1408-188	04-05-2011	04-11-2011	ROY TURK INDUSTRIAL SA	133.63	CAD	133.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P03030	DOWNVIEW ARENA-OPS	5085	Industrial Supplies Not Elsewhere Classi	RUBBER BELTS
"PARKS, FORESTRY & RECREATION"	1408-189	04-05-2011	04-11-2011	ROY TURK INDUSTRIAL SA	67.30	CAD	67.30	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P08592	MEMORIAL-SPEC EVNTS	5085	Industrial Supplies Not Elsewhere Classi	RUBBER BELTS
"PARKS, FORESTRY & RECREATION"	1408-190	04-08-2011	04-11-2011	LAKESHORE LUMBER	741.18	CAD	741.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P08592	MEMORIAL-SPEC EVNTS	5251	Hardware Stores	BUILDING MATERIALS
"PARKS, FORESTRY & RECREATION"	1408-191	04-08-2011	04-11-2011	LAKESHORE LUMBER	96.35	CAD	96.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P08592	MEMORIAL-SPEC EVNTS	5251	Hardware Stores	BUILDING MATERIALS
"PARKS, FORESTRY & RECREATION"	1413-131	04-12-2011	04-14-2011	CDN TIRE STORE #00171	15.48	CAD	15.48	CAD	2710	GENERAL HARDWARE	P08592	MEMORIAL-SPEC EVNTS	5200	Home Supply Warehouse	CHAIN
"PARKS, FORESTRY & RECREATION"	1425-160	04-21-2011	04-25-2011	OMNIFLEX HOSE   EQUIPM	237.30	CAD	237.30	CAD	2535	PLUMBING SUPPLIES	P12555	Y-REC SUPER4-PGM SUP	5085	Industrial Supplies Not Elsewhere Classi	DISCHARGE HOSE
"PARKS, FORESTRY & RECREATION"	1435-128	04-27-2011	04-29-2011	D   G VACUUM REPAIR SE	496.85	CAD	496.85	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P07695	AMESBRY CMX-MP-OPS	7699	Miscellaneous Repair Shops and Related S	FLOOR SCRUBBER PARTS
					"1,981.46"	CAD	"1,981.46"	CAD							
PUBLIC HEALTH	1393-146	03-31-2011	04-01-2011	BOOKS FOR BUSINESS QPS	40.00	CAD	40.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH4031	INFECTION CONTROL-N	5942	Book Stores	"Book, Innovative Intelligence"
PUBLIC HEALTH	1412-131	04-12-2011	04-13-2011	FISHER'S REGALIA	268.25	CAD	268.25	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PH4031	INFECTION CONTROL-N	5699	Accessory  and Apparel Stores - Miscella	"ID Holder for Badges, 9 ea"
					308.25	CAD	308.25	CAD							
"PARKS, FORESTRY & RECREATION"	1396-139	03-31-2011	04-04-2011	THE HOME DEPOT #7013	140.55	CAD	140.55	CAD	2715	PAINT SUPPLIES	P00530	S-WEST 1-PGM SUPP	5200	Home Supply Warehouse	1/2 BLK COUP
"PARKS, FORESTRY & RECREATION"	1408-192	04-07-2011	04-11-2011	TIMM ENTERPRISES LTD.	688.80	CAD	688.80	CAD	3080	M & E - HAND TOOLS	P00530	S-WEST 1-PGM SUPP	5046	Commercial Equipment Not Elsewhere Class	shears
"PARKS, FORESTRY & RECREATION"	1417-102	04-13-2011	04-15-2011	CDN TIRE STORE #00182	105.35	CAD	105.35	CAD	2710	GENERAL HARDWARE	P00530	S-WEST 1-PGM SUPP	5200	Home Supply Warehouse	tarps and hardware
"PARKS, FORESTRY & RECREATION"	1419-140	04-16-2011	04-18-2011	ONTARIO GLOVE SAFETY	93.56	CAD	93.56	CAD	2665	PROTECTIVE CLOTHING	P00530	S-WEST 1-PGM SUPP	5085	Industrial Supplies Not Elsewhere Classi	gardeners gloves
"PARKS, FORESTRY & RECREATION"	1424-101	04-19-2011	04-21-2011	CDN TIRE STORE #00242	273.35	CAD	273.35	CAD	3080	M & E - HAND TOOLS	P00530	S-WEST 1-PGM SUPP	5200	Home Supply Warehouse	socket set
					"1,301.61"	CAD	"1,301.61"	CAD							
TORONTO WATER	1396-140	03-31-2011	04-04-2011	BEST BUY #956	361.57	CAD	361.57	CAD	2650	COMPUTER AND PRINTER SUPPLIES	PW1042	ISLAND SERVICES WA4	5732	Electronic Sales	Wall mount bracket and cables for monitor
TORONTO WATER	1423-126	04-19-2011	04-20-2011	STAPLES/BUSINESS DEPOT	620.33	CAD	620.33	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PW1012	ISLAND ADMINISTRATIO	5943	"Office, School Supply, and Stationery St"	Office supplies
TORONTO WATER	1432-114	04-26-2011	04-28-2011	INTERIOR CO-ORDINATORS	83.62	CAD	83.62	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1042	ISLAND SERVICES WA4	7399	Business Services - Not Elsewhere Classi	Machinery and equipment parts
					"1,065.52"	CAD	"1,065.52"	CAD							
"PARKS, FORESTRY & RECREATION"	1404-148	04-05-2011	04-07-2011	THE HOME DEPOT #7073	25.73	CAD	25.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	ULTRAGRIP
"PARKS, FORESTRY & RECREATION"	1408-193	04-05-2011	04-11-2011	CENTURY BUILDERS HARDW	297.88	CAD	297.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5072	Hardware Equipment and Supplies	overcharge cmpy reversing
"PARKS, FORESTRY & RECREATION"	1408-194	04-08-2011	04-11-2011	IMPERIAL HME HDWE 1401	24.83	CAD	24.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5251	Hardware Stores	"building supplies:screws,nails,adhesive"
"PARKS, FORESTRY & RECREATION"	1420-114	04-18-2011	04-19-2011	CENTURY BUILDERS HARDW	503.98	CAD	503.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5072	Hardware Equipment and Supplies	door hardware
"PARKS, FORESTRY & RECREATION"	1432-115	04-20-2011	04-28-2011	WOLSELEY CDA INC-HUDSO	131.17	CAD	131.17	CAD	2535	PLUMBING SUPPLIES	P07697	CUMMER COMPLEX-OPERA	1711	"Air Conditioning, Heating, and Plumbing"	"plumbing supplies:delta fittings,tubes"
					983.59	CAD	983.59	CAD							
EMERGENCY MEDICAL SERVICES	1393-147	03-31-2011	04-01-2011	INTL CRITICAL INCIDENT	49.39	CAD	49.50	USD	4760	MEMBERSHIP FEES	B00001	EMS PROG DEVLP LEAD	8699	"Organizations, Membership - Not Elsewher"	INT'L CRITICAL INCIDENT STRESS FOUNDATION-MEM FEE
EMERGENCY MEDICAL SERVICES	1398-83	04-03-2011	04-05-2011	PPL SUNNYBROOK HEALTH	19.26	CAD	19.26	CAD	4770	PARKING EXPENSES (INTOWN)	B00001	EMS PROG DEVLP LEAD	7523	Automobile Parking Lots and Garages	PARKING
EMERGENCY MEDICAL SERVICES	1404-149	04-05-2011	04-07-2011	PPL SUNNYBROOK HEALTH	15.46	CAD	15.46	CAD	4770	PARKING EXPENSES (INTOWN)	B00001	EMS PROG DEVLP LEAD	7523	Automobile Parking Lots and Garages	PARKING
					84.11	CAD	34.72	CAD							
							49.50	USD							
PUBLIC HEALTH	1393-148	03-31-2011	04-01-2011	CATHOLIC FAMILY SERVIC	50.00	CAD	50.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	7392	"Consulting, Management, and Public Relat"	A11-140
PUBLIC HEALTH	1396-141	04-03-2011	04-04-2011	AMAZON.CA	32.50	CAD	32.50	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	4816	Computer Network/Information Services	A11-098
PUBLIC HEALTH	1396-142	04-03-2011	04-04-2011	AMAZON.CA	50.65	CAD	50.65	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	4816	Computer Network/Information Services	A11-145
PUBLIC HEALTH	1396-143	04-03-2011	04-04-2011	"INDIGO BOOKS   MUSIC,"	39.01	CAD	39.01	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-133
PUBLIC HEALTH	1406-134	04-07-2011	04-08-2011	"INDIGO BOOKS   MUSIC,"	31.27	CAD	31.27	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-148
PUBLIC HEALTH	1408-195	04-08-2011	04-11-2011	REI LEXISNEXIS CANADA	136.50	CAD	136.50	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5942	Book Stores	a11-144
PUBLIC HEALTH	1408-196	04-08-2011	04-11-2011	REI LEXISNEXIS CANADA	73.50	CAD	73.50	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5942	Book Stores	A11-144
PUBLIC HEALTH	1410-89	04-11-2011	04-12-2011	JOHN WILEY   SONS PUBL	80.09	CAD	81.50	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5965	Direct Marketing - Combination Catalog a	A11-147
PUBLIC HEALTH	1412-132	04-12-2011	04-13-2011	AMAZON.CA	69.25	CAD	69.25	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	4816	Computer Network/Information Services	A11-088
PUBLIC HEALTH	1412-133	04-12-2011	04-13-2011	"INDIGO BOOKS   MUSIC,"	-12.88	CAD	-12.88	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	REFUND
PUBLIC HEALTH	1419-141	04-17-2011	04-18-2011	"INDIGO BOOKS   MUSIC,"	58.36	CAD	58.36	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-151
PUBLIC HEALTH	1419-142	04-17-2011	04-18-2011	"INDIGO BOOKS   MUSIC,"	65.78	CAD	65.78	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-58
PUBLIC HEALTH	1420-115	04-18-2011	04-19-2011	BATES PROJECT MANAGEME	269.48	CAD	269.48	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5099	Durable Goods Not Elsewhere Classified	A11-152
PUBLIC HEALTH	1420-116	04-18-2011	04-19-2011	"INDIGO BOOKS   MUSIC,"	65.84	CAD	65.84	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-139
PUBLIC HEALTH	1423-127	04-18-2011	04-20-2011	NJMHS LIBRARY	10.00	CAD	10.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	8220	"Colleges, Universities, Professional Sch"	A11-150
PUBLIC HEALTH	1423-128	04-19-2011	04-20-2011	"INDIGO BOOKS   MUSIC,"	35.61	CAD	35.61	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-110
PUBLIC HEALTH	1435-129	04-28-2011	04-29-2011	ALIBRIS	72.33	CAD	72.33	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5942	Book Stores	A11-166
					"1,127.29"	CAD	"1,047.20"	CAD							
							81.50	USD							
TRANPORTATION 	1419-143	04-15-2011	04-18-2011	THE HOME DEPOT #7001	16.34	CAD	16.34	CAD	3099	GENERAL EQUIPMENT	TP0219	RW MGMT & OVERHEAD-D	5200	Home Supply Warehouse	"ARR 5/16""STA"
					16.34	CAD	16.34	CAD							
TORONTO ENVIRONMENT OFFICE	1425-161	04-21-2011	04-25-2011	STORWELL SELF STORAGE	362.05	CAD	362.05	CAD	4590	RENTAL - OTHER	WE0702	LIVE GREEN-MARKETING	4225	"Public Warehousing - Farm Products, Refr"	Storage Unit Rental
					362.05	CAD	362.05	CAD							
"PARKS, FORESTRY & RECREATION"	1410-90	04-09-2011	04-12-2011	CDN TIRE STORE #00209	26.60	CAD	26.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P10954	BIRCHMOUNT-OPS	5200	Home Supply Warehouse	50lb & 175lb ties
"PARKS, FORESTRY & RECREATION"	1410-91	04-11-2011	04-12-2011	G.K. CHEMICAL SPECIALT	345.52	CAD	345.52	CAD	2570	JANITORIAL SUPPLIES	P10954	BIRCHMOUNT-OPS	5169	Chemicals and Allied Products Not Elsewh	"hand soap,urinal screen,paper towels"
"PARKS, FORESTRY & RECREATION"	1413-132	04-12-2011	04-14-2011	CDN TIRE STORE #00209	13.51	CAD	13.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P10954	BIRCHMOUNT-OPS	5200	Home Supply Warehouse	double sided key copied
"PARKS, FORESTRY & RECREATION"	1419-144	04-14-2011	04-18-2011	RONA # 55140	20.10	CAD	20.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	building supplies:screws
					405.73	CAD	405.73	CAD							
LEGAL SERVICES	1400-114	04-05-2011	04-06-2011	TERANET EXPRESS	22.50	CAD	22.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1400-115	04-05-2011	04-06-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1400-116	04-05-2011	04-06-2011	TERANET EXPRESS	28.50	CAD	28.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1400-117	04-05-2011	04-06-2011	TERANET EXPRESS	6.50	CAD	6.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1400-118	04-05-2011	04-06-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1400-119	04-05-2011	04-06-2011	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1404-150	04-06-2011	04-07-2011	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1404-151	04-06-2011	04-07-2011	TERANET EXPRESS	77.00	CAD	77.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1406-135	04-07-2011	04-08-2011	TERANET EXPRESS	122.00	CAD	122.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1406-136	04-07-2011	04-08-2011	TERANET EXPRESS	24.00	CAD	24.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
