Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Discriprion	Merchant Type	Merchant type description	Purpose
PUBLIC HEALTH	1373-155	03-15-2011	03-17-2011	U OF WATERLOO-FINANCE	10.00	CAD	10.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5942	Book Stores	BOOK ORDER A11-125
PUBLIC HEALTH	1373-156	03-16-2011	03-17-2011	AMAZON *MARKETPLCE CA	18.88	CAD	18.88	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	4816	Computer Network/Information Services	A11-111
PUBLIC HEALTH	1373-157	03-16-2011	03-17-2011	AMAZON *MARKETPLCE CA	46.49	CAD	46.49	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	4816	Computer Network/Information Services	A11-102
PUBLIC HEALTH	1375-156	03-17-2011	03-18-2011	CANADIAN PAEDIATRIC SO	426.52	CAD	426.52	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	8699	"Organizations, Membership - Not Elsewher"	A11-112
PUBLIC HEALTH	1377-194	03-18-2011	03-21-2011	"INDIGO BOOKS   MUSIC,"	50.92	CAD	50.92	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-119 & A11-120
PUBLIC HEALTH	1377-195	03-19-2011	03-21-2011	"INDIGO BOOKS   MUSIC,"	12.37	CAD	12.37	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-103
PUBLIC HEALTH	1377-196	03-19-2011	03-21-2011	"INDIGO BOOKS   MUSIC,"	21.60	CAD	21.60	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-099
PUBLIC HEALTH	1377-197	03-19-2011	03-21-2011	"INDIGO BOOKS   MUSIC,"	56.63	CAD	56.63	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-104
PUBLIC HEALTH	1377-198	03-19-2011	03-21-2011	"INDIGO BOOKS   MUSIC,"	66.36	CAD	66.36	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-097
PUBLIC HEALTH	1377-199	03-20-2011	03-21-2011	"INDIGO BOOKS   MUSIC,"	37.90	CAD	37.90	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-113
PUBLIC HEALTH	1377-200	03-20-2011	03-21-2011	"INDIGO BOOKS   MUSIC,"	103.25	CAD	103.25	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-115
PUBLIC HEALTH	1381-118	03-23-2011	03-23-2011	HIGHWIRE STANFORD UNIV	15.08	CAD	15.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	8220	"Colleges, Universities, Professional Sch"	A11-121
PUBLIC HEALTH	1383-90	03-23-2011	03-24-2011	CARSWELL	50.06	CAD	50.06	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	7338	"Quick Copy, Reproduction, and Blueprinti"	A11-117 & A11-118
PUBLIC HEALTH	1384-94	03-23-2011	03-25-2011	PAYPAL *VHAHOMEHEAL	130.00	CAD	130.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	8999	Professional Services - Not Elsewhere Cl	A11-132
PUBLIC HEALTH	1386-137	03-25-2011	03-28-2011	AMAZON.CA	45.58	CAD	45.58	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	4816	Computer Network/Information Services	A11-123
PUBLIC HEALTH	1386-138	03-25-2011	03-28-2011	"INDIGO BOOKS   MUSIC,"	77.51	CAD	77.51	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-128 & A11-129
PUBLIC HEALTH	1388-117	03-28-2011	03-29-2011	"INDIGO BOOKS   MUSIC,"	81.80	CAD	81.80	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-116
PUBLIC HEALTH	1390-111	03-29-2011	03-30-2011	"INDIGO BOOKS   MUSIC,"	41.39	CAD	41.39	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-134 & A11-135
PUBLIC HEALTH	1390-112	03-29-2011	03-30-2011	"INDIGO BOOKS   MUSIC,"	36.17	CAD	36.17	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-131
PUBLIC HEALTH	1390-113	03-29-2011	03-30-2011	"INDIGO BOOKS   MUSIC,"	92.02	CAD	92.02	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-130
PUBLIC HEALTH	1390-114	03-29-2011	03-30-2011	PLANNED PARENTHOOD OF	183.58	CAD	183.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	8099	"Health Practitioners, Medical Services -"	A11-126 & A11-127
PUBLIC HEALTH	1392-137	03-30-2011	03-31-2011	"INDIGO BOOKS   MUSIC,"	33.42	CAD	33.42	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-141
PUBLIC HEALTH	1392-138	03-30-2011	03-31-2011	"INDIGO BOOKS   MUSIC,"	42.03	CAD	42.03	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBL HLTH LIBRARIES	5399	Miscellaneous General Merchandise	A11-136 & A11-137 & A11-138
					"2,642.35"	CAD	"2,269.65"	CAD							
							376.69	USD							
TRANSPORTATION SERVICES 	1354-208	03-03-2011	03-07-2011	ABILITY METALS AND MAC	203.40	CAD	203.40	CAD	2552	BRIDGE MATERIALS	TP0380	RW BRIDGE MTCE-D4	5051	Metal Service Centers and Offices	
TRANSPORTATION SERVICES 	1354-209	03-03-2011	03-07-2011	BRAFASCO / SCARBOROUGH	166.88	CAD	166.88	CAD	2552	BRIDGE MATERIALS	TP0380	RW BRIDGE MTCE-D4	5085	Industrial Supplies Not Elsewhere Classi	
TRANSPORTATION SERVICES 	1361-129	03-08-2011	03-09-2011	ACKLANDS-GRAINGER INC	138.85	CAD	138.85	CAD	2552	BRIDGE MATERIALS	TP0380	RW BRIDGE MTCE-D4	5085	Industrial Supplies Not Elsewhere Classi	
					509.13	CAD	509.13	CAD							
TORONTO ENVIRONMENT OFFICE	1361-130	03-05-2011	03-09-2011	DIRECT ENERGY CENTRE	395.50	CAD	395.50	CAD	4813	INTERNET	WE0702	LIVE GREEN-MARKETING	9399	Government Services - Not Elsewhere Clas	Internet Services for Canada Blooms
TORONTO ENVIRONMENT OFFICE	1377-201	03-19-2011	03-21-2011	WAL-MART SUPERCENTE	59.44	CAD	59.44	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	WE0702	LIVE GREEN-MARKETING	5310	Discount Stores	Packing Supplies for Canada Blooms
TORONTO ENVIRONMENT OFFICE	1386-139	03-24-2011	03-28-2011	STORWELL SELF STORAGE	362.05	CAD	362.05	CAD	4590	RENTAL - OTHER	WE0702	LIVE GREEN-MARKETING	4225	"Public Warehousing - Farm Products, Refr"	Storwell Self Storage
					816.99	CAD	816.99	CAD							
"PARKS, FORESTRY & RECREATION"	1390-115	03-29-2011	03-30-2011	LOWES #02633*	206.94	CAD	206.94	CAD	2551	ROAD MATERIALS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	HI-PERFORMANCE PAVEMNT REPAIR 50#
"PARKS, FORESTRY & RECREATION"	1392-139	03-30-2011	03-31-2011	LOWES #02633*	126.25	CAD	126.25	CAD	2551	ROAD MATERIALS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	30KG CONCRETE MIX QUIKRETE
					333.19	CAD	333.19	CAD							
LEGAL SERVICES	1346-113	02-28-2011	03-01-2011	TERANET TORONTO ROSCO	11.50	CAD	11.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1346-114	02-28-2011	03-01-2011	TERANET TORONTO ROSCO	68.00	CAD	68.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1349-127	03-02-2011	03-03-2011	TERANET TORONTO ROSCO	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1349-128	03-02-2011	03-03-2011	TERANET TORONTO ROSCO	45.00	CAD	45.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1349-129	03-02-2011	03-03-2011	TERANET TORONTO ROSCO	54.00	CAD	54.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1354-210	03-04-2011	03-07-2011	TERANET TORONTO ROSCO	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1354-211	03-04-2011	03-07-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1354-212	03-04-2011	03-07-2011	TERANET TORONTO ROSCO	7.00	CAD	7.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-123	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-124	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	61.00	CAD	61.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-125	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-126	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-127	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-128	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-129	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-130	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-131	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1369-132	03-14-2011	03-15-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1373-158	03-16-2011	03-17-2011	TERANET TORONTO ROSCO	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1373-159	03-16-2011	03-17-2011	TERANET TORONTO ROSCO	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1373-160	03-16-2011	03-17-2011	TERANET TORONTO ROSCO	7.00	CAD	7.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1373-161	03-16-2011	03-17-2011	TERANET TORONTO ROSCO	77.00	CAD	77.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1373-162	03-16-2011	03-17-2011	TERANET TORONTO ROSCO	31.50	CAD	31.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1377-202	03-18-2011	03-21-2011	TERANET TORONTO ROSCO	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1377-203	03-18-2011	03-21-2011	TERANET TORONTO ROSCO	29.00	CAD	29.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1392-140	03-30-2011	03-31-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1392-141	03-30-2011	03-31-2011	TERANET EXPRESS	24.00	CAD	24.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
LEGAL SERVICES	1392-142	03-30-2011	03-31-2011	TERANET EXPRESS	41.00	CAD	41.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	9222	Fines	
					572.50	CAD	572.50	CAD							
TORONTO WATER	1351-124	03-02-2011	03-04-2011	PRECISE PARKLINK   QPS	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	PW1008	RL CLARK ADMIN	7523	Automobile Parking Lots and Garages	Parking
TORONTO WATER	1351-125	03-03-2011	03-04-2011	TORONTO PARKING AUTHOR	4.00	CAD	4.00	CAD	4770	PARKING EXPENSES (INTOWN)	PW1008	RL CLARK ADMIN	7523	Automobile Parking Lots and Garages	Parking
TORONTO WATER	1354-213	03-03-2011	03-07-2011	PRECISE PARKLINK   QPS	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	PW1008	RL CLARK ADMIN	7523	Automobile Parking Lots and Garages	Parking
TORONTO WATER	1367-223	03-10-2011	03-14-2011	PRECISE PARKLINK   QPS	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	PW1008	RL CLARK ADMIN	7523	Automobile Parking Lots and Garages	Parking
TORONTO WATER	1377-204	03-18-2011	03-21-2011	BEHRENDS BRONZE	229.39	CAD	229.39	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	PW1008	RL CLARK ADMIN	7333	"Commercial Art, Graphics, Photography"	Name plates
TORONTO WATER	1383-91	03-22-2011	03-24-2011	PRECISE PARKLINK-MONET	6.00	CAD	6.00	CAD	4770	PARKING EXPENSES (INTOWN)	PW1008	RL CLARK ADMIN	7523	Automobile Parking Lots and Garages	Parking
TORONTO WATER	1386-140	03-24-2011	03-28-2011	PRECISE PARKLINK-MONET	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	PW1008	RL CLARK ADMIN	7523	Automobile Parking Lots and Garages	Parking
					300.39	CAD	300.39	CAD							
"PARKS, FORESTRY & RECREATION"	1348-139	02-28-2011	03-02-2011	GRAPHIC COMMERCE LTD	650.88	CAD	650.88	CAD	2792	"BANNERS, FLAGS & SIGNS"	P07685	SCAR VILLAGE-OPERATI	7333	"Commercial Art, Graphics, Photography"	
"PARKS, FORESTRY & RECREATION"	1351-126	03-02-2011	03-04-2011	THE HOME DEPOT #7001	18.02	CAD	18.02	CAD	2710	GENERAL HARDWARE	P00483	S-WEST 2-PKS EQP MNT	5200	Home Supply Warehouse	4PC TIE DOWN
"PARKS, FORESTRY & RECREATION"	1351-127	03-02-2011	03-04-2011	GRAPHIC COMMERCE LTD	142.95	CAD	142.95	CAD	2710	GENERAL HARDWARE	P13306	SIGN SHOP-BOOTH YARD	7333	"Commercial Art, Graphics, Photography"	HARDWARE- WASHERS
"PARKS, FORESTRY & RECREATION"	1354-214	03-03-2011	03-07-2011	CDN TIRE STORE #00654	522.87	CAD	522.87	CAD	3080	M & E - HAND TOOLS	P00483	S-WEST 2-PKS EQP MNT	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1361-131	03-07-2011	03-09-2011	WURTH CANADA LIMITED/L	112.31	CAD	112.31	CAD	2710	GENERAL HARDWARE	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS-HARDWARE
"PARKS, FORESTRY & RECREATION"	1361-132	03-07-2011	03-09-2011	WURTH CANADA LIMITED/L	237.29	CAD	237.29	CAD	2710	GENERAL HARDWARE	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS-HARDWARE
"PARKS, FORESTRY & RECREATION"	1361-133	03-07-2011	03-09-2011	WURTH CANADA LIMITED/L	551.41	CAD	551.41	CAD	2710	GENERAL HARDWARE	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS-HARDWARE
"PARKS, FORESTRY & RECREATION"	1363-125	03-09-2011	03-10-2011	PRINCESS AUTO	214.69	CAD	214.69	CAD	3080	M & E - HAND TOOLS	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	"14"" METAL CUT OFF SAW"
"PARKS, FORESTRY & RECREATION"	1367-224	03-11-2011	03-14-2011	METAL SUPERMARKETS (NO	20.50	CAD	20.50	CAD	2532	STEEL	P00483	S-WEST 2-PKS EQP MNT	5051	Metal Service Centers and Offices	METAL FOR FABRICATION
"PARKS, FORESTRY & RECREATION"	1373-163	03-16-2011	03-17-2011	THE XTERMINATOR	237.30	CAD	237.30	CAD	4417	PEST CONTROL	P00483	S-WEST 2-PKS EQP MNT	7342	Exterminating and Disinfecting Services	PEST CONTROL TREATMENT
					"2,708.22"	CAD	"2,708.22"	CAD							
TRANSPORTATION SERVICES 	1354-215	03-04-2011	03-07-2011	ACKLANDS-GRAINGER INC	110.45	CAD	110.45	CAD	2665	PROTECTIVE CLOTHING	TP0219	RW MGMT & OVERHEAD-D	5085	Industrial Supplies Not Elsewhere Classi	
					110.45	CAD	110.45	CAD							
"PARKS, FORESTRY & RECREATION"	1354-216	03-03-2011	03-07-2011	ANGELO'S ELECTRIC LTD	268.60	CAD	268.60	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	
"PARKS, FORESTRY & RECREATION"	1356-121	03-07-2011	03-08-2011	CENTENNIAL PLUMBING SU	552.57	CAD	552.57	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1361-134	03-04-2011	03-09-2011	WOLSELEY CDA INC-HUDSO	419.57	CAD	419.57	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1361-135	03-01-2011	03-09-2011	WOLSELEY CDA INC-HUDSO	764.11	CAD	764.11	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1361-136	03-02-2011	03-09-2011	WOLSELEY CDA INC-HUDSO	500.74	CAD	500.74	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1371-136	03-10-2011	03-16-2011	WOLSELEY CDA INC-HUDSO	151.56	CAD	151.56	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1373-164	03-16-2011	03-17-2011	CENTENNIAL PLUMBING SU	197.75	CAD	197.75	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1379-108	03-18-2011	03-22-2011	WOLSELEY CDA INC-HUDSO	266.00	CAD	266.00	CAD	2535	PLUMBING SUPPLIES	P03035	CARNEGIE-CEN-OPERNS	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1383-92	03-22-2011	03-24-2011	THE HOME DEPOT #7078	76.81	CAD	76.81	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	TOOL BOX
"PARKS, FORESTRY & RECREATION"	1386-141	03-24-2011	03-28-2011	THE HOME DEPOT #7129	70.85	CAD	70.85	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	MSC RNTL FEE
"PARKS, FORESTRY & RECREATION"	1386-142	03-25-2011	03-28-2011	CENTENNIAL PLUMBING SU	279.39	CAD	279.39	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1390-116	03-29-2011	03-30-2011	WOLSELEY CDA INC-HUDSO	258.74	CAD	258.74	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1390-117	03-29-2011	03-30-2011	WOLSELEY CDA INC-HUDSO	186.79	CAD	186.79	CAD	2535	PLUMBING SUPPLIES	P07697	CUMMER COMPLEX-OPERA	1711	"Air Conditioning, Heating, and Plumbing"	
					"3,993.48"	CAD	"3,993.48"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1346-115	02-28-2011	03-01-2011	LOBLAWS #1010	68.11	CAD	68.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food supplies
ECONOMIC DEVELOPMENT & CULTURE	1356-122	03-04-2011	03-08-2011	AMBROSIA THORNHILL INC	53.96	CAD	53.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	flour and suguar
ECONOMIC DEVELOPMENT & CULTURE	1356-123	03-07-2011	03-08-2011	LOBLAWS #1010	66.76	CAD	66.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food and supplies
ECONOMIC DEVELOPMENT & CULTURE	1363-126	03-09-2011	03-10-2011	NOFRILLS CARLO'S #3925	22.96	CAD	22.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food and supplies
ECONOMIC DEVELOPMENT & CULTURE	1367-225	03-11-2011	03-14-2011	LOBLAWS #1010	58.46	CAD	58.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food and supplies
ECONOMIC DEVELOPMENT & CULTURE	1369-133	03-14-2011	03-15-2011	LOBLAWS #1010      QPS	3.94	CAD	3.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	HS-MH-PRS-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food and supplies-parchment paper
ECONOMIC DEVELOPMENT & CULTURE	1369-134	03-14-2011	03-15-2011	FABRICLAND DISTRIBUTOR	20.59	CAD	20.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUB-GIBSON HOU	5949	"Fabric, Needlework, Piece Goods, and Sew"	buttons for March Break Camp
ECONOMIC DEVELOPMENT & CULTURE	1371-137	03-14-2011	03-16-2011	SWEETS GALORE	174.86	CAD	174.86	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0113	HS-MH-RET-GIBSON HOU	5441	"Candy, Nut, Confectionery Stores"	Candy for gift shop
ECONOMIC DEVELOPMENT & CULTURE	1371-138	03-15-2011	03-16-2011	VALU-MART ON BAYVIEW	11.68	CAD	11.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUB-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food and supplies-vegetables
ECONOMIC DEVELOPMENT & CULTURE	1375-157	03-17-2011	03-18-2011	LOBLAWS #1010      QPS	41.43	CAD	41.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUB-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food and supplies
ECONOMIC DEVELOPMENT & CULTURE	1377-205	03-18-2011	03-21-2011	LOBLAWS #1010	74.03	CAD	74.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUB-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food and supplies
ECONOMIC DEVELOPMENT & CULTURE	1377-206	03-19-2011	03-21-2011	IKEA NORTH YORK	56.49	CAD	56.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUB-GIBSON HOU	5712	"Equipment, Furniture, and Home Furnishin"	floor lamp for needlework
ECONOMIC DEVELOPMENT & CULTURE	1381-119	03-22-2011	03-23-2011	LOBLAWS #1010	80.42	CAD	80.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	program food and supplies
ECONOMIC DEVELOPMENT & CULTURE	1383-93	03-23-2011	03-24-2011	ZIBBERS INC	325.52	CAD	325.52	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0113	HS-MH-RET-GIBSON HOU	7399	Business Services - Not Elsewhere Classi	Gift Shop Item for Resale-assorted games
