Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx. Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose
					724.08	CAD	724.08	CAD							
EMERGENCY MEDICAL SERVICES	1728-83	11-10-2011	11-15-2011	PELICANCASEANDLIGHT.CO	609.86	CAD	609.86	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46752	OPS - DISTRICT 3	5085	Industrial Supplies Not Elsewhere Classi	PELICN MICRO CASE
EMERGENCY MEDICAL SERVICES	1731-87	11-14-2011	11-16-2011	THE HOME DEPOT #7013	5.63	CAD	5.63	CAD	2570	JANITORIAL SUPPLIES	B46752	OPS - DISTRICT 3	5200	Home Supply Warehouse	GW AP CLNR
EMERGENCY MEDICAL SERVICES	1747-139	11-24-2011	11-28-2011	MOE - HWIN WEB	300.00	CAD	300.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	B48037	STN 37 - OPERATIONS	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION
EMERGENCY MEDICAL SERVICES	1747-140	11-24-2011	11-28-2011	MOE - HWIN WEB	200.00	CAD	200.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	B48032	STN 32 - OPERATIONS	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION
EMERGENCY MEDICAL SERVICES	1747-141	11-24-2011	11-28-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	B48034	STN 34 - OPERATIONS	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION
EMERGENCY MEDICAL SERVICES	1747-142	11-24-2011	11-28-2011	MOE - HWIN WEB	200.00	CAD	200.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	B48033	STN 33 - OPERATIONS	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION
EMERGENCY MEDICAL SERVICES	1747-143	11-24-2011	11-28-2011	MOE - HWIN WEB	160.00	CAD	160.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	B48038	STN 38 - OPERATIONS	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION
EMERGENCY MEDICAL SERVICES	1747-144	11-24-2011	11-28-2011	MOE - HWIN WEB	150.00	CAD	150.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	B48035	STN 35 - OPERATIONS	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION
EMERGENCY MEDICAL SERVICES	1747-145	11-24-2011	11-28-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	B48036	STN 36 - OPERATIONS	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION
EMERGENCY MEDICAL SERVICES	1747-146	11-24-2011	11-28-2011	MOE - HWIN WEB	250.00	CAD	250.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	B48030	STN 30 - OPERATIONS	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION
EMERGENCY MEDICAL SERVICES	1747-147	11-24-2011	11-28-2011	MOE - HWIN WEB	100.00	CAD	100.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	B48039	STN 39 - OPERATIONS	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION
EMERGENCY MEDICAL SERVICES	1747-148	11-24-2011	11-28-2011	MOE - HWIN WEB	250.00	CAD	250.00	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	B48031	STN 31 - OPERATIONS	9399	Government Services - Not Elsewhere Clas	HWIN REGISTRATION
					"2,425.49"	CAD	"2,425.49"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1715-96	11-03-2011	11-04-2011	LOBLAWS #1010	16.82	CAD	16.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUB-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"BISCUITS, JUICE FOR PROGRAM USE"
ECONOMIC DEVELOPMENT & CULTURE	1727-160	11-10-2011	11-14-2011	SHERIDAN NURSERIES NOR	230.36	CAD	230.36	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	AH0087	HS-MH-PRS-GIBSON HOU	5261	Lawn and Garden Supply Stores	CEDAR ROPE & WHITE PINE FOR PROGRAM USE
ECONOMIC DEVELOPMENT & CULTURE	1737-169	11-18-2011	11-21-2011	NOFRILLS CARLO'S #3925	64.20	CAD	64.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"BUTTER, APPLE CIDER FOR PROGRAM USE"
ECONOMIC DEVELOPMENT & CULTURE	1740-104	11-22-2011	11-23-2011	LOBLAWS #1010	5.79	CAD	5.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	GROUND CLOVES FOR PROGRAM USE
ECONOMIC DEVELOPMENT & CULTURE	1745-117	11-24-2011	11-25-2011	NOFRILLS CARLO'S #3925	85.56	CAD	85.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	APPLE CIDER & BUTTER FOR PROGRAM USE
ECONOMIC DEVELOPMENT & CULTURE	1747-149	11-24-2011	11-28-2011	AMBROSIA THORNHILL INC	27.98	CAD	27.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	BULK FLOUR & SUGAR FOR PROGRAM USE
					430.71	CAD	430.71	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1724-112	11-08-2011	11-10-2011	THE HOME DEPOT #7073	146.45	CAD	146.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0007	AS-PR-PRS-NORTH YKCC	5200	Home Supply Warehouse	*****
					146.45	CAD	146.45	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1724-113	11-08-2011	11-10-2011	BOARD OF TRADE - NYCC	84.75	CAD	84.75	CAD	4118	TICKETS AND ADMISSION FEES	ED0139	EN-PSU-PSUP-CENTRAL	7399	Business Services - Not Elsewhere Classi	TICKETS FOR EVENT
ECONOMIC DEVELOPMENT & CULTURE	1731-88	11-11-2011	11-16-2011	CHARLES LETTS (CANADA)	42.09	CAD	42.09	CAD	2010	STATIONERY AND OFFICE SUPPLIES	ED0116	BD-RET-CORP-CENTRAL	5111	"Stationery, Office Supplies, Printing an"	2012 TIME MANAGEMENT
ECONOMIC DEVELOPMENT & CULTURE	1740-105	11-21-2011	11-23-2011	PAYPAL *SQUAIR	60.00	CAD	60.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0139	EN-PSU-PSUP-CENTRAL	8999	Professional Services - Not Elsewhere Cl	TICKETS FOR EVENT
ECONOMIC DEVELOPMENT & CULTURE	1743-114	11-23-2011	11-24-2011	ECONOMIC DEVELOPERS AS	113.00	CAD	113.00	CAD	4760	MEMBERSHIP FEES	ED0116	BD-RET-CORP-CENTRAL	8398	"Organizations, Charitable and Social Ser"	RECERTIFICATION
ECONOMIC DEVELOPMENT & CULTURE	1743-115	11-23-2011	11-24-2011	HOSTMYSITE COM	162.99	CAD	151.80	USD	4085	PROF & TECH-MGMT	ED0139	EN-PSU-PSUP-CENTRAL	7372	"Computer Programming, Integrated Systems"	WINDOWS PRO - ET WEBSITE
ECONOMIC DEVELOPMENT & CULTURE	1745-118	11-23-2011	11-25-2011	PAYPAL *SQUAIR	60.00	CAD	60.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0139	EN-PSU-PSUP-CENTRAL	8999	Professional Services - Not Elsewhere Cl	TICKETS FOR EVENT
ECONOMIC DEVELOPMENT & CULTURE	1751-123	11-28-2011	11-30-2011	THE INDUS ENTREPRENEUR	25.00	CAD	25.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0139	EN-PSU-PSUP-CENTRAL	8398	"Organizations, Charitable and Social Ser"	TICKETS FOR EVENT
					547.83	CAD	384.84	CAD							
							151.80	USD							
"PARKS, FORESTRY & RECREATION"	1723-101	11-08-2011	11-09-2011	FOOD BASICS #606	13.10	CAD	13.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	FOOD - KIDS IN THE KITCHEN PROGRAM
"PARKS, FORESTRY & RECREATION"	1731-89	11-15-2011	11-16-2011	NOFRILLS GUSS 1342	13.55	CAD	13.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	FOOD - KIDS IN THE KITCHEN PROGRAM
"PARKS, FORESTRY & RECREATION"	1740-106	11-22-2011	11-23-2011	NOFRILLS GUSS 1342	16.52	CAD	16.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	FOOD - KIDS IN THE KITCHEN PROGRAM
					43.17	CAD	43.17	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1734-119	11-17-2011	11-18-2011	SUSSMANS BRIDAL	183.63	CAD	183.63	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5631	Women's Accessory and Specialty Stores	"50M LACE TRIM, FOR SPADINA ROLLER BLINDS"
ECONOMIC DEVELOPMENT & CULTURE	1747-150	11-25-2011	11-28-2011	DESIGNER FABRIC OUTLET	50.35	CAD	50.35	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5131	"Piece Goods, Notions, and Other Dry Good"	"6.375M VELVET FABRIC, FOR SPADINA RADIATOR COVERS"
					233.98	CAD	233.98	CAD							
TORONTO ENVIRONMENT OFFICE	1710-96	11-01-2011	11-02-2011	IKEA ETOBICOKE	180.62	CAD	180.62	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	WE0702	LIVE GREEN-MARKETING	5712	"Equipment, Furniture, and Home Furnishin"	VOLUNTEER GRADUATION CENTRE PIECES
TORONTO ENVIRONMENT OFFICE	1715-97	11-03-2011	11-04-2011	STORWELL SELF STORAGE	362.05	CAD	362.05	CAD	4590	RENTAL - OTHER	WE0702	LIVE GREEN-MARKETING	4225	"Public Warehousing - Farm Products, Refr"	TEO STORAGE FACILITY
TORONTO ENVIRONMENT OFFICE	1731-90	11-15-2011	11-16-2011	FULFILLMENT   DIST'N C	50.78	CAD	50.78	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	WE0702	LIVE GREEN-MARKETING	5969	Direct Marketing - Other Direct Marketer	*****
TORONTO ENVIRONMENT OFFICE	1751-124	11-29-2011	11-30-2011	TORONTO PARKING AUTHOR	9.66	CAD	9.66	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	WE0702	LIVE GREEN-MARKETING	7523	Automobile Parking Lots and Garages	PARKING
					603.11	CAD	603.11	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1733-104	11-17-2011	11-17-2011	FACEBOOK.COM*NVBH322YR	415.00	CAD	415.00	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006188427514
ECONOMIC DEVELOPMENT & CULTURE	1734-120	11-18-2011	11-18-2011	FACEBOOK.COM*QVDH322YR	415.00	CAD	415.00	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006198296383
ECONOMIC DEVELOPMENT & CULTURE	1737-170	11-19-2011	11-21-2011	FACEBOOK.COM*J4GH322YR	414.98	CAD	414.98	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006205431534
ECONOMIC DEVELOPMENT & CULTURE	1737-171	11-20-2011	11-21-2011	FACEBOOK.COM*KKJH322YR	500.00	CAD	500.00	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006219009656
ECONOMIC DEVELOPMENT & CULTURE	1737-172	11-21-2011	11-21-2011	FACEBOOK.COM*XKLH322YR	500.00	CAD	500.00	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006227925027
ECONOMIC DEVELOPMENT & CULTURE	1739-78	11-22-2011	11-22-2011	FACEBOOK.COM*BKNH322YR	500.00	CAD	500.00	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006237765294
ECONOMIC DEVELOPMENT & CULTURE	1740-107	11-23-2011	11-23-2011	FACEBOOK.COM*UVQH322YR	500.00	CAD	500.00	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006246669380
ECONOMIC DEVELOPMENT & CULTURE	1743-116	11-24-2011	11-24-2011	FACEBOOK.COM*U4TH322YR	500.00	CAD	500.00	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006255098602
ECONOMIC DEVELOPMENT & CULTURE	1745-119	11-25-2011	11-25-2011	FACEBOOK.COM*5KVH322YR	260.00	CAD	260.00	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006264891089
ECONOMIC DEVELOPMENT & CULTURE	1747-151	11-26-2011	11-28-2011	FACEBOOK.COM*8YXH322YR	260.00	CAD	260.00	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006274002379
ECONOMIC DEVELOPMENT & CULTURE	1747-152	11-27-2011	11-28-2011	FACEBOOK.COM*FJ2J322YR	260.00	CAD	260.00	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006284496850
ECONOMIC DEVELOPMENT & CULTURE	1747-153	11-28-2011	11-28-2011	FACEBOOK.COM*GL4J322YR	259.99	CAD	259.99	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006298545545
ECONOMIC DEVELOPMENT & CULTURE	1748-96	11-29-2011	11-29-2011	FACEBOOK.COM*JD7J322YR	70.90	CAD	70.90	CAD	4414	ADVERTISING & PROMOTION	SE0004	CENTRL-FEST OF LIGHT	7311	Advertising Services	FACEBOOK AD - TRANS# 9006305249950
					"4,855.87"	CAD	"4,855.87"	CAD							
"PARKS, FORESTRY & RECREATION"	1710-97	11-01-2011	11-02-2011	METRO GRAFFITI SERVICE	508.50	CAD	508.50	CAD	4424	CONTRACTED SERVICES - GENERAL	P00531	S-WEST 2-PGM SUPP	7349	"Cleaning and Maintenance, Janitorial Ser"	GRAFFITTI REMOVAL
"PARKS, FORESTRY & RECREATION"	1717-162	11-03-2011	11-07-2011	ALLTURF LTD.	292.39	CAD	292.39	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00531	S-WEST 2-PGM SUPP	0780	Horticultural and Landscaping Services	GRASS SEED
"PARKS, FORESTRY & RECREATION"	1731-91	11-14-2011	11-16-2011	WASTE MANAGEMENT-(SW)	-78.80	CAD	-78.80	CAD	4590	RENTAL - OTHER	P00531	S-WEST 2-PGM SUPP	9399	Government Services - Not Elsewhere Clas	DISPOSAL BIN REFUND
					722.09	CAD	722.09	CAD							
EMERGENCY MEDICAL SERVICES	1727-161	11-12-2011	11-14-2011	THE HOME DEPOT #7107	35.08	CAD	35.08	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46754	OPS - DISTRICT 5	5200	Home Supply Warehouse	*****
					35.08	CAD	35.08	CAD							
LEGAL SERVICES	1718-94	11-07-2011	11-08-2011	TERANET EXPRESS	29.00	CAD	29.00	CAD	4827	ONLINE SERVICES FEES	LL5803	EXHIBITION PL  BOG	9222	Fines	Title Searches
LEGAL SERVICES	1718-95	11-07-2011	11-08-2011	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1723-102	11-08-2011	11-09-2011	TERANET EXPRESS	22.00	CAD	22.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1723-103	11-08-2011	11-09-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1723-104	11-08-2011	11-09-2011	TERANET EXPRESS	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1724-114	11-09-2011	11-10-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1724-115	11-09-2011	11-10-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1727-162	11-10-2011	11-14-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1727-163	11-10-2011	11-14-2011	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	*****
LEGAL SERVICES	1727-164	11-10-2011	11-14-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1728-84	11-14-2011	11-15-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1728-85	11-14-2011	11-15-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1728-86	11-14-2011	11-15-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1731-92	11-15-2011	11-16-2011	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1731-93	11-15-2011	11-16-2011	TERANET EXPRESS	11.50	CAD	11.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1733-105	11-16-2011	11-17-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1733-106	11-16-2011	11-17-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1734-121	11-17-2011	11-18-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1734-122	11-17-2011	11-18-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1734-123	11-17-2011	11-18-2011	TERANET EXPRESS	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1734-124	11-17-2011	11-18-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1734-125	11-17-2011	11-18-2011	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1737-173	11-18-2011	11-21-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1739-79	11-21-2011	11-22-2011	TERANET EXPRESS	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1740-108	11-22-2011	11-23-2011	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1740-109	11-22-2011	11-23-2011	TERANET EXPRESS	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1740-110	11-22-2011	11-23-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1745-120	11-24-2011	11-25-2011	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1751-125	11-28-2011	11-30-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	Title Searches
					288.50	CAD	288.50	CAD							
"PARKS, FORESTRY & RECREATION"	1717-163	11-05-2011	11-07-2011	AVENUE INDUSTRIAL SUPP	533.36	CAD	533.36	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12082	S-GEN-YD OPERN/STORE	5969	Direct Marketing - Other Direct Marketer	ORDER PICK TRUCK LIP UP
"PARKS, FORESTRY & RECREATION"	1737-174	11-18-2011	11-21-2011	ONTARIO GLOVE SAFETY	667.75	CAD	667.75	CAD	2665	PROTECTIVE CLOTHING	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	SAFETY GLOVES
"PARKS, FORESTRY & RECREATION"	1739-80	11-21-2011	11-22-2011	LAURETIAN	603.42	CAD	603.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00483	S-WEST 2-PKS EQP MNT	5712	"Equipment, Furniture, and Home Furnishin"	SOCCER NETS
					"1,804.53"	CAD	"1,804.53"	CAD							
TORONTO WATER	1709-96	10-31-2011	11-01-2011	LOWES #02640*	24.78	CAD	24.78	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****
					24.78	CAD	24.78	CAD							
"PARKS, FORESTRY & RECREATION"	1715-98	11-03-2011	11-04-2011	IKEA ETOBICOKE	120.30	CAD	120.30	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P02812	MEMORIAL POOL-INSTRL	5712	"Equipment, Furniture, and Home Furnishin"	PLANTS
					120.30	CAD	120.30	CAD							
"PARKS, FORESTRY & RECREATION"	1715-99	11-02-2011	11-04-2011	CDN TIRE STORE #00070	135.59	CAD	135.59	CAD	3080	M & E - HAND TOOLS	P00906	KIPLING YD-TRADES	5200	Home Supply Warehouse	"5"" GRINDER"
"PARKS, FORESTRY & RECREATION"	1717-164	11-04-2011	11-07-2011	LINDE CANADA - ETOBICO	212.51	CAD	212.51	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5072	Hardware Equipment and Supplies	1/2 NOZZLE
"PARKS, FORESTRY & RECREATION"	1718-96	11-04-2011	11-08-2011	MR METAL(ETOBICOKE) IN	116.39	CAD	116.39	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5051	Metal Service Centers and Offices	STAGGER
"PARKS, FORESTRY & RECREATION"	1728-87	11-08-2011	11-15-2011	OMNIFLEX HOSE   EQUIPM	177.87	CAD	177.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSE
"PARKS, FORESTRY & RECREATION"	1743-117	11-22-2011	11-24-2011	BRAFASCO / ETOBICOKE	68.31	CAD	68.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"HEX CAP BOLTS GRADES, NUTS"
"PARKS, FORESTRY & RECREATION"	1743-118	11-22-2011	11-24-2011	BRAFASCO / ETOBICOKE	108.73	CAD	108.73	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"GRADES BOLTS, DIAGONAL PLIERS"
"PARKS, FORESTRY & RECREATION"	1743-119	11-23-2011	11-24-2011	NEDCO CTRL DIV. WESTBU	34.95	CAD	34.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5065	Electrical Parts and Equipment	CONDUIT
"PARKS, FORESTRY & RECREATION"	1748-97	11-25-2011	11-29-2011	MR METAL(ETOBICOKE) IN	632.94	CAD	632.94	CAD	4630	R&M -ICE RINK REFRIG	P00890	KIPLING YD-FLEET EQU	5051	Metal Service Centers and Offices	RINK RENOVATION
"PARKS, FORESTRY & RECREATION"	1748-98	11-25-2011	11-29-2011	MR METAL(ETOBICOKE) IN	502.05	CAD	502.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00890	KIPLING YD-FLEET EQU	5051	Metal Service Centers and Offices	GATES
"PARKS, FORESTRY & RECREATION"	1748-99	11-25-2011	11-29-2011	LINDE CANADA - ETOBICO	88.00	CAD	88.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5072	Hardware Equipment and Supplies	CUTTING TIPS TORCH
"PARKS, FORESTRY & RECREATION"	1748-100	11-25-2011	11-29-2011	LINDE CANADA - ETOBICO	23.17	CAD	23.17	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5072	Hardware Equipment and Supplies	HEAD GEAR WELDING
"PARKS, FORESTRY & RECREATION"	1748-101	11-28-2011	11-29-2011	LINDE CANADA - ETOBICO	195.43	CAD	195.43	CAD	3140	UNLICENSED MOBILE EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5072	Hardware Equipment and Supplies	WELDING CABLE
"PARKS, FORESTRY & RECREATION"	1751-126	11-29-2011	11-30-2011	PRINCESS AUTO	408.97	CAD	408.97	CAD	3140	UNLICENSED MOBILE EQUIPMENT	P00890	KIPLING YD-FLEET EQU	5085	Industrial Supplies Not Elsewhere Classi	"DIAGNOSTIC PADS, SCRAPPERS,"
					"2,704.91"	CAD	"2,704.91"	CAD							
