Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
					998.86	CAD	998.86	CAD								
"PARKS, FORESTRY & RECREATION"	2560-256	06-28-2013	07-02-2013	FAST LINE STRIPING SYS	949.20	CAD	949.20	CAD	2715	PAINT SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5198	"Paints, Varnishes, and Supplies"	SPORTS FIELD PAINT	
"PARKS, FORESTRY & RECREATION"	2569-249	07-05-2013	07-08-2013	ALPINE LAWN   GARDEN E	377.31	CAD	377.31	CAD	3099	GENERAL EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	STRING TRIMMER	
"PARKS, FORESTRY & RECREATION"	2601-251	07-25-2013	07-29-2013	FAST LINE STRIPING SYS	949.20	CAD	949.20	CAD	2715	PAINT SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5198	"Paints, Varnishes, and Supplies"	SPORTS FIELD PAINT	
					"2,275.71"	CAD	"2,275.71"	CAD								
"PARKS, FORESTRY & RECREATION"	2560-257	06-28-2013	07-02-2013	CDN TIRE STORE #00175	142.28	CAD	142.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5200	Home Supply Warehouse	"FANS, MUFFIN TRAYS"	
"PARKS, FORESTRY & RECREATION"	2562-93	07-02-2013	07-03-2013	NOFRILLS DAVE'S #3924	29.44	CAD	29.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2567-205	07-03-2013	07-05-2013	WMT SUPRCTR #1117	27.41	CAD	27.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2569-250	07-04-2013	07-08-2013	WAL-MART # 1152	17.77	CAD	17.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2569-251	07-05-2013	07-08-2013	CINEPLEX  7240     QPS	234.60	CAD	234.60	CAD	4118	TICKETS AND ADMISSION FEES	P04022	CEDARBROOK CC-SUMR C	7832	Motion Picture Theaters	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2571-106	07-08-2013	07-09-2013	NOFRILLS DAVE'S #3924	21.72	CAD	21.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2573-166	07-08-2013	07-10-2013	WAL-MART # 1152	13.53	CAD	13.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5310	Discount Stores	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2573-167	07-08-2013	07-10-2013	WMT SUPRCTR #1117	80.74	CAD	80.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	T-SHIRTS	
"PARKS, FORESTRY & RECREATION"	2573-168	07-09-2013	07-10-2013	NOFRILLS DAVE'S #3924	19.41	CAD	19.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2575-201	07-09-2013	07-11-2013	HANDS ON EXOTICS INC	288.15	CAD	288.15	CAD	4102	ENTERTAINER AND BAND FEES	P04022	CEDARBROOK CC-SUMR C	5995	Pet Shops - Pet Food and Supplies	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2577-214	07-10-2013	07-12-2013	WAL-MART # 1152	82.30	CAD	82.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2577-215	07-11-2013	07-12-2013	NOFRILLS DAVE'S #3924	58.55	CAD	58.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2577-216	07-11-2013	07-12-2013	LONG   MCQUADE LIMITED	355.95	CAD	355.95	CAD	4590	RENTAL - OTHER	P04022	CEDARBROOK CC-SUMR C	7399	Business Services - Not Elsewhere Classi	LIGHT RENTALS	
"PARKS, FORESTRY & RECREATION"	2580-121	07-12-2013	07-16-2013	METRO #808	24.94	CAD	24.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2580-122	07-15-2013	07-16-2013	NOFRILLS DAVE'S #3924	9.62	CAD	9.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2583-174	07-15-2013	07-17-2013	THE HOME DEPOT #7107	6.55	CAD	6.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5200	Home Supply Warehouse	WASHER	
"PARKS, FORESTRY & RECREATION"	2583-175	07-15-2013	07-17-2013	WMT SUPRCTR #1117	51.39	CAD	51.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2583-176	07-16-2013	07-17-2013	DOLLAR GIANT #40100	12.71	CAD	12.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5331	Variety Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2583-177	07-16-2013	07-17-2013	DOLLAR GIANT #40100	8.48	CAD	8.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5331	Variety Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2585-215	07-16-2013	07-18-2013	WAL-MART #3186	20.29	CAD	20.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2585-216	07-17-2013	07-18-2013	NOFRILLS DAVE'S #3924	5.47	CAD	5.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2585-217	07-17-2013	07-18-2013	FABRICLAND DISTRIBUTOR	15.82	CAD	15.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5949	"Fabric, Needlework, Piece Goods, and Sew"	FABRIC	
"PARKS, FORESTRY & RECREATION"	2589-238	07-16-2013	07-19-2013	PARTY CITY #2027	13.52	CAD	13.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5947	"Card, Gift, Novelty, and Souvenir Shops"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2589-239	07-18-2013	07-19-2013	DOLLAR TREE #40113	9.89	CAD	9.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5331	Variety Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2589-240	07-18-2013	07-19-2013	DOLLAR TREE CANADA STO	24.01	CAD	24.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5331	Variety Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2589-241	07-18-2013	07-19-2013	PARTY CITY #2005	45.64	CAD	45.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5947	"Card, Gift, Novelty, and Souvenir Shops"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2589-242	07-18-2013	07-19-2013	PARKWAY BOWL	476.00	CAD	476.00	CAD	4118	TICKETS AND ADMISSION FEES	P04022	CEDARBROOK CC-SUMR C	7933	Bowling Alleys	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2591-256	07-19-2013	07-22-2013	CHECKPOINT1 APPAREL	117.98	CAD	117.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5655	"Sports Apparel, Riding Apparel Stores"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2596-168	07-22-2013	07-24-2013	THE HOME DEPOT #7107	202.27	CAD	202.27	CAD	2610	KITCHEN SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5200	Home Supply Warehouse	CB E-BISTRO	
"PARKS, FORESTRY & RECREATION"	2596-169	07-22-2013	07-24-2013	WAL-MART # 1152	54.34	CAD	54.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5310	Discount Stores	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2596-170	07-23-2013	07-24-2013	NOFRILLS DAVE'S #3924	40.58	CAD	40.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2597-203	07-23-2013	07-25-2013	METRO #808	6.98	CAD	6.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2599-187	07-24-2013	07-26-2013	WAL-MART # 1152	20.86	CAD	20.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5310	Discount Stores	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2599-188	07-25-2013	07-26-2013	NOFRILLS DAVE'S #3924	34.31	CAD	34.31	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2599-189	07-25-2013	07-26-2013	NOFRILLS DAVE'S #3924	19.88	CAD	19.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2601-252	07-25-2013	07-29-2013	WMT SUPRCTR #1117	42.42	CAD	42.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2603-109	07-29-2013	07-30-2013	NOFRILLS DAVE'S #3924	3.42	CAD	3.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2606-135	07-29-2013	07-31-2013	WAL-MART # 1152	37.12	CAD	37.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5310	Discount Stores	CRAFT SUPPLIES	
					"2,676.34"	CAD	"2,676.34"	CAD								
"PARKS, FORESTRY & RECREATION"	2571-107	07-05-2013	07-09-2013	RONA # 55140	49.58	CAD	49.58	CAD	2715	PAINT SUPPLIES	P10954	BIRCHMOUNT-OPS	5251	Hardware Stores	PAINT	
"PARKS, FORESTRY & RECREATION"	2571-108	07-08-2013	07-09-2013	G.K. CHEMICAL SPECIALT	840.29	CAD	840.29	CAD	2570	JANITORIAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5169	Chemicals and Allied Products Not Elsewh	TOILET PAPER	
"PARKS, FORESTRY & RECREATION"	2583-178	07-15-2013	07-17-2013	THE HOME DEPOT #7107	210.99	CAD	210.99	CAD	*****	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2589-243	07-18-2013	07-19-2013	MARCHANT'S SCHOOL SPOR	327.64	CAD	327.64	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P00272	E-SOUTH2-TURF&HORT	5941	Sporting Goods Stores	TENNIS NET	
"PARKS, FORESTRY & RECREATION"	2591-257	07-18-2013	07-22-2013	JACK WATSON SPORTS INC	404.54	CAD	404.54	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P00272	E-SOUTH2-TURF&HORT	5941	Sporting Goods Stores	TENNIS NET	
"PARKS, FORESTRY & RECREATION"	2599-190	07-25-2013	07-26-2013	ABCO GROUP	5.65	CAD	5.65	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00272	E-SOUTH2-TURF&HORT	4214	"Motor Freight Carriers, Trucking - Local"	CASTERS FOR CHAIR	
"PARKS, FORESTRY & RECREATION"	2599-191	07-25-2013	07-26-2013	G.K. CHEMICAL SPECIALT	565.00	CAD	565.00	CAD	2570	JANITORIAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5169	Chemicals and Allied Products Not Elsewh	TOILET PAPER	
					"2,403.69"	CAD	"2,403.69"	CAD								
"PARKS, FORESTRY & RECREATION"	2560-258	06-27-2013	07-02-2013	THE HOME DEPOT #7078	249.22	CAD	249.22	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2573-169	07-08-2013	07-10-2013	THE HOME DEPOT #7129	108.61	CAD	108.61	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2573-170	07-08-2013	07-10-2013	LINEMANS TESTING LABOR	63.28	CAD	63.28	CAD	2665	PROTECTIVE CLOTHING	P00853	ALNESS YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	GLOVE TESTING	
"PARKS, FORESTRY & RECREATION"	2573-171	07-08-2013	07-10-2013	LINEMANS TESTING LABOR	54.24	CAD	54.24	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2577-217	07-10-2013	07-12-2013	LINEMANS TESTING LABOR	486.52	CAD	486.52	CAD	2665	PROTECTIVE CLOTHING	P00853	ALNESS YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	GLOVES	
"PARKS, FORESTRY & RECREATION"	2577-218	07-10-2013	07-12-2013	LINEMANS TESTING LABOR	166.79	CAD	166.79	CAD	2665	PROTECTIVE CLOTHING	P00853	ALNESS YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	GLOVE TESTING	
"PARKS, FORESTRY & RECREATION"	2579-275	07-11-2013	07-15-2013	THE HOME DEPOT #7078	81.40	CAD	81.40	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2601-253	07-26-2013	07-29-2013	THE HOME DEPOT #7001	25.40	CAD	25.40	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	*****	
					"1,235.46"	CAD	"1,235.46"	CAD								
"PARKS, FORESTRY & RECREATION"	2560-259	06-28-2013	07-02-2013	SPEED FASTENING SYSTEM	442.40	CAD	442.40	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	5712	"Equipment, Furniture, and Home Furnishin"	"NAILS, FUEL CELLS"	
"PARKS, FORESTRY & RECREATION"	2560-260	06-29-2013	07-02-2013	THE HOME DEPOT #7012	869.39	CAD	869.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2592-129	07-22-2013	07-23-2013	GRIP CLINCH CANADA	912.32	CAD	912.32	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS	
"PARKS, FORESTRY & RECREATION"	2597-204	07-23-2013	07-25-2013	THE HOME DEPOT #7012	217.96	CAD	217.96	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2597-205	07-24-2013	07-25-2013	BITPLUS ROOFING SUPPLI	97.18	CAD	97.18	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	5211	"Building Materials, Lumber Stores"	ROOF VENTS	
"PARKS, FORESTRY & RECREATION"	2599-192	07-22-2013	07-26-2013	SPEED FASTENING SYSTEM	89.27	CAD	89.27	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	5712	"Equipment, Furniture, and Home Furnishin"	SAW BLADE	
"PARKS, FORESTRY & RECREATION"	2599-193	07-25-2013	07-26-2013	ABC FIRE DOOR	654.27	CAD	654.27	CAD	2710	GENERAL HARDWARE	P00069	S-EAST-PRUNING/REMOV	5211	"Building Materials, Lumber Stores"	"DOOR, HARDWARE"	
"PARKS, FORESTRY & RECREATION"	2599-194	07-25-2013	07-26-2013	GRIP CLINCH CANADA	912.32	CAD	912.32	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS	
"PARKS, FORESTRY & RECREATION"	2606-136	07-30-2013	07-31-2013	ABC FIRE DOOR	496.07	CAD	496.07	CAD	2710	GENERAL HARDWARE	P00069	S-EAST-PRUNING/REMOV	5211	"Building Materials, Lumber Stores"	"DOOR, HARDWARE"	
					"4,691.18"	CAD	"4,691.18"	CAD								
"PARKS, FORESTRY & RECREATION"	2563-176	07-03-2013	07-04-2013	HOCKEY HALL OF FAME	168.00	CAD	168.00	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7941	"Athletic Fields, Commercial Sports, Prof"	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2563-177	07-03-2013	07-04-2013	ALLIANCE CINEMAS   QPS	390.00	CAD	390.00	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2577-219	07-11-2013	07-12-2013	LASER QUEST TORONTO EA	429.00	CAD	429.00	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7994	Video Game Arcades/Establishments	DEPOSIT - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2585-218	07-17-2013	07-18-2013	LASER QUEST TORONTO EA	106.73	CAD	106.73	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12113	MAIN SQ CC-SUMMER CA	7994	Video Game Arcades/Establishments	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2589-244	07-18-2013	07-19-2013	FRESHCO #9750      QPS	55.29	CAD	55.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12113	MAIN SQ CC-SUMMER CA	5411	"Grocery Stores, Supermarkets"	JUMBO FREEZIES	
"PARKS, FORESTRY & RECREATION"	2591-258	07-18-2013	07-22-2013	CDN TIRE STORE #00273	16.93	CAD	16.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12113	MAIN SQ CC-SUMMER CA	5200	Home Supply Warehouse	TABLE TENNIS BALLS	
"PARKS, FORESTRY & RECREATION"	2596-171	07-17-2013	07-24-2013	O'CONNOR BOWL	738.00	CAD	738.00	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7933	Bowling Alleys	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2597-206	07-24-2013	07-25-2013	THE ROYAL ONTARIO MUSE	256.00	CAD	256.00	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7991	Tourist Attractions and Exhibits	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2597-207	07-24-2013	07-25-2013	LASER QUEST TORONTO EA	136.11	CAD	136.11	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7994	Video Game Arcades/Establishments	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2599-195	07-24-2013	07-26-2013	AMILIA *NATIONAL FILM	239.25	CAD	239.25	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	8999	Professional Services - Not Elsewhere Cl	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2603-110	07-26-2013	07-30-2013	CDN TIRE STORE #00273	48.33	CAD	48.33	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12113	MAIN SQ CC-SUMMER CA	5200	Home Supply Warehouse	STORAGE BINS	
"PARKS, FORESTRY & RECREATION"	2606-137	07-24-2013	07-31-2013	O'CONNOR BOWL	153.00	CAD	153.00	CAD	4118	TICKETS AND ADMISSION FEES	P12113	MAIN SQ CC-SUMMER CA	7933	Bowling Alleys	ADMISSION - CAMP TRIP	
					"2,736.64"	CAD	"2,736.64"	CAD								
"PARKS, FORESTRY & RECREATION"	2560-261	06-27-2013	07-02-2013	G CAN FTT	989.65	CAD	989.65	CAD	2710	GENERAL HARDWARE	P00670	W-NORTH3-PGM SUPP	5085	Industrial Supplies Not Elsewhere Classi	FUEL TRANSFER SYSTEM	
"PARKS, FORESTRY & RECREATION"	2583-179	07-15-2013	07-17-2013	THE HOME DEPOT #7114	72.31	CAD	72.31	CAD	2575	ELECTRICAL SUPPLIES	P00536	WATERFRONT	5200	Home Supply Warehouse	30M CORD	
					"1,061.96"	CAD	"1,061.96"	CAD								
"PARKS, FORESTRY & RECREATION"	2560-262	06-28-2013	07-02-2013	KING WEST VETERINARY C	345.40	CAD	345.40	CAD	4087	PROFESSIONAL SERVICES -VETERINARIAN FEES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	0742	Veterinary Services	ANIMAL TREATMENT	
"PARKS, FORESTRY & RECREATION"	2563-178	07-02-2013	07-04-2013	PET VALU # 2079	225.99	CAD	225.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5995	Pet Shops - Pet Food and Supplies		
"PARKS, FORESTRY & RECREATION"	2591-259	07-19-2013	07-22-2013	CANINE WELLNESS CENTRE	74.57	CAD	74.57	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P01058	RIVERDALE FARM-ANIMA	0742	Veterinary Services		
"PARKS, FORESTRY & RECREATION"	2592-130	07-20-2013	07-23-2013	STIRLING VETERINARY SE	197.18	CAD	197.18	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P01058	RIVERDALE FARM-ANIMA	0742	Veterinary Services		
"PARKS, FORESTRY & RECREATION"	2601-254	07-26-2013	07-29-2013	KING WEST VETERINARY C	493.55	CAD	493.55	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P01058	RIVERDALE FARM-ANIMA	0742	Veterinary Services		
"PARKS, FORESTRY & RECREATION"	2606-138	07-30-2013	07-31-2013	KING WEST VETERINARY C	26.10	CAD	26.10	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P01058	RIVERDALE FARM-ANIMA	0742	Veterinary Services		
					"1,362.79"	CAD	"1,362.79"	CAD								
"PARKS, FORESTRY & RECREATION"	2560-263	06-27-2013	07-02-2013	BRAFASCO / SCARBOROUGH	173.49	CAD	173.49	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5085	Industrial Supplies Not Elsewhere Classi	GEAR WRENCH	
"PARKS, FORESTRY & RECREATION"	2560-264	06-27-2013	07-02-2013	NOBLE 52040	153.33	CAD	153.33	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5251	Hardware Stores	BUBBLER CARTRIDGE	
"PARKS, FORESTRY & RECREATION"	2573-172	07-08-2013	07-10-2013	THE HOME DEPOT #7001	28.20	CAD	28.20	CAD	2401	LUBRICANTS	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2573-173	07-08-2013	07-10-2013	THE HOME DEPOT #7001	3.74	CAD	3.74	CAD	2710	GENERAL HARDWARE	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2575-202	07-09-2013	07-11-2013	THE HOME DEPOT #7001	10.46	CAD	10.46	CAD	2710	GENERAL HARDWARE	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2580-123	07-08-2013	07-16-2013	DTC INDUSTRIAL SALES L	45.71	CAD	45.71	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5085	Industrial Supplies Not Elsewhere Classi	MIK-60-63	
"PARKS, FORESTRY & RECREATION"	2591-260	07-18-2013	07-22-2013	THE HOME DEPOT #7001	44.04	CAD	44.04	CAD	3080	M & E - HAND TOOLS	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2596-172	07-22-2013	07-24-2013	BRAFASCO / SCARBOROUGH	37.22	CAD	37.22	CAD	3080	M & E - HAND TOOLS	P03651	TECH SERV. 2-FACILIT	5085	Industrial Supplies Not Elsewhere Classi	SPANNER BIT	
"PARKS, FORESTRY & RECREATION"	2597-208	07-23-2013	07-25-2013	NOBLE 52040	12.68	CAD	12.68	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILIT	5251	Hardware Stores	CONNECTORS	
					508.87	CAD	508.87	CAD								
"PARKS, FORESTRY & RECREATION"	2585-219	07-17-2013	07-18-2013	FAMOUS PLAYER #7408QPS	884.25	CAD	884.25	CAD	4118	TICKETS AND ADMISSION FEES	P04651	G&I RISK-SUMR CAMP	7832	Motion Picture Theaters	ADMISSION FEES - SUMMER CAMPS	
					884.25	CAD	884.25	CAD								
FLEET SERVICES	2560-265	06-27-2013	07-02-2013	SERVICEONTARIO - 034	611.00	CAD	611.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	ASSET MGMT LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
