Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
LONG TERM CARE HOMES	2529-139	06-06-2013	06-07-2013	BESTBUY.CA #898	282.44	CAD	282.44	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	5732	Electronic Sales	WALL MOUNTS FOR TV'S - FROM DONATIONS	
LONG TERM CARE HOMES	2542-182	06-10-2013	06-17-2013	RESOURCE ENRMNTL ASSOC	"2,056.18"	CAD	"2,056.18"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3E061	FUDGR HSE-MT-OA	5967	Direct Marketing - Inbound Telemarketing	ANALYSIS FOR ASBETOS/LEAD IN RESIDENT LOUNGE	
LONG TERM CARE HOMES	2545-119	06-18-2013	06-19-2013	ROTO ROOTER PLUMBING S	454.55	CAD	454.55	CAD	4412	CONTR SRV - PLUMBING	D3E061	FUDGR HSE-MT-OA	5074	Plumbing and Heating Equipment	CLEAR BLOCKAGE IN DRAINR	
LONG TERM CARE HOMES	2554-143	06-25-2013	06-26-2013	ROTO ROOTER PLUMBING S	293.52	CAD	293.52	CAD	4412	CONTR SRV - PLUMBING	D3E061	FUDGR HSE-MT-OA	5074	Plumbing and Heating Equipment	GREASE CLEAN OUT IN KITCHEN DRAIN	
					"5,716.51"	CAD	"5,716.51"	CAD								
SOLID WASTE MANAGEMENT	2531-173	06-07-2013	06-10-2013	LOWES #02632*	254.84	CAD	254.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	CSW312-13-05	KEELE VALLEY - BASIC	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2535-123	06-10-2013	06-12-2013	BRAFASCO/CONCORD	249.31	CAD	249.31	CAD	2485	SUPPLIES - GAS/ODOUR CONTROL	CSW312-13-05	KEELE VALLEY - BASIC	5085	Industrial Supplies Not Elsewhere Classi	KEELE VALLEY GAS SYSTEM	
SOLID WASTE MANAGEMENT	2537-148	06-12-2013	06-13-2013	LOWES #02632*	60.58	CAD	60.58	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW312-13-05	KEELE VALLEY - BASIC	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2550-219	06-20-2013	06-24-2013	BRAFASCO/CONCORD	22.74	CAD	22.74	CAD	2120	PARTS - MACHINERY & EQUIPMENT	CSW312-13-05	KEELE VALLEY - BASIC	5085	Industrial Supplies Not Elsewhere Classi	LEACHATE SYSTEM MAINTENANCE	
SOLID WASTE MANAGEMENT	2554-144	06-25-2013	06-26-2013	ACKLANDS-GRAINGER INC	19.38	CAD	19.38	CAD	2120	PARTS - MACHINERY & EQUIPMENT	CSW312-13-05	KEELE VALLEY - BASIC	5085	Industrial Supplies Not Elsewhere Classi	POWER WASHER PARTS	
SOLID WASTE MANAGEMENT	2556-168	06-26-2013	06-27-2013	LOWES #02632*	31.50	CAD	31.50	CAD	2845	RESPIRATORY SUPPLIES	CSW312-13-05	KEELE VALLEY - BASIC	5200	Home Supply Warehouse	N95 RESPIRATOR 3-PK	
SOLID WASTE MANAGEMENT	2557-156	06-27-2013	06-28-2013	LOWES #02632*	44.97	CAD	44.97	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW312-13-05	KEELE VALLEY - BASIC	5200	Home Supply Warehouse	18KG LIMESTONE SCREENING	
					683.32	CAD	683.32	CAD								
"PARKS, FORESTRY & RECREATION"	2537-149	06-11-2013	06-13-2013	BRAFASCO / MARKHAM	124.21	CAD	124.21	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	LAG BOLTS	
"PARKS, FORESTRY & RECREATION"	2545-120	06-18-2013	06-19-2013	IKEA NORTH YORK	54.23	CAD	54.23	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	STORAGE SHELF	
"PARKS, FORESTRY & RECREATION"	2546-128	06-19-2013	06-20-2013	IKEA NORTH YORK	8.48	CAD	8.48	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	SHELF BRACKETS	
"PARKS, FORESTRY & RECREATION"	2547-130	06-19-2013	06-21-2013	CDN TIRE STORE #00192	57.66	CAD	57.66	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	5200	Home Supply Warehouse	"CUT OFF DISKS, PLUGS, SCREWS"	
					244.58	CAD	244.58	CAD								
"PARKS, FORESTRY & RECREATION"	2539-140	06-12-2013	06-14-2013	CDN TIRE STORE #00182	162.75	CAD	162.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07647	HUMBER VALLEY-OPERAT	5200	Home Supply Warehouse	TARPS & MISC ITEMS	
"PARKS, FORESTRY & RECREATION"	2539-141	06-12-2013	06-14-2013	PARTSOURCE STORE # 760	128.80	CAD	128.80	CAD	2401	LUBRICANTS	P07647	HUMBER VALLEY-OPERAT	5533	"Automotive Parts, Accessories Stores"	"DIESEL OILS, BREAK CLEANER"	
"PARKS, FORESTRY & RECREATION"	2539-142	06-12-2013	06-14-2013	PLANT PRODUCTS CO. LTD	565.00	CAD	565.00	CAD	2499	OTHER CHEMICALS	P07647	HUMBER VALLEY-OPERAT	0763	Agricultural Cooperatives	PESTICIDE	
"PARKS, FORESTRY & RECREATION"	2546-129	06-19-2013	06-20-2013	DECORATING ELEMENTS	63.05	CAD	63.05	CAD	2715	PAINT SUPPLIES	P07647	HUMBER VALLEY-OPERAT	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	2560-255	06-28-2013	07-02-2013	MGS HORTICULTURAL INC	565.00	CAD	565.00	CAD	2499	OTHER CHEMICALS	P07647	HUMBER VALLEY-OPERAT	5261	Lawn and Garden Supply Stores	QUALIPRO PROPICONAZOLE	
					"1,484.60"	CAD	"1,484.60"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2550-220	06-21-2013	06-24-2013	OLIVER   BONACINI EVEN	"3,500.00"	CAD	"3,500.00"	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	SE0019	CENTRL-NUIT BLANCHE	5812	"Eating Places, Restaurants"	VENUE & CATERING DEPOSIT	
					"3,500.00"	CAD	"3,500.00"	CAD								
"PARKS, FORESTRY & RECREATION"	2531-174	06-09-2013	06-10-2013	BULK BARN	30.77	CAD	30.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06941	EY CC COMPLEX-FIT	5411	"Grocery Stores, Supermarkets"	LOLLY POPS FOR BIKE SAFETY EVENT	
"PARKS, FORESTRY & RECREATION"	2532-88	06-09-2013	06-11-2013	CDN TIRE STORE #00164	257.71	CAD	257.71	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06941	EY CC COMPLEX-FIT	5200	Home Supply Warehouse	2 FANS & PRGM SUPPLY BOX	
					288.48	CAD	288.48	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2547-131	06-20-2013	06-21-2013	METRO CRESTING COMPANY	946.15	CAD	946.15	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0018	AS-PS-PUB-CEDAR RIDG	2741	Miscellaneous Publishing and Printing	T-SHIRTS FOR RE-SALE	
ECONOMIC DEVELOPMENT & CULTURE	2557-157	06-27-2013	06-28-2013	ABOVEGROUND ENTERPRISE	"1,230.49"	CAD	"1,230.49"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	7333	"Commercial Art, Graphics, Photography"	"PAINT, DYES, PAPER SUPPLIES FOR ART CAMP"	
					"2,176.64"	CAD	"2,176.64"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2537-150	06-11-2013	06-13-2013	ACADEMY OF CANADIAN	152.55	CAD	152.55	CAD	4760	MEMBERSHIP FEES	ED0145	IM-FIL-SUPP-CENTRAL	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP	
ECONOMIC DEVELOPMENT & CULTURE	2537-151	06-11-2013	06-13-2013	ACADEMY OF CANADIAN	152.55	CAD	152.55	CAD	4760	MEMBERSHIP FEES	ED0145	IM-FIL-SUPP-CENTRAL	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP	
ECONOMIC DEVELOPMENT & CULTURE	2556-169	06-25-2013	06-27-2013	AIR CAN  0142122698668	"2,104.01"	CAD	"2,104.01"	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0145	IM-FIL-SUPP-CENTRAL	3009	Air Canada	"AIRFARE - LOS ANGELES, CA"	
ECONOMIC DEVELOPMENT & CULTURE	2556-170	06-26-2013	06-27-2013	WILMINGTON PUBLISH	"4,902.43"	CAD	"2,956.00"	GBP	4414	ADVERTISING & PROMOTION	ED0145	IM-FIL-SUPP-CENTRAL	2741	Miscellaneous Publishing and Printing	ADVERTISING	
ECONOMIC DEVELOPMENT & CULTURE	2557-158	06-25-2013	06-28-2013	AIR CAN  0142122698668	37.80	CAD	37.80	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	ED0145	IM-FIL-SUPP-CENTRAL	3009	Air Canada	"AIRFARE - SEAT SELECTION - LOS ANGELES, CA"	
					"7,349.34"	CAD	"2,446.91"	CAD								
							"2,956.00"	GBP								
"PARKS, FORESTRY & RECREATION"	2525-148	06-04-2013	06-05-2013	DRIVE PRODUCTS	78.98	CAD	78.98	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5046	Commercial Equipment Not Elsewhere Class	STRING TRIMMER LINE	
"PARKS, FORESTRY & RECREATION"	2525-149	06-04-2013	06-05-2013	TERRACE OPTICAL	30.00	CAD	30.00	CAD	2665	PROTECTIVE CLOTHING	P00265	E-CENTRAL3-TURF&HORT	8043	"Opticians, Eyeglasses"	PERSCRIPTION SAFETY GLASSES	
"PARKS, FORESTRY & RECREATION"	2545-121	06-18-2013	06-19-2013	LEE VALLEY TOOLS 800-2	50.29	CAD	50.29	CAD	3080	M & E - HAND TOOLS	P00265	E-CENTRAL3-TURF&HORT	5251	Hardware Stores	DUTCH HOE	
"PARKS, FORESTRY & RECREATION"	2560-256	06-28-2013	07-02-2013	FAST LINE STRIPING SYS	949.20	CAD	949.20	CAD	2715	PAINT SUPPLIES	P00265	E-CENTRAL3-TURF&HORT	5198	"Paints, Varnishes, and Supplies"	SPORTS FIELD PAINT	
					"1,108.47"	CAD	"1,108.47"	CAD								
"PARKS, FORESTRY & RECREATION"	2560-257	06-28-2013	07-02-2013	CDN TIRE STORE #00175	142.28	CAD	142.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04022	CEDARBROOK CC-SUMR C	5200	Home Supply Warehouse	"FANS, MUFFIN TRAYS"	
"PARKS, FORESTRY & RECREATION"	2562-93	07-02-2013	07-03-2013	NOFRILLS DAVE'S #3924	29.44	CAD	29.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04022	CEDARBROOK CC-SUMR C	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
					171.72	CAD	171.72	CAD								
"PARKS, FORESTRY & RECREATION"	2527-125	06-04-2013	06-06-2013	CDN TIRE STORE #00175	50.82	CAD	50.82	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	DIESEL CANS	
"PARKS, FORESTRY & RECREATION"	2527-126	06-05-2013	06-06-2013	G.K. CHEMICAL SPECIALT	343.24	CAD	343.24	CAD	2570	JANITORIAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5169	Chemicals and Allied Products Not Elsewh	TOILET PAPER	
"PARKS, FORESTRY & RECREATION"	2535-124	06-11-2013	06-12-2013	TORBRAM ELECTRIC SUPPL	19.94	CAD	19.94	CAD	2575	ELECTRICAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	1731	Electrical Contractors	BULBS	
"PARKS, FORESTRY & RECREATION"	2535-125	06-11-2013	06-12-2013	A + A GRAPHICS CANADA	70.00	CAD	70.00	CAD	2035	PRINTING SUPPLIES (TAXABLE)	P00272	E-SOUTH2-TURF&HORT	2741	Miscellaneous Publishing and Printing	TAGS	
"PARKS, FORESTRY & RECREATION"	2537-152	06-11-2013	06-13-2013	RONA # 55140	41.76	CAD	41.76	CAD	2715	PAINT SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5251	Hardware Stores	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2542-183	06-12-2013	06-17-2013	CTS CARGO TIE DOWN SPE	5.65	CAD	5.65	CAD	2130	PARTS - MOBILE EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	STRAP	
"PARKS, FORESTRY & RECREATION"	2543-114	06-17-2013	06-18-2013	A + A GRAPHICS CANADA	71.25	CAD	71.25	CAD	2035	PRINTING SUPPLIES (TAXABLE)	P00272	E-SOUTH2-TURF&HORT	2741	Miscellaneous Publishing and Printing	TAGS	
"PARKS, FORESTRY & RECREATION"	2543-115	06-17-2013	06-18-2013	ALPINE LAWN   GARDEN E	162.49	CAD	162.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	TRIMMER HEADS	
"PARKS, FORESTRY & RECREATION"	2547-132	06-19-2013	06-21-2013	CDN TIRE STORE #00209	52.44	CAD	52.44	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	GAS CANS	
"PARKS, FORESTRY & RECREATION"	2552-88	06-24-2013	06-25-2013	G.K. CHEMICAL SPECIALT	555.17	CAD	555.17	CAD	2570	JANITORIAL SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5169	Chemicals and Allied Products Not Elsewh	TOILET PAPER	
					"1,372.76"	CAD	"1,372.76"	CAD								
"PARKS, FORESTRY & RECREATION"	2547-133	06-19-2013	06-21-2013	LINEMANS TESTING LABOR	33.00	CAD	33.00	CAD	2665	PROTECTIVE CLOTHING	P00853	ALNESS YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	PROTECTIVE GLOVES	
"PARKS, FORESTRY & RECREATION"	2547-134	06-20-2013	06-21-2013	TORBRAM ELECTRIC SUPPL	112.74	CAD	112.74	CAD	2575	ELECTRICAL SUPPLIES	P00430	N-EAST-WINTER MAINT	1731	Electrical Contractors	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2550-221	06-20-2013	06-24-2013	THE HOME DEPOT #7001	106.83	CAD	106.83	CAD	2575	ELECTRICAL SUPPLIES	P00430	N-EAST-WINTER MAINT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2550-222	06-21-2013	06-24-2013	THE HOME DEPOT #7001	55.74	CAD	55.74	CAD	2575	ELECTRICAL SUPPLIES	P00430	N-EAST-WINTER MAINT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2560-258	06-27-2013	07-02-2013	THE HOME DEPOT #7078	249.22	CAD	249.22	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	*****	
					557.53	CAD	557.53	CAD								
"PARKS, FORESTRY & RECREATION"	2527-127	06-04-2013	06-06-2013	SPEED FASTENING SYSTEM	110.84	CAD	110.84	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	5712	"Equipment, Furniture, and Home Furnishin"	"UCAN WEDGE ANCH,BOSC BIT HAM"	
"PARKS, FORESTRY & RECREATION"	2537-153	06-12-2013	06-13-2013	ATLAS MACHINERY SUPPLY	224.31	CAD	224.31	CAD	3099	GENERAL EQUIPMENT	P12081	S-GEN-SPECIALIZED MA	5251	Hardware Stores	GRINDING DISCS	
"PARKS, FORESTRY & RECREATION"	2547-135	06-20-2013	06-21-2013	W.H. REYNOLDS (CAMBRID	171.76	CAD	171.76	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	1799	"Contractors, Special Trade - Not Elsewhe"	BRACES	
"PARKS, FORESTRY & RECREATION"	2557-159	06-27-2013	06-28-2013	GRIP CLINCH CANADA	101.37	CAD	101.37	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS	
"PARKS, FORESTRY & RECREATION"	2560-259	06-28-2013	07-02-2013	SPEED FASTENING SYSTEM	442.40	CAD	442.40	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	5712	"Equipment, Furniture, and Home Furnishin"	"NAILS, FUEL CELLS"	
"PARKS, FORESTRY & RECREATION"	2560-260	06-29-2013	07-02-2013	THE HOME DEPOT #7012	869.39	CAD	869.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5200	Home Supply Warehouse	*****	
					"1,920.07"	CAD	"1,920.07"	CAD								
"PARKS, FORESTRY & RECREATION"	2520-92	06-03-2013	06-04-2013	STAPLES STORE #159	59.53	CAD	59.53	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P06740	ADAM BECK CC-PGM SUP	5943	"Office, School Supply, and Stationery St"	"BRISTOL BOARD, RULED FILLER, PENS"	
"PARKS, FORESTRY & RECREATION"	2520-93	06-03-2013	06-04-2013	PARTY CITY #2027	197.61	CAD	197.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06740	ADAM BECK CC-PGM SUP	5947	"Card, Gift, Novelty, and Souvenir Shops"	"STREAMERS, BALOONS - CENTRE SPECIAL EVENT SUPPLIES"	
"PARKS, FORESTRY & RECREATION"	2525-150	06-03-2013	06-05-2013	WAL-MART #3159	30.15	CAD	30.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06740	ADAM BECK CC-PGM SUP	5411	"Grocery Stores, Supermarkets"	FREEZIES	
"PARKS, FORESTRY & RECREATION"	2550-223	06-21-2013	06-24-2013	STAPLES STORE #159	123.84	CAD	123.84	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06753	MAIN SQ CC-PGM SUPP	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2554-145	06-25-2013	06-26-2013	LOBLAWS #1021	147.87	CAD	147.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12113	MAIN SQ CC-SUMMER CA	5411	"Grocery Stores, Supermarkets"	"BAGELS, STRAWBERRIES, BLACKBERRIES"	
"PARKS, FORESTRY & RECREATION"	2554-146	06-25-2013	06-26-2013	STAPLES STORE #159	175.26	CAD	175.26	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06753	MAIN SQ CC-PGM SUPP	5943	"Office, School Supply, and Stationery St"	"MAGAZINE FILE, INBOX TRAY, PENCIL CUP, CADDY"	
"PARKS, FORESTRY & RECREATION"	2554-147	06-25-2013	06-26-2013	FRESHCO #9750      QPS	74.83	CAD	74.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12113	MAIN SQ CC-SUMMER CA	5411	"Grocery Stores, Supermarkets"	"APPLES, ORANGES, CARROTS, HUMUS"	
"PARKS, FORESTRY & RECREATION"	2556-171	06-24-2013	06-27-2013	METRO #493	35.21	CAD	35.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12113	MAIN SQ CC-SUMMER CA	5411	"Grocery Stores, Supermarkets"	FREEZIES	
"PARKS, FORESTRY & RECREATION"	2557-160	06-26-2013	06-28-2013	PIZZA PIZZA 008	167.33	CAD	167.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12113	MAIN SQ CC-SUMMER CA	5814	Quick Payment Service - Fast-Food Restau	PIZZA	
					"1,011.63"	CAD	"1,011.63"	CAD								
"PARKS, FORESTRY & RECREATION"	2527-128	06-04-2013	06-06-2013	EAASIB PESTICIDES	180.00	CAD	180.00	CAD	4830	PERMIT & LICENSE FEES	P00670	W-NORTH3-PGM SUPP	9399	Government Services - Not Elsewhere Clas	PESTICIDE LICENSE RENEWAL	
"PARKS, FORESTRY & RECREATION"	2543-116	06-17-2013	06-18-2013	RED SEAL NOTARY INC.	66.67	CAD	66.67	CAD	4010	PROF SRV - LEGAL	P00670	W-NORTH3-PGM SUPP	8111	"Attorneys, Legal Services"	SWEAR DOCUMENTS	
"PARKS, FORESTRY & RECREATION"	2547-136	06-20-2013	06-21-2013	LOWES #02640*	25.58	CAD	25.58	CAD	2499	OTHER CHEMICALS	P00670	W-NORTH3-PGM SUPP	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2560-261	06-27-2013	07-02-2013	G CAN FTT	989.65	CAD	989.65	CAD	2710	GENERAL HARDWARE	P00670	W-NORTH3-PGM SUPP	5085	Industrial Supplies Not Elsewhere Classi	FUEL TRANSFER SYSTEM	
					"1,261.90"	CAD	"1,261.90"	CAD								
"PARKS, FORESTRY & RECREATION"	2527-129	06-05-2013	06-06-2013	PET VALU #2197	18.06	CAD	18.06	CAD	2620	ANIMAL CARE SUPPLIES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	5995	Pet Shops - Pet Food and Supplies	ANIMAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2537-154	06-12-2013	06-13-2013	KING WEST VETERINARY C	477.97	CAD	477.97	CAD	4087	PROFESSIONAL SERVICES -VETERINARIAN FEES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	0742	Veterinary Services	ANIMAL TREATMENT	
"PARKS, FORESTRY & RECREATION"	2554-148	06-25-2013	06-26-2013	DATUS PHARMACY	23.50	CAD	23.50	CAD	2620	ANIMAL CARE SUPPLIES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	5912	"Drug Stores, Pharmacies"	ANIMAL TREATMENT	
"PARKS, FORESTRY & RECREATION"	2554-149	06-25-2013	06-26-2013	DATUS PHARMACY	23.50	CAD	23.50	CAD	2620	ANIMAL CARE SUPPLIES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	5912	"Drug Stores, Pharmacies"	ANIMAL TREATMENT	
"PARKS, FORESTRY & RECREATION"	2554-150	06-25-2013	06-26-2013	KING WEST VETERINARY C	655.58	CAD	655.58	CAD	4087	PROFESSIONAL SERVICES -VETERINARIAN FEES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	0742	Veterinary Services	ANIMAL TREATMENT	
"PARKS, FORESTRY & RECREATION"	2560-262	06-28-2013	07-02-2013	KING WEST VETERINARY C	345.40	CAD	345.40	CAD	4087	PROFESSIONAL SERVICES -VETERINARIAN FEES	P13448	WATERFOWL MANAGEMENT PROGRAM - TEY	0742	Veterinary Services	ANIMAL TREATMENT	
					"1,544.01"	CAD	"1,544.01"	CAD								
"PARKS, FORESTRY & RECREATION"	2537-155	06-11-2013	06-13-2013	THE HOME DEPOT #7001	93.46	CAD	93.46	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	MARKING PACK	
"PARKS, FORESTRY & RECREATION"	2537-156	06-12-2013	06-13-2013	NATIONAL HOSE AND EQUI	45.78	CAD	45.78	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5046	Commercial Equipment Not Elsewhere Class	SUPER CLAMP	
"PARKS, FORESTRY & RECREATION"	2542-184	06-14-2013	06-17-2013	THE HOME DEPOT #7001	3.94	CAD	3.94	CAD	3080	M & E - HAND TOOLS	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	20R KEY	
"PARKS, FORESTRY & RECREATION"	2545-122	06-18-2013	06-19-2013	NATIONAL HOSE AND EQUI	21.45	CAD	21.45	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5046	Commercial Equipment Not Elsewhere Class	SUPER CLAMP	
"PARKS, FORESTRY & RECREATION"	2545-123	06-18-2013	06-19-2013	NATIONAL HOSE AND EQUI	109.92	CAD	109.92	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5046	Commercial Equipment Not Elsewhere Class	PLATED STEEL HOSE MENDER	
"PARKS, FORESTRY & RECREATION"	2547-137	06-20-2013	06-21-2013	NATIONAL HOSE AND EQUI	46.19	CAD	46.19	CAD	2535	PLUMBING SUPPLIES	P03651	TECH SERV. 2-FACILIT	5046	Commercial Equipment Not Elsewhere Class	SUPER CLAMP	
"PARKS, FORESTRY & RECREATION"	2547-138	06-20-2013	06-21-2013	ACKLANDS-GRAINGER INC	30.91	CAD	30.91	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5085	Industrial Supplies Not Elsewhere Classi	2IN COMB NIPPLE PLAIN	
"PARKS, FORESTRY & RECREATION"	2557-161	06-26-2013	06-28-2013	RONA # 55340	29.37	CAD	29.37	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5251	Hardware Stores	SPLITTING WEDGE GARRANT	
"PARKS, FORESTRY & RECREATION"	2560-263	06-27-2013	07-02-2013	BRAFASCO / SCARBOROUGH	173.49	CAD	173.49	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5085	Industrial Supplies Not Elsewhere Classi	GEAR WRENCH	
"PARKS, FORESTRY & RECREATION"	2560-264	06-27-2013	07-02-2013	NOBLE 52040	153.33	CAD	153.33	CAD	2575	ELECTRICAL SUPPLIES	P03651	TECH SERV. 2-FACILIT	5251	Hardware Stores	BUBBLER CARTRIDGE	
					707.84	CAD	707.84	CAD								
"PARKS, FORESTRY & RECREATION"	2527-130	06-05-2013	06-06-2013	STAPLES STORE #228	33.71	CAD	33.71	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P06776	ELMBANK-PGM SUPP	5943	"Office, School Supply, and Stationery St"	PENS AND PADS OF PAPER	
					33.71	CAD	33.71	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2542-185	06-16-2013	06-17-2013	SOBEYS #7383       QPS	27.96	CAD	27.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	"FOOD  BBQ - BURGERS, WATERMELON"	
ECONOMIC DEVELOPMENT & CULTURE	2543-117	06-17-2013	06-18-2013	LOBLAWS #1066	29.22	CAD	29.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	FOOD  BBQ - CHICKEN	
					57.18	CAD	57.18	CAD								
FLEET SERVICES	2527-131	06-04-2013	06-06-2013	SERVICEONTARIO - 034	29.00	CAD	29.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	ASSET MGMT LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT PLATE AND STICKER	
FLEET SERVICES	2532-89	06-07-2013	06-11-2013	SERVICEONTARIO - 034	22.00	CAD	22.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	ASSET MGMT LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE REPLACEMENT PLATE	
FLEET SERVICES	2535-126	06-10-2013	06-12-2013	SERVICEONTARIO - 034	224.00	CAD	224.00	CAD	4830	PERMIT & LICENSE FEES	FL7005	ASSET MGMT LICENSING	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE RENEWAL	
