Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	1988-155	05-12-2012	05-14-2012	PRICE CHOPPER #9600	26.86	CAD	26.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGSRV-TEY - DIST	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES FOR POP CAN CLUB	
"PARKS, FORESTRY & RECREATION"	1988-156	05-12-2012	05-14-2012	PRICE CHOPPER #9600	14.20	CAD	14.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGSRV-TEY - DIST	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES FOR POP CAN CLUB	
"PARKS, FORESTRY & RECREATION"	1989-84	05-14-2012	05-15-2012	DAVE AND CHARLOTTE'S N	43.35	CAD	43.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGSRV-TEY - DIST	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES FOR ACTIVE8	
"PARKS, FORESTRY & RECREATION"	1992-116	05-15-2012	05-16-2012	SHOPPERS DRUG MART0814	73.25	CAD	73.25	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P13187	INTGSRV-TEY - DIST	5912	"Drug Stores, Pharmacies"	TTC TICKETS-TRIP MAKING FRIENDS/LEARNING FOR LIFE	
"PARKS, FORESTRY & RECREATION"	1998-134	05-18-2012	05-22-2012	PRICE CHOPPER #9600	30.92	CAD	30.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGSRV-TEY - DIST	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES FOR POP CAN CLUB	
"PARKS, FORESTRY & RECREATION"	2006-181	05-25-2012	05-28-2012	PRICE CHOPPER #9600	32.81	CAD	32.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGSRV-TEY - DIST	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES FOR POP CAN CLUB	
"PARKS, FORESTRY & RECREATION"	2006-182	05-25-2012	05-28-2012	PRICE CHOPPER #9600	17.59	CAD	17.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGSRV-TEY - DIST	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES FOR MAKING FRIENDS/LEARNING	
"PARKS, FORESTRY & RECREATION"	2010-112	05-29-2012	05-30-2012	SOBEYS #718        QPS	66.78	CAD	66.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGSRV-TEY - DIST	5411	"Grocery Stores, Supermarkets"	A & I COMMUNITY ADVISORY AGM	
					530.73	CAD	530.73	CAD								
"PARKS, FORESTRY & RECREATION"	1988-157	05-12-2012	05-14-2012	THE HOME DEPOT #7011	55.13	CAD	55.13	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	*****	
					55.13	CAD	55.13	CAD								
TRANSPORTATION SERVICES 	1980-96	05-07-2012	05-09-2012	THE HOME DEPOT #7001	9.03	CAD	9.03	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5200	Home Supply Warehouse	*****	
TRANSPORTATION SERVICES 	1984-127	05-08-2012	05-10-2012	THE HOME DEPOT #7001	56.45	CAD	56.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5200	Home Supply Warehouse	3X50 FABRIC	
TRANSPORTATION SERVICES 	1998-135	05-17-2012	05-22-2012	CDN TIRE STORE #00030	47.43	CAD	47.43	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5200	Home Supply Warehouse		
					112.91	CAD	112.91	CAD								
"PARKS, FORESTRY & RECREATION"	1988-158	05-11-2012	05-14-2012	IKEA NORTH YORK	27.12	CAD	27.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04660	LAWRENCE HGTS-SUMR C	5712	"Equipment, Furniture, and Home Furnishin"	PAPER LANTERN DECORATIONS	
"PARKS, FORESTRY & RECREATION"	1998-136	05-16-2012	05-22-2012	WAL-MART # 3105	8.44	CAD	8.44	CAD	2570	JANITORIAL SUPPLIES	P06069	LAWRENCE HGTS-SOC PG	5310	Discount Stores	LYSOL WIPES FOR COMPUTER LAB PROGRAMS	
					35.56	CAD	35.56	CAD								
"PARKS, FORESTRY & RECREATION"	1971-122	05-02-2012	05-03-2012	ALPINE LAWN   GARDEN E	242.77	CAD	242.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00545	S-CENTRAL1-TURF&HORT	5261	Lawn and Garden Supply Stores	TRIMMER LINE	
"PARKS, FORESTRY & RECREATION"	1972-118	05-03-2012	05-04-2012	HAWKEX SALES	750.88	CAD	750.88	CAD	3099	GENERAL EQUIPMENT	P00545	S-CENTRAL1-TURF&HORT	5699	Accessory  and Apparel Stores - Miscella	LITTER PICKING BAGS AND FRAMES	
"PARKS, FORESTRY & RECREATION"	1988-159	05-11-2012	05-14-2012	PRO LOCKSMITHS	103.40	CAD	103.40	CAD	2730	LOCKS	P00545	S-CENTRAL1-TURF&HORT	7699	Miscellaneous Repair Shops and Related S	KEYS	
"PARKS, FORESTRY & RECREATION"	1995-118	05-16-2012	05-18-2012	THE HOME DEPOT #7073	95.05	CAD	95.05	CAD	2710	GENERAL HARDWARE	P00545	S-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2010-113	05-28-2012	05-30-2012	ACKLANDS-GRAINGER INC	112.68	CAD	112.68	CAD	*****	PROTECTIVE CLOTHING	P00545	S-CENTRAL1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	TRAFFIC VESTS & SIGNS	
"PARKS, FORESTRY & RECREATION"	2012-105	05-29-2012	05-31-2012	EAGLE BEAVER SPORTS LT	84.75	CAD	84.75	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P00545	S-CENTRAL1-TURF&HORT	5941	Sporting Goods Stores	OFFICAL HOME BASE PLATES	
					"1,389.53"	CAD	"1,389.53"	CAD								
LEGAL SERVICES	1967-94	04-30-2012	05-01-2012	TERANET EXPRESS	78.00	CAD	78.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1967-95	04-30-2012	05-01-2012	TERANET EXPRESS	20.50	CAD	20.50	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1967-96	04-30-2012	05-01-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1971-123	05-02-2012	05-03-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5708	CLAIMS  MCLARENS  AC	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1971-124	05-02-2012	05-03-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5708	CLAIMS  MCLARENS  AC	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1971-125	05-02-2012	05-03-2012	TERANET EXPRESS	45.00	CAD	45.00	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1980-97	05-08-2012	05-09-2012	TERANET EXPRESS	33.00	CAD	33.00	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1980-98	05-08-2012	05-09-2012	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1980-99	05-08-2012	05-09-2012	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1986-130	05-10-2012	05-11-2012	TERANET EXPRESS	21.50	CAD	21.50	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	1986-131	05-10-2012	05-11-2012	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2002-128	05-23-2012	05-24-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2002-129	05-23-2012	05-24-2012	TERANET EXPRESS	7.50	CAD	7.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2002-130	05-23-2012	05-24-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2002-131	05-23-2012	05-24-2012	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2002-132	05-23-2012	05-24-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2002-133	05-23-2012	05-24-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2002-134	05-23-2012	05-24-2012	TERANET EXPRESS	24.00	CAD	24.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2002-135	05-23-2012	05-24-2012	TERANET EXPRESS	6.50	CAD	6.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2004-93	05-24-2012	05-25-2012	TERANET EXPRESS	54.00	CAD	54.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2004-94	05-24-2012	05-25-2012	TERANET EXPRESS	67.00	CAD	67.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2004-95	05-24-2012	05-25-2012	TERANET EXPRESS	19.50	CAD	19.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2004-96	05-24-2012	05-25-2012	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2004-97	05-24-2012	05-25-2012	TERANET EXPRESS	59.00	CAD	59.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2004-98	05-24-2012	05-25-2012	TERANET EXPRESS	12.50	CAD	12.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2008-103	05-28-2012	05-29-2012	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL9606	FAC & REAL ESTATE	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2012-106	05-30-2012	05-31-2012	TERANET EXPRESS	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	LRO PROPERTY SEARCH	
LEGAL SERVICES	2012-107	05-30-2012	05-31-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	LRO PROPERTY SEARCH	
					545.50	CAD	545.50	CAD								
"PARKS, FORESTRY & RECREATION"	1967-97	04-30-2012	05-01-2012	SOBEYS #938        QPS	29.34	CAD	29.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	1968-105	04-28-2012	05-02-2012	DESERRES	16.94	CAD	16.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11083	SECORD CC-PGM SUPP	5970	"Artist Supply Stores, Craft Shops"	CLAY FOR STAN WOODLOW PROGRAM	
"PARKS, FORESTRY & RECREATION"	1979-84	05-07-2012	05-08-2012	SOBEYS #938        QPS	33.27	CAD	33.27	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04882	EARL BEATTY-SUMR CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1988-160	05-11-2012	05-14-2012	SOBEYS #938        QPS	49.49	CAD	49.49	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04882	EARL BEATTY-SUMR CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1989-85	05-14-2012	05-15-2012	SOBEYS #938        QPS	20.75	CAD	20.75	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04882	EARL BEATTY-SUMR CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1994-120	05-16-2012	05-17-2012	ACME DOORWAY	90.02	CAD	90.02	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04882	EARL BEATTY-SUMR CAM	1799	"Contractors, Special Trade - Not Elsewhe"		
"PARKS, FORESTRY & RECREATION"	1998-137	05-18-2012	05-22-2012	SOBEYS #938        QPS	65.66	CAD	65.66	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04882	EARL BEATTY-SUMR CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2002-136	05-23-2012	05-24-2012	SOBEYS #938        QPS	22.47	CAD	22.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04882	EARL BEATTY-SUMR CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2004-99	05-24-2012	05-25-2012	CKT SPORTS MARTIAL ART	95.84	CAD	95.84	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04882	EARL BEATTY-SUMR CAM	5699	Accessory  and Apparel Stores - Miscella		
"PARKS, FORESTRY & RECREATION"	2006-183	05-25-2012	05-28-2012	NATIONAL SPORTS #67	146.86	CAD	146.86	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04882	EARL BEATTY-SUMR CAM	5655	"Sports Apparel, Riding Apparel Stores"		
"PARKS, FORESTRY & RECREATION"	2006-184	05-25-2012	05-28-2012	SOBEYS #938        QPS	53.70	CAD	53.70	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04882	EARL BEATTY-SUMR CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2008-104	05-25-2012	05-29-2012	D AND G TROPHIES INC	42.71	CAD	42.71	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P04882	EARL BEATTY-SUMR CAM	5999	Miscellaneous and Specialty Retail Store		
					667.05	CAD	667.05	CAD								
"PARKS, FORESTRY & RECREATION"	1980-100	05-08-2012	05-09-2012	PRINCESS AUTO	781.67	CAD	781.67	CAD	3080	M & E - HAND TOOLS	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	SHOP TOOLS	
"PARKS, FORESTRY & RECREATION"	2002-137	05-23-2012	05-24-2012	THE XTERMINATOR	237.30	CAD	237.30	CAD	4417	PEST CONTROL	P00483	S-WEST 2-PKS EQP MNT	7342	Exterminating and Disinfecting Services	PEST CONTROL	
"PARKS, FORESTRY & RECREATION"	2004-100	05-23-2012	05-25-2012	LORIN FRASER SERVICE C	90.40	CAD	90.40	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00483	S-WEST 2-PKS EQP MNT	7538	Automotive Service Shops	INTERIOR CLEANING	
					"1,109.37"	CAD	"1,109.37"	CAD								
"PARKS, FORESTRY & RECREATION"	2004-101	05-23-2012	05-25-2012	GRAPHIC COMMERCE LTD	646.41	CAD	646.41	CAD	2792	"BANNERS, FLAGS & SIGNS"	P13306	SIGN SHOP-BOOTH YARD	7333	"Commercial Art, Graphics, Photography"	HEMMING OF BANNERS	
"PARKS, FORESTRY & RECREATION"	2008-105	05-28-2012	05-29-2012	IMAGING ALIGNMENT CORP	968.04	CAD	968.04	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P13306	SIGN SHOP-BOOTH YARD	5967	Direct Marketing - Inbound Telemarketing	PRINTER MAINTENANCE	
"PARKS, FORESTRY & RECREATION"	2010-114	05-29-2012	05-30-2012	IMAGING ALIGNMENT CORP	968.04	CAD	968.04	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P13306	SIGN SHOP-BOOTH YARD	5967	Direct Marketing - Inbound Telemarketing	PRINTER MAINTENANCE	
"PARKS, FORESTRY & RECREATION"	2012-108	05-30-2012	05-31-2012	IMAGING ALIGNMENT CORP	372.90	CAD	372.90	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P13306	SIGN SHOP-BOOTH YARD	5967	Direct Marketing - Inbound Telemarketing	PRINTER MAINTENANCE	
					"2,955.39"	CAD	"2,955.39"	CAD								
"PARKS, FORESTRY & RECREATION"	1977-143	05-04-2012	05-07-2012	WOLSELEY MECHANICAL	295.17	CAD	295.17	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING PARTS	
"PARKS, FORESTRY & RECREATION"	1992-117	05-14-2012	05-16-2012	WOLSELEY CDA INC-HUDSO	50.09	CAD	50.09	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PVC BALL VALVES	
					345.26	CAD	345.26	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1972-119	05-03-2012	05-04-2012	FABRICLAND DISTRIBUTOR	107.17	CAD	107.17	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0113	HS-MH-RET-GIBSON HOU	5949	"Fabric, Needlework, Piece Goods, and Sew"	POLYCOTTON ITEMS FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	1984-128	05-09-2012	05-10-2012	LOBLAWS #1010	19.21	CAD	19.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	MILK & CURRANTS FOR PROGRAM USE	
ECONOMIC DEVELOPMENT & CULTURE	1984-129	05-09-2012	05-10-2012	FABRICLAND DISTRIBUTOR	68.92	CAD	68.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0070	HS-MH-EDU-GIBSON HOU	5949	"Fabric, Needlework, Piece Goods, and Sew"	"TWILL TAPE, BROAD CLOTH FOR PROGRAM USE"	
ECONOMIC DEVELOPMENT & CULTURE	1989-86	05-11-2012	05-15-2012	BLACK CREEK GIFT SHOP	118.23	CAD	118.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	HS-MH-PRS-GIBSON HOU	9399	Government Services - Not Elsewhere Clas	TIN CANDLE MOULD FOR PROGRAM USE	
ECONOMIC DEVELOPMENT & CULTURE	1994-121	05-16-2012	05-17-2012	NOFRILLS CARLO'S #3925	138.86	CAD	138.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	BEEF AND CREAM FOR PROGRAM USE	
ECONOMIC DEVELOPMENT & CULTURE	1995-119	05-16-2012	05-18-2012	AMBROSIA THORNHILL INC	50.02	CAD	50.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0070	HS-MH-EDU-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	BULK FLOUR & SUGAR FOR PROGRAM USE	
ECONOMIC DEVELOPMENT & CULTURE	1995-120	05-16-2012	05-18-2012	CDN TIRE STORE #00126	6.77	CAD	6.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	HS-MH-PRS-GIBSON HOU	5200	Home Supply Warehouse	CABLE TIRE FOR MARKETING USE	
ECONOMIC DEVELOPMENT & CULTURE	2000-83	05-22-2012	05-23-2012	LOBLAWS #1010	54.09	CAD	54.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUB-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	CHEESE AND DRIED APPLES FOR PROGRAM USE	
					563.27	CAD	563.27	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1994-122	05-16-2012	05-17-2012	ISTOCK *INTERNATIONAL	46.05	CAD	46.05	CAD	4082	PHOTO/VIDEO SERVICES	ED0152	IM-MAR-SUPP-CENTRAL	5971	Art Dealers and Galleries	I-STOCK PHOTO	
					46.05	CAD	46.05	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1998-138	05-17-2012	05-22-2012	PAYPAL *BCCC CHAMBE	70.00	CAD	70.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0156	IM-INV-INTM-CENTRAL	9399	Government Services - Not Elsewhere Clas	TICKET TO EVENT	
					70.00	CAD	70.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2000-84	05-22-2012	05-23-2012	PAINT DEPOT	338.22	CAD	338.22	CAD	2715	PAINT SUPPLIES	AH0007	AS-PR-PRS-NORTH YKCC	5251	Hardware Stores	PAINT SUPPLIES FOR DOORS OPEN MURAL	
ECONOMIC DEVELOPMENT & CULTURE	2000-85	05-22-2012	05-23-2012	NELLA CUTLERY(TORONTO)	13.56	CAD	13.56	CAD	2715	PAINT SUPPLIES	AH0007	AS-PR-PRS-NORTH YKCC	5949	"Fabric, Needlework, Piece Goods, and Sew"	DISPOSABLE GLOVES FOR DOORS OPEN MURAL	
ECONOMIC DEVELOPMENT & CULTURE	2000-86	05-22-2012	05-23-2012	VALUE VILLAGE #2047	10.12	CAD	10.12	CAD	2715	PAINT SUPPLIES	AH0007	AS-PR-PRS-NORTH YKCC	5931	"Second Hand Stores, Used Merchandise Sto"	TRAYS AND APRONS FOR PAINTING DOORS OPEN MURAL	
ECONOMIC DEVELOPMENT & CULTURE	2002-138	05-22-2012	05-24-2012	THE HOME DEPOT #7080	104.89	CAD	104.89	CAD	2715	PAINT SUPPLIES	AH0007	AS-PR-PRS-NORTH YKCC	5200	Home Supply Warehouse	1/2 FIR PLY	
ECONOMIC DEVELOPMENT & CULTURE	2004-102	05-23-2012	05-25-2012	CURRY'S - YONGE ST TOR	25.31	CAD	25.31	CAD	2715	PAINT SUPPLIES	AH0007	AS-PR-PRS-NORTH YKCC	5970	"Artist Supply Stores, Craft Shops"	PAINT BRUSHES AND DURALAR FOR DOORS OPEN MURAL	
ECONOMIC DEVELOPMENT & CULTURE	2004-103	05-23-2012	05-25-2012	CDN TIRE STORE #00600	22.58	CAD	22.58	CAD	2715	PAINT SUPPLIES	AH0007	AS-PR-PRS-NORTH YKCC	5200	Home Supply Warehouse	PAINT BRUSHES FOR DOORS OPEN MURAL	
					514.68	CAD	514.68	CAD								
COURT SERVICES 	2002-139	05-22-2012	05-24-2012	CDN TIRE STORE #00600	361.51	CAD	361.51	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	CT2001	ACCOUNTING	5200	Home Supply Warehouse	OSCILLATING PEDESTAL FANS -9	
					361.51	CAD	361.51	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1977-144	05-05-2012	05-07-2012	EB *SMALL BUSINESS SUC	86.78	CAD	86.78	CAD	4118	TICKETS AND ADMISSION FEES	ED0139	EN-PSU-PSUP-CENTRAL	7399	Business Services - Not Elsewhere Classi	TICKETS FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	1994-123	05-16-2012	05-17-2012	HOSTMYSITE COM	137.45	CAD	131.85	USD	4813	INTERNET	ED0139	EN-PSU-PSUP-CENTRAL	7372	"Computer Programming, Integrated Systems"	WINDOWS PRO QUARTERLY	
ECONOMIC DEVELOPMENT & CULTURE	1998-139	05-17-2012	05-22-2012	BOARD OF TRADE - NYCC	44.07	CAD	44.07	CAD	4118	TICKETS AND ADMISSION FEES	ED0139	EN-PSU-PSUP-CENTRAL	7399	Business Services - Not Elsewhere Classi	TICKETS FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2008-106	05-28-2012	05-29-2012	ACCE	282.50	CAD	282.50	CAD	4820	BUSINESS MEETING EXPENSES	ED0139	EN-PSU-PSUP-CENTRAL	8641	"Associations - Civic, Social, and Frater"	EXHIBITOR FEE	
ECONOMIC DEVELOPMENT & CULTURE	2010-115	05-29-2012	05-30-2012	HOSTMYSITE COM	104.52	CAD	99.00	USD	4813	INTERNET	ED0139	EN-PSU-PSUP-CENTRAL	7372	"Computer Programming, Integrated Systems"	WEBSITE HOST	
					655.32	CAD	413.35	CAD								
							230.85	USD								
ECONOMIC DEVELOPMENT & CULTURE	1998-140	05-18-2012	05-22-2012	DONWAY PACKAGING CORP	526.02	CAD	526.02	CAD	2545	PLASTICS & RUBBER SUPPLIES	AH0059	HS-MH-CLR-98 ATLANTI	7399	Business Services - Not Elsewhere Classi	BUBBLE WRAP AND POLYTUBING	
					526.02	CAD	526.02	CAD								
TORONTO ENVIRONMENT OFFICE	1992-118	05-14-2012	05-16-2012	CDN TIRE STORE #00264	27.05	CAD	27.05	CAD	4995	OTHER EXPENSES	WE0619	IMPLEMENTATION & SUP	5200	Home Supply Warehouse	MISC SUPPLIES FOR KIDS WORLD OF ENERGY EVENT	
TORONTO ENVIRONMENT OFFICE	1992-119	05-15-2012	05-16-2012	STAPLES STORE #28	115.35	CAD	115.35	CAD	2010	STATIONERY AND OFFICE SUPPLIES	WE0619	IMPLEMENTATION & SUP	5943	"Office, School Supply, and Stationery St"	"EASEL PADS,SUPPLIES FOR KIDS WORLD OF ENERGY EVENT"	
TORONTO ENVIRONMENT OFFICE	1994-124	05-16-2012	05-17-2012	STAPLES STORE #28	29.75	CAD	29.75	CAD	2010	STATIONERY AND OFFICE SUPPLIES	WE0619	IMPLEMENTATION & SUP	5943	"Office, School Supply, and Stationery St"	EASEL PADS FOR KIDS WORLD OF ENERGY EVENT	
TORONTO ENVIRONMENT OFFICE	1995-121	05-16-2012	05-18-2012	CDN TIRE STORE #00264	27.05	CAD	27.05	CAD	4995	OTHER EXPENSES	WE0619	IMPLEMENTATION & SUP	5200	Home Supply Warehouse	MISC SUPPLIES FOR KIDS WORLD OF ENERGY EVENT	
