Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Elelment	Cost Centre / WBS Elelment Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2077-307	07-12-2012	07-16-2012	WAL-MART # 5831	76.60	CAD	76.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2077-308	07-12-2012	07-16-2012	WAL-MART # 5831	7.46	CAD	7.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2078-138	07-16-2012	07-17-2012	IMPERIAL HME HDWE 1401	180.75	CAD	180.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5251	Hardware Stores		
"PARKS, FORESTRY & RECREATION"	2081-186	07-17-2012	07-18-2012	NOFRILLS PATS 1330	89.28	CAD	89.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2081-187	07-17-2012	07-18-2012	GWARTZMAN'S ART SUPPLI	117.36	CAD	117.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5231	"Glass, Paint, Wallpaper Stores"		
"PARKS, FORESTRY & RECREATION"	2083-263	07-17-2012	07-19-2012	PARTY PACKAGERS (770 L	25.67	CAD	25.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5999	Miscellaneous and Specialty Retail Store		
"PARKS, FORESTRY & RECREATION"	2085-223	07-18-2012	07-20-2012	CDN TIRE STORE #00126	56.48	CAD	56.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	2087-236	07-22-2012	07-23-2012	NOFRILLS FREDDIE 1354	20.03	CAD	20.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2088-135	07-23-2012	07-24-2012	GWARTZMAN'S ART SUPPLI	47.49	CAD	47.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5231	"Glass, Paint, Wallpaper Stores"		
"PARKS, FORESTRY & RECREATION"	2094-204	07-25-2012	07-26-2012	SURI	282.50	CAD	282.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5945	"Game, Toy, and Hobby Shops"		
"PARKS, FORESTRY & RECREATION"	2095-218	07-25-2012	07-27-2012	WAL-MART # 5831	15.73	CAD	15.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2095-219	07-25-2012	07-27-2012	WAL-MART # 5831	7.46	CAD	7.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	2097-227	07-29-2012	07-30-2012	MICHAELS #4910	84.96	CAD	84.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5945	"Game, Toy, and Hobby Shops"		
"PARKS, FORESTRY & RECREATION"	2099-122	07-30-2012	07-31-2012	NOFRILLS FREDDIE 1354	39.34	CAD	39.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04332	MITCHELL FIELD-H CAM	5411	"Grocery Stores, Supermarkets"		
					"3,357.72"	CAD	"3,357.72"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2058-309	06-30-2012	07-03-2012	FACEBOOK.COM*DNL3422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADS - TRANS# 9008765689683	
ECONOMIC DEVELOPMENT & CULTURE	2058-310	07-01-2012	07-03-2012	FACEBOOK.COM*JVP3422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADS - TRANS# 9008781832397	
ECONOMIC DEVELOPMENT & CULTURE	2058-311	07-02-2012	07-03-2012	FACEBOOK.COM*CNS3422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADS - TRANS# 9008792281754	
ECONOMIC DEVELOPMENT & CULTURE	2060-142	07-03-2012	07-04-2012	FACEBOOK.COM*CYV3422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008808271950	
ECONOMIC DEVELOPMENT & CULTURE	2063-236	07-04-2012	07-05-2012	FACEBOOK.COM*4JY3422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008819879428	
ECONOMIC DEVELOPMENT & CULTURE	2065-263	07-05-2012	07-06-2012	FACEBOOK.COM*A534422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008838644499	
ECONOMIC DEVELOPMENT & CULTURE	2066-286	07-06-2012	07-09-2012	FACEBOOK.COM*TP54422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008850983035	
ECONOMIC DEVELOPMENT & CULTURE	2066-287	07-07-2012	07-09-2012	FACEBOOK.COM*XF84422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008866428330	
ECONOMIC DEVELOPMENT & CULTURE	2066-288	07-08-2012	07-09-2012	FACEBOOK.COM*LTA4422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008882630503	
ECONOMIC DEVELOPMENT & CULTURE	2069-184	07-09-2012	07-10-2012	FACEBOOK.COM*V4D4422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008898706311	
ECONOMIC DEVELOPMENT & CULTURE	2071-247	07-10-2012	07-11-2012	FACEBOOK.COM*UQF4422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008913917346	
ECONOMIC DEVELOPMENT & CULTURE	2073-272	07-11-2012	07-12-2012	FACEBOOK.COM*6RJ4422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008926598813	
ECONOMIC DEVELOPMENT & CULTURE	2075-243	07-12-2012	07-13-2012	FACEBOOK.COM*TFM4422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008941437225	
ECONOMIC DEVELOPMENT & CULTURE	2077-309	07-13-2012	07-16-2012	FACEBOOK.COM*UEQ4422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008957433235	
ECONOMIC DEVELOPMENT & CULTURE	2077-310	07-14-2012	07-16-2012	FACEBOOK.COM*PYS4422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008971949684	
ECONOMIC DEVELOPMENT & CULTURE	2077-311	07-15-2012	07-16-2012	FACEBOOK.COM*LKV4422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008985969644	
ECONOMIC DEVELOPMENT & CULTURE	2078-139	07-16-2012	07-17-2012	FACEBOOK.COM*4UX4422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9008999414044	
ECONOMIC DEVELOPMENT & CULTURE	2081-188	07-17-2012	07-18-2012	FACEBOOK.COM*9J25422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9009018104158	
ECONOMIC DEVELOPMENT & CULTURE	2083-264	07-18-2012	07-19-2012	FACEBOOK.COM*EA55422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9009030487942	
ECONOMIC DEVELOPMENT & CULTURE	2085-224	07-19-2012	07-20-2012	FACEBOOK.COM*D285422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9009046863376	
ECONOMIC DEVELOPMENT & CULTURE	2087-237	07-20-2012	07-23-2012	FACEBOOK.COM*4VB5422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9009067944813	
ECONOMIC DEVELOPMENT & CULTURE	2087-238	07-21-2012	07-23-2012	FACEBOOK.COM*45F5422R4	200.00	CAD	200.00	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9009086311044	
ECONOMIC DEVELOPMENT & CULTURE	2087-239	07-22-2012	07-23-2012	FACEBOOK.COM*4CJ5422R4	39.75	CAD	39.75	CAD	4414	ADVERTISING & PROMOTION	SE0002	CENTRL-TOR ST FEST-S	7311	Advertising Services	ADVERTISING - TRANS# 9009105549789	
					"4,439.75"	CAD	"4,439.75"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2075-244	07-11-2012	07-13-2012	TOWN INN SUITES	878.01	CAD	878.01	CAD	4995	OTHER EXPENSES	SE0019	CENTRL-NUIT BLANCHE	7011	"Lodging - Hotels, Motels, Resorts - Not"	HOTEL ACCOMMODATION - ARTIST - NUIT BLANCHE 2012	
					878.01	CAD	878.01	CAD								
TORONTO WATER	2073-273	07-11-2012	07-12-2012	STAPLES STORE #32	239.29	CAD	239.29	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PW1012	ISLAND ADMINISTRATIO	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
TORONTO WATER	2073-274	07-11-2012	07-12-2012	LOWES #02633*	-980.84	CAD	-980.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1013	ISLAND PROCESS WA3	5200	Home Supply Warehouse	PARTS	
TORONTO WATER	2087-240	07-20-2012	07-23-2012	STAPLES STORE #46	171.73	CAD	171.73	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PW1012	ISLAND ADMINISTRATIO	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
TORONTO WATER	2087-241	07-20-2012	07-23-2012	STAPLES STORE #46	-84.51	CAD	-84.51	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PW1012	ISLAND ADMINISTRATIO	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
TORONTO WATER	2088-136	07-23-2012	07-24-2012	STAPLES STORE #25	-140.85	CAD	-140.85	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PW1012	ISLAND ADMINISTRATIO	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
TORONTO WATER	2094-205	07-24-2012	07-26-2012	ORDERLINE	601.39	CAD	601.39	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PW1013	ISLAND PROCESS WA3	5734	Computer Software Stores	BOOK	
					-193.79	CAD	-193.79	CAD								
TORONTO WATER	2099-123	07-30-2012	07-31-2012	ONTARIO GOOD ROADS ASS	508.50	CAD	508.50	CAD	4995	OTHER EXPENSES	WW4703	WW CAP PROJ DELIVERY	7399	Business Services - Not Elsewhere Classi		
					508.50	CAD	508.50	CAD								
EMERGENCY MEDICAL SERVICES	2071-248	07-10-2012	07-11-2012	EUROPEAN HOTEL AND RES	710.16	CAD	710.16	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46750	OPS - DISTRICT 2	5812	"Eating Places, Restaurants"	COFFEE MACHINE (WILL BE REFUNDED)	
EMERGENCY MEDICAL SERVICES	2073-275	07-11-2012	07-12-2012	BEST BUY CANADA #943	62.14	CAD	62.14	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B46750	OPS - DISTRICT 2	5732	Electronic Sales	ANTENNA'S FOR D2 OFFICE	
EMERGENCY MEDICAL SERVICES	2075-245	07-12-2012	07-13-2012	BEST BUY CANADA #943	103.95	CAD	103.95	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B46750	OPS - DISTRICT 2	5732	Electronic Sales	ANTENNA'S FOR D2 OFFICE	
EMERGENCY MEDICAL SERVICES	2075-246	07-12-2012	07-13-2012	BEST BUY CANADA #943	-62.14	CAD	-62.14	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B46750	OPS - DISTRICT 2	5732	Electronic Sales	ANTENNA'S FOR D2 OFFICE	
					814.11	CAD	814.11	CAD								
"PARKS, FORESTRY & RECREATION"	2063-237	07-04-2012	07-05-2012	ROMA FENCE LTD	74.03	CAD	74.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5211	"Building Materials, Lumber Stores"		
"PARKS, FORESTRY & RECREATION"	2065-264	07-05-2012	07-06-2012	CHAUNCEY BUILDERS SUPP	155.25	CAD	155.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5211	"Building Materials, Lumber Stores"		
"PARKS, FORESTRY & RECREATION"	2071-249	07-09-2012	07-11-2012	CDN TIRE STORE #00182	111.05	CAD	111.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	2071-250	07-10-2012	07-11-2012	AUTOMOTIVE TOOLS	303.63	CAD	303.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5533	"Automotive Parts, Accessories Stores"		
"PARKS, FORESTRY & RECREATION"	2075-247	07-12-2012	07-13-2012	CHAUNCEY BUILDERS SUPP	358.65	CAD	358.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5211	"Building Materials, Lumber Stores"		
"PARKS, FORESTRY & RECREATION"	2085-225	07-19-2012	07-20-2012	PRINCESS AUTO	263.19	CAD	263.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	2088-137	07-23-2012	07-24-2012	CHAUNCEY BUILDERS SUPP	197.47	CAD	197.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5211	"Building Materials, Lumber Stores"		
"PARKS, FORESTRY & RECREATION"	2088-138	07-23-2012	07-24-2012	CHAUNCEY BUILDERS SUPP	78.99	CAD	78.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5211	"Building Materials, Lumber Stores"		
"PARKS, FORESTRY & RECREATION"	2094-206	07-25-2012	07-26-2012	ROMA FENCE LTD	837.49	CAD	837.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5211	"Building Materials, Lumber Stores"		
"PARKS, FORESTRY & RECREATION"	2095-220	07-26-2012	07-27-2012	STEPHENSON'S RENT-ALL	294.70	CAD	294.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	7394	"Equipment Rental and Leasing Services, F"		
"PARKS, FORESTRY & RECREATION"	2097-228	07-27-2012	07-30-2012	BPT COMPONENTS   PARTS	31.18	CAD	31.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	5967	Direct Marketing - Inbound Telemarketing		
					"2,705.63"	CAD	"2,705.63"	CAD								
"PARKS, FORESTRY & RECREATION"	2058-312	06-29-2012	07-03-2012	WAL-MART # 3031	155.29	CAD	155.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMR CAMP	5310	Discount Stores	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2058-313	06-29-2012	07-03-2012	WAL-MART # 3031	6.44	CAD	6.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMR CAMP	5310	Discount Stores	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2063-238	07-03-2012	07-05-2012	EFADS # 024	30.79	CAD	30.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMR CAMP	5310	Discount Stores	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2066-289	07-06-2012	07-09-2012	NOFRILLS CHRIS 273	13.93	CAD	13.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04878	ANNETTE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2066-290	07-06-2012	07-09-2012	CINEPLEX  7260     QPS	372.25	CAD	372.25	CAD	4118	TICKETS AND ADMISSION FEES	P04878	ANNETTE CC-SUMR CAMP	7832	Motion Picture Theaters	ADMISSION - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2066-291	07-06-2012	07-09-2012	PLANET BOWL	192.50	CAD	192.50	CAD	4118	TICKETS AND ADMISSION FEES	P04878	ANNETTE CC-SUMR CAMP	7933	Bowling Alleys	ADMISSION - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2066-292	07-06-2012	07-09-2012	THE HOME DEPOT #7011	49.10	CAD	49.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMR CAMP	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2069-185	07-06-2012	07-10-2012	ARTICULATIONS INC	125.02	CAD	125.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMR CAMP	5970	"Artist Supply Stores, Craft Shops"	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2069-186	07-09-2012	07-10-2012	NOFRILLS TIM SUES 1352	15.95	CAD	15.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04878	ANNETTE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2071-251	07-09-2012	07-11-2012	WAL-MART #1004	5.49	CAD	5.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2073-276	07-11-2012	07-12-2012	THE CRAFT   HOBBY EMPO	183.33	CAD	183.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMR CAMP	5970	"Artist Supply Stores, Craft Shops"	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2075-248	07-12-2012	07-13-2012	KIDSPORTS	211.31	CAD	211.31	CAD	4118	TICKETS AND ADMISSION FEES	P04878	ANNETTE CC-SUMR CAMP	5941	Sporting Goods Stores	ADMISSION - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2083-265	07-17-2012	07-19-2012	WAL-MART #1004	87.67	CAD	87.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2087-242	07-20-2012	07-23-2012	CINEPLEX  7260     QPS	405.00	CAD	405.00	CAD	4118	TICKETS AND ADMISSION FEES	P04878	ANNETTE CC-SUMR CAMP	7832	Motion Picture Theaters	ADMISSION - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2087-243	07-20-2012	07-23-2012	PLANET BOWL	396.54	CAD	396.54	CAD	4118	TICKETS AND ADMISSION FEES	P04878	ANNETTE CC-SUMR CAMP	7933	Bowling Alleys	ADMISSION - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2094-207	07-24-2012	07-26-2012	WAL-MART #1004	34.26	CAD	34.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2094-208	07-25-2012	07-26-2012	ACTION TROPHY   ENGRAV	42.71	CAD	42.71	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P04878	ANNETTE CC-SUMR CAMP	5947	"Card, Gift, Novelty, and Souvenir Shops"	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2097-229	07-28-2012	07-30-2012	FAMOUS PEOPLE PLAYERS	745.80	CAD	745.80	CAD	4118	TICKETS AND ADMISSION FEES	P04878	ANNETTE CC-SUMR CAMP	7922	Theatrical Producers (except Motion Pict	ADMISSION - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2099-124	07-29-2012	07-31-2012	WMT SUPRCTR #1126	81.58	CAD	81.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04878	ANNETTE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP SUPPLIES	
					"3,154.96"	CAD	"3,154.96"	CAD								
TORONTO WATER	2060-143	07-03-2012	07-04-2012	STAPLES STORE #26	208.12	CAD	208.12	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	WW1182	OPS SUPPORT	5943	"Office, School Supply, and Stationery St"	PRINTER SUPPLIES	
TORONTO WATER	2063-239	07-03-2012	07-05-2012	NOBLE TRADE 52170	124.36	CAD	124.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1182	OPS SUPPORT	5251	Hardware Stores	CONSTRUCTION SUPPLIES	
TORONTO WATER	2063-240	07-03-2012	07-05-2012	NOBLE TRADE 52170	18.86	CAD	18.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CWW441-09	BUDAPEST PARK CONSTRUCTION	5251	Hardware Stores	CONSTRUCTION SUPPLIES	
TORONTO WATER	2065-265	07-05-2012	07-06-2012	BUNNING SPLICING   RIG	183.06	CAD	183.06	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1182	OPS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	EQUIPMENT PARTS	
TORONTO WATER	2069-187	07-06-2012	07-10-2012	NATIONAL CONCRETE ACCE	178.31	CAD	178.31	CAD	2710	GENERAL HARDWARE	CWW441-09	BUDAPEST PARK CONSTRUCTION	5039	Construction Materials Not Elsewhere Cla	FASTENERS	
TORONTO WATER	2071-252	07-09-2012	07-11-2012	NOBLE TRADE 52170	1.93	CAD	1.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CWW441-09	BUDAPEST PARK CONSTRUCTION	5251	Hardware Stores	CONSTRUCTION SUPPLIES	
TORONTO WATER	2077-312	07-12-2012	07-16-2012	THE HOME DEPOT #7107	367.71	CAD	367.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1182	OPS SUPPORT	5200	Home Supply Warehouse	*****	
					"1,082.35"	CAD	"1,082.35"	CAD								
"PARKS, FORESTRY & RECREATION"	2065-266	07-04-2012	07-06-2012	WAL-MART #1004	156.38	CAD	156.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	PHOTOS PRINTED: SUMMER FUN CAMP	
"PARKS, FORESTRY & RECREATION"	2065-267	07-04-2012	07-06-2012	WAL-MART #1004	18.98	CAD	18.98	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	PHOTOS PRINTED: SUMMER FUN CAMP	
"PARKS, FORESTRY & RECREATION"	2065-268	07-05-2012	07-06-2012	NOFRILLS TIM SUES 1352	29.76	CAD	29.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	CAMP SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	2065-269	07-05-2012	07-06-2012	RCSS WESTON 2800	82.62	CAD	82.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	POPCORN AND SMORES FOR CAMPS	
"PARKS, FORESTRY & RECREATION"	2073-277	07-10-2012	07-12-2012	WAL-MART #1004	71.28	CAD	71.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	SPORTS TOURNAMENT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2073-278	07-11-2012	07-12-2012	RCSS WESTON 2800	39.84	CAD	39.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2073-279	07-11-2012	07-12-2012	THE CRAFT   HOBBY EMPO	145.92	CAD	145.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMR CAMP	5970	"Artist Supply Stores, Craft Shops"	ART CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2073-280	07-10-2012	07-12-2012	WAL-MART #1004	-99.13	CAD	-99.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04887	KEELE CC-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES	
