Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Original Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	"Cost Centre/
WBS Element"	Cost Centre/ WBS Element Descrption	"Merchant
 Type"	Merchant Type Description	Purpose
LEGAL SERVICES	1917-106	03-22-2012	03-23-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1920-135	03-23-2012	03-26-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1920-136	03-23-2012	03-26-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1920-137	03-23-2012	03-26-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1922-79	03-26-2012	03-27-2012	TERANET EXPRESS	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1922-80	03-26-2012	03-27-2012	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1922-81	03-26-2012	03-27-2012	TERANET EXPRESS	24.00	CAD	24.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1922-82	03-26-2012	03-27-2012	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1924-99	03-28-2012	03-29-2012	TERANET EXPRESS	36.00	CAD	36.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1924-100	03-28-2012	03-29-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES
					408.00	CAD	408.00	CAD							
TORONTO WATER	1895-110	03-05-2012	03-07-2012	THE HOME DEPOT #7134	85.70	CAD	85.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****
TORONTO WATER	1897-102	03-06-2012	03-08-2012	THE HOME DEPOT #7134	51.75	CAD	51.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	4X4X10 PT TI
TORONTO WATER	1901-162	03-08-2012	03-12-2012	THE HOME DEPOT #7134	585.38	CAD	585.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****
TORONTO WATER	1901-163	03-08-2012	03-12-2012	THE HOME DEPOT #7134	11.28	CAD	11.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	2X6X12 P.T.
TORONTO WATER	1906-140	03-13-2012	03-15-2012	THE HOME DEPOT #7134	55.32	CAD	55.32	CAD	2570	JANITORIAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****
TORONTO WATER	1910-165	03-15-2012	03-19-2012	THE HOME DEPOT #7134	191.29	CAD	191.29	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****
TORONTO WATER	1910-166	03-15-2012	03-19-2012	BRAFASCO/CONCORD	61.77	CAD	61.77	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	BOLTS
TORONTO WATER	1916-87	03-20-2012	03-22-2012	THE HOME DEPOT #7134	8.11	CAD	8.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	2X6X8 P.T.
TORONTO WATER	1920-138	03-22-2012	03-26-2012	THE HOME DEPOT #7134	169.09	CAD	169.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****
TORONTO WATER	1920-139	03-22-2012	03-26-2012	THE HOME DEPOT #7134	66.56	CAD	66.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****
TORONTO WATER	1920-140	03-22-2012	03-26-2012	THE HOME DEPOT #7134	62.05	CAD	62.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****
TORONTO WATER	1924-101	03-27-2012	03-29-2012	THE HOME DEPOT #7134	11.62	CAD	11.62	CAD	2535	PLUMBING SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	DRAIN
TORONTO WATER	1925-123	03-28-2012	03-30-2012	ACKLANDS-GRAINGER INC	167.81	CAD	167.81	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	THERMOMETER
					"1,527.73"	CAD	"1,527.73"	CAD							
"PARKS, FORESTRY & RECREATION"	1884-109	02-28-2012	03-01-2012	RAPID PHOTO IMAGE CENT	963.89	CAD	963.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06959	PORT UNION-FIT	7395	"Photo Developing, Photofinishing Laborat"	CARDIO EQUIPMENT SIGN-UP BOARDS
					963.89	CAD	963.89	CAD							
"PARKS, FORESTRY & RECREATION"	1906-141	03-14-2012	03-15-2012	CINEPLEX  7260     QPS	799.25	CAD	799.25	CAD	4118	TICKETS AND ADMISSION FEES	P04747	JJ PIEININNI-H CAMP	7832	Motion Picture Theaters	ADMISSION FEES - MARCH BREAK CAMP
					799.25	CAD	799.25	CAD							
"PARKS, FORESTRY & RECREATION"	1885-92	02-29-2012	03-02-2012	DTC INDUSTRIAL SALES L	76.33	CAD	76.33	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET E	5085	Industrial Supplies Not Elsewhere Classi	FITTINGS
"PARKS, FORESTRY & RECREATION"	1888-124	02-29-2012	03-05-2012	CHAS. RICHARDS   SONS	37.30	CAD	37.30	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5599	"Miscellaneous Automotive, Aircraft, and"	CAP
"PARKS, FORESTRY & RECREATION"	1895-111	03-06-2012	03-07-2012	B E LARKIN EQUIPMENT L	518.29	CAD	518.29	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00267	E-NORTH1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	BLADES
"PARKS, FORESTRY & RECREATION"	1898-127	03-06-2012	03-09-2012	C   S AUTO PARTS	64.70	CAD	64.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET E	5511	"Automobile and Truck Dealers - Sales, Se"	FILTERS
"PARKS, FORESTRY & RECREATION"	1898-128	03-08-2012	03-09-2012	METAL SUPERMARKETS (SC	181.22	CAD	181.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5051	Metal Service Centers and Offices	METAL
"PARKS, FORESTRY & RECREATION"	1901-164	03-08-2012	03-12-2012	C   S AUTO PARTS	142.20	CAD	142.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5511	"Automobile and Truck Dealers - Sales, Se"	FILTERS
"PARKS, FORESTRY & RECREATION"	1902-91	03-12-2012	03-13-2012	PRINCESS AUTO	83.26	CAD	83.26	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	SEAT
"PARKS, FORESTRY & RECREATION"	1902-92	03-12-2012	03-13-2012	HUTCHINSON FARM SUPPLY	276.68	CAD	276.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5599	"Miscellaneous Automotive, Aircraft, and"	"SCREEN, BULBS"
"PARKS, FORESTRY & RECREATION"	1904-125	03-13-2012	03-14-2012	B E LARKIN EQUIPMENT L	109.33	CAD	109.33	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00267	E-NORTH1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	SUPPORTS
"PARKS, FORESTRY & RECREATION"	1906-142	03-13-2012	03-15-2012	CDN TIRE STORE #00264	62.14	CAD	62.14	CAD	2401	LUBRICANTS	P00265	E-CENTRAL3-TURF&HORT	5200	Home Supply Warehouse	OIL
"PARKS, FORESTRY & RECREATION"	1906-143	03-14-2012	03-15-2012	B E LARKIN EQUIPMENT L	109.15	CAD	109.15	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00273	E-SOUTH3-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"CLAMPS, PADS"
"PARKS, FORESTRY & RECREATION"	1907-124	03-13-2012	03-16-2012	C   S AUTO PARTS	125.16	CAD	125.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5511	"Automobile and Truck Dealers - Sales, Se"	FILTER
"PARKS, FORESTRY & RECREATION"	1907-125	03-13-2012	03-16-2012	C   S AUTO PARTS	94.78	CAD	94.78	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00273	E-SOUTH3-TURF&HORT	5511	"Automobile and Truck Dealers - Sales, Se"	FILTER
"PARKS, FORESTRY & RECREATION"	1907-126	03-13-2012	03-16-2012	C   S AUTO PARTS	27.53	CAD	27.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5511	"Automobile and Truck Dealers - Sales, Se"	FILTERS
"PARKS, FORESTRY & RECREATION"	1907-127	03-15-2012	03-16-2012	B E LARKIN EQUIPMENT L	84.89	CAD	84.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	FILTERS
"PARKS, FORESTRY & RECREATION"	1907-128	03-15-2012	03-16-2012	HUTCHINSON FARM SUPPLY	126.42	CAD	126.42	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00273	E-SOUTH3-TURF&HORT	5599	"Miscellaneous Automotive, Aircraft, and"	ROD
"PARKS, FORESTRY & RECREATION"	1914-89	03-20-2012	03-21-2012	B E LARKIN EQUIPMENT L	126.16	CAD	126.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	FILTERS
"PARKS, FORESTRY & RECREATION"	1917-107	03-22-2012	03-23-2012	B E LARKIN EQUIPMENT L	185.84	CAD	185.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	FILTERS
"PARKS, FORESTRY & RECREATION"	1920-141	03-22-2012	03-26-2012	NAPA SCARBOROUGH #136	47.43	CAD	47.43	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET E	5533	"Automotive Parts, Accessories Stores"	SOCKET
"PARKS, FORESTRY & RECREATION"	1922-83	03-23-2012	03-27-2012	CDN TIRE STORE #00264	128.53	CAD	128.53	CAD	2401	LUBRICANTS	P00264	E-CENTRAL2-TURF&HORT	5200	Home Supply Warehouse	OIL
"PARKS, FORESTRY & RECREATION"	1923-94	03-27-2012	03-28-2012	B E LARKIN EQUIPMENT L	70.93	CAD	70.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET E	5085	Industrial Supplies Not Elsewhere Classi	LAMPS
"PARKS, FORESTRY & RECREATION"	1924-102	03-28-2012	03-29-2012	PRINCESS AUTO	251.94	CAD	251.94	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET E	5085	Industrial Supplies Not Elsewhere Classi	CREEPER
					"2,930.21"	CAD	"2,930.21"	CAD							
"PARKS, FORESTRY & RECREATION"	1925-124	03-27-2012	03-30-2012	SPEED FASTENING SYSTEM	42.22	CAD	42.22	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	5712	"Equipment, Furniture, and Home Furnishin"	MISC. HARDWARE
"PARKS, FORESTRY & RECREATION"	1925-125	03-29-2012	03-30-2012	METAL SUPERMARKETS (ET	125.24	CAD	125.24	CAD	2532	STEEL	P12081	S-GEN-SPECIALIZED MA	5051	Metal Service Centers and Offices	ALUMINUM CHANNEL
					167.46	CAD	167.46	CAD							
LONG TERM CARE HOMES	1914-90	03-16-2012	03-21-2012	MEDIGAS #803	171.00	CAD	171.00	CAD	2823	MEDICAL SUPPLIES	D3E144	FUDGR HSE-NS-NA	7692	Welding Repair	BACK PAD AND COVER FOR RESIDENT
					171.00	CAD	171.00	CAD							
TECHNICAL SERVICES 	1884-110	02-29-2012	03-01-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1885-93	03-01-2012	03-02-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1885-94	03-01-2012	03-02-2012	TERANET EXPRESS	35.00	CAD	35.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1888-125	03-02-2012	03-05-2012	TERANET EXPRESS	16.00	CAD	16.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1895-112	03-06-2012	03-07-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1897-103	03-07-2012	03-08-2012	TERANET EXPRESS	41.00	CAD	41.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1897-104	03-07-2012	03-08-2012	TERANET EXPRESS	3.00	CAD	3.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1898-129	03-08-2012	03-09-2012	TERANET EXPRESS	15.50	CAD	15.50	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1906-144	03-14-2012	03-15-2012	TERANET EXPRESS	11.00	CAD	11.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1907-129	03-15-2012	03-16-2012	TERANET EXPRESS	11.00	CAD	11.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1910-167	03-16-2012	03-19-2012	TERANET EXPRESS	15.50	CAD	15.50	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1917-108	03-22-2012	03-23-2012	TERANET EXPRESS	43.00	CAD	43.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1917-109	03-22-2012	03-23-2012	TERANET EXPRESS	17.50	CAD	17.50	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1917-110	03-22-2012	03-23-2012	TERANET EXPRESS	0.50	CAD	0.50	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1922-84	03-26-2012	03-27-2012	TERANET EXPRESS	36.00	CAD	36.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1923-95	03-27-2012	03-28-2012	TERANET EXPRESS	12.50	CAD	12.50	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1924-103	03-28-2012	03-29-2012	TERANET EXPRESS	7.00	CAD	7.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
TECHNICAL SERVICES 	1924-104	03-28-2012	03-29-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	9222	Fines	TITLE SEARCHES
					297.50	CAD	297.50	CAD							
"PARKS, FORESTRY & RECREATION"	1904-126	03-09-2012	03-14-2012	CUSTOM COVERS BY ROBER	93.56	CAD	93.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00408	N-EAST-TURF&HORT	5999	Miscellaneous and Specialty Retail Store	TARP COVER
"PARKS, FORESTRY & RECREATION"	1916-88	03-20-2012	03-22-2012	RONA # 55030	6.76	CAD	6.76	CAD	2710	GENERAL HARDWARE	P00408	N-EAST-TURF&HORT	5251	Hardware Stores	BITS
					100.32	CAD	100.32	CAD							
"PARKS, FORESTRY & RECREATION"	1897-105	03-06-2012	03-08-2012	SOBEYS #939        QPS	14.63	CAD	14.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00918	S-CTRL-SKATE-INSTR	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS - COMMUNITY MTG. WOMENS SHINNY HOCKEY
					14.63	CAD	14.63	CAD							
LEGAL SERVICES	1893-67	03-05-2012	03-06-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1893-68	03-05-2012	03-06-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1893-69	03-05-2012	03-06-2012	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1895-113	03-06-2012	03-07-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1895-114	03-06-2012	03-07-2012	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1895-115	03-06-2012	03-07-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1895-116	03-06-2012	03-07-2012	TERANET EXPRESS	10.50	CAD	10.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1897-106	03-07-2012	03-08-2012	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1897-107	03-07-2012	03-08-2012	TERANET EXPRESS	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1897-108	03-07-2012	03-08-2012	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1901-165	03-09-2012	03-12-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVCS & EMP	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1901-166	03-09-2012	03-12-2012	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVCS & EMP	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1902-93	03-12-2012	03-13-2012	TERANET EXPRESS	50.00	CAD	50.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1902-94	03-12-2012	03-13-2012	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1904-127	03-13-2012	03-14-2012	TERANET EXPRESS	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1904-128	03-13-2012	03-14-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1906-145	03-14-2012	03-15-2012	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1906-146	03-14-2012	03-15-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1906-147	03-14-2012	03-15-2012	TERANET EXPRESS	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL5708	CLAIMS  MCLARENS  AC	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1906-148	03-14-2012	03-15-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5708	CLAIMS  MCLARENS  AC	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1907-130	03-15-2012	03-16-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1907-131	03-15-2012	03-16-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1907-132	03-15-2012	03-16-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1907-133	03-15-2012	03-16-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1910-168	03-16-2012	03-19-2012	TERANET EXPRESS	48.00	CAD	48.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1910-169	03-16-2012	03-19-2012	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1910-170	03-16-2012	03-19-2012	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1910-171	03-16-2012	03-19-2012	TERANET EXPRESS	7.50	CAD	7.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1912-79	03-19-2012	03-20-2012	TERANET EXPRESS	14.00	CAD	14.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1912-80	03-19-2012	03-20-2012	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1912-81	03-19-2012	03-20-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1912-82	03-19-2012	03-20-2012	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1916-89	03-21-2012	03-22-2012	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1917-111	03-22-2012	03-23-2012	TERANET EXPRESS	26.00	CAD	26.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1917-112	03-22-2012	03-23-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1917-113	03-22-2012	03-23-2012	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1920-142	03-23-2012	03-26-2012	TERANET EXPRESS	26.50	CAD	26.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1920-143	03-23-2012	03-26-2012	TERANET EXPRESS	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1923-96	03-27-2012	03-28-2012	TERANET EXPRESS	88.00	CAD	88.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1923-97	03-27-2012	03-28-2012	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1924-105	03-28-2012	03-29-2012	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES
LEGAL SERVICES	1925-126	03-29-2012	03-30-2012	TERANET EXPRESS	29.00	CAD	29.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	TITLE SEARCHES
