Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre/ WBS Element / Order	Cost Centre/ WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
PUBLIC HEALTH	4228-352	2016-10-01	2016-10-03	FACEBK 8YHWGAACV2	1.83	CAD	1.83	CAD	4414	ADVERTISING & PROMOTION	PH3071	MATERNAL INFANT HEALTH PROGRAM SUPPORT	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4234-167	2016-10-03	2016-10-04	FACEBK KYD4JB2DV2	33.53	CAD	33.53	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4234-168	2016-10-03	2016-10-04	FACEBK 8YD4JB2DV2	567.75	CAD	567.75	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4235-213	2016-10-03	2016-10-05	OCFP	"2,825.00"	CAD	"2,825.00"	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	PH2081	HEALTH COMMUNICATION	8641	"Associations - Civic, Social, and Frater"	RENTAL OF PROP. (OTHER THAN OFFICE)
PUBLIC HEALTH	4235-214	2016-10-03	2016-10-05	FACEBK 254RAA2CV2	598.29	CAD	598.29	CAD	4414	ADVERTISING & PROMOTION	PH3071	MATERNAL INFANT HEALTH PROGRAM SUPPORT	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4235-215	2016-10-03	2016-10-05	FACEBK 554RAA2CV2	3.86	CAD	3.86	CAD	4414	ADVERTISING & PROMOTION	PH3071	MATERNAL INFANT HEALTH PROGRAM SUPPORT	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4238-196	2016-10-06	2016-10-07	INDIGO 287	78.75	CAD	78.75	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2081	HEALTH COMMUNICATION	5942	Book Stores	BOOK & MAGAZINE SUBSCRIPTIONS
PUBLIC HEALTH	4238-197	2016-10-06	2016-10-07	FACEBK SRFAHAWCV2	688.86	CAD	688.86	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4238-198	2016-10-06	2016-10-07	FACEBK TRFAHAWCV2	212.49	CAD	212.49	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4239-292	2016-10-07	2016-10-11	FACEBK K89XFAJCV2	897.86	CAD	897.86	CAD	4414	ADVERTISING & PROMOTION	PH3071	MATERNAL INFANT HEALTH PROGRAM SUPPORT	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4239-293	2016-10-07	2016-10-11	FACEBK M89XFAJCV2	3.87	CAD	3.87	CAD	4414	ADVERTISING & PROMOTION	PH3071	MATERNAL INFANT HEALTH PROGRAM SUPPORT	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4239-294	2016-10-07	2016-10-11	FACEBK DYS8LA6CV2	815.74	CAD	815.74	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4239-295	2016-10-07	2016-10-11	FACEBK GYS8LA6CV2	88.29	CAD	88.29	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4239-296	2016-10-09	2016-10-11	FACEBK 88N8SASCV2	889.85	CAD	889.85	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4239-297	2016-10-09	2016-10-11	FACEBK 98N8SASCV2	15.34	CAD	15.34	CAD	4414	ADVERTISING & PROMOTION	PH3521	HL - SEXUAL HEALTH PROMOTION	7311	Advertising Services	ADVERTISING & PROMOTION
PUBLIC HEALTH	4254-218	2016-10-19	2016-10-20	HOOTSUITE MEDIA INC.	31.81	CAD	23.72	USD	4760	MEMBERSHIP FEES	PH2081	HEALTH COMMUNICATION	5968	Direct Marketing - Continuity/Subscripti	MEMBERSHIP FEES
PUBLIC HEALTH	4258-299	2016-10-20	2016-10-24	LAMIN-8 SERVICES INC.	305.10	CAD	305.10	CAD	4414	ADVERTISING & PROMOTION	PH3071	MATERNAL INFANT HEALTH PROGRAM SUPPORT	7338	"Quick Copy, Reproduction, and Blueprinti"	ADVERTISING & PROMOTION
PUBLIC HEALTH	4275-1	2016-10-31	2016-10-31	HOSTPAPAIN BURLINGTON O	-121.90	CAD	-121.90	CAD	4233	PCARD RECOVERIES	PH2081	HEALTH COMMUNICATION	0000	Default	DISPUTE RESOLUTION
					"8,729.19"	CAD	"8,697.38"	CAD							
							23.72	USD							
ECONOMIC DEVELOPMENT & CULTURE	4228-353	2016-09-30	2016-10-03	SIDAN TRAFFIC CONTROL	672.35	CAD	672.35	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	ED0145	TFTDMO SUPPORT	4789	Transportation Services-Not Elsewhere Cl	LANE CLOSURE SET-UP
					672.35	CAD	672.35	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4235-216	2016-10-02	2016-10-05	JP TOWING SERVS   STOR	239.45	CAD	239.45	CAD	4995	OTHER EXPENSES	SE0019	NUIT BLANCHE	7549	Towing Services	TOWING SERVICE
ECONOMIC DEVELOPMENT & CULTURE	4242-99	2016-10-11	2016-10-12	PRG CANADA	"3,390.00"	CAD	"3,390.00"	CAD	4590	RENTAL - OTHER	SE0019	NUIT BLANCHE	7394	"Equipment Rental and Leasing Services, F"	VIDEO RENTAL
ECONOMIC DEVELOPMENT & CULTURE	4245-191	2016-10-12	2016-10-13	COOPER EQUIPMENT RENTA	"1,826.72"	CAD	"1,826.72"	CAD	4590	RENTAL - OTHER	SE0019	NUIT BLANCHE	5046	Commercial Equipment Not Elsewhere Class	RENTAL OF HEATERS AND FANS
ECONOMIC DEVELOPMENT & CULTURE	4265-209	2016-10-25	2016-10-27	ERA ARCHITECTS INC.	904.00	CAD	904.00	CAD	4040	PROFESSIONAL SERVICES - ARCHITECTURAL	SE0019	NUIT BLANCHE	8911	"Architectural, Engineering, and Surveyin"	HERITAGE PROTECTION INSPECTION SERVICES
					"6,360.17"	CAD	"6,360.17"	CAD							
PUBLIC HEALTH	4235-217	2016-10-03	2016-10-05	SP * PEOPLEPOWERPRESS	265.21	CAD	265.21	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	PH3719	INTEGRATED CDIP PREVENTION	5699	Accessory  and Apparel Stores - Miscella	OTHER OFFICE MATERIAL
					265.21	CAD	265.21	CAD							
"PARKS, FORESTRY & RECREATION"	4246-197	2016-10-12	2016-10-14	SPEED FASTENING SYSTEM	332.47	CAD	332.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	7538	Automotive Service Shops	"BRICK SAND, FLOATS, ETC."
					332.47	CAD	332.47	CAD							
"PARKS, FORESTRY & RECREATION"	4228-354	2016-09-30	2016-10-03	FASTENAL CANADA02ONTO5	556.98	CAD	556.98	CAD	2575	ELECTRICAL SUPPLIES	P00011	T RENNIE-FERRY OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	ELECTRICAL WINCHES (LIFE BOATS)
"PARKS, FORESTRY & RECREATION"	4238-199	2016-10-04	2016-10-07	BUNNING SPLICING   RIG	621.50	CAD	621.50	CAD	2150	PARTS - MARINE	P00012	TERMINAL-FERRY OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	VARIOUS ROPES
"PARKS, FORESTRY & RECREATION"	4245-192	2016-10-12	2016-10-13	FASTENAL CANADA02ONTO5	593.89	CAD	593.89	CAD	2575	ELECTRICAL SUPPLIES	P00011	T RENNIE-FERRY OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	ELECTRIC WINCH
"PARKS, FORESTRY & RECREATION"	4252-175	2016-10-17	2016-10-19	WAJAX POWER TORONTO	447.48	CAD	447.48	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00009	ONGIARA-FERRY OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	FUEL FILTERS
"PARKS, FORESTRY & RECREATION"	4252-176	2016-10-18	2016-10-19	NAUTICAL ADVENTURES	678.00	CAD	678.00	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P00009	ONGIARA-FERRY OPERATIONS	4457	Boat Leases and Boat Rentals	FERRY STEERING REPAIR
"PARKS, FORESTRY & RECREATION"	4252-177	2016-10-18	2016-10-19	BATTLEFIELD EQUIPMENT	197.30	CAD	197.30	CAD	2130	PARTS - MOBILE EQUIPMENT	P00009	ONGIARA-FERRY OPERATIONS	5712	"Equipment, Furniture, and Home Furnishin"	ENGINE COOLANT FLUID
"PARKS, FORESTRY & RECREATION"	4269-338	2016-10-28	2016-10-31	NCH CANADA INC	415.78	CAD	415.78	CAD	2570	JANITORIAL SUPPLIES	P00012	TERMINAL-FERRY OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	SOAP AND WIPES
					"3,510.93"	CAD	"3,510.93"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4237-205	2016-10-05	2016-10-06	SQ *EVENT WATER SOLUTI	"1,356.00"	CAD	"1,356.00"	CAD	4590	RENTAL - OTHER	AH0113	HS-MH-RETAIL-GIBSON HOU	5811	Caterers	RENTAL OF WATER REFILLING STATION
ECONOMIC DEVELOPMENT & CULTURE	4242-100	2016-10-11	2016-10-12	ENVILLE EVENT DESIGN A	275.72	CAD	275.72	CAD	4116	CATERING SERVICES	AH0113	HS-MH-RETAIL-GIBSON HOU	5811	Caterers	CATERING
ECONOMIC DEVELOPMENT & CULTURE	4245-193	2016-10-12	2016-10-13	ALBION GOLF CARS	452.00	CAD	452.00	CAD	4590	RENTAL - OTHER	AH0073	HS-MH-EDUCATION/OUTRCH-FORT YORK	5599	"Miscellaneous Automotive, Aircraft, and"	GOLF CART RENTAL
ECONOMIC DEVELOPMENT & CULTURE	4246-198	2016-10-12	2016-10-14	EVENT RENTAL GROUP	"1,271.25"	CAD	"1,271.25"	CAD	4590	RENTAL - OTHER	AH0137	HS-MH-BD COMM SUPP-FORT YORK	7394	"Equipment Rental and Leasing Services, F"	RENTAL OF CANOPIES WITH SIDEWALLS
ECONOMIC DEVELOPMENT & CULTURE	4246-199	2016-10-12	2016-10-14	EVENT RENTAL GROUP	"3,113.15"	CAD	"3,113.15"	CAD	4590	RENTAL - OTHER	AH0137	HS-MH-BD COMM SUPP-FORT YORK	7394	"Equipment Rental and Leasing Services, F"	RENTAL OF FRAME TENTS AND CHAIRS
ECONOMIC DEVELOPMENT & CULTURE	4249-327	2016-10-13	2016-10-17	WESTBURY NATIONAL SHOW	"2,754.45"	CAD	"2,754.45"	CAD	4590	RENTAL - OTHER	AH0113	HS-MH-RETAIL-GIBSON HOU	5200	Home Supply Warehouse	RENTAL OF AUDIO EQUIPMENT
					"9,222.57"	CAD	"9,222.57"	CAD							
"PARKS, FORESTRY & RECREATION"	4234-169	2016-10-03	2016-10-04	COSTCO WHOLESALE W547	219.19	CAD	219.19	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P01666	MITCHELL FIELD-PRGM SUPPORT	5300	Wholesale Clubs	TV
"PARKS, FORESTRY & RECREATION"	4235-218	2016-10-03	2016-10-05	WAL-MART # 3145	564.55	CAD	564.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES
"PARKS, FORESTRY & RECREATION"	4235-219	2016-10-04	2016-10-05	COSTCO WHOLESALE W547	804.03	CAD	804.03	CAD	2110	PARTS - FURNITURE & FIXTURES	P01666	MITCHELL FIELD-PRGM SUPPORT	5300	Wholesale Clubs	REC SUPPLIES
"PARKS, FORESTRY & RECREATION"	4237-206	2016-10-04	2016-10-06	THE HOME DEPOT #7129	24.22	CAD	24.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11426	MITCHELL FIELD-SOCIAL PRGM	5200	Home Supply Warehouse	**MORE**  ANCHORS
"PARKS, FORESTRY & RECREATION"	4239-298	2016-10-07	2016-10-11	FORTINOS HWY 7   ANSLE	55.95	CAD	55.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES
"PARKS, FORESTRY & RECREATION"	4245-194	2016-10-12	2016-10-13	LOBLAW SUPERMARKET #10	319.73	CAD	319.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES
"PARKS, FORESTRY & RECREATION"	4246-200	2016-10-12	2016-10-14	PAYPAL *KIRKSHIBLEY	129.95	CAD	129.95	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P11426	MITCHELL FIELD-SOCIAL PRGM	8999	Professional Services - Not Elsewhere Cl	PIANO TUNING
"PARKS, FORESTRY & RECREATION"	4252-178	2016-10-18	2016-10-19	DOLLAR TREE CANADA STO	31.08	CAD	31.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11426	MITCHELL FIELD-SOCIAL PRGM	5331	Variety Stores	REC SUPPLIES
"PARKS, FORESTRY & RECREATION"	4254-219	2016-10-19	2016-10-20	NOFRILLS CARLO'S #3925	152.35	CAD	152.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES
"PARKS, FORESTRY & RECREATION"	4265-210	2016-10-26	2016-10-27	NOFRILLS CARLO'S #3925	178.66	CAD	178.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES
"PARKS, FORESTRY & RECREATION"	4265-211	2016-10-26	2016-10-27	THE SOURCE #51420	339.84	CAD	339.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11426	MITCHELL FIELD-SOCIAL PRGM	5732	Electronic Sales	REC SUPPLIES
					"2,819.55"	CAD	"2,819.55"	CAD							
"PARKS, FORESTRY & RECREATION"	4228-355	2016-09-29	2016-10-03	KBC TOOLS   MACHINERY	166.37	CAD	166.37	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00483	S-WEST 2-PARKS EQP MNT/REP	5251	Hardware Stores	
"PARKS, FORESTRY & RECREATION"	4252-179	2016-10-17	2016-10-19	CDN TIRE STORE #00654	395.43	CAD	395.43	CAD	2401	LUBRICANTS	P00483	S-WEST 2-PARKS EQP MNT/REP	5200	Home Supply Warehouse	ENGINE/TRANS. OIL
					561.80	CAD	561.80	CAD							
SOLID WASTE MANAGEMENT	4235-220	2016-10-03	2016-10-05	THE HOME DEPOT #7078	111.31	CAD	111.31	CAD	2531	LUMBER	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	**MORE**  2X4X8 SPF. - SAFETY STORAGE ROOM CONST.
SOLID WASTE MANAGEMENT	4238-200	2016-10-05	2016-10-07	THE HOME DEPOT #7129	275.91	CAD	275.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0835	COMMISSIONER TS OPERATIONS	5200	Home Supply Warehouse	**MORE**  ROOF SEAL - OFFICE PAINTING AT COM TS
SOLID WASTE MANAGEMENT	4246-201	2016-10-12	2016-10-14	THE HOME DEPOT #7129	20.96	CAD	20.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0800	BERMONDSEY TS OPERATIONS	5200	Home Supply Warehouse	**MORE**  GS WD QSS - BER TS SCALEHOUSE RENOVATION
SOLID WASTE MANAGEMENT	4246-202	2016-10-13	2016-10-14	EMPIRE HARDWARE LTD	171.01	CAD	171.01	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0835	COMMISSIONER TS OPERATIONS	5072	Hardware Equipment and Supplies	"WEATHER STRIPS, DOOR SWEEP - ALUMN RUN INST COM TS"
SOLID WASTE MANAGEMENT	4249-328	2016-10-14	2016-10-17	THE HOME DEPOT #7078	122.46	CAD	122.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0800	BERMONDSEY TS OPERATIONS	5200	Home Supply Warehouse	**MORE**  VAC FILTER - BER TS SCALEHOUSE RENOVATIO
SOLID WASTE MANAGEMENT	4258-300	2016-10-21	2016-10-24	THE HOME DEPOT #7129	260.97	CAD	260.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0835	COMMISSIONER TS OPERATIONS	5200	Home Supply Warehouse	**MORE**  POLY VB 500S - OFFICE PAINTING COM TS
SOLID WASTE MANAGEMENT	4265-212	2016-10-25	2016-10-27	THE HOME DEPOT #7129	542.92	CAD	542.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-16-37	CM OLD SCALE HOUSE REMEDIATION (RENOVATI	5200	Home Supply Warehouse	**MORE**  2X4X8 SPF. - COM TS OLD SCALEHOUSE RENOV
					"1,505.54"	CAD	"1,505.54"	CAD							
"PARKS, FORESTRY & RECREATION"	4228-356	2016-09-29	2016-10-03	WOW WHAT A DEAL	31.81	CAD	31.81	CAD	2610	KITCHEN SUPPLIES	P10042	HOLLYCREST CS-INSTRL	5310	Discount Stores	KITCHEN ACCESSORIES
"PARKS, FORESTRY & RECREATION"	4228-357	2016-09-29	2016-10-03	CDN TIRE STORE #00152	22.59	CAD	22.59	CAD	2082	HEALTH & SAFETY SUPPLIES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5200	Home Supply Warehouse	FIRST AID KIT
"PARKS, FORESTRY & RECREATION"	4228-358	2016-09-29	2016-10-03	WAL-MART #3654	26.98	CAD	26.98	CAD	2610	KITCHEN SUPPLIES	P10042	HOLLYCREST CS-INSTRL	5411	"Grocery Stores, Supermarkets"	"OVEN MITTS, GRATER"
"PARKS, FORESTRY & RECREATION"	4228-359	2016-09-29	2016-10-03	SUPREME SPORTS INC	19.78	CAD	19.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10042	HOLLYCREST CS-INSTRL	5655	"Sports Apparel, Riding Apparel Stores"	TAE KWAN DO BELTS
"PARKS, FORESTRY & RECREATION"	4228-360	2016-09-30	2016-10-03	STAPLES STORE #255	15.88	CAD	15.88	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12075	HOLLYCREST-COMM CTR-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	BRIGHT COLORED PAPER
"PARKS, FORESTRY & RECREATION"	4235-221	2016-10-04	2016-10-05	FORTINO'S (QUEEN'S PLA	5.98	CAD	5.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10042	HOLLYCREST CS-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING PRGM
"PARKS, FORESTRY & RECREATION"	4235-222	2016-10-04	2016-10-05	LOBLAWS #1066	16.29	CAD	16.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10042	HOLLYCREST CS-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING PRGM
"PARKS, FORESTRY & RECREATION"	4235-223	2016-10-04	2016-10-05	NOFRILLS CHRIS 273	17.99	CAD	17.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10042	HOLLYCREST CS-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING PRGM
"PARKS, FORESTRY & RECREATION"	4242-101	2016-10-11	2016-10-12	NOFRILLS CHRIS 273	16.43	CAD	16.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10042	HOLLYCREST CS-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING PRGM
"PARKS, FORESTRY & RECREATION"	4242-102	2016-10-11	2016-10-12	CANADIAN RED CROSS	132.78	CAD	132.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10042	HOLLYCREST CS-INSTRL	7399	Business Services - Not Elsewhere Classi	BABYSITTING MANUALS
"PARKS, FORESTRY & RECREATION"	4252-180	2016-10-18	2016-10-19	NOFRILLS CHRIS 273	35.34	CAD	35.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10042	HOLLYCREST CS-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING PRGM
"PARKS, FORESTRY & RECREATION"	4255-212	2016-10-20	2016-10-21	FRESHCO #9889	14.68	CAD	14.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08584	HOLLYCREST CS-SPEC EVNTS	5411	"Grocery Stores, Supermarkets"	HALLOWEEN CANDIES
"PARKS, FORESTRY & RECREATION"	4258-301	2016-10-20	2016-10-24	WOW WHAT A DEAL	38.40	CAD	38.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08584	HOLLYCREST CS-SPEC EVNTS	5310	Discount Stores	HALLOWEEN DECORATIONS
"PARKS, FORESTRY & RECREATION"	4258-302	2016-10-20	2016-10-24	WMT SUPRCTR #1126	29.36	CAD	29.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08584	HOLLYCREST CS-SPEC EVNTS	5411	"Grocery Stores, Supermarkets"	HALLOWEEN CANDIES
"PARKS, FORESTRY & RECREATION"	4258-303	2016-10-22	2016-10-24	TREASURE HUNT	14.07	CAD	14.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08584	HOLLYCREST CS-SPEC EVNTS	5310	Discount Stores	HALLOWEEN CANDIES
"PARKS, FORESTRY & RECREATION"	4261-130	2016-10-23	2016-10-25	WOW WHAT A DEAL	5.65	CAD	5.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08584	HOLLYCREST CS-SPEC EVNTS	5310	Discount Stores	HALLOWEEN DECORATIONS
"PARKS, FORESTRY & RECREATION"	4265-213	2016-10-25	2016-10-27	WMT SUPRCTR #1126	34.08	CAD	34.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08584	HOLLYCREST CS-SPEC EVNTS	5411	"Grocery Stores, Supermarkets"	HALLOWEEN CANDIES
"PARKS, FORESTRY & RECREATION"	4266-215	2016-10-26	2016-10-28	WOW WHAT A DEAL	22.29	CAD	22.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08584	HOLLYCREST CS-SPEC EVNTS	5310	Discount Stores	HALLOWEEN DECORATIONS
"PARKS, FORESTRY & RECREATION"	4269-340	2016-10-28	2016-10-31	WAL-MART # 3031	19.03	CAD	19.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08584	HOLLYCREST CS-SPEC EVNTS	5310	Discount Stores	HALLOWEEN CANDIES
"PARKS, FORESTRY & RECREATION"	4269-341	2016-10-29	2016-10-31	SQ     *SQ *SAUGA MAGI	413.00	CAD	413.00	CAD	4102	ENTERTAINER AND BAND FEES	P08584	HOLLYCREST CS-SPEC EVNTS	8999	Professional Services - Not Elsewhere Cl	HALLOWEEN MAGIC SHOW
					932.41	CAD	932.41	CAD							
"PARKS, FORESTRY & RECREATION"	4265-214	2016-10-26	2016-10-27	HEP SUR MACHINE CO	"1,243.00"	CAD	"1,243.00"	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P00155	TORONTO ISLANDS-TURF&HORT	5046	Commercial Equipment Not Elsewhere Class	PIPE COVERS
					"1,243.00"	CAD	"1,243.00"	CAD							
"PARKS, FORESTRY & RECREATION"	4228-361	2016-10-01	2016-10-03	WAL-MART #3159	31.86	CAD	31.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11429	OAKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	4234-170	2016-10-03	2016-10-04	ALCO OF CANADA01 OF 01	559.34	CAD	559.34	CAD	3310	FURNISHINGS	P12148	JENNER J MARIE CC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	CHILDREN'S ROOM CARPET
"PARKS, FORESTRY & RECREATION"	4245-195	2016-10-12	2016-10-13	ROGERS *CBL30329330306	57.64	CAD	57.64	CAD	4441	CONTRACTED SERVICES - CABLE TV	P12148	JENNER J MARIE CC-PRGM SUPPORT	4899	Cable and Other Pay Television Services	SATELLITE TV
					648.84	CAD	648.84	CAD							
"PARKS, FORESTRY & RECREATION"	4234-171	2016-10-03	2016-10-04	CYCLES SOLUTIONS	134.47	CAD	134.47	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P00539	EASTERN BEACHES-TURF&HORT	5940	Bicycle Shops - Sales and Service	BIKE REPAIR
"PARKS, FORESTRY & RECREATION"	4235-224	2016-10-04	2016-10-05	SQ *SPORTS TURF INTERN	442.28	CAD	442.28	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P00539	EASTERN BEACHES-TURF&HORT	7392	"Consulting, Management, and Public Relat"	ARTIFICIAL TURF REPAIRS
"PARKS, FORESTRY & RECREATION"	4265-215	2016-10-26	2016-10-27	SQ *SQ *SPEARE SEEDS	501.38	CAD	501.38	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00539	EASTERN BEACHES-TURF&HORT	5399	Miscellaneous General Merchandise	GRASS SEAD
					"1,078.13"	CAD	"1,078.13"	CAD							
FIRE SERVICES	4235-225	2016-10-04	2016-10-05	PAYPAL *ROSSBROENGI	338.98	CAD	338.98	CAD	2130	PARTS - MOBILE EQUIPMENT	FR0011	RADIO	5732	Electronic Sales	TEMPLATES FOR MOBILE EQUIPEMENT
FIRE SERVICES	4269-342	2016-10-28	2016-10-31	INDIGO - HULLMARK CENT	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0011	RADIO	7523	Automobile Parking Lots and Garages	PARKING EXPENSE
					358.98	CAD	358.98	CAD							
LONG TERM CARE HOMES & SERVICES	4238-201	2016-10-06	2016-10-07	SQ *EPI FIRE PROTECTIO	199.54	CAD	199.54	CAD	4431	CONTRACTED SERVICES - FIRE ALARM SYSTEM	D3E061	FUDGER HOUSE-MT-OA	8999	Professional Services - Not Elsewhere Cl	SERVICE CALL TO ADJUST PRESSURE SWITCH
LONG TERM CARE HOMES & SERVICES	4246-203	2016-10-12	2016-10-14	MISTER CHEMICAL -VAUGH	118.89	CAD	118.89	CAD	2499	OTHER CHEMICALS	D3E041	FUDGER HOUSE-HK-OA	5169	Chemicals and Allied Products Not Elsewh	CLEANING LIQUID AND AUTO DISPENSER
LONG TERM CARE HOMES & SERVICES	4255-213	2016-10-19	2016-10-21	THE HOME DEPOT #7107	476.61	CAD	476.61	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3E061	FUDGER HOUSE-MT-OA	5200	Home Supply Warehouse	**MORE**  OLFA L-1/BB
					795.04	CAD	795.04	CAD							
"PARKS, FORESTRY & RECREATION"	4228-362	2016-10-01	2016-10-03	NO FRILLS FRANCOIS #31	2.83	CAD	2.83	CAD	2610	KITCHEN SUPPLIES	P07692	MCGREGOR PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	SPATULA
