Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
TORONTO WATER	3337-308	2015-01-17	2015-01-19	TORBRAM ELECTRIC SUPPL	260.23	CAD	260.23	CAD	2575	ELECTRICAL SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5065	Electrical Parts and Equipment	SPOT LIGHTS	
TORONTO WATER	3337-309	2015-01-17	2015-01-19	THE HOME DEPOT #7001	12.40	CAD	12.40	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	RG59BNC	
TORONTO WATER	3355-176	2015-01-29	2015-01-30	TORBRAM ELECTRIC SUPPL	59.14	CAD	59.14	CAD	*****	M & E - HAND TOOLS	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	1731	Electrical Contractors	BATTERIES	
					421.04	CAD	421.04	CAD								
TORONTO WATER	3321-148	2015-01-06	2015-01-07	LOWES #02640*	159.44	CAD	159.44	CAD	3080	M & E - HAND TOOLS	TW6050	OPS SUPPORT: WATER METER SYSTEMS	5200	Home Supply Warehouse	**MORE**  HARD SHELL KNEEPADS	
TORONTO WATER	3323-140	2015-01-06	2015-01-08	CDN TIRE STORE #00019	24.84	CAD	24.84	CAD	2710	GENERAL HARDWARE	TW6050	OPS SUPPORT: WATER METER SYSTEMS	5200	Home Supply Warehouse	HAND WARMERS	
TORONTO WATER	3348-123	2015-01-24	2015-01-27	CDN TIRE STORE #00053	111.64	CAD	111.64	CAD	3080	M & E - HAND TOOLS	TW6050	OPS SUPPORT: WATER METER SYSTEMS	5200	Home Supply Warehouse	VARIOUS TOOLS	
					295.92	CAD	295.92	CAD								
TORONTO WATER	3321-149	2015-01-06	2015-01-07	FUTURE SHOP #73	152.52	CAD	152.52	CAD	4811	CELLULAR TELEPHONES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5732	Electronic Sales	CELL PHONE ACCESSORIES	
TORONTO WATER	3327-226	2015-01-10	2015-01-12	FUTURE SHOP #75	-33.89	CAD	-33.89	CAD	4811	CELLULAR TELEPHONES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5732	Electronic Sales	CELL PHONE ACCESSORIES	
					118.63	CAD	118.63	CAD								
LONG TERM CARE HOMES	3323-141	2015-01-06	2015-01-08	THE HOME DEPOT #7012	"1,954.90"	CAD	"1,954.90"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3G061	TRUE DAVIDSON ACRES-MT-OA	5200	Home Supply Warehouse	**MORE**  CURBSIDE DEL	
LONG TERM CARE HOMES	3323-142	2015-01-06	2015-01-08	THE HOME DEPOT #7012	53.52	CAD	53.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3G061	TRUE DAVIDSON ACRES-MT-OA	5200	Home Supply Warehouse	**MORE**  ANCHORS	
LONG TERM CARE HOMES	3331-166	2015-01-13	2015-01-14	AATEL COMMUNICATIONS	885.69	CAD	885.69	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3G061	TRUE DAVIDSON ACRES-MT-OA	4814	Telecommunication Service Including Loca	CALL BELLS	
LONG TERM CARE HOMES	3339-112	2015-01-18	2015-01-20	CDN TIRE STORE #00273	90.38	CAD	90.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3G061	TRUE DAVIDSON ACRES-MT-OA	5200	Home Supply Warehouse	2 TEMPERATURE GUNS	
LONG TERM CARE HOMES	3353-167	2015-01-27	2015-01-29	CDN TIRE STORE #00273	56.49	CAD	56.49	CAD	2082	HEALTH & SAFETY SUPPLIES	D3G061	TRUE DAVIDSON ACRES-MT-OA	5200	Home Supply Warehouse	1 HUMIDIFIER	
					"3,040.98"	CAD	"3,040.98"	CAD								
TORONTO WATER	3327-227	2015-01-08	2015-01-12	THE HOME DEPOT #7107	169.21	CAD	169.21	CAD	2715	PAINT SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  PLATE 6X7	
TORONTO WATER	3327-228	2015-01-09	2015-01-12	CTF SUPPLY (08)	73.28	CAD	73.28	CAD	3080	M & E - HAND TOOLS	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5085	Industrial Supplies Not Elsewhere Classi	SOCKET DRIVER	
TORONTO WATER	3329-108	2015-01-09	2015-01-13	CDN TIRE STORE #00209	31.05	CAD	31.05	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	BACKFLOW DRAIN AND COVER	
TORONTO WATER	3335-176	2015-01-15	2015-01-16	UNITED RENTALS CAN 081	84.75	CAD	84.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	7394	"Equipment Rental and Leasing Services, F"	SUCTION HOSE	
TORONTO WATER	3337-310	2015-01-13	2015-01-19	CC HYDRAULIC IND SUPPL	90.46	CAD	90.46	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	8999	Professional Services - Not Elsewhere Cl	CAMLOCK REDUCER	
TORONTO WATER	3337-311	2015-01-15	2015-01-19	RONA # 55140	148.03	CAD	148.03	CAD	2575	ELECTRICAL SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5251	Hardware Stores	OUTDOOR CORD	
TORONTO WATER	3342-177	2015-01-20	2015-01-22	CDN TIRE STORE #00209	33.18	CAD	33.18	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	SEALANT FOAM	
TORONTO WATER	3342-178	2015-01-20	2015-01-22	CC HYDRAULIC IND SUPPL	280.24	CAD	280.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	8999	Professional Services - Not Elsewhere Cl	INDUSTRIAL EQUIPMENT	
TORONTO WATER	3345-187	2015-01-21	2015-01-23	CDN TIRE STORE #00209	41.49	CAD	41.49	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	PUTTY AND AC EPOXY	
TORONTO WATER	3347-177	2015-01-23	2015-01-26	THE HOME DEPOT #7107	122.62	CAD	122.62	CAD	*****	LUMBER	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  2X4X92 5/8.	
TORONTO WATER	3348-124	2015-01-23	2015-01-27	CDN TIRE STORE #00209	141.24	CAD	141.24	CAD	2130	PARTS - MOBILE EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	CAR BATTERY	
TORONTO WATER	3348-125	2015-01-26	2015-01-27	CC HYDRAULIC IND SUPPL	966.29	CAD	966.29	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	8999	Professional Services - Not Elsewhere Cl	"CAMLOCK, PLASTIC NOZZLE, RUBBER DISCHARGE"	
TORONTO WATER	3351-132	2015-01-26	2015-01-28	CDN TIRE STORE #00030	45.15	CAD	45.15	CAD	2570	JANITORIAL SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	"SPONGE, PLEDGE, TAPE"	
TORONTO WATER	3355-177	2015-01-27	2015-01-30	CC HYDRAULIC IND SUPPL	889.54	CAD	889.54	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	8999	Professional Services - Not Elsewhere Cl	RUBBER DISCHARGE	
					"3,116.53"	CAD	"3,116.53"	CAD								
TORONTO WATER	3353-168	2015-01-28	2015-01-29	SPAENAUR COUNTER SALES	81.70	CAD	81.70	CAD	2130	PARTS - MOBILE EQUIPMENT	TW5010	BUS OP MGMT: BUSINESS & CUSTOMER SUPPORT	5967	Direct Marketing - Inbound Telemarketing	WATER TRAILER PARTS	
					81.70	CAD	81.70	CAD								
TORONTO WATER	3337-312	2015-01-15	2015-01-19	PLUMBING AND PARTS HOM	45.15	CAD	45.15	CAD	2535	PLUMBING SUPPLIES	TW7035	WTR TREAT & SUPPLY: RC HARRIS TP - SERV	5251	Hardware Stores	VARIOUS PLUMBING SUPPLIES	
TORONTO WATER	3339-113	2015-01-18	2015-01-20	THE HOME DEPOT #7123	108.19	CAD	108.19	CAD	2710	GENERAL HARDWARE	TW7035	WTR TREAT & SUPPLY: RC HARRIS TP - SERV	5200	Home Supply Warehouse	**MORE**  BPAV-664	
TORONTO WATER	3341-138	2015-01-20	2015-01-21	THINGS REMEMBERED CANA	138.96	CAD	138.96	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	TW7035	WTR TREAT & SUPPLY: RC HARRIS TP - SERV	7399	Business Services - Not Elsewhere Classi	ENGRAVED BRASS NAME PLATES	
TORONTO WATER	3342-179	2015-01-21	2015-01-22	COSTCO WHOLESALE #1128	89.43	CAD	89.43	CAD	*****	BUSINESS MEETING EXPENSES	TW7035	WTR TREAT & SUPPLY: RC HARRIS TP - SERV	5300	Wholesale Clubs	"**MORE**  CUPS,PLATES & UTENSILS"	
TORONTO WATER	3347-178	2015-01-22	2015-01-26	ONTARIO WATER WORKS AS	32.00	CAD	32.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7025	WTR TREAT & SUPPLY: RC HARRIS TP - SUPPO	7399	Business Services - Not Elsewhere Classi	BACKFLOW OWWA REGISTRATION - ROHIT ANAND	
TORONTO WATER	3347-179	2015-01-23	2015-01-26	GEORGE BROWN COLLEGE	542.00	CAD	542.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7025	WTR TREAT & SUPPLY: RC HARRIS TP - SUPPO	8220	"Colleges, Universities, Professional Sch"	BACKFLOW TESTER RECERTIFICATION TRAINING	
					955.73	CAD	955.73	CAD								
TORONTO WATER	3335-177	2015-01-14	2015-01-16	THE HOME DEPOT #7129	148.77	CAD	148.77	CAD	2570	JANITORIAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  ACETNE 946ML	
TORONTO WATER	3337-313	2015-01-15	2015-01-19	PARTSOURCE STORE # 760	37.48	CAD	37.48	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5533	"Automotive Parts, Accessories Stores"	PARTS FOR STEAM GEENY	
					186.25	CAD	186.25	CAD								
TORONTO WATER	3355-178	2015-01-28	2015-01-30	CDN TIRE STORE #00030	50.79	CAD	50.79	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	TRUCK REMOTE BATTERIES	
					50.79	CAD	50.79	CAD								
TORONTO WATER	3313-76	2014-12-30	2015-01-02	THE HOME DEPOT #7107	80.05	CAD	80.05	CAD	2531	LUMBER	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	4X8-3/4.SPRU	
TORONTO WATER	3321-150	2015-01-05	2015-01-07	OK TIRE ETOBICOKE	59.33	CAD	59.33	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5532	Automotive Tire Stores	TRUCK REPAIR	
TORONTO WATER	3321-151	2015-01-06	2015-01-07	AUTO PARTS CENTRES	228.99	CAD	228.99	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5533	"Automotive Parts, Accessories Stores"	GENERATOR BATTERY	
TORONTO WATER	3323-143	2015-01-06	2015-01-08	OK TIRE ETOBICOKE	"1,192.68"	CAD	"1,192.68"	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5532	Automotive Tire Stores	TIRE CHANGE AND INSPECTION	
TORONTO WATER	3325-153	2015-01-07	2015-01-09	THE HOME DEPOT #7011	631.64	CAD	631.64	CAD	*****	PAINT SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	**MORE**  PLIERS	
TORONTO WATER	3325-154	2015-01-07	2015-01-09	THE HOME DEPOT #7011	79.78	CAD	79.78	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	**MORE**  FINE THREAD	
TORONTO WATER	3325-155	2015-01-07	2015-01-09	SUMMIT FORD SALES	21.42	CAD	21.42	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5599	"Miscellaneous Automotive, Aircraft, and"	TRUCK REPAIR	
TORONTO WATER	3327-229	2015-01-06	2015-01-12	PACIFIC FASTENERS (198	348.88	CAD	348.88	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	CHAINS AND BOLTS	
TORONTO WATER	3327-230	2015-01-08	2015-01-12	THE HOME DEPOT #7011	212.39	CAD	212.39	CAD	*****	GENERAL EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	**MORE**  7PC NUT DRIV	
TORONTO WATER	3327-231	2015-01-08	2015-01-12	THE HOME DEPOT #7011	134.94	CAD	134.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	**MORE**  13X13 HAWK	
TORONTO WATER	3327-232	2015-01-09	2015-01-12	AUTO PARTS CENTRES	338.99	CAD	338.99	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5533	"Automotive Parts, Accessories Stores"	GENERATOR BATTERY	
TORONTO WATER	3331-167	2015-01-12	2015-01-14	APPLIED INDUSTRIAL TEC	49.37	CAD	49.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	NKS PRESS	
TORONTO WATER	3331-168	2015-01-12	2015-01-14	APPLIED INDUSTRIAL TEC	50.90	CAD	50.90	CAD	3080	M & E - HAND TOOLS	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	TOOLS	
TORONTO WATER	3331-169	2015-01-12	2015-01-14	CDN TIRE STORE #00070	97.08	CAD	97.08	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	HARDWARE FOR BATTERY PACK	
TORONTO WATER	3333-207	2015-01-14	2015-01-15	TIGERDIRECT.CA	"1,299.44"	CAD	"1,299.44"	CAD	3410	COMPUTERS - HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5734	Computer Software Stores	UPS UNITS	
TORONTO WATER	3337-314	2015-01-16	2015-01-19	OK TIRE ETOBICOKE	13.56	CAD	13.56	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5532	Automotive Tire Stores	TIRE PRESSURE INSPECTION	
TORONTO WATER	3341-139	2015-01-20	2015-01-21	KOTYCK BROS LIMITED	225.98	CAD	225.98	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	1520	General Contractors - Residential and Co	WALL BRACKET	
TORONTO WATER	3341-140	2015-01-20	2015-01-21	BUNNING SPLICING   RIG	230.35	CAD	230.35	CAD	3065	M & E - PLANT & GARAGE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	1T TROLLEY	
TORONTO WATER	3345-188	2015-01-22	2015-01-23	BDI CANADA	"2,278.92"	CAD	"2,278.92"	CAD	*****	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	SUCTION HOSE ASSEMBLY	
TORONTO WATER	3347-180	2015-01-21	2015-01-26	PACIFIC FASTENERS (198	587.60	CAD	587.60	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	NUTS	
TORONTO WATER	3347-181	2015-01-22	2015-01-26	THE HOME DEPOT #7011	76.52	CAD	76.52	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	"**MORE**  ANGLE 6"""	
TORONTO WATER	3348-126	2015-01-26	2015-01-27	AUTOMOTIVE TOOLS	622.28	CAD	622.28	CAD	3080	M & E - HAND TOOLS	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5533	"Automotive Parts, Accessories Stores"	DRILL AND JIGSAW BLADES	
TORONTO WATER	3351-133	2015-01-27	2015-01-28	PRINCESS AUTO	372.89	CAD	372.89	CAD	2130	PARTS - MOBILE EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	CAR PARTS	
TORONTO WATER	3353-169	2015-01-28	2015-01-29	RONA ISLINGTON  55410	67.75	CAD	67.75	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	STYROFOAM AND ADHESIVE	
					"9,301.73"	CAD	"9,301.73"	CAD								
TORONTO WATER	3313-77	2014-12-30	2015-01-02	THE HOME DEPOT #7001	17.76	CAD	17.76	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  VINYL TUBING	
TORONTO WATER	3315-67	2015-01-02	2015-01-05	THE HOME DEPOT #7001	39.61	CAD	39.61	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  UTILITY	
TORONTO WATER	3321-152	2015-01-06	2015-01-07	BULBSCANADA COM INC	33.90	CAD	33.90	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5251	Hardware Stores	BULBS	
TORONTO WATER	3333-208	2015-01-13	2015-01-15	THE HOME DEPOT #7001	55.53	CAD	55.53	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  1/2 UNION	
TORONTO WATER	3333-209	2015-01-14	2015-01-15	TORBRAM ELECTRIC SUPPL	395.08	CAD	395.08	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	1731	Electrical Contractors	POWER SUPPLY	
TORONTO WATER	3337-315	2015-01-15	2015-01-19	THE HOME DEPOT #7001	65.41	CAD	65.41	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  PVC PLUG	
TORONTO WATER	3337-316	2015-01-15	2015-01-19	THE HOME DEPOT #7001	27.88	CAD	27.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  STYRNE EGG	
TORONTO WATER	3345-189	2015-01-22	2015-01-23	CHUBB EDWARDS	294.93	CAD	294.93	CAD	2590	EMERGENCY SERVICES SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	7393	"Detective Agencies, Protective Agencies,"	FIRE ALARM SWITCH	
TORONTO WATER	3351-134	2015-01-27	2015-01-28	TORBRAM ELECTRIC SUPPL	336.47	CAD	336.47	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	1731	Electrical Contractors	BALLAST AND LAMPS	
TORONTO WATER	3355-179	2015-01-29	2015-01-30	CC HYDRAULIC IND SUPPL	76.66	CAD	76.66	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	8999	Professional Services - Not Elsewhere Cl	MALE/FEMALE CAMLOCKS	
TORONTO WATER	3355-180	2015-01-29	2015-01-30	CC HYDRAULIC IND SUPPL	16.34	CAD	16.34	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	8999	Professional Services - Not Elsewhere Cl	VALVES	
					"1,359.57"	CAD	"1,359.57"	CAD								
TORONTO WATER	3313-78	2014-12-30	2015-01-02	NOBLE 1071	292.44	CAD	292.44	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5251	Hardware Stores	COPPER PIPE & FITTING	
TORONTO WATER	3327-233	2015-01-07	2015-01-12	WOLSELEY MECHANICAL	106.66	CAD	106.66	CAD	*****	HEALTH & SAFETY SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	1711	"Air Conditioning, Heating, and Plumbing"	"COPPER UNION AND COUPLING, NITRILE GLOVES"	
TORONTO WATER	3327-234	2015-01-08	2015-01-12	CDN TIRE STORE #00209	32.11	CAD	32.11	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	"HEAD LIGHT BULB, BOOSTER CABLES"	
					431.21	CAD	431.21	CAD								
TORONTO WATER	3331-170	2015-01-13	2015-01-14	LINEMANS TESTING LABOR	109.33	CAD	109.33	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	HIGH VOLTAGE GLOVES	
TORONTO WATER	3339-114	2015-01-19	2015-01-20	PAUL WOLF ELECTRIC   L	108.12	CAD	108.12	CAD	*****	M & E - HAND TOOLS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5065	Electrical Parts and Equipment	SEALED BATTERY AND CUTTERS	
					217.45	CAD	217.45	CAD								
TORONTO WATER	3337-317	2015-01-16	2015-01-19	TORONTO POLICE SERVICE	5.00	CAD	5.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	9399	Government Services - Not Elsewhere Clas	POLICE REPORT	
TORONTO WATER	3347-182	2015-01-23	2015-01-26	ACCUFORM MANUFACTURING	34.52	CAD	34.52	CAD	3099	GENERAL EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5099	Durable Goods Not Elsewhere Classified	DISPLAY FOR H&S BOARD	
					39.52	CAD	39.52	CAD								
LONG TERM CARE HOMES	3319-95	2015-01-05	2015-01-06	CANADIAN MAINTENANCE	591.60	CAD	591.60	CAD	2082	HEALTH & SAFETY SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	7349	"Cleaning and Maintenance, Janitorial Ser"	BUILDING SUPPLIES	
LONG TERM CARE HOMES	3323-144	2015-01-07	2015-01-08	JOERNS HEALTHCARE	"2,017.05"	CAD	"2,017.05"	CAD	2082	HEALTH & SAFETY SUPPLIES	D3J144	CAREFREE LODGE-NS-NA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	HEALTH & SAFETY KIT	
LONG TERM CARE HOMES	3331-171	2015-01-12	2015-01-14	THE HOME DEPOT #7106	39.53	CAD	39.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	MOEN HNDSHWR	
LONG TERM CARE HOMES	3337-318	2015-01-15	2015-01-19	RONA # 55030	68.20	CAD	68.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5251	Hardware Stores	BUILDING SUPPLIES	
LONG TERM CARE HOMES	3337-319	2015-01-15	2015-01-19	RONA # 55030	43.99	CAD	43.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5251	Hardware Stores	BUILDING SUPPLIES	
LONG TERM CARE HOMES	3342-180	2015-01-20	2015-01-22	CDN TIRE STORE #00126	69.46	CAD	69.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	BUILDING SUPPLIES	
LONG TERM CARE HOMES	3355-181	2015-01-28	2015-01-30	SEXAUER	335.11	CAD	335.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5074	Plumbing and Heating Equipment	BUILDING SUPPLIES	
					"3,164.94"	CAD	"3,164.94"	CAD								
TORONTO WATER	3319-96	2015-01-05	2015-01-06	CROSSTOWN BATTERY SALE	100.66	CAD	100.66	CAD	2160	PARTS - UNLICENSED EQUIPMENT	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5533	"Automotive Parts, Accessories Stores"	350 12VOLTS BATTERY	
TORONTO WATER	3325-156	2015-01-06	2015-01-09	CC HYDRAULIC IND SUPPL	88.57	CAD	88.57	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	8999	Professional Services - Not Elsewhere Cl	HOSE ASSY/GREASE COUPLER	
TORONTO WATER	3342-181	2015-01-20	2015-01-22	CC HYDRAULIC IND SUPPL	453.10	CAD	453.10	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	8999	Professional Services - Not Elsewhere Cl	HOSE ASSY/GREASE COUPLER	
					642.33	CAD	642.33	CAD								
"PARKS, FORESTRY & RECREATION"	3319-97	2015-01-05	2015-01-06	IKEA ETOBICOKE	22.58	CAD	22.58	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00674	W-SOUTH3-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	STORAGE BOXES	
"PARKS, FORESTRY & RECREATION"	3323-145	2015-01-07	2015-01-08	LOCK UP SERVICES	13.11	CAD	13.11	CAD	2730	LOCKS	P00674	W-SOUTH3-PRGM SUPPORT	7399	Business Services - Not Elsewhere Classi	KEYS	
"PARKS, FORESTRY & RECREATION"	3337-320	2015-01-16	2015-01-19	IKEA ETOBICOKE	111.87	CAD	111.87	CAD	3310	FURNISHINGS	P00674	W-SOUTH3-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	HUTCH FOR DESK	
"PARKS, FORESTRY & RECREATION"	3342-182	2015-01-21	2015-01-22	LOWES #03096*	48.88	CAD	48.88	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00674	W-SOUTH3-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  SILVER REFLECTIVE #8   R8	
"PARKS, FORESTRY & RECREATION"	3345-190	2015-01-21	2015-01-23	THE HOME DEPOT #7011	60.88	CAD	60.88	CAD	2730	LOCKS	P00674	W-SOUTH3-PRGM SUPPORT	5200	Home Supply Warehouse	PADLOCK	
