Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
					186.19	CAD	186.19	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3357-179	2015-01-31	2015-02-02	AMAZON MKTPLACE PMTS	-9.46	CAD	-7.27	USD	2820	MEDICAL & DENTAL SUPPLIES	F01224	WOMENS RES-DIRECT PROGRAM	5942	Book Stores	MEDICAL CHAIR_NOV 2014 STATEMENT_REFUND_EXPORT FEE	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3368-202	2015-02-05	2015-02-09	MOE-HWIN WEB	50.00	CAD	50.00	CAD	4860	HAZARDOUS WASTE REMOVAL	F01223	WOMENS RES-PROPERTY SERV	9399	Government Services - Not Elsewhere Clas	RENEWAL OF HWIN REGISTRATION FOR 2015	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3368-203	2015-02-06	2015-02-09	COSTCO.CA   *ONLINE	124.28	CAD	124.28	CAD	4122	TRANSCRIPTS	F03223	FORT YORK RESIDENCE-PROPERTY SERVICES	5399	Miscellaneous General Merchandise	ONTARIO LEGISLATED FIRST AID KITS FOR FORT YORK R	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3374-137	2015-02-11	2015-02-12	COSTCO WHOLESALE W524	680.71	CAD	680.71	CAD	2570	JANITORIAL SUPPLIES	F03223	FORT YORK RESIDENCE-PROPERTY SERVICES	5300	Wholesale Clubs	"LIGHTBULBS, BATTERIES, WORK GLOVES&... FOR FYR"	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3376-152	2015-02-11	2015-02-13	THE HOME DEPOT #7011	173.66	CAD	173.66	CAD	2570	JANITORIAL SUPPLIES	F01223	WOMENS RES-PROPERTY SERV	5200	Home Supply Warehouse	**MORE**  ANCHORS	
					"1,019.19"	CAD	"1,028.65"	CAD								
							-7.27	USD								
"PARKS, FORESTRY & RECREATION"	3366-151	2015-02-05	2015-02-06	NOFRILLS NICK'S #1399	19.99	CAD	19.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAPTED COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3370-98	2015-02-09	2015-02-10	REAL CANADIAN SUPERSTO	8.78	CAD	8.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADAPTED COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3372-117	2015-02-09	2015-02-11	WAL-MART # 3113	88.55	CAD	88.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5310	Discount Stores	"GROCERIES FOR ACTIVE 8 COOKING CLASS-TACOS, PASTA"	
"PARKS, FORESTRY & RECREATION"	3378-207	2015-02-13	2015-02-16	SCHOLAR'S CHOICE	91.52	CAD	91.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5949	"Fabric, Needlework, Piece Goods, and Sew"	PRGRM SENSORY MATERIAL-SANDS ALIVE KIT	
"PARKS, FORESTRY & RECREATION"	3378-208	2015-02-13	2015-02-16	SCHOLAR'S CHOICE	40.67	CAD	40.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5949	"Fabric, Needlework, Piece Goods, and Sew"	BOARD GAMES	
"PARKS, FORESTRY & RECREATION"	3384-159	2015-02-17	2015-02-19	WAL-MART #3635	44.03	CAD	44.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5310	Discount Stores	GROCERIES FOR ADAPTED COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3386-124	2015-02-19	2015-02-20	REAL CANADIAN SUPERSTO	20.65	CAD	20.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	"HETBS, FLOWERS TO DRY FOR POTPOURRI"	
"PARKS, FORESTRY & RECREATION"	3388-205	2015-02-19	2015-02-23	WAL-MART # 3000	31.27	CAD	31.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5310	Discount Stores	"SENSORY DISCOVERY PRGM-POTPOURRI, CINNAMON STICKS"	
"PARKS, FORESTRY & RECREATION"	3392-121	2015-02-23	2015-02-25	WAL-MART #3001	49.60	CAD	49.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAPTED COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3392-122	2015-02-24	2015-02-25	ABLE HOME HEALTH CARE	140.00	CAD	140.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10595	AGINCOURT RC-LEISURE/PBLC	5047	Laboratory/Medical/Dental/Ophthalmic Hos	REMOTE CONTROL FOR HOYER LIFT	
"PARKS, FORESTRY & RECREATION"	3396-130	2015-02-26	2015-02-27	METRO #703	9.97	CAD	9.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10636	SCAR CIVIC CTR-SPEC NEEDS	5411	"Grocery Stores, Supermarkets"	"SENSORY DISCOVERY PRGM-FRUITS, PANCAKE"	
					545.03	CAD	545.03	CAD								
"PARKS, FORESTRY & RECREATION"	3364-138	2015-02-04	2015-02-05	CONCORD ELECTRONICS SO	432.23	CAD	432.23	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07695	AMESBURY COMPLEX-OPERATIONS	5732	Electronic Sales	P.A. SYSTEM REPAIR	
"PARKS, FORESTRY & RECREATION"	3380-11	2015-02-14	2015-02-17	CDN TIRE STORE #00242	193.14	CAD	193.14	CAD	3080	M & E - HAND TOOLS	P06677	AMESBURY CC-OPERATIONS	5200	Home Supply Warehouse	SCREWDRIVER SET	
"PARKS, FORESTRY & RECREATION"	3380-12	2015-02-14	2015-02-17	CDN TIRE STORE #00429	147.16	CAD	147.16	CAD	3080	M & E - HAND TOOLS	P12021	FALSTAFF CC-OPERATIONS	5200	Home Supply Warehouse	HAND TOOLS	
"PARKS, FORESTRY & RECREATION"	3386-125	2015-02-19	2015-02-20	LOWES #02951*	79.09	CAD	79.09	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P12021	FALSTAFF CC-OPERATIONS	5200	Home Supply Warehouse	"33"" CERAMIC TOWER FAN"	
"PARKS, FORESTRY & RECREATION"	3390-91	2015-02-23	2015-02-24	ACKLANDS-GRAINGER INC	744.04	CAD	744.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12555	Y-REC SUPER4-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	RESPIRATOR CARTRIDGES	
					"1,595.66"	CAD	"1,595.66"	CAD								
"PARKS, FORESTRY & RECREATION"	3361-85	2015-02-03	2015-02-04	STAPLES STORE #26	35.03	CAD	35.03	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5943	"Office, School Supply, and Stationery St"	ZIP LOCK ENVELOPES	
"PARKS, FORESTRY & RECREATION"	3364-139	2015-02-03	2015-02-05	CIMCO REFRIGERATION ON	878.01	CAD	878.01	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	7623	Air Conditioning and Refrigeration Repai	REFRIGERATION OIL	
"PARKS, FORESTRY & RECREATION"	3366-152	2015-02-05	2015-02-06	STAPLES STORE #26	70.06	CAD	70.06	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5943	"Office, School Supply, and Stationery St"	ZIP LOCK ENVELOPES	
"PARKS, FORESTRY & RECREATION"	3372-118	2015-02-10	2015-02-11	SHOPPERS DRUG MART #08	11.30	CAD	11.30	CAD	4805	POSTAGE	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	9402	Postal Services - Government Only	REGISTERED LETTER	
"PARKS, FORESTRY & RECREATION"	3378-209	2015-02-11	2015-02-16	PACIFIC FASTENERS (198	16.06	CAD	16.06	CAD	2575	ELECTRICAL SUPPLIES	P06885	TECHNICAL TRADES SERVICES - 50 BOOTH	5251	Hardware Stores	SS BOLTS	
					"1,010.46"	CAD	"1,010.46"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3357-180	2015-01-30	2015-02-02	PODS 1888776PODS	213.57	CAD	213.57	CAD	4590	RENTAL - OTHER	ED0056	GREEN & RENEWABLE ENERGY SERVICES	4214	"Motor Freight Carriers, Trucking - Local"	STORAGE CONTAINER RENTAL	
ECONOMIC DEVELOPMENT & CULTURE	3368-204	2015-02-06	2015-02-09	PAYPAL *ONTARIOWOOD	"3,000.00"	CAD	"3,000.00"	CAD	5499	TRANSFERS-OTHERS	ED0056	GREEN & RENEWABLE ENERGY SERVICES	8398	"Organizations, Charitable and Social Ser"	SPONSORSHIP	
ECONOMIC DEVELOPMENT & CULTURE	3378-210	2015-02-11	2015-02-16	GREEN LIVING ENTERPRIS	"2,825.00"	CAD	"2,825.00"	CAD	5499	TRANSFERS-OTHERS	ED0056	GREEN & RENEWABLE ENERGY SERVICES	7311	Advertising Services	SPONSORSHIP	
					"6,038.57"	CAD	"6,038.57"	CAD								
"PARKS, FORESTRY & RECREATION"	3359-60	2015-01-30	2015-02-03	CDN TIRE STORE #00209	24.81	CAD	24.81	CAD	2270	PROPANE GAS	P03021	COMMANDER PARK-OPERATIONS	5200	Home Supply Warehouse	PROPANE FOR HAND TORCH	
					24.81	CAD	24.81	CAD								
TRANSPORTATION SERVICES 	3361-86	2015-02-03	2015-02-04	FIBA CANNING INC	305.10	CAD	305.10	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	7538	Automotive Service Shops	PROPANE TANKS FOR HOT BOXES	
					305.10	CAD	305.10	CAD								
"PARKS, FORESTRY & RECREATION"	3357-181	2015-01-30	2015-02-02	BOLTS PLUS	100.31	CAD	100.31	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5085	Industrial Supplies Not Elsewhere Classi	TOOLS	
"PARKS, FORESTRY & RECREATION"	3357-182	2015-01-30	2015-02-02	STEEL TILE	703.40	CAD	703.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00409	N-EAST1-TURF&HORT	5211	"Building Materials, Lumber Stores"	STEEL	
"PARKS, FORESTRY & RECREATION"	3361-87	2015-02-03	2015-02-04	BOLTS PLUS	87.80	CAD	87.80	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5085	Industrial Supplies Not Elsewhere Classi	CAUTION TAPE	
"PARKS, FORESTRY & RECREATION"	3364-140	2015-02-03	2015-02-05	NAPA WOODBRIDGE #759	12.49	CAD	12.49	CAD	2575	ELECTRICAL SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5533	"Automotive Parts, Accessories Stores"	LED LIGHTBULBS	
"PARKS, FORESTRY & RECREATION"	3372-119	2015-02-10	2015-02-11	BOLTS PLUS	145.84	CAD	145.84	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5085	Industrial Supplies Not Elsewhere Classi	"TOOLS-SCREWDRIVER, PLIERS,SCREWS"	
"PARKS, FORESTRY & RECREATION"	3378-211	2015-02-12	2015-02-16	ANGELO'S ELECTRIC LTD	76.66	CAD	76.66	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	7629	"Appliance Repair Shops, Electrical and S"	TOOL REPAIR	
"PARKS, FORESTRY & RECREATION"	3378-212	2015-02-13	2015-02-16	NITRO INDUSTRIAL SALES	191.83	CAD	191.83	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5072	Hardware Equipment and Supplies	"GAUGE, BRASS, HEX PIPE NIPPLE, AIR CHUCK"	
"PARKS, FORESTRY & RECREATION"	3378-213	2015-02-13	2015-02-16	NITRO INDUSTRIAL SALES	23.94	CAD	23.94	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5072	Hardware Equipment and Supplies	MANUAL COUP AND OIL FOR AIR TOOL	
					"1,342.27"	CAD	"1,342.27"	CAD								
"PARKS, FORESTRY & RECREATION"	3357-183	2015-01-30	2015-02-02	NO FRILLS PANCHA'S #01	59.39	CAD	59.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11858	FAIRBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH DROP-IN PROG.	
"PARKS, FORESTRY & RECREATION"	3361-88	2015-02-03	2015-02-04	SHEETMUSICPLUS.COM	114.99	CAD	89.58	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06454	FAIRBANK CC-ARTS-VISL/PERF	5733	"Music Stores - Musical Instruments, Pian"	MUSIC BOOKS FOR PIANO PROGRAM	
"PARKS, FORESTRY & RECREATION"	3370-99	2015-02-09	2015-02-10	SHEETMUSICPLUS.COM	26.87	CAD	21.02	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06454	FAIRBANK CC-ARTS-VISL/PERF	5733	"Music Stores - Musical Instruments, Pian"	MUSIC BOOKS FOR PIANO PROGRAM	
"PARKS, FORESTRY & RECREATION"	3378-214	2015-02-12	2015-02-16	OLD NAVY	7.51	CAD	7.51	CAD	2660	FOOTWEAR	P06454	FAIRBANK CC-ARTS-VISL/PERF	5651	Family Clothing Stores	COSTUME FOR DANCE RECITAL PRGM	
"PARKS, FORESTRY & RECREATION"	3388-206	2015-02-20	2015-02-23	TUCKERS POTTERY SUPPLI	389.29	CAD	389.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06454	FAIRBANK CC-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	CLAY FOR POTTERY PROGRAM	
					598.05	CAD	456.19	CAD								
							110.60	USD								
"PARKS, FORESTRY & RECREATION"	3361-89	2015-02-03	2015-02-04	METRO #808	18.57	CAD	18.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES- YOUTH IN THE KITCHEN PROGRAM	
"PARKS, FORESTRY & RECREATION"	3368-205	2015-02-06	2015-02-09	METRO #808	5.54	CAD	5.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES- YOUTH COOKING SATURDAY'S PRGM	
"PARKS, FORESTRY & RECREATION"	3374-138	2015-02-10	2015-02-12	WMT SUPRCTR #1117	35.03	CAD	35.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CANDY GIVEAWAYS FOR YOUTH SKATE	
"PARKS, FORESTRY & RECREATION"	3374-139	2015-02-10	2015-02-12	WMT SUPRCTR #1117	30.90	CAD	30.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES- YOUTH IN THE KITCHEN PROGRAM	
"PARKS, FORESTRY & RECREATION"	3392-123	2015-02-24	2015-02-25	METRO #808	8.38	CAD	8.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES- YOUTH IN THE KITCHEN PROGRAM	
					98.42	CAD	98.42	CAD								
"PARKS, FORESTRY & RECREATION"	3357-184	2015-01-30	2015-02-02	REMENYI HOUSE OF MUSIC	65.18	CAD	65.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5733	"Music Stores - Musical Instruments, Pian"	MUSIC BOOKS	
"PARKS, FORESTRY & RECREATION"	3357-185	2015-01-30	2015-02-02	FOOD BASICS #875	32.07	CAD	32.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	AFTERSCHOOL PRGM - COOKING PROJECT GROCERIES	
"PARKS, FORESTRY & RECREATION"	3357-186	2015-01-30	2015-02-02	WALMART #1150	9.91	CAD	9.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5310	Discount Stores	AFTERSCHOOL PRGM - SNACKS	
"PARKS, FORESTRY & RECREATION"	3361-90	2015-02-03	2015-02-04	ABOVEGROUND ENTERPRISE	53.84	CAD	53.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11614	MATTY ECKLER-ARTS-VISL/PERF	7333	"Commercial Art, Graphics, Photography"	GLAZES FOR POTTERY PROGRAM	
"PARKS, FORESTRY & RECREATION"	3368-206	2015-02-06	2015-02-09	FOOD BASICS #875	20.73	CAD	20.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SNACKS FOR AFTERSCHOOL PROGRAM	
"PARKS, FORESTRY & RECREATION"	3368-207	2015-02-06	2015-02-09	WALMART #1150	6.78	CAD	6.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5310	Discount Stores	CANDIES	
"PARKS, FORESTRY & RECREATION"	3372-120	2015-02-10	2015-02-11	BLACK'S #54	179.94	CAD	179.94	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5946	Camera and Photographic Supply Stores	PHOTOS FOR DANCE PROGRAM	
"PARKS, FORESTRY & RECREATION"	3372-121	2015-02-10	2015-02-11	UNITY ELECTRIC MOTOR S	308.49	CAD	308.49	CAD	3099	GENERAL EQUIPMENT	P11614	MATTY ECKLER-ARTS-VISL/PERF	5065	Electrical Parts and Equipment	MOTOR FOR WOOD PROGRAM	
"PARKS, FORESTRY & RECREATION"	3378-215	2015-02-13	2015-02-16	TREADMILL FACTORY	22.59	CAD	22.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11686	MATTY ECKLER-SOCIAL PRGM	5941	Sporting Goods Stores	POSTER FOR FITNESS CENTRE	
"PARKS, FORESTRY & RECREATION"	3386-126	2015-02-18	2015-02-20	THE HOME DEPOT #7080	21.17	CAD	21.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5200	Home Supply Warehouse	**MORE**  SWITCH	
"PARKS, FORESTRY & RECREATION"	3388-207	2015-02-19	2015-02-23	ABSOLUTE DOLLAR	9.04	CAD	9.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11686	MATTY ECKLER-SOCIAL PRGM	5310	Discount Stores	AFTERSCHOOL ART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3388-208	2015-02-19	2015-02-23	WALMART #1150	15.46	CAD	15.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11686	MATTY ECKLER-SOCIAL PRGM	5310	Discount Stores	AFTERSCHOOL ART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3392-124	2015-02-24	2015-02-25	STAPLES STORE #286	49.05	CAD	49.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11614	MATTY ECKLER-ARTS-VISL/PERF	5943	"Office, School Supply, and Stationery St"	POSTER MOUNTING	
"PARKS, FORESTRY & RECREATION"	3394-139	2015-02-25	2015-02-26	FOOD BASICS #875	19.08	CAD	19.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11686	MATTY ECKLER-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	AFTERSCHOOL COOKING SUPPLIES	
					813.33	CAD	813.33	CAD								
"PARKS, FORESTRY & RECREATION"	3378-216	2015-02-12	2015-02-16	THE HOME DEPOT #7109	45.10	CAD	45.10	CAD	2710	GENERAL HARDWARE	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	SCREWS	
"PARKS, FORESTRY & RECREATION"	3388-209	2015-02-20	2015-02-23	MILLWICK PAINT   PAPER	501.45	CAD	501.45	CAD	2715	PAINT SUPPLIES	P00404	N-CENTRAL-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
					546.55	CAD	546.55	CAD								
"PARKS, FORESTRY & RECREATION"	3366-153	2015-02-04	2015-02-06	TARGET CANADA T3609	89.24	CAD	89.24	CAD	2610	KITCHEN SUPPLIES	P07320	CUMMER-PRGM SUPPORT	5310	Discount Stores	"KETTLE, LIGHT BULBS"	
"PARKS, FORESTRY & RECREATION"	3366-154	2015-02-05	2015-02-06	AMAZON *MARKETPLCE CA	167.03	CAD	167.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08161	CUMMER-SOCIAL PRGM	4816	Computer Network/Information Services	CLAY & SAND	
"PARKS, FORESTRY & RECREATION"	3378-217	2015-02-13	2015-02-16	AMAZON *MARKETPLCE CA	24.82	CAD	24.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08161	CUMMER-SOCIAL PRGM	4816	Computer Network/Information Services	SANDTASTIK SANDS	
					281.09	CAD	281.09	CAD								
"PARKS, FORESTRY & RECREATION"	3370-100	2015-02-09	2015-02-10	PAUL WOLF ELECTRIC   L	422.53	CAD	422.53	CAD	2575	ELECTRICAL SUPPLIES	P07728	WALLACE EMERSON-OPERATIONS	5065	Electrical Parts and Equipment	LIGHTS FOR WALLACE	
"PARKS, FORESTRY & RECREATION"	3378-218	2015-02-12	2015-02-16	A2Z VACUUMS INC	45.20	CAD	45.20	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P07728	WALLACE EMERSON-OPERATIONS	7629	"Appliance Repair Shops, Electrical and S"	VACUUM HEAD REPAIR	
					467.73	CAD	467.73	CAD								
"PARKS, FORESTRY & RECREATION"	3357-187	2015-01-29	2015-02-02	CDN TIRE STORE #00019	105.02	CAD	105.02	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	SHOP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3359-61	2015-01-30	2015-02-03	CDN TIRE STORE #00019	115.53	CAD	115.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	SHOP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3366-155	2015-02-03	2015-02-06	PROFESSIONAL POWDER CO	452.00	CAD	452.00	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	7535	Automotive Paint Shops	BENCH PAINTING	
"PARKS, FORESTRY & RECREATION"	3366-156	2015-02-04	2015-02-06	THE HOME DEPOT #7134	73.41	CAD	73.41	CAD	3080	M & E - HAND TOOLS	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	**MORE**  CALIPER	
"PARKS, FORESTRY & RECREATION"	3366-157	2015-02-04	2015-02-06	CDN TIRE STORE #00019	238.94	CAD	238.94	CAD	3080	M & E - HAND TOOLS	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	"BENCH GRINDER, OIL SUPPLIES"	
"PARKS, FORESTRY & RECREATION"	3368-208	2015-02-06	2015-02-09	"""77"" AUTO PARTS"	490.77	CAD	490.77	CAD	2401	LUBRICANTS	P00415	N-WEST3-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	"GEAR OIL PUMP, ABSORBAL OIL"	
"PARKS, FORESTRY & RECREATION"	3376-153	2015-02-11	2015-02-13	CDN TIRE STORE #00019	152.22	CAD	152.22	CAD	3080	M & E - HAND TOOLS	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	"AXLE STANDS, FILES, GRIND DISCS"	
"PARKS, FORESTRY & RECREATION"	3384-160	2015-02-17	2015-02-19	THE HOME DEPOT #7134	152.81	CAD	152.81	CAD	3080	M & E - HAND TOOLS	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	**MORE**  GRINDER	
					"1,780.70"	CAD	"1,780.70"	CAD								
TORONTO WATER	3357-188	2015-01-30	2015-02-02	DRAGLAM SALT	205.10	CAD	205.10	CAD	2410	DE - ICERS	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5169	Chemicals and Allied Products Not Elsewh	ROCK SALT	
TORONTO WATER	3357-189	2015-01-30	2015-02-02	DRAGLAM SALT	156.62	CAD	156.62	CAD	2410	DE - ICERS	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5169	Chemicals and Allied Products Not Elsewh	ROCK SALT	
TORONTO WATER	3357-190	2015-01-30	2015-02-02	NOBLE 1003	356.24	CAD	356.24	CAD	2535	PLUMBING SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5251	Hardware Stores	TORCH AIR ACETYLENE AND GASKET	
TORONTO WATER	3357-191	2015-01-30	2015-02-02	NOBLE 1003	226.15	CAD	226.15	CAD	2535	PLUMBING SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5251	Hardware Stores	VICTAULIC FLANGE	
TORONTO WATER	3357-192	2015-01-30	2015-02-02	NOBLE 1003	208.55	CAD	208.55	CAD	2535	PLUMBING SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5251	Hardware Stores	BALL VALVE AND CLOSE NIPPLE	
TORONTO WATER	3357-193	2015-01-30	2015-02-02	BRAFASCO / ETOBICOKE	111.92	CAD	111.92	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5085	Industrial Supplies Not Elsewhere Classi	HEX CAPS	
TORONTO WATER	3366-158	2015-02-04	2015-02-06	CDN TIRE STORE #00070	25.96	CAD	25.96	CAD	3099	GENERAL EQUIPMENT	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	SHOP VAC AND BAG	
TORONTO WATER	3366-159	2015-02-05	2015-02-06	PRINCESS AUTO	173.91	CAD	173.91	CAD	2710	GENERAL HARDWARE	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5085	Industrial Supplies Not Elsewhere Classi	LIFTING SLINGS AND TIRE FOAM	
TORONTO WATER	3368-209	2015-02-05	2015-02-09	CDN TIRE STORE #00070	22.57	CAD	22.57	CAD	2570	JANITORIAL SUPPLIES	TW4080	WW TREATMNT:  HUMBER TP - WORK AREA 3  L	5200	Home Supply Warehouse	CLR	
