Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Tr Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
TORONTO WATER	3493-186	2015-05-07	2015-05-08	AUTO PARTS CENTRES	10.70	CAD	10.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5533	"Automotive Parts, Accessories Stores"	PARTS	
TORONTO WATER	3495-282	2015-05-07	2015-05-11	CDN TIRE STORE #00070	88.95	CAD	88.95	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	SMALL TOOLS	
TORONTO WATER	3495-283	2015-05-08	2015-05-11	PACIFIC FASTENERS (198	57.53	CAD	57.53	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	FASTENERS (NUTS)	
TORONTO WATER	3495-284	2015-05-08	2015-05-11	JDC TECHNICAL SERVICES	"1,826.38"	CAD	"1,826.38"	CAD	4424	CONTRACTED SERVICES - GENERAL	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	7399	Business Services - Not Elsewhere Classi	WELDING MACHINE REPAIRS	
TORONTO WATER	3499-132	2015-05-08	2015-05-12	PARTSOURCE #759	46.92	CAD	46.92	CAD	2499	OTHER CHEMICALS	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5533	"Automotive Parts, Accessories Stores"	BRAKE CLEANER	
TORONTO WATER	3504-181	2015-05-11	2015-05-15	CLARK INDUSTRIAL WHOLS	546.22	CAD	546.22	CAD	3080	M & E - HAND TOOLS	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5074	Plumbing and Heating Equipment	CLAMPS/SOCKETS/HEX KEYS	
TORONTO WATER	3506-300	2015-05-14	2015-05-19	APPLIED INDUSTRIAL TEC	20.10	CAD	20.10	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	BELTS	
TORONTO WATER	3506-301	2015-05-14	2015-05-19	APPLIED INDUSTRIAL TEC	17.52	CAD	17.52	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	SHEAVE	
TORONTO WATER	3506-302	2015-05-14	2015-05-19	PURE METAL GALVANIZING	350.02	CAD	350.02	CAD	2532	STEEL	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	FABRICATED STEEL	
TORONTO WATER	3509-106	2015-05-19	2015-05-20	METAL SUPERMARKETS (ET	70.50	CAD	70.50	CAD	2532	STEEL	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5051	Metal Service Centers and Offices	STEEL	
TORONTO WATER	3509-107	2015-05-19	2015-05-20	AUTOMOTIVE TOOLS	525.39	CAD	525.39	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5533	"Automotive Parts, Accessories Stores"	TOOLS	
TORONTO WATER	3514-278	2015-05-22	2015-05-25	MR METAL(ETOBICOKE) IN	123.27	CAD	123.27	CAD	2532	STEEL	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5051	Metal Service Centers and Offices	STEEL	
TORONTO WATER	3522-211	2015-05-28	2015-05-29	PRINCESS AUTO	63.23	CAD	63.23	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	CASTERS	
					"7,128.63"	CAD	"7,128.63"	CAD								
TORONTO WATER	3489-146	2015-05-05	2015-05-06	WOLSELEY CANADA INC	130.53	CAD	130.53	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5074	Plumbing and Heating Equipment	BRASS FITTINGS	
TORONTO WATER	3493-187	2015-05-06	2015-05-08	WOLSELEY CANADA INC	6.17	CAD	6.17	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5074	Plumbing and Heating Equipment	BRASS FITTINGS	
TORONTO WATER	3499-133	2015-05-08	2015-05-12	CDN TIRE STORE #00273	245.02	CAD	245.02	CAD	*****	LUBRICANTS	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	**MORE**  MISC. HARDWARE	
TORONTO WATER	3502-165	2015-05-12	2015-05-14	CDN TIRE STORE #00654	90.39	CAD	90.39	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	BLOWER/FAN	
TORONTO WATER	3506-303	2015-05-15	2015-05-19	CDN TIRE STORE #00030	220.32	CAD	220.32	CAD	*****	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	OIL	
					692.43	CAD	692.43	CAD								
TORONTO WATER	3483-267	2015-04-28	2015-05-04	AIR CURRENT INDUSTRIAL	469.04	CAD	469.04	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	1711	"Air Conditioning, Heating, and Plumbing"	FUSE/SCREWDRIVER	
TORONTO WATER	3483-268	2015-04-30	2015-05-04	THE HOME DEPOT #7129	98.96	CAD	98.96	CAD	*****	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  TORCH GAS	
TORONTO WATER	3502-166	2015-05-13	2015-05-14	ONTARIO COLLEGE OF TRA	271.20	CAD	271.20	CAD	4760	MEMBERSHIP FEES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	9399	Government Services - Not Elsewhere Clas	TRADE LICENCE/MEMBERSHIP	
					839.20	CAD	839.20	CAD								
TORONTO WATER	3510-199	2015-05-20	2015-05-21	CANADIAN SAFETY EQUIPM	11.30	CAD	11.30	CAD	2792	"BANNERS, FLAGS & SIGNS"	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	7399	Business Services - Not Elsewhere Classi	SAFETY SIGN	
TORONTO WATER	3512-203	2015-05-21	2015-05-22	APPLE STORE #R208	113.00	CAD	113.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5732	Electronic Sales	DEVICE CHARGERS	
TORONTO WATER	3522-212	2015-05-27	2015-05-29	CDN TIRE STORE #00070	259.89	CAD	259.89	CAD	3099	GENERAL EQUIPMENT	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	CARPORT	
TORONTO WATER	3522-213	2015-05-27	2015-05-29	WAL-MART # 3031	11.30	CAD	11.30	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5310	Discount Stores	SUPPLIES FOR H&S EVENT	
					395.49	CAD	395.49	CAD								
LONG TERM CARE HOMES & SERVICES	3483-269	2015-04-30	2015-05-04	CDN TIRE STORE #00237	13.51	CAD	13.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	BUILDING SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3489-147	2015-05-04	2015-05-06	THE HOME DEPOT #7106	40.51	CAD	40.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	**MORE**  DT TAPE 2PK	
LONG TERM CARE HOMES & SERVICES	3489-148	2015-05-05	2015-05-06	RONA # 55030	130.37	CAD	130.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5251	Hardware Stores	BUILDING SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3509-108	2015-05-19	2015-05-20	RONA # 55030	152.36	CAD	152.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5251	Hardware Stores	BUILDING SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3510-200	2015-05-20	2015-05-21	LOWES #02631*	"2,856.12"	CAD	"2,856.12"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	**MORE**  SOS IMPREZZA MID  BRIO	
LONG TERM CARE HOMES & SERVICES	3522-214	2015-05-27	2015-05-29	CDN TIRE STORE #00192	102.15	CAD	102.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	BUILDING SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3522-215	2015-05-28	2015-05-29	CANADIAN MAINTENANCE	613.59	CAD	613.59	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3J061	CAREFREE LODGE-MT-OA	7349	"Cleaning and Maintenance, Janitorial Ser"	BUILDING SUPPLIES	
					"3,908.61"	CAD	"3,908.61"	CAD								
TORONTO WATER	3482-164	2015-04-28	2015-05-01	R   M CUSTOM EQUIPMENT	100.34	CAD	100.34	CAD	2160	PARTS - UNLICENSED EQUIPMENT	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5511	"Automobile and Truck Dealers - Sales, Se"	ADAPTERS	
TORONTO WATER	3482-165	2015-04-29	2015-05-01	THE HOME DEPOT #7114	84.30	CAD	84.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CWW466-03-13	REALIGN CREEK AT SANI MH-4 LOCATIONS	5200	Home Supply Warehouse	**MORE**  PL PREMIUM	
TORONTO WATER	3483-270	2015-04-29	2015-05-04	LOCK UP SERVICES	259.79	CAD	259.79	CAD	2730	LOCKS	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	7399	Business Services - Not Elsewhere Classi	KEYS	
TORONTO WATER	3486-118	2015-04-30	2015-05-05	CC HYDRAULIC IND SUPPL	162.16	CAD	162.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	8999	Professional Services - Not Elsewhere Cl	HOSE ASSEMBLY	
TORONTO WATER	3495-285	2015-05-07	2015-05-11	CDN TIRE STORE #00654	65.07	CAD	65.07	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	CWW466-03-01	9177-07-7147 BERRY CREEK	5200	Home Supply Warehouse	SUPPLIES	
TORONTO WATER	3510-201	2015-05-19	2015-05-21	TERRAFIX GEOSYNTHETICS	533.63	CAD	533.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CWW466-03-01	9177-07-7147 BERRY CREEK	5085	Industrial Supplies Not Elsewhere Classi	CONSTRUCTION MATERIALS	
TORONTO WATER	3522-216	2015-05-26	2015-05-29	CC HYDRAULIC IND SUPPL	106.49	CAD	106.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	8999	Professional Services - Not Elsewhere Cl	EQUIPMENT PARTS	
TORONTO WATER	3522-217	2015-05-28	2015-05-29	HENRY'S DOWNTOWN TORON	45.19	CAD	45.19	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5946	Camera and Photographic Supply Stores	MEMORY CARD FOR CAMERA	
					"1,356.97"	CAD	"1,356.97"	CAD								
"PARKS, FORESTRY & RECREATION"	3482-166	2015-04-29	2015-05-01	BUNNING SPLICING   RIG	452.00	CAD	452.00	CAD	2710	GENERAL HARDWARE	P00674	W-SOUTH3-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	TIE DOWNS FOR TRAILERS	
"PARKS, FORESTRY & RECREATION"	3483-271	2015-04-30	2015-05-04	THE HOME DEPOT #7011	141.17	CAD	141.17	CAD	2710	GENERAL HARDWARE	P00674	W-SOUTH3-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  SCREWSET	
"PARKS, FORESTRY & RECREATION"	3489-149	2015-05-05	2015-05-06	W.E. ENTERPRISES LTD	648.85	CAD	648.85	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00674	W-SOUTH3-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	WEED TRIMMER LINE	
"PARKS, FORESTRY & RECREATION"	3489-150	2015-05-05	2015-05-06	W.E. ENTERPRISES LTD	245.89	CAD	245.89	CAD	2401	LUBRICANTS	P00674	W-SOUTH3-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	MIX OIL	
"PARKS, FORESTRY & RECREATION"	3491-171	2015-05-06	2015-05-07	BEST BUY CANADA #938	67.79	CAD	67.79	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00674	W-SOUTH3-PRGM SUPPORT	5732	Electronic Sales	HEAD SET	
"PARKS, FORESTRY & RECREATION"	3493-188	2015-05-06	2015-05-08	CDN TIRE STORE #00070	67.77	CAD	67.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00674	W-SOUTH3-PRGM SUPPORT	5200	Home Supply Warehouse	MAPS FOR CREWS	
"PARKS, FORESTRY & RECREATION"	3495-286	2015-05-08	2015-05-11	BRAFASCO / REXDALE	230.50	CAD	230.50	CAD	2710	GENERAL HARDWARE	P00674	W-SOUTH3-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE	
"PARKS, FORESTRY & RECREATION"	3501-187	2015-05-12	2015-05-13	SOBEYS 741        QPS	33.21	CAD	33.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00674	W-SOUTH3-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR ORIENTATION	
"PARKS, FORESTRY & RECREATION"	3506-304	2015-05-14	2015-05-19	WAL-MART # 3031	153.68	CAD	153.68	CAD	3050	M & E - KITCHEN	P00674	W-SOUTH3-PRGM SUPPORT	5310	Discount Stores	MICROWAVE	
"PARKS, FORESTRY & RECREATION"	3510-202	2015-05-20	2015-05-21	LEE VALLEY - DOWNTOWN	313.58	CAD	313.58	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00674	W-SOUTH3-PRGM SUPPORT	5072	Hardware Equipment and Supplies	"PRUNING SAW, LOPPERS"	
"PARKS, FORESTRY & RECREATION"	3512-204	2015-05-20	2015-05-22	THE HOME DEPOT #7011	149.07	CAD	149.07	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00674	W-SOUTH3-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  HAMMER	
"PARKS, FORESTRY & RECREATION"	3512-205	2015-05-20	2015-05-22	CDN TIRE STORE #00070	23.70	CAD	23.70	CAD	2710	GENERAL HARDWARE	P00674	W-SOUTH3-PRGM SUPPORT	5200	Home Supply Warehouse	WATER CANS	
"PARKS, FORESTRY & RECREATION"	3514-279	2015-05-21	2015-05-25	CDN TIRE STORE #00070	35.01	CAD	35.01	CAD	2710	GENERAL HARDWARE	P00674	W-SOUTH3-PRGM SUPPORT	5200	Home Supply Warehouse	PLIERS	
					"2,562.22"	CAD	"2,562.22"	CAD								
SOLID WASTE MANAGEMENT	3495-287	2015-05-08	2015-05-11	CANADA COMPUTERS #12	56.49	CAD	56.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0825	DUFFERIN TS OPERATIONS	5734	Computer Software Stores	W/O 306107	
					56.49	CAD	56.49	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3482-167	2015-04-29	2015-05-01	THE HOME DEPOT #7013	45.19	CAD	45.19	CAD	2710	GENERAL HARDWARE	AH0083	HS-MH-EXHIBITIONS-METRO HALL	5200	Home Supply Warehouse	"PRESTITE1,5L"	
ECONOMIC DEVELOPMENT & CULTURE	3514-280	2015-05-21	2015-05-25	MONDEGRO	748.06	CAD	748.06	CAD	4995	OTHER EXPENSES	AH0083	HS-MH-EXHIBITIONS-METRO HALL	7311	Advertising Services	DESIGN/PRODUCTION	
ECONOMIC DEVELOPMENT & CULTURE	3514-281	2015-05-21	2015-05-25	MONDEGRO	420.36	CAD	420.36	CAD	4995	OTHER EXPENSES	AH0083	HS-MH-EXHIBITIONS-METRO HALL	7311	Advertising Services	DESIGN/PRODUCTION	
					"1,213.61"	CAD	"1,213.61"	CAD								
"PARKS, FORESTRY & RECREATION"	3483-272	2015-04-30	2015-05-04	OLD NAVY CANADA  3317	8.05	CAD	8.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11794	ST MARCELLUS CS-ARTS-VISL/PERF	5651	Family Clothing Stores	SHIRTS FOR DANCE COSTUME	
"PARKS, FORESTRY & RECREATION"	3495-288	2015-05-09	2015-05-11	WMT SUPRCTR #1126	175.32	CAD	175.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11794	ST MARCELLUS CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	DANCE RECITAL SUPPLIES	
					183.37	CAD	183.37	CAD								
LEGAL SERVICES	3482-168	2015-04-30	2015-05-01	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3482-169	2015-04-30	2015-05-01	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3489-151	2015-05-05	2015-05-06	TERANET EXPRESS	35.00	CAD	35.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3489-152	2015-05-05	2015-05-06	TERANET EXPRESS	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3489-153	2015-05-05	2015-05-06	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3489-154	2015-05-05	2015-05-06	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL9606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3489-155	2015-05-05	2015-05-06	TERANET EXPRESS	7.00	CAD	7.00	CAD	4827	ONLINE SERVICES FEES	LL9606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3491-172	2015-05-06	2015-05-07	TERANET EXPRESS	35.00	CAD	35.00	CAD	4827	ONLINE SERVICES FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3491-173	2015-05-06	2015-05-07	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3493-189	2015-05-07	2015-05-08	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3495-289	2015-05-08	2015-05-11	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3495-290	2015-05-08	2015-05-11	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3495-291	2015-05-08	2015-05-11	TERANET EXPRESS	54.00	CAD	54.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3495-292	2015-05-08	2015-05-11	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3501-188	2015-05-12	2015-05-13	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS  FORESTRY AND RECREATION	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3501-189	2015-05-12	2015-05-13	TERANET EXPRESS	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL5303	ECONOMIC DEV CULTURE & TOURISM	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3501-190	2015-05-12	2015-05-13	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL5303	ECONOMIC DEV CULTURE & TOURISM	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3502-167	2015-05-13	2015-05-14	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL9606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3502-168	2015-05-13	2015-05-14	TERANET EXPRESS	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL9606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3509-109	2015-05-19	2015-05-20	TERANET EXPRESS	30.00	CAD	30.00	CAD	4827	ONLINE SERVICES FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3509-110	2015-05-19	2015-05-20	TERANET EXPRESS	13.50	CAD	13.50	CAD	4827	ONLINE SERVICES FEES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3512-206	2015-05-21	2015-05-22	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS  FORESTRY AND RECREATION	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3512-207	2015-05-21	2015-05-22	TERANET EXPRESS	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS  FORESTRY AND RECREATION	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	3512-208	2015-05-21	2015-05-22	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5304	PARKS  FORESTRY AND RECREATION	9222	Fines	TITLE SEARCHES	
					306.50	CAD	306.50	CAD								
"PARKS, FORESTRY & RECREATION"	3489-156	2015-05-05	2015-05-06	CANADA GLASS   MIRROR	397.50	CAD	397.50	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07701	GOULDING CC-OPERATIONS	5039	Construction Materials Not Elsewhere Cla	TEMPERED GLASS	
"PARKS, FORESTRY & RECREATION"	3489-157	2015-05-05	2015-05-06	INTERNATIONAL CABINET	265.70	CAD	265.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5719	Miscellaneous House Furnishing Specialty	DOORS	
"PARKS, FORESTRY & RECREATION"	3491-174	2015-05-05	2015-05-07	ANGELO'S ELECTRIC LTD	426.42	CAD	426.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3493-190	2015-05-07	2015-05-08	CANADA GLASS   MIRROR	740.15	CAD	740.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5039	Construction Materials Not Elsewhere Cla	TEMPERED GLASS	
"PARKS, FORESTRY & RECREATION"	3509-111	2015-05-19	2015-05-20	CANADA GLASS   MIRROR	537.88	CAD	537.88	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03032	ANGELA JAMES-OPERATIONS	5039	Construction Materials Not Elsewhere Cla	TEMPERED GLASS	
"PARKS, FORESTRY & RECREATION"	3509-112	2015-05-19	2015-05-20	CANADA GLASS   MIRROR	452.00	CAD	452.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5039	Construction Materials Not Elsewhere Cla	TEMPERED GLASS	
"PARKS, FORESTRY & RECREATION"	3514-282	2015-05-22	2015-05-25	CANADA GLASS   MIRROR	126.74	CAD	126.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07705	ORIOLE CC-OPERATIONS	5039	Construction Materials Not Elsewhere Cla	WIRE GLASS	
"PARKS, FORESTRY & RECREATION"	3514-283	2015-05-22	2015-05-25	CANADA GLASS   MIRROR	84.52	CAD	84.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03032	ANGELA JAMES-OPERATIONS	5039	Construction Materials Not Elsewhere Cla	WIRE GLASS	
					"3,030.91"	CAD	"3,030.91"	CAD								
SOLID WASTE MANAGEMENT	3482-170	2015-04-30	2015-05-01	LOWES #02632*	87.03	CAD	87.03	CAD	2485	SUPPLIES - GAS/ODOUR CONTROL	CSW312-14-05	2014 KEELE VALLEY - BASIC	5200	Home Supply Warehouse	"**MORE**  28"" STRUCTURAL FOAM TOOL BOX, Gas/odor s"	
SOLID WASTE MANAGEMENT	3486-119	2015-05-04	2015-05-05	LOWES #02632*	39.53	CAD	39.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	CSW312-14-05	2014 KEELE VALLEY - BASIC	5200	Home Supply Warehouse	**MORE**  17 PC  BLACK OXIDE DRILL BIT SET - Const	
SOLID WASTE MANAGEMENT	3491-175	2015-05-06	2015-05-07	LOWES #02632*	11.82	CAD	11.82	CAD	3015	M & E - GROUNDS	CSW312-14-05	2014 KEELE VALLEY - BASIC	5200	Home Supply Warehouse	"**MORE**  6-PACK 1"" X 4"" GRIPPER PADS - Const. Equ"	
SOLID WASTE MANAGEMENT	3491-176	2015-05-06	2015-05-07	ACKLANDS-GRAINGER INC	26.17	CAD	26.17	CAD	3065	M & E - PLANT & GARAGE	CSW312-14-05	2014 KEELE VALLEY - BASIC	5085	Industrial Supplies Not Elsewhere Classi	JIC/SAE37 PARTS FOR SITE HOSE MAINTENANCE	
SOLID WASTE MANAGEMENT	3495-293	2015-05-07	2015-05-11	WAL-MART # 3145	314.14	CAD	314.14	CAD	3030	M & E - OFFICE	CSW312-14-05	2014 KEELE VALLEY - BASIC	5411	"Grocery Stores, Supermarkets"	GAS GRILL FOR CHARITY EVENTS HELD AT SITE	
SOLID WASTE MANAGEMENT	3506-305	2015-05-15	2015-05-19	LOWES #02632*	38.86	CAD	38.86	CAD	3015	M & E - GROUNDS	CSW312-14-05	2014 KEELE VALLEY - BASIC	5200	Home Supply Warehouse	"**MORE**  1/2"" X260"" WHITE THREAD TAPE - Const. Eq"	
SOLID WASTE MANAGEMENT	3509-113	2015-05-19	2015-05-20	LOWES #02632*	20.33	CAD	20.33	CAD	3015	M & E - GROUNDS	CSW312-14-05	2014 KEELE VALLEY - BASIC	5200	Home Supply Warehouse	DEWALT 225-FT TRIMMER LINE - Const. Equipment	
