Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS element / Order	Cost Centre / WBS element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	3572-119	2015-07-05	2015-07-07	ABSOLUTE DOLLAR	61.47	CAD	61.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05117	THISTLETOWN-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3575-231	2015-07-08	2015-07-09	SUNNY FOODMART	11.53	CAD	11.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05117	THISTLETOWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	3578-320	2015-07-11	2015-07-13	LUMBERVILLE COMPANY	6.80	CAD	6.80	CAD	2710	GENERAL HARDWARE	P12050	SMITHFIELD-COMM CTR-PRGM SUPPORT	5211	"Building Materials, Lumber Stores"	"SCREW, WASHERS FOR SIGN"
"PARKS, FORESTRY & RECREATION"	3581-140	2015-07-12	2015-07-14	WAL-MART #1000	131.76	CAD	131.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05117	THISTLETOWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3583-197	2015-07-14	2015-07-15	FOOD BASICS #689	11.03	CAD	11.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05117	THISTLETOWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	3590-200	2015-07-16	2015-07-17	SCOOTERS ROLLER PALACE	413.58	CAD	413.58	CAD	4118	TICKETS AND ADMISSION FEES	P05117	THISTLETOWN-SUMMER CAMPS	5941	Sporting Goods Stores	ADMISSION FEES - SUMMER CAMP
"PARKS, FORESTRY & RECREATION"	3592-333	2015-07-16	2015-07-20	FANTASY FAIR	756.00	CAD	756.00	CAD	4118	TICKETS AND ADMISSION FEES	P05117	THISTLETOWN-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FEES - SUMMER CAMP
"PARKS, FORESTRY & RECREATION"	3592-334	2015-07-17	2015-07-20	NOFRILLS JOHN'S #3457	87.79	CAD	87.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05117	THISTLETOWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	3592-335	2015-07-17	2015-07-20	MAD SCIENCE OF TORONTO	333.35	CAD	333.35	CAD	4102	ENTERTAINER AND BAND FEES	P05117	THISTLETOWN-SUMMER CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	ENTERTAINER FOR SUMMER CAMP
"PARKS, FORESTRY & RECREATION"	3593-146	2015-07-20	2015-07-21	FORTINO'S (QUEEN'S PLA	14.94	CAD	14.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05117	THISTLETOWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMP
"PARKS, FORESTRY & RECREATION"	3593-147	2015-07-20	2015-07-21	DOLLAR TREE #40138	38.70	CAD	38.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05117	THISTLETOWN-SUMMER CAMPS	5331	Variety Stores	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3598-212	2015-07-21	2015-07-23	WAL-MART #1000	34.59	CAD	34.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05117	THISTLETOWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMP
"PARKS, FORESTRY & RECREATION"	3598-213	2015-07-22	2015-07-23	NOFRILLS JOHN'S #3457	68.72	CAD	68.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05117	THISTLETOWN-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMP
"PARKS, FORESTRY & RECREATION"	3598-214	2015-07-22	2015-07-23	MICHAELS #3989	104.98	CAD	104.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05117	THISTLETOWN-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	GLUE/SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	3600-195	2015-07-22	2015-07-24	ABSOLUTE DOLLAR	96.22	CAD	96.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05117	THISTLETOWN-SUMMER CAMPS	5310	Discount Stores	CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3609-207	2015-07-29	2015-07-31	GIANT TIGER #168	70.41	CAD	70.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05117	THISTLETOWN-SUMMER CAMPS	5311	Department Stores	CAMP SUPPLIES
					"2,451.32"	CAD	"2,451.32"	CAD							
"PARKS, FORESTRY & RECREATION"	3574-216	2015-07-06	2015-07-08	ANGELO'S ELECTRIC LTD	17.85	CAD	17.85	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	ALLEN KEYS
"PARKS, FORESTRY & RECREATION"	3574-217	2015-07-07	2015-07-08	WOLSELEY CANADA INC	699.50	CAD	699.50	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5074	Plumbing and Heating Equipment	PLUMBING SUPPLIES
"PARKS, FORESTRY & RECREATION"	3577-232	2015-07-09	2015-07-10	WOLSELEY CANADA INC	78.11	CAD	78.11	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5074	Plumbing and Heating Equipment	"APPLICATOR BRUSH, ACID BRUSH"
"PARKS, FORESTRY & RECREATION"	3577-233	2015-07-09	2015-07-10	FASTENAL CANADA02ONTO2	7.89	CAD	7.89	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	3/8 SQUARE TOOL
"PARKS, FORESTRY & RECREATION"	3578-321	2015-07-09	2015-07-13	SUPERIOR POOL SPA   LE	183.51	CAD	183.51	CAD	2535	PLUMBING SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	5996	Swimming Pools - Sales and Supplies	POOL LADDER
"PARKS, FORESTRY & RECREATION"	3581-141	2015-07-10	2015-07-14	CDN TIRE STORE #00126	17.16	CAD	17.16	CAD	2535	PLUMBING SUPPLIES	P06688	LAWRENCE HGTS CC-OPERATIONS	5200	Home Supply Warehouse	"METRIC BOLTS, NUTS"
"PARKS, FORESTRY & RECREATION"	3581-142	2015-07-13	2015-07-14	WOLSELEY CANADA INC	318.66	CAD	318.66	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5074	Plumbing and Heating Equipment	TRUCK STOCKS
"PARKS, FORESTRY & RECREATION"	3581-143	2015-07-13	2015-07-14	WOLSELEY CANADA INC	139.59	CAD	139.59	CAD	2535	PLUMBING SUPPLIES	P06688	LAWRENCE HGTS CC-OPERATIONS	5074	Plumbing and Heating Equipment	HOSE VALVE
"PARKS, FORESTRY & RECREATION"	3588-223	2015-07-14	2015-07-16	THE HOME DEPOT #7012	116.09	CAD	116.09	CAD	2535	PLUMBING SUPPLIES	P03036	VICTORIA VILLAGE-OPERATIONS	5200	Home Supply Warehouse	"**MORE**  ABS 3""90ELBO"
"PARKS, FORESTRY & RECREATION"	3592-336	2015-07-13	2015-07-20	JJ DOWNS INDUSTRIAL	355.19	CAD	355.19	CAD	2535	PLUMBING SUPPLIES	P06689	NORTHWOOD CC-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	GEAR CLAMPS
"PARKS, FORESTRY & RECREATION"	3592-337	2015-07-17	2015-07-20	DESCO PLUMBING AND HEA	141.32	CAD	141.32	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	5074	Plumbing and Heating Equipment	PARTS FOR REPAIR
"PARKS, FORESTRY & RECREATION"	3592-338	2015-07-17	2015-07-20	ANGELO'S ELECTRIC LTD	69.95	CAD	69.95	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	TAP TOOLS
"PARKS, FORESTRY & RECREATION"	3592-339	2015-07-17	2015-07-20	THE HOME DEPOT #7078	84.65	CAD	84.65	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	"**MORE**  B/OX 7/16"""
"PARKS, FORESTRY & RECREATION"	3593-148	2015-07-20	2015-07-21	CENTENNIAL PLUMBING SU	347.93	CAD	347.93	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	"FLUSH VALVES CHROME, URINAL WAX GASKETS"
"PARKS, FORESTRY & RECREATION"	3593-149	2015-07-20	2015-07-21	AGO INDUSTRIES INC.	131.97	CAD	131.97	CAD	2670	UNIFORMS	P00853	ALNESS YD-TRADES	5699	Accessory  and Apparel Stores - Miscella	WORK PANTS
"PARKS, FORESTRY & RECREATION"	3596-221	2015-07-20	2015-07-22	THE HOME DEPOT #7078	206.56	CAD	206.56	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	"**MORE**  HS 4"""
"PARKS, FORESTRY & RECREATION"	3600-196	2015-07-23	2015-07-24	WOLSELEY CANADA INC	19.90	CAD	19.90	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	5074	Plumbing and Heating Equipment	WASHERS
"PARKS, FORESTRY & RECREATION"	3600-197	2015-07-23	2015-07-24	DESCO PLUMBING AND HEA	49.88	CAD	49.88	CAD	2535	PLUMBING SUPPLIES	P06688	LAWRENCE HGTS CC-OPERATIONS	5074	Plumbing and Heating Equipment	3/4 HOSE CAPS
"PARKS, FORESTRY & RECREATION"	3602-253	2015-07-21	2015-07-27	JJ DOWNS INDUSTRIAL	159.73	CAD	159.73	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	PARTS FOR REPAIR
"PARKS, FORESTRY & RECREATION"	3609-208	2015-07-28	2015-07-31	PIPE TOOLS SUPPLY LIMI	193.03	CAD	193.03	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5251	Hardware Stores	K400 A380 AUTOFEED
					"3,338.47"	CAD	"3,338.47"	CAD							
"PARKS, FORESTRY & RECREATION"	3574-218	2015-07-06	2015-07-08	SPEELMAN S GARDEN CENT	103.96	CAD	103.96	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	TOPSOIL
"PARKS, FORESTRY & RECREATION"	3578-322	2015-07-09	2015-07-13	THE HOME DEPOT #7078	540.41	CAD	540.41	CAD	2531	LUMBER	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  JOHN ALU.RAF
"PARKS, FORESTRY & RECREATION"	3578-323	2015-07-10	2015-07-13	THE HOME DEPOT #7078	-151.33	CAD	-151.33	CAD	2531	LUMBER	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	6X6X10SIENNA
"PARKS, FORESTRY & RECREATION"	3588-224	2015-07-14	2015-07-16	THE HOME DEPOT #7078	47.15	CAD	47.15	CAD	2715	PAINT SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  GREEN TAPE
"PARKS, FORESTRY & RECREATION"	3593-150	2015-07-20	2015-07-21	BERNARDI BUILDING SUPP	479.40	CAD	479.40	CAD	2780	CONCRETE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	CONCRETE MIX
"PARKS, FORESTRY & RECREATION"	3596-222	2015-07-20	2015-07-22	BRAFASCO/CONCORD	508.50	CAD	508.50	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5085	Industrial Supplies Not Elsewhere Classi	STAINLESS SHACKLES
"PARKS, FORESTRY & RECREATION"	3596-223	2015-07-20	2015-07-22	BRAFASCO/CONCORD	508.50	CAD	508.50	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5085	Industrial Supplies Not Elsewhere Classi	STAINLESS SHACKLES
"PARKS, FORESTRY & RECREATION"	3600-198	2015-07-22	2015-07-24	THE HOME DEPOT #7078	133.89	CAD	133.89	CAD	2715	PAINT SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	TRMCLD PRM
"PARKS, FORESTRY & RECREATION"	3602-254	2015-07-23	2015-07-27	THE HOME DEPOT #7012	80.62	CAD	80.62	CAD	2531	LUMBER	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  2X8X12SIENNA
"PARKS, FORESTRY & RECREATION"	3602-255	2015-07-26	2015-07-27	METRO #425	17.90	CAD	17.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES
"PARKS, FORESTRY & RECREATION"	3607-225	2015-07-29	2015-07-30	CPL SYSTEMS CANADA	565.08	CAD	565.08	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5533	"Automotive Parts, Accessories Stores"	BACKHOE PARTS
					"2,834.08"	CAD	"2,834.08"	CAD							
TRANSPORTATION SERVICES 	3593-151	2015-07-17	2015-07-21	CDN TIRE STORE #00654	145.54	CAD	145.54	CAD	2552	BRIDGE MATERIALS	TP0124	"ROADWAY BRIDGE MAINTENANCE-D1,A1"	5200	Home Supply Warehouse	TOOLS
TRANSPORTATION SERVICES 	3596-224	2015-07-21	2015-07-22	METAL SUPERMARKETS (NO	377.42	CAD	377.42	CAD	2552	BRIDGE MATERIALS	TP0124	"ROADWAY BRIDGE MAINTENANCE-D1,A1"	5051	Metal Service Centers and Offices	MISC. METAL MATERIAL
					522.96	CAD	522.96	CAD							
"PARKS, FORESTRY & RECREATION"	3565-239	2015-06-30	2015-07-02	BEST BUY CANADA #927	182.47	CAD	182.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04665	NORTHWOODS-SUMMER CAMPS	5732	Electronic Sales	2 RADIOS FOR SUMMER CAMP
"PARKS, FORESTRY & RECREATION"	3565-240	2015-06-30	2015-07-02	THE HOME DEPOT #7129	131.94	CAD	131.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04665	NORTHWOODS-SUMMER CAMPS	5200	Home Supply Warehouse	**MORE**  RED DUCT
"PARKS, FORESTRY & RECREATION"	3567-172	2015-07-02	2015-07-03	COSTCO WHOLESALE W535	399.47	CAD	399.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04665	NORTHWOODS-SUMMER CAMPS	5300	Wholesale Clubs	"CHEESE,MILK,PANCAKE MIX,MUFFIN MIX,GGS FO S.CAMP"
"PARKS, FORESTRY & RECREATION"	3567-173	2015-07-02	2015-07-03	MICHAELS #3983	439.07	CAD	439.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04665	NORTHWOODS-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	"SAND WOOL,PONY BEADS,CANDLE WICK,MOLD DYE"
"PARKS, FORESTRY & RECREATION"	3569-269	2015-07-03	2015-07-06	PRICE CHOPPER 7984QPS	160.18	CAD	160.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04665	NORTHWOODS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CHOC SYRRUP, WAFFLE BOWLS, GRAPE JELLY PWDR"
"PARKS, FORESTRY & RECREATION"	3575-232	2015-07-08	2015-07-09	PRICE CHOPPER 7984QPS	175.92	CAD	175.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04665	NORTHWOODS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"MARSHMALLOWS, BAKING SODA, BUTTER"
"PARKS, FORESTRY & RECREATION"	3578-324	2015-07-08	2015-07-13	WAL-MART #1139	40.75	CAD	40.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04665	NORTHWOODS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"GLOW STICKS, BALLOONS, MILK"
"PARKS, FORESTRY & RECREATION"	3578-325	2015-07-10	2015-07-13	NOFRILLS VITO'S #3936	49.88	CAD	49.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04665	NORTHWOODS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"GRND BEEF, LASAGNA, JUICE"
"PARKS, FORESTRY & RECREATION"	3578-326	2015-07-10	2015-07-13	NOFRILLS VITO'S #3936	6.08	CAD	6.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04665	NORTHWOODS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"FRUIT PUNCH, ICE"
"PARKS, FORESTRY & RECREATION"	3590-201	2015-07-15	2015-07-17	WAL-MART #1139	189.11	CAD	189.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04665	NORTHWOODS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"SUGAR, EGGS, TONGS, FOIL PAPER"
"PARKS, FORESTRY & RECREATION"	3590-202	2015-07-16	2015-07-17	PRICE CHOPPER 7984QPS	81.70	CAD	81.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04665	NORTHWOODS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"APPLES, ICE CREAM, SOUR CREAM"
"PARKS, FORESTRY & RECREATION"	3592-340	2015-07-17	2015-07-20	FAMOUS PLAYER 7406QPS	752.00	CAD	752.00	CAD	4118	TICKETS AND ADMISSION FEES	P04665	NORTHWOODS-SUMMER CAMPS	7832	Motion Picture Theaters	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3592-341	2015-07-17	2015-07-20	FAMOUS PLAYER 7406QPS	572.00	CAD	572.00	CAD	4118	TICKETS AND ADMISSION FEES	P04665	NORTHWOODS-SUMMER CAMPS	7832	Motion Picture Theaters	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3592-342	2015-07-17	2015-07-20	FAMOUS PLAYER 7406QPS	115.50	CAD	115.50	CAD	4118	TICKETS AND ADMISSION FEES	P04665	NORTHWOODS-SUMMER CAMPS	7832	Motion Picture Theaters	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3600-199	2015-07-23	2015-07-24	NOFRILLS VITO'S #3936	123.91	CAD	123.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04665	NORTHWOODS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"TACO SEASONING, BBQ SAUCE, CHEESE"
"PARKS, FORESTRY & RECREATION"	3605-190	2015-07-28	2015-07-29	PRICE CHOPPER 7984QPS	94.12	CAD	94.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04665	NORTHWOODS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CUCUMBERS, GRN ONIONS, LETTUCE,THYME"
"PARKS, FORESTRY & RECREATION"	3609-209	2015-07-30	2015-07-31	PRICE CHOPPER 7984QPS	254.76	CAD	254.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04665	NORTHWOODS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"HOT DOG, CHKN WIENERS, KETCHUP, MAYO"
					"3,768.86"	CAD	"3,768.86"	CAD							
"PARKS, FORESTRY & RECREATION"	3577-234	2015-07-09	2015-07-10	PARLIAMENT BUILDING SU	384.16	CAD	384.16	CAD	2531	LUMBER	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	WOOD AND DECK SCREWS
"PARKS, FORESTRY & RECREATION"	3583-198	2015-07-14	2015-07-15	PARLIAMENT BUILDING SU	20.34	CAD	20.34	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	STEEL SQUARE
"PARKS, FORESTRY & RECREATION"	3598-215	2015-07-21	2015-07-23	THE HOME DEPOT #7080	56.19	CAD	56.19	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  COO NICH MIL
"PARKS, FORESTRY & RECREATION"	3609-210	2015-07-30	2015-07-31	NEW CANADIAN LUMBER	156.73	CAD	156.73	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5251	Hardware Stores	"WOOD FENCE MATERIALS-SAFETY HASPS,HEX NUTS,SCREWS"
					617.42	CAD	617.42	CAD							
"PARKS, FORESTRY & RECREATION"	3565-241	2015-06-30	2015-07-02	PARLIAMENT BUILDING SU	500.00	CAD	500.00	CAD	2775	ASPHALT	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	ASPHALT PATCH 50 LB
"PARKS, FORESTRY & RECREATION"	3565-242	2015-06-30	2015-07-02	PARLIAMENT BUILDING SU	511.35	CAD	511.35	CAD	2775	ASPHALT	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	ASPHALT PATCH 50 LB
"PARKS, FORESTRY & RECREATION"	3583-199	2015-07-14	2015-07-15	PARLIAMENT BUILDING SU	78.09	CAD	78.09	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	"REBAR, WIRE LOOP TIE, SQUARE IMPACT BITS"
					"1,089.44"	CAD	"1,089.44"	CAD							
"PARKS, FORESTRY & RECREATION"	3567-174	2015-07-02	2015-07-03	DOLLAR TREE CANADA STO	5.65	CAD	5.65	CAD	2610	KITCHEN SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5331	Variety Stores	"SUMMER CAMP SUPPLIES: ZIPPER SNACK BAGS,PALMOLIVE"
"PARKS, FORESTRY & RECREATION"	3569-270	2015-07-03	2015-07-06	NOFRILLS DICKIES 752	15.26	CAD	15.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3569-271	2015-07-03	2015-07-06	NOFRILLS DICKIES 752	15.62	CAD	15.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3569-272	2015-07-03	2015-07-06	ONTARIO SCIENCE CENTRE	30.00	CAD	30.00	CAD	4118	TICKETS AND ADMISSION FEES	P13346	SUMMER CAMPS - WARDEN CC	7991	Tourist Attractions and Exhibits	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3569-273	2015-07-03	2015-07-06	PARTY CITY #2027	22.59	CAD	22.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5947	"Card, Gift, Novelty, and Souvenir Shops"	CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	3569-274	2015-07-03	2015-07-06	YOUR DOLLAR STORE WITH	42.94	CAD	42.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3569-275	2015-07-03	2015-07-06	YOUR DOLLAR STORE WITH	59.89	CAD	59.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3569-276	2015-07-03	2015-07-06	YOUR DOLLAR STORE WITH	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3572-120	2015-07-06	2015-07-07	PARTY CITY #2027	52.89	CAD	52.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5947	"Card, Gift, Novelty, and Souvenir Shops"	SUPPLIES FOR SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3572-121	2015-07-06	2015-07-07	RONA # 55140	33.19	CAD	33.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5251	Hardware Stores	SUPPLIES FOR SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3574-219	2015-07-06	2015-07-08	WAL-MART #3159	42.42	CAD	42.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3574-220	2015-07-06	2015-07-08	WAL-MART #3159	40.08	CAD	40.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3574-221	2015-07-06	2015-07-08	WAL-MART #3159	35.79	CAD	35.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3574-222	2015-07-07	2015-07-08	RIPLEYS AQUARIUM	107.27	CAD	107.27	CAD	4118	TICKETS AND ADMISSION FEES	P13346	SUMMER CAMPS - WARDEN CC	7998	"Aquariums, Dolphinariums, Seaquariums"	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3575-233	2015-07-08	2015-07-09	CINEPLEX 7253     QPS	150.87	CAD	150.87	CAD	4118	TICKETS AND ADMISSION FEES	P13346	SUMMER CAMPS - WARDEN CC	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3581-144	2015-07-13	2015-07-14	LOBLAWS #1021	32.66	CAD	32.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3581-145	2015-07-13	2015-07-14	LOBLAWS #1021	18.45	CAD	18.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	FOOD - SUMMER CAMPS
