Divison	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
					"1,764.39"	CAD	"1,764.39"	CAD								
"PARKS, FORESTRY & RECREATION"	4000-251	2016-04-30	2016-05-02	PRICE CHOPPER 7984QPS	70.10	CAD	70.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NORTHWOODS-INSTRL	5411	"Grocery Stores, Supermarkets"	"JUICE, PIZZA DOUGH, SAUCE"	
"PARKS, FORESTRY & RECREATION"	4004-162	2016-05-03	2016-05-04	NOFRILLS PATS 1330	108.56	CAD	108.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05883	NORTHWOODS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - FLOUR,RELISH,CHILI POWDER"	
"PARKS, FORESTRY & RECREATION"	4012-258	2016-05-05	2016-05-09	THE HOME DEPOT #7129	27.89	CAD	27.89	CAD	2730	LOCKS	P01667	NORTHWOODS-PRGM SUPPORT	5200	Home Supply Warehouse	MASTWNPK COM	
"PARKS, FORESTRY & RECREATION"	4012-259	2016-05-07	2016-05-09	MICHAELS #3983	55.34	CAD	55.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05883	NORTHWOODS-ARTS-VISL/PERF	5945	"Game, Toy, and Hobby Shops"	"PROGRAM SUPPLIES - WAX MOLD CONTAINERS, CRAYONS"	
"PARKS, FORESTRY & RECREATION"	4018-154	2016-05-10	2016-05-11	NOFRILLS DINOS 289	30.73	CAD	30.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NORTHWOODS-INSTRL	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - TACOS, VEG OIL, MUSHROOMS"	
"PARKS, FORESTRY & RECREATION"	4018-155	2016-05-10	2016-05-11	NOFRILLS PATS 1330	8.97	CAD	8.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NORTHWOODS-INSTRL	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES - RICE PAPER	
"PARKS, FORESTRY & RECREATION"	4021-163	2016-05-12	2016-05-13	MAD SCIENCE OF TORONTO	175.15	CAD	175.15	CAD	4118	TICKETS AND ADMISSION FEES	P04665	NORTHWOODS-SUMMER CAMPS	7929	"Bands, Orchestras, and Miscellaneous Ent"	WORKSHOP	
"PARKS, FORESTRY & RECREATION"	4027-162	2016-05-17	2016-05-18	NOFRILLS VITO'S #3936	45.43	CAD	45.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05883	NORTHWOODS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - RICE, VINEGAR, MUSTARD, MAYO"	
"PARKS, FORESTRY & RECREATION"	4033-247	2016-05-21	2016-05-24	DOLLAR TREE CANADA STO	23.77	CAD	23.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05883	NORTHWOODS-ARTS-VISL/PERF	5331	Variety Stores	"PROGRAM SUPPLIES - JUMP ROPE, GLOW STICKS"	
"PARKS, FORESTRY & RECREATION"	4033-248	2016-05-21	2016-05-24	ACT*JUSTBOUNCE	50.00	CAD	50.00	CAD	4118	TICKETS AND ADMISSION FEES	P04665	NORTHWOODS-SUMMER CAMPS	7399	Business Services - Not Elsewhere Classi	TRIP DEPOSIT	
"PARKS, FORESTRY & RECREATION"	4033-249	2016-05-21	2016-05-24	ACT*JUSTBOUNCE	50.00	CAD	50.00	CAD	4118	TICKETS AND ADMISSION FEES	P04665	NORTHWOODS-SUMMER CAMPS	7399	Business Services - Not Elsewhere Classi	TRIP DEPOSIT	
"PARKS, FORESTRY & RECREATION"	4035-97	2016-05-24	2016-05-25	NOFRILLS VITO'S #3936	54.37	CAD	54.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05883	NORTHWOODS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - GUMMY FISH, GUMMY WORMS, PEAS"	
"PARKS, FORESTRY & RECREATION"	4039-178	2016-05-26	2016-05-27	LONG   MCQUADE	175.18	CAD	175.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09716	NORTHWOODS-INSTRL	7399	Business Services - Not Elsewhere Classi	MUSIC BOOKS FOR KEYBOARDING & GUITAR	
"PARKS, FORESTRY & RECREATION"	4041-263	2016-05-27	2016-05-30	PRICE CHOPPER 7984QPS	78.73	CAD	78.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05883	NORTHWOODS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - TOMATOES, APPLE JUICE, PASTA"	
					954.22	CAD	954.22	CAD								
"PARKS, FORESTRY & RECREATION"	4000-252	2016-04-29	2016-05-02	THE HOME DEPOT #7080	117.07	CAD	117.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	ASPH. REPAIR	
"PARKS, FORESTRY & RECREATION"	4021-164	2016-05-12	2016-05-13	SPEED FASTENING SYSTEM	284.51	CAD	284.51	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7538	Automotive Service Shops	ZIPCUT BLADES	
					401.58	CAD	401.58	CAD								
"PARKS, FORESTRY & RECREATION"	4004-163	2016-05-03	2016-05-04	NOFRILLS PETER'S 3926	23.85	CAD	23.85	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7999	Recreation Services (Not Elsewhere Class	VEGETABLE OIL	
"PARKS, FORESTRY & RECREATION"	4033-250	2016-05-19	2016-05-24	THE HOME DEPOT #7080	186.25	CAD	186.25	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  DECK SCREWS	
"PARKS, FORESTRY & RECREATION"	4039-179	2016-05-26	2016-05-27	DOWNTOWN LUMBER   BUIL	90.65	CAD	90.65	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5251	Hardware Stores	TOOLS & CAULKING	
"PARKS, FORESTRY & RECREATION"	4043-122	2016-05-30	2016-05-31	DOWNTOWN LUMBER   BUIL	167.06	CAD	167.06	CAD	2531	LUMBER	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5251	Hardware Stores	LUMBER	
					467.81	CAD	467.81	CAD								
"PARKS, FORESTRY & RECREATION"	4000-253	2016-04-28	2016-05-02	WAL-MART #3159	22.57	CAD	22.57	CAD	2610	KITCHEN SUPPLIES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES - CAN OPENER	
"PARKS, FORESTRY & RECREATION"	4004-164	2016-05-03	2016-05-04	BEST BUY CANADA #943	45.18	CAD	45.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13335	WARDEN CC - PRGM SUPPORT	5732	Electronic Sales	2 USB STICKS FOR TRAINING PURPOSES	
"PARKS, FORESTRY & RECREATION"	4008-164	2016-05-03	2016-05-05	WAL-MART #3159	116.92	CAD	116.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPPLIES FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	4010-212	2016-05-04	2016-05-06	WAL-MART #3159	35.74	CAD	35.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPPLIES FOR YOUTH COUNCIL	
"PARKS, FORESTRY & RECREATION"	4018-156	2016-05-09	2016-05-11	PAYPAL *X MOVEMENT	593.25	CAD	593.25	CAD	4118	TICKETS AND ADMISSION FEES	P13346	SUMMER CAMPS - WARDEN CC	5661	Shoe Stores	"WORKSHOP FEES FOR COOKING, SR AND JR CAMP"	
"PARKS, FORESTRY & RECREATION"	4018-157	2016-05-09	2016-05-11	WAL-MART #3159	93.47	CAD	93.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPPLIES FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	4018-158	2016-05-09	2016-05-11	WAL-MART #3159	43.90	CAD	43.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13346	SUMMER CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CAMP AC/SUPERVISOR MEET & GREET	
"PARKS, FORESTRY & RECREATION"	4018-159	2016-05-10	2016-05-11	DOLLAR TREE CANADA STO	25.43	CAD	25.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13345	HOLIDAY CAMPS - WARDEN CC	5331	Variety Stores	SUPPLIES FOR AREA COORDINATOR TRAINING - SUMMER	
"PARKS, FORESTRY & RECREATION"	4029-148	2016-05-17	2016-05-19	WAL-MART #3159	48.65	CAD	48.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPPLIES FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	4037-154	2016-05-24	2016-05-26	WAL-MART #3159	52.05	CAD	52.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPPLIES FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	4041-264	2016-05-27	2016-05-30	WAL-MART #3159	18.17	CAD	18.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13345	HOLIDAY CAMPS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPPLIES FOR YOUTH COUNCIL	
"PARKS, FORESTRY & RECREATION"	4041-265	2016-05-27	2016-05-30	WAL-MART #3159	4.97	CAD	4.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPPLIES FOR COOKING PROGRAMS	
					"1,100.30"	CAD	"1,100.30"	CAD								
"PARKS, FORESTRY & RECREATION"	4000-254	2016-04-29	2016-05-02	BUNNING SPLICING   RIG	302.28	CAD	302.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	CHAIN	
"PARKS, FORESTRY & RECREATION"	4000-255	2016-04-29	2016-05-02	NOBLE 1003	92.07	CAD	92.07	CAD	2535	PLUMBING SUPPLIES	P00890	KIPLING YD-FLEET EQUIP	5251	Hardware Stores	COUPLINGS	
"PARKS, FORESTRY & RECREATION"	4012-260	2016-05-06	2016-05-09	BRAFASCO / ETOBICOKE	46.74	CAD	46.74	CAD	2710	GENERAL HARDWARE	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	SWEEPING COMPOUND/EYEWEAR	
"PARKS, FORESTRY & RECREATION"	4016-114	2016-05-09	2016-05-10	MR METAL(ETOBICOKE) IN	609.49	CAD	609.49	CAD	2532	STEEL	P00890	KIPLING YD-FLEET EQUIP	5051	Metal Service Centers and Offices	SHEET METAL	
"PARKS, FORESTRY & RECREATION"	4018-160	2016-05-10	2016-05-11	MR METAL(ETOBICOKE) IN	151.73	CAD	151.73	CAD	2532	STEEL	P00890	KIPLING YD-FLEET EQUIP	5051	Metal Service Centers and Offices	ALUMINUM	
"PARKS, FORESTRY & RECREATION"	4023-241	2016-05-10	2016-05-16	JJ DOWNS INDUSTRIAL	44.66	CAD	44.66	CAD	2535	PLUMBING SUPPLIES	P00890	KIPLING YD-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	SWIVEL ADAPTERS	
"PARKS, FORESTRY & RECREATION"	4023-242	2016-05-13	2016-05-16	LAKESHORE LUMBER	15.80	CAD	15.80	CAD	2710	GENERAL HARDWARE	P00890	KIPLING YD-FLEET EQUIP	5251	Hardware Stores	DOOR STOPS	
"PARKS, FORESTRY & RECREATION"	4043-123	2016-05-30	2016-05-31	MR METAL(ETOBICOKE) IN	68.67	CAD	68.67	CAD	2532	STEEL	P00890	KIPLING YD-FLEET EQUIP	5051	Metal Service Centers and Offices	SS METAL/SHAFT	
"PARKS, FORESTRY & RECREATION"	4043-124	2016-05-30	2016-05-31	OMNIFLEX HOSE   EQUIPM	173.03	CAD	173.03	CAD	2575	ELECTRICAL SUPPLIES	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	COUPLER/CONNECTOR	
					"1,504.47"	CAD	"1,504.47"	CAD								
"PARKS, FORESTRY & RECREATION"	4029-149	2016-05-18	2016-05-19	D AND G TROPHIES INC.	45.20	CAD	45.20	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P01837	EARL BEATTY-SPORTS	5941	Sporting Goods Stores	MEDALS FOR SOCCER PROGRAM	
					45.20	CAD	45.20	CAD								
"PARKS, FORESTRY & RECREATION"	4002-109	2016-05-02	2016-05-03	PAUL WOLF ELECTRIC   L	183.40	CAD	183.40	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	8 FOOT LAMPS	
"PARKS, FORESTRY & RECREATION"	4008-165	2016-05-04	2016-05-05	TORBRAM ELECTRIC SUPPL	165.99	CAD	165.99	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	TIME CLOCK	
"PARKS, FORESTRY & RECREATION"	4012-261	2016-05-06	2016-05-09	PAUL WOLF ELECTRIC   L	156.75	CAD	156.75	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	T12 LAMPS	
"PARKS, FORESTRY & RECREATION"	4023-243	2016-05-13	2016-05-16	TORBRAM ELECTRIC SUPPL	149.43	CAD	149.43	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	SINGLE GANG COVERS	
"PARKS, FORESTRY & RECREATION"	4037-155	2016-05-25	2016-05-26	PAUL WOLF ELECTRIC   L	20.22	CAD	20.22	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	RIDGE NIPPLES	
					675.79	CAD	675.79	CAD								
"PARKS, FORESTRY & RECREATION"	4029-150	2016-05-18	2016-05-19	U OF G - RIDGETOWN WEB	84.75	CAD	84.75	CAD	4760	MEMBERSHIP FEES	P07647	HUMBER VALLEY-OPERATIONS	8220	"Colleges, Universities, Professional Sch"	IPM REGISTRATION FEE	
					84.75	CAD	84.75	CAD								
"PARKS, FORESTRY & RECREATION"	4018-161	2016-05-10	2016-05-11	INTERLINE WHOLESALE HA	36.10	CAD	36.10	CAD	2082	HEALTH & SAFETY SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5072	Hardware Equipment and Supplies	PELTOR OVER HTE HEAD OF EAR MUFFS	
"PARKS, FORESTRY & RECREATION"	4039-180	2016-05-25	2016-05-27	BRAFASCO / SCARBOROUGH	487.34	CAD	487.34	CAD	2715	PAINT SUPPLIES	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	RUSTOLEUM PAINT	
"PARKS, FORESTRY & RECREATION"	4043-125	2016-05-30	2016-05-31	LOWES #02494*	36.69	CAD	36.69	CAD	2710	GENERAL HARDWARE	P00264	E-CENTRAL2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  295ML LEPAGE PL PREM ADVANCED	
					560.13	CAD	560.13	CAD								
"PARKS, FORESTRY & RECREATION"	4002-110	2016-05-02	2016-05-03	PARLIAMENT BUILDING SU	178.25	CAD	178.25	CAD	2531	LUMBER	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	"LUMBER, SCREWS"	
"PARKS, FORESTRY & RECREATION"	4018-162	2016-05-09	2016-05-11	THE HOME DEPOT #7080	144.48	CAD	144.48	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  FINISH TROWL	
"PARKS, FORESTRY & RECREATION"	4023-244	2016-05-13	2016-05-16	CTF SUPPLY (11)	81.31	CAD	81.31	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	PREMIUM POLY ADHESIVE	
"PARKS, FORESTRY & RECREATION"	4030-157	2016-05-19	2016-05-20	OMNIFLEX HOSE   EQUIPM	195.74	CAD	195.74	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5085	Industrial Supplies Not Elsewhere Classi	FITTINGS	
"PARKS, FORESTRY & RECREATION"	4033-251	2016-05-20	2016-05-24	PARLIAMENT BUILDING SU	116.96	CAD	116.96	CAD	2531	LUMBER	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	LUMBER	
					716.74	CAD	716.74	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4004-165	2016-05-02	2016-05-04	CDN TIRE STORE #00175	152.41	CAD	152.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5200	Home Supply Warehouse	"OFFICE CORD, 8 PLUG POWER BAR"	
ECONOMIC DEVELOPMENT & CULTURE	4012-262	2016-05-06	2016-05-09	INDIGO ONLINE	166.11	CAD	166.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5399	Miscellaneous General Merchandise	DIGITAL AV ADAPTER TO HDMI CABLE	
ECONOMIC DEVELOPMENT & CULTURE	4021-165	2016-05-12	2016-05-13	IKEA NORTH YORK	79.09	CAD	79.09	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5712	"Equipment, Furniture, and Home Furnishin"	UTILITY CART	
ECONOMIC DEVELOPMENT & CULTURE	4023-245	2016-05-13	2016-05-16	TUCKERS POTTERY SUPPLI	"1,416.12"	CAD	"1,416.12"	CAD	*****	GIFT SHOP ITEMS FOR RESALE	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	"GLAZE SUPPLIES, ITEMS FOR RESALE"	
					"1,813.73"	CAD	"1,813.73"	CAD								
"PARKS, FORESTRY & RECREATION"	4008-166	2016-05-04	2016-05-05	CSIA ONTARIO	254.25	CAD	254.25	CAD	4414	ADVERTISING & PROMOTION	P10912	NY SKI CENTRE-PROGRAMS	8699	"Organizations, Membership - Not Elsewher"	CLASSIFIED JOB ADVERTISING	
"PARKS, FORESTRY & RECREATION"	4043-126	2016-05-29	2016-05-31	CDN TIRE STORE #00030	22.46	CAD	22.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5200	Home Supply Warehouse	EXTENSION CORD	
					276.71	CAD	276.71	CAD								
"PARKS, FORESTRY & RECREATION"	4000-256	2016-04-29	2016-05-02	NOFRILLS LEONETTI'S #3	27.51	CAD	27.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ARC COOKING EVENT	
"PARKS, FORESTRY & RECREATION"	4000-257	2016-04-29	2016-05-02	METRO #52	3.99	CAD	3.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR PRGM	
"PARKS, FORESTRY & RECREATION"	4004-166	2016-05-03	2016-05-04	FOOD BASICS #867	48.92	CAD	48.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CHIPS , MILK,"	
"PARKS, FORESTRY & RECREATION"	4008-167	2016-05-04	2016-05-05	DOLLAR TREE #40144	16.95	CAD	16.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5331	Variety Stores	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4008-168	2016-05-04	2016-05-05	DOLLAR TREE #40144	11.30	CAD	11.30	CAD	2610	KITCHEN SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5331	Variety Stores	"ICE TUBE TRAYS, STORAGE BOX"	
"PARKS, FORESTRY & RECREATION"	4008-169	2016-05-04	2016-05-05	DOLLAR TREE #40144	5.65	CAD	5.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01262	AFTERSCHOOL REC CARE - ST. WILFRED	5331	Variety Stores	GARDEN GLOVES	
"PARKS, FORESTRY & RECREATION"	4008-170	2016-05-04	2016-05-05	DOLLAR TREE #40144	26.84	CAD	26.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01272	AFTERSCHOOL REC CARE - LAWRENCE HEIGHTS	5331	Variety Stores	"COFFEE FLITTER, WATER CANS,"	
"PARKS, FORESTRY & RECREATION"	4008-171	2016-05-04	2016-05-05	FRESHCO #9879	2.49	CAD	2.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01262	AFTERSCHOOL REC CARE - ST. WILFRED	5411	"Grocery Stores, Supermarkets"	FOOD COLOURING  FOR CRAFT WORKSHOP	
"PARKS, FORESTRY & RECREATION"	4010-213	2016-05-03	2016-05-06	WAL-MART # 1151	37.21	CAD	37.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02062	AFTERSCHOOL REC CARE - ADMINISTRATION	5310	Discount Stores	"CLIPBOARD, LG HD ICE,"	
"PARKS, FORESTRY & RECREATION"	4012-263	2016-05-06	2016-05-09	NOFRILLS VITO'S #3936	41.26	CAD	41.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"PC TEX MEX CHEESE, PASTA SAUCE"	
"PARKS, FORESTRY & RECREATION"	4012-264	2016-05-06	2016-05-09	BESTCO FOOD MART	4.50	CAD	4.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING WORKSHOP	
"PARKS, FORESTRY & RECREATION"	4020-153	2016-05-11	2016-05-12	NOFRILLS VITO'S #3936	65.13	CAD	65.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"PEPPERONI, CHEESE, OIL"	
"PARKS, FORESTRY & RECREATION"	4020-154	2016-05-11	2016-05-12	FOOD BASICS #689	17.44	CAD	17.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"PAM COOKING SPRAY, DOUGH"	
"PARKS, FORESTRY & RECREATION"	4021-166	2016-05-12	2016-05-13	NOFRILLS CARLO'S 705	52.44	CAD	52.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01272	AFTERSCHOOL REC CARE - LAWRENCE HEIGHTS	5411	"Grocery Stores, Supermarkets"	"CHICKEN BREAST , MILK, SYRUP"	
"PARKS, FORESTRY & RECREATION"	4025-100	2016-05-16	2016-05-17	NOFRILLS CARLO'S 705	60.27	CAD	60.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"EGGS, RICE, BLACK PEPPER"	
"PARKS, FORESTRY & RECREATION"	4030-158	2016-05-18	2016-05-20	WAL-MART #1139	32.30	CAD	32.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	SIDEWALK CHALK	
"PARKS, FORESTRY & RECREATION"	4030-159	2016-05-18	2016-05-20	WAL-MART #1139	28.91	CAD	28.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"BIC JUMBO CARD, CHALK"	
"PARKS, FORESTRY & RECREATION"	4030-160	2016-05-18	2016-05-20	WAL-MART #1139	22.60	CAD	22.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	PARTY CHALK	
"PARKS, FORESTRY & RECREATION"	4030-161	2016-05-18	2016-05-20	WAL-MART #1139	20.34	CAD	20.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03754	AFTERSCHOOL REC CARE - REGINA MUNDI CS	5411	"Grocery Stores, Supermarkets"	CHALK	
"PARKS, FORESTRY & RECREATION"	4030-162	2016-05-18	2016-05-20	WAL-MART #1139	20.02	CAD	20.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12052	HILLTOP-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CHALK, CARD,"	
					546.07	CAD	546.07	CAD								
"PARKS, FORESTRY & RECREATION"	4000-258	2016-04-28	2016-05-02	THE HOME DEPOT #7013	45.17	CAD	45.17	CAD	2535	PLUMBING SUPPLIES	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	**MORE**  1/2OD COMP U	
"PARKS, FORESTRY & RECREATION"	4000-259	2016-04-29	2016-05-02	KOOY BROS LAWN	201.25	CAD	201.25	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5261	Lawn and Garden Supply Stores	TRAILER BAR	
"PARKS, FORESTRY & RECREATION"	4008-172	2016-05-03	2016-05-05	CDN TIRE STORE #00182	124.27	CAD	124.27	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERATIONS	5200	Home Supply Warehouse	BATTERY FOR SAND PRO WASP SPRAY	
"PARKS, FORESTRY & RECREATION"	4010-214	2016-05-04	2016-05-06	BRAFASCO / ETOBICOKE	175.52	CAD	175.52	CAD	2710	GENERAL HARDWARE	P07648	SCARLETT WOODS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	BOLTS	
