Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	GL Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
					475.34	CAD	475.34	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3162-157	2014-09-11	2014-09-15	LCBO/RAO #0532	380.00	CAD	380.00	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	5921	"Package Stores, Beer, Wine, Liquor"	GALLERY RECEPTION	
ECONOMIC DEVELOPMENT & CULTURE	3162-158	2014-09-12	2014-09-15	LARSON JUHL #1	57.86	CAD	57.86	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5970	"Artist Supply Stores, Craft Shops"	MAT BOARD	
ECONOMIC DEVELOPMENT & CULTURE	3164-91	2014-09-12	2014-09-16	METRO #62	52.36	CAD	52.36	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0126	AS-PS-EXHIBITIONS-MARKET GALLERY	5411	"Grocery Stores, Supermarkets"	"NAPKINS, ICE"	
ECONOMIC DEVELOPMENT & CULTURE	3166-120	2014-09-16	2014-09-17	ENVILLE EVENT DESIGN A	"1,427.19"	CAD	"1,427.19"	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	5811	Caterers	REFRESHMENTS FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	3166-121	2014-09-16	2014-09-17	PACART	"1,429.74"	CAD	"1,429.74"	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	4789	Transportation Services-Not Elsewhere Cl	TRANSPORTATION FEES	
ECONOMIC DEVELOPMENT & CULTURE	3181-278	2014-09-26	2014-09-29	LCBO/RAO #0532	-25.70	CAD	-25.70	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0124	AS-CM-COLLECTION MGMT-MARKET GALLERY	5921	"Package Stores, Beer, Wine, Liquor"	UNUSED RETURNED ITEMS	
					"3,321.45"	CAD	"3,321.45"	CAD								
TRANSPORTATION SERVICES 	3247-143	2014-09-05	2014-09-08	METRO RENTALL LTD.	23.28	CAD	23.28	CAD	4233	PCARD RECOVERIES	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	7394	"Equipment Rental and Leasing Services, F"	DISPUTED	
TRANSPORTATION SERVICES 	3247-144	2014-09-08	2014-09-09	METRO RENTALL LTD.	-23.28	CAD	-23.28	CAD	4233	PCARD RECOVERIES	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	7394	"Equipment Rental and Leasing Services, F"	DISPUTE RESOLUTION	
					0.00	CAD	0.00	CAD								
PUBLIC HEALTH	3144-180	2014-08-28	2014-09-02	ALIBRIS BOOKS	16.98	CAD	16.98	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3144-181	2014-08-28	2014-09-02	DRI CANADIAN SUBSIDY D	150.00	CAD	150.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	7372	"Computer Programming, Integrated Systems"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3146-62	2014-09-02	2014-09-03	U OF T LIBRARIES	10.00	CAD	10.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5942	Book Stores	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3148-110	2014-09-03	2014-09-04	INDIGO ONLINE	15.12	CAD	15.12	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3148-111	2014-09-04	2014-09-04	BARNES NOBLE*COM	62.95	CAD	56.43	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5192	"Books, Periodicals, and Newspapers"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3155-50	2014-09-08	2014-09-09	INDIGO ONLINE	87.77	CAD	87.77	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3157-92	2014-09-09	2014-09-10	INDIGO ONLINE	38.85	CAD	38.85	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3160-110	2014-09-10	2014-09-12	INDIGO ONLINE	510.72	CAD	510.72	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH4110	COMMUNICABLE DISEASE LIAISON UNIT - 100%	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3162-159	2014-09-14	2014-09-15	INDIGO ONLINE	43.89	CAD	43.89	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3162-160	2014-09-12	2014-09-15	INDIGO ONLINE	-43.88	CAD	-43.88	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3166-122	2014-09-15	2014-09-17	INDIGO ONLINE	162.54	CAD	162.54	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3169-160	2014-09-18	2014-09-19	INDIGO ONLINE	104.71	CAD	104.71	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3169-161	2014-09-18	2014-09-19	UPS*598YX8-09/13/14	41.09	CAD	41.09	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	4214	"Motor Freight Carriers, Trucking - Local"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3171-212	2014-09-19	2014-09-22	AMAZON *MARKETPLCE CA	14.15	CAD	14.15	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	4816	Computer Network/Information Services	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3171-213	2014-09-19	2014-09-22	INDIGO ONLINE	206.86	CAD	206.86	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3171-214	2014-09-19	2014-09-22	ALIBRIS BOOKS	14.40	CAD	14.40	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3171-215	2014-09-20	2014-09-22	AMAZON *MARKETPLCE CA	12.23	CAD	12.23	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	4816	Computer Network/Information Services	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3171-216	2014-09-20	2014-09-22	SAFARI BOOKS ONLINE	439.00	CAD	439.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5968	Direct Marketing - Continuity/Subscripti	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3171-217	2014-09-20	2014-09-22	ALIBRIS BOOKS	81.25	CAD	81.25	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3171-218	2014-09-20	2014-09-22	ALIBRIS BOOKS	40.89	CAD	40.89	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3173-82	2014-09-22	2014-09-23	CARSWELL	214.48	CAD	214.48	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	7338	"Quick Copy, Reproduction, and Blueprinti"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3173-83	2014-09-22	2014-09-23	INDIGO ONLINE	126.12	CAD	126.12	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3175-137	2014-09-22	2014-09-24	ALIBRIS BOOKS	14.37	CAD	14.37	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3177-179	2014-09-23	2014-09-25	ALIBRIS BOOKS	172.75	CAD	172.75	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3179-170	2014-09-24	2014-09-26	ALIBRIS BOOKS	170.37	CAD	170.37	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3179-171	2014-09-24	2014-09-26	ALIBRIS BOOKS	14.48	CAD	14.48	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3179-172	2014-09-25	2014-09-26	AMAZON.COM	38.43	CAD	33.67	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5942	Book Stores	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3181-279	2014-09-25	2014-09-29	ALIBRIS BOOKS	63.93	CAD	63.93	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3181-280	2014-09-25	2014-09-29	INDIGO ONLINE	173.31	CAD	173.31	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3181-281	2014-09-26	2014-09-29	ABEBOOKS.COM	77.04	CAD	67.50	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5192	"Books, Periodicals, and Newspapers"	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3181-282	2014-09-26	2014-09-29	INDIGO ONLINE	79.99	CAD	79.99	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3181-283	2014-09-27	2014-09-29	ALIBRIS BOOKS	139.18	CAD	139.18	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5969	Direct Marketing - Other Direct Marketer	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3183-112	2014-09-26	2014-09-30	SPRINGER CSC LLC	51.71	CAD	45.14	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	2741	Miscellaneous Publishing and Printing	BOOK & MAGAZINE SUBSCRIPTIONS	
PUBLIC HEALTH	3183-113	2014-09-29	2014-09-30	INDIGO ONLINE	29.38	CAD	29.38	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	PH2088	PUBLIC HEALTH LIBRARIES	5399	Miscellaneous General Merchandise	BOOK & MAGAZINE SUBSCRIPTIONS	
					"3,375.06"	CAD	"3,144.93"	CAD								
							202.74	USD								
"PARKS, FORESTRY & RECREATION"	3144-182	2014-08-29	2014-09-02	CDN TIRE STORE #00209	33.87	CAD	33.87	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	WASP SPRAY	
					33.87	CAD	33.87	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3153-134	2014-09-05	2014-09-08	PAYPAL *JASONWILLIA	"1,130.00"	CAD	"1,130.00"	CAD	4082	PHOTO/VIDEO SERVICES	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	8999	Professional Services - Not Elsewhere Cl	PHOTOGRAPHIC SERVICE	
ECONOMIC DEVELOPMENT & CULTURE	3175-138	2014-09-22	2014-09-24	AMJ CAMPBELL OFFICE MO	"3,252.42"	CAD	"3,252.42"	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	4214	"Motor Freight Carriers, Trucking - Local"	MOVING SERVICES	
					"4,382.42"	CAD	"4,382.42"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3148-112	2014-09-02	2014-09-04	APRES WRAP WARDROBE SE	44.07	CAD	44.07	CAD	3099	GENERAL EQUIPMENT	AH0090	HS-MH-PROGRAM SUPPORT-98 ATLANTIC	7394	"Equipment Rental and Leasing Services, F"	SMALL MANNEQUIN/HAT MOUNT	
ECONOMIC DEVELOPMENT & CULTURE	3148-113	2014-09-02	2014-09-04	CPC SCP CJ358632415US	162.13	CAD	162.13	CAD	4815	COURIER SERVICES	AH0083	HS-MH-EXHIBITIONS-METRO HALL	9402	Postal Services - Government Only	HANDLING COSTS/HST DUTIES ON IMPORTED WALLPAPER	
ECONOMIC DEVELOPMENT & CULTURE	3151-158	2014-09-03	2014-09-05	KING'S BOUTIQUE HANGER	813.60	CAD	813.60	CAD	3099	GENERAL EQUIPMENT	AH0090	HS-MH-PROGRAM SUPPORT-98 ATLANTIC	5949	"Fabric, Needlework, Piece Goods, and Sew"	4 MANNEQUINS	
ECONOMIC DEVELOPMENT & CULTURE	3153-135	2014-09-05	2014-09-08	THE PRINTING HOUSE #73	107.35	CAD	107.35	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0090	HS-MH-PROGRAM SUPPORT-98 ATLANTIC	5999	Miscellaneous and Specialty Retail Store	PRINT/MOUNT PHOTOS	
					"1,127.15"	CAD	"1,127.15"	CAD								
"PARKS, FORESTRY & RECREATION"	3144-183	2014-08-29	2014-09-02	CDN TIRE STORE #00273	8.58	CAD	8.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04114	SECORD CC-SUMMER CAMPS	5200	Home Supply Warehouse	PLASTIC TIES	
"PARKS, FORESTRY & RECREATION"	3169-162	2014-09-17	2014-09-19	METRO #712	43.68	CAD	43.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07690	LAMOREAUX-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3175-139	2014-09-23	2014-09-24	BEST BUY #977	241.80	CAD	241.80	CAD	3020	M & E - COMMUNICATIONS	P07690	LAMOREAUX-PRGM SUPPORT	5732	Electronic Sales	WALKIE TALKIE	
"PARKS, FORESTRY & RECREATION"	3175-140	2014-09-23	2014-09-24	BEST BUY CANADA #927	949.13	CAD	949.13	CAD	3020	M & E - COMMUNICATIONS	P07690	LAMOREAUX-PRGM SUPPORT	5732	Electronic Sales	WALKIE TALKIE FOR VARIOUS LOCATIONS	
"PARKS, FORESTRY & RECREATION"	3175-141	2014-09-23	2014-09-24	BEST BUY CANADA #927	158.19	CAD	158.19	CAD	3020	M & E - COMMUNICATIONS	P07690	LAMOREAUX-PRGM SUPPORT	5732	Electronic Sales	WALKIE TALKIE	
"PARKS, FORESTRY & RECREATION"	3175-142	2014-09-23	2014-09-24	BEST BUY CANADA #927	158.19	CAD	158.19	CAD	3020	M & E - COMMUNICATIONS	P07690	LAMOREAUX-PRGM SUPPORT	5732	Electronic Sales	WALKIE TALKIE	
"PARKS, FORESTRY & RECREATION"	3175-143	2014-09-23	2014-09-24	FUTURE SHOP #67	120.90	CAD	120.90	CAD	3020	M & E - COMMUNICATIONS	P07690	LAMOREAUX-PRGM SUPPORT	5732	Electronic Sales	WALKIE TALKIE	
"PARKS, FORESTRY & RECREATION"	3177-180	2014-09-23	2014-09-25	CDN TIRE STORE #00600	125.14	CAD	125.14	CAD	3020	M & E - COMMUNICATIONS	P07690	LAMOREAUX-PRGM SUPPORT	5200	Home Supply Warehouse	WALKIE TALKIE	
"PARKS, FORESTRY & RECREATION"	3177-181	2014-09-24	2014-09-25	FUTURE SHOP #53	725.39	CAD	725.39	CAD	3020	M & E - COMMUNICATIONS	P07690	LAMOREAUX-PRGM SUPPORT	5732	Electronic Sales	WALKIE TALKIE	
"PARKS, FORESTRY & RECREATION"	3179-173	2014-09-25	2014-09-26	BEST BUY CANADA #927	362.70	CAD	362.70	CAD	3020	M & E - COMMUNICATIONS	P07690	LAMOREAUX-PRGM SUPPORT	5732	Electronic Sales	WALKIE TALKIE	
"PARKS, FORESTRY & RECREATION"	3179-174	2014-09-25	2014-09-26	BEST BUY CANADA #927	-37.29	CAD	-37.29	CAD	3020	M & E - COMMUNICATIONS	P07690	LAMOREAUX-PRGM SUPPORT	5732	Electronic Sales	PRICE MATCH	
"PARKS, FORESTRY & RECREATION"	3179-175	2014-09-25	2014-09-26	BEST BUY CANADA #927	-223.74	CAD	-223.74	CAD	3020	M & E - COMMUNICATIONS	P07690	LAMOREAUX-PRGM SUPPORT	5732	Electronic Sales	PRICE MATCH	
"PARKS, FORESTRY & RECREATION"	3179-176	2014-09-25	2014-09-26	BEST BUY CANADA #927	-37.29	CAD	-37.29	CAD	3020	M & E - COMMUNICATIONS	P07690	LAMOREAUX-PRGM SUPPORT	5732	Electronic Sales	PRICE MATCH	
					"2,595.38"	CAD	"2,595.38"	CAD								
"PARKS, FORESTRY & RECREATION"	3159-85	2014-09-09	2014-09-11	WAL-MART #3635	108.28	CAD	108.28	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P08964	DON MONTGOMERY CRC-INSTRL	5310	Discount Stores	STORAGE BINS	
"PARKS, FORESTRY & RECREATION"	3171-219	2014-09-19	2014-09-22	ARTON CRAFTS INC	239.47	CAD	239.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5970	"Artist Supply Stores, Craft Shops"	"EARING HEADPINS, BEADS"	
"PARKS, FORESTRY & RECREATION"	3171-220	2014-09-19	2014-09-22	ARTON CRAFTS INC	224.82	CAD	224.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5970	"Artist Supply Stores, Craft Shops"	"CHARMS, HEADPINS, EYE PINS"	
"PARKS, FORESTRY & RECREATION"	3171-221	2014-09-19	2014-09-22	YOUR DOLLAR STORE WITH	137.30	CAD	137.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	"BEADING ELASTICS, GLASS BEADS"	
"PARKS, FORESTRY & RECREATION"	3181-284	2014-09-26	2014-09-29	NOFRILLS STEPHEN'S #34	53.92	CAD	53.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"MOZZARELLA, DRESSING, SPAGHETTI"	
"PARKS, FORESTRY & RECREATION"	3181-285	2014-09-26	2014-09-29	NOFRILLS STEPHEN'S #34	34.72	CAD	34.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"EGGS, TOMATO SAUCE, BUTTER"	
					798.51	CAD	798.51	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3164-92	2014-09-12	2014-09-16	FOOD BASICS #653	79.71	CAD	79.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"SUGAR, SHORTENING, MILK, MUFFINS / LAUNDRY SOAP"	
ECONOMIC DEVELOPMENT & CULTURE	3166-123	2014-09-16	2014-09-17	RCSS SCARBOROUGH #2809	67.15	CAD	67.15	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"BAKING POWDER, SHORTENING, MILK, CORN MEAL / CUPS"	
ECONOMIC DEVELOPMENT & CULTURE	3173-84	2014-09-19	2014-09-23	FOOD BASICS #653	23.90	CAD	23.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	5411	"Grocery Stores, Supermarkets"	"POTATO, CELERY, BUTTER, CARROT, ONION, CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	3175-144	2014-09-17	2014-09-24	PREMIER Q PRINTS	120.00	CAD	120.00	CAD	4082	PHOTO/VIDEO SERVICES	AH0099	HS-MH-PUBLIC/COMMUNITY-SCAR MUSEU	2741	Miscellaneous Publishing and Printing	LARGE PHOTO PRINT	
					290.76	CAD	290.76	CAD								
"PARKS, FORESTRY & RECREATION"	3144-184	2014-08-29	2014-09-02	THE HOME DEPOT #7078	134.43	CAD	134.43	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  1HOLE CVR	
"PARKS, FORESTRY & RECREATION"	3148-114	2014-09-03	2014-09-04	BOLTS PLUS	170.05	CAD	170.05	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	ELECTRICAL SUPPLIES	
					304.48	CAD	304.48	CAD								
EMERGENCY MEDICAL SERVICES	3146-63	2014-09-02	2014-09-03	NOIP COM VITALWERKS	33.52	CAD	30.00	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	B46751	OPS - SERVICE DISTRICT 4	4816	Computer Network/Information Services	DOMAIN RENEWAL TEMESDUCTION	
EMERGENCY MEDICAL SERVICES	3153-136	2014-09-07	2014-09-08	STAPLES STORE #3	29.09	CAD	29.09	CAD	2010	STATIONERY AND OFFICE SUPPLIES	B22060	PROGRAM MANAGEMENT & ADMINISTRATION	5943	"Office, School Supply, and Stationery St"	WHITE BOARDS MARKERS	
EMERGENCY MEDICAL SERVICES	3155-51	2014-09-07	2014-09-09	THE HOME DEPOT #7073	29.97	CAD	29.97	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B22060	PROGRAM MANAGEMENT & ADMINISTRATION	5200	Home Supply Warehouse	MARKER BOARD	
EMERGENCY MEDICAL SERVICES	3157-93	2014-09-09	2014-09-10	CANADIAN MEDICAL ASSOC	226.00	CAD	226.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	B22060	PROGRAM MANAGEMENT & ADMINISTRATION	5942	Book Stores	ACCREDITATION WORKSHOP - OCT 23/2014	
EMERGENCY MEDICAL SERVICES	3157-94	2014-09-09	2014-09-10	CANADIAN MEDICAL ASSOC	226.00	CAD	226.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	B22060	PROGRAM MANAGEMENT & ADMINISTRATION	5942	Book Stores	ACCREDITATION WORKSHOP - OCT 23/2014	
					544.58	CAD	511.06	CAD								
							30.00	USD								
"PARKS, FORESTRY & RECREATION"	3166-124	2014-09-16	2014-09-17	IKEA ETOBICOKE	383.26	CAD	383.26	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07743	CENTENNIAL PARK (W)-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	PLANTS AND POTS	
"PARKS, FORESTRY & RECREATION"	3168-151	2014-09-17	2014-09-18	IKEA VAUGHAN	134.92	CAD	134.92	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07743	CENTENNIAL PARK (W)-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	PLANTS AND POTS	
"PARKS, FORESTRY & RECREATION"	3169-163	2014-09-17	2014-09-19	WAL-MART # 3145	102.12	CAD	102.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07743	CENTENNIAL PARK (W)-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"TEA, FRUIT BARS"	
"PARKS, FORESTRY & RECREATION"	3169-164	2014-09-18	2014-09-19	STAPLES STORE #11	8.29	CAD	8.29	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07743	CENTENNIAL PARK (W)-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	COVER STOCK	
"PARKS, FORESTRY & RECREATION"	3171-222	2014-09-18	2014-09-22	METRO #704	47.44	CAD	47.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07743	CENTENNIAL PARK (W)-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FLOWERS	
"PARKS, FORESTRY & RECREATION"	3171-223	2014-09-18	2014-09-22	WAL-MART # 3031	158.20	CAD	158.20	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07743	CENTENNIAL PARK (W)-PRGM SUPPORT	5310	Discount Stores	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3171-224	2014-09-18	2014-09-22	MEADOWVALE PARTY RENTA	534.55	CAD	534.55	CAD	4590	RENTAL - OTHER	P07743	CENTENNIAL PARK (W)-PRGM SUPPORT	7394	"Equipment Rental and Leasing Services, F"	LINEN RENTAL	
"PARKS, FORESTRY & RECREATION"	3177-182	2014-09-23	2014-09-25	THE SOURCE #51860	22.59	CAD	22.59	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12634	ETOBICOKE CIVIC CTR-SKATING-PRGM SUPP	5732	Electronic Sales	PROGRAM SUPPLIES	
					"1,391.37"	CAD	"1,391.37"	CAD								
