Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Decription	Merchant Type	Merchant Type Description	Purpose	
LEGAL SERVICES	2970-112	2014-04-22	2014-04-24	ATG NORTH YORK SCC	40.00	CAD	40.00	CAD	4128	COURT FEES	LL2708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCH	
LEGAL SERVICES	2971-139	2014-04-23	2014-04-25	ATG TORONTO CIVIL CRT	100.00	CAD	100.00	CAD	4128	COURT FEES	LL2903	COURT SERVICES	9399	Government Services - Not Elsewhere Clas	TITLE SEARCH	
LEGAL SERVICES	2971-140	2014-04-23	2014-04-25	MGS SO RETAIL OFFICE	5.00	CAD	5.00	CAD	4128	COURT FEES	LL2708	CLAIMS  MCLARENS & ACCLAIM	9399	Government Services - Not Elsewhere Clas	TITLE SEARCH	
LEGAL SERVICES	2973-210	2014-04-24	2014-04-28	ATG NORTH YORK SCC	140.00	CAD	140.00	CAD	4128	COURT FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9399	Government Services - Not Elsewhere Clas	TITLE SEARCH	
LEGAL SERVICES	2975-84	2014-04-25	2014-04-29	ATG TORONTO CIVIL INTA	181.00	CAD	181.00	CAD	4128	COURT FEES	LL2401	BUILDING	9399	Government Services - Not Elsewhere Clas	TITLE SEARCH	
LEGAL SERVICES	2975-85	2014-04-25	2014-04-29	ATG TORONTO CIVIL INTA	254.00	CAD	254.00	CAD	4128	COURT FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9399	Government Services - Not Elsewhere Clas	TITLE SEARCH	
					"4,379.00"	CAD	"4,379.00"	CAD								
"PARKS, FORESTRY & RECREATION"	2946-157	2014-04-05	2014-04-07	LOBLAW SUPERMARKET #10	33.72	CAD	33.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	BAKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2948-98	2014-04-07	2014-04-08	NOFRILLS ROSS 782	73.06	CAD	73.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	BAKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2958-92	2014-04-14	2014-04-15	LOBLAW SUPERMARKET #10	2.99	CAD	2.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	OIL	
"PARKS, FORESTRY & RECREATION"	2960-102	2014-04-14	2014-04-16	WAL-MART #1004	11.64	CAD	11.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5411	"Grocery Stores, Supermarkets"	SNACK FOR PRESCHOOL	
"PARKS, FORESTRY & RECREATION"	2971-141	2014-04-24	2014-04-25	DOLLAR TREE CANADA STO	5.65	CAD	5.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12637	EDGEHILL HOUSE-PROG SUPPORT	5331	Variety Stores	ART SUPPLIES	
					127.06	CAD	127.06	CAD								
EMERGENCY MEDICAL SERVICES	2971-142	2014-04-23	2014-04-25	BUSINESS DEPOT DIRECT	621.44	CAD	621.44	CAD	3310	FURNISHINGS	B46753	OPS - SERVICE DISTRICT 1	5943	"Office, School Supply, and Stationery St"	LAMINATE CORNER COMPUTER DESK	
					621.44	CAD	621.44	CAD								
TORONTO WATER	2970-113	2014-04-22	2014-04-24	CDN TIRE STORE #00152	50.79	CAD	50.79	CAD	2710	GENERAL HARDWARE	TW5010	BUS OP MGMT: BUSINESS & CUSTOMER SUPPORT	5200	Home Supply Warehouse	"SAFETY TAPE, HEX DRIVER & BITS"	
					50.79	CAD	50.79	CAD								
"PARKS, FORESTRY & RECREATION"	2962-116	2014-04-15	2014-04-17	TPL ROOM BOOKINGS	87.97	CAD	87.97	CAD	4590	RENTAL - OTHER	P00108	HIGH PARK-PLANT DISPLAY	9399	Government Services - Not Elsewhere Clas	ROOM RENTAL FOR PUBLIC MEETING	
					87.97	CAD	87.97	CAD								
TORONTO WATER	2956-200	2014-04-10	2014-04-14	THE HOME DEPOT #7073	"1,523.22"	CAD	"1,523.22"	CAD	3050	M & E - KITCHEN	TW7065	WTR TREAT & SUPPLY: ISLAND TP - SERV ARE	5200	Home Supply Warehouse	**MORE**  APPLIANCE DE	
					"1,523.22"	CAD	"1,523.22"	CAD								
"PARKS, FORESTRY & RECREATION"	2958-93	2014-04-14	2014-04-15	ONTARIO ACOUSTIC SUPPL	161.91	CAD	161.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12182	LEASIDE CURLING-SPEC FACILITIES-OPS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES & PARTS	
					161.91	CAD	161.91	CAD								
EMERGENCY MEDICAL SERVICES	2975-86	2014-04-26	2014-04-29	SHERATON ON THE FALLS	482.26	CAD	482.26	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	B00001	EMS PROGRAM DEVELOPMENT LEADER	7011	"Lodging - Hotels, Motels, Resorts - Not"	ACCOMMODATIONS	
					482.26	CAD	482.26	CAD								
COURT SERVICES 	2975-87	2014-04-28	2014-04-29	PHOTOBOX	33.29	CAD	33.29	CAD	4995	OTHER EXPENSES	CT3001	COURT OPERATIONS WEST - GENERAL	2741	Miscellaneous Publishing and Printing	PHOTO PRINTS	
					33.29	CAD	33.29	CAD								
"PARKS, FORESTRY & RECREATION"	2942-109	2014-04-02	2014-04-03	NOFRILLS COSIMO'S #347	29.74	CAD	29.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13186	INSTRCT SPORTS - WELLESLEY CC	5411	"Grocery Stores, Supermarkets"	YOUTH COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2951-130	2014-04-09	2014-04-10	NOFRILLS COSIMO'S #347	24.24	CAD	24.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02866	S-WEST-SPORTS & REC-YOUTH-SP. NEEDS	5411	"Grocery Stores, Supermarkets"	SUPPLIES - INCLUSIVE YOUTH PROG	
"PARKS, FORESTRY & RECREATION"	2951-131	2014-04-09	2014-04-10	NOFRILLS COSIMO'S #347	25.77	CAD	25.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13186	INSTRCT SPORTS - WELLESLEY CC	5411	"Grocery Stores, Supermarkets"	YOUTH COOKING PROG	
"PARKS, FORESTRY & RECREATION"	2951-132	2014-04-09	2014-04-10	STAPLES STORE #26	8.99	CAD	8.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	ART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2954-150	2014-04-09	2014-04-11	CURRY'S - YONGE ST TOR	53.55	CAD	53.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2956-201	2014-04-11	2014-04-14	NOFRILLS COSIMO'S #347	13.49	CAD	13.49	CAD	2570	JANITORIAL SUPPLIES	P10452	REGENT PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FLEECY	
"PARKS, FORESTRY & RECREATION"	2960-103	2014-04-15	2014-04-16	NOFRILLS COSIMO'S #347	12.65	CAD	12.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13186	INSTRCT SPORTS - WELLESLEY CC	5411	"Grocery Stores, Supermarkets"	YOUTH COOKING PROG	
"PARKS, FORESTRY & RECREATION"	2970-114	2014-04-23	2014-04-24	NOFRILLS COSIMO'S #347	14.10	CAD	14.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13186	INSTRCT SPORTS - WELLESLEY CC	5411	"Grocery Stores, Supermarkets"	YOUTH COOKING PROG	
"PARKS, FORESTRY & RECREATION"	2970-115	2014-04-23	2014-04-24	NOFRILLS COSIMO'S #347	27.28	CAD	27.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02866	S-WEST-SPORTS & REC-YOUTH-SP. NEEDS	5411	"Grocery Stores, Supermarkets"	SUPPLIES - INCLUSIVE YOUTH PROG	
					209.81	CAD	209.81	CAD								
TORONTO WATER	2942-110	2014-04-02	2014-04-03	PRINCESS AUTO	24.83	CAD	24.83	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5085	Industrial Supplies Not Elsewhere Classi	"PLIERS, UNIVERSAL SOCKET"	
TORONTO WATER	2950-111	2014-04-07	2014-04-09	THE HOME DEPOT #7134	20.88	CAD	20.88	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	**MORE**  NUTS	
					45.71	CAD	45.71	CAD								
"PARKS, FORESTRY & RECREATION"	2939-127	2014-04-01	2014-04-02	TUCKERS POTTERY SUPPLI	138.54	CAD	138.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11269	LAWRENCE HGTS-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	10 WOODEN BOARDS FOR POTTERY WHEELS	
"PARKS, FORESTRY & RECREATION"	2960-104	2014-04-15	2014-04-16	FORTINO'S	28.12	CAD	28.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08216	LAWRENCE HGTS-SPEC INTEREST	5411	"Grocery Stores, Supermarkets"	"CHICKEN BREAST, CHEDDAR CHEESE"	
"PARKS, FORESTRY & RECREATION"	2960-105	2014-04-15	2014-04-16	NOFRILLS LEONETTI'S #3	10.31	CAD	10.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08216	LAWRENCE HGTS-SPEC INTEREST	5411	"Grocery Stores, Supermarkets"	"TUNA,ALFREDO SAUCE,PENNE"	
					176.97	CAD	176.97	CAD								
"PARKS, FORESTRY & RECREATION"	2946-158	2014-04-03	2014-04-07	THE HOME DEPOT #7012	122.90	CAD	122.90	CAD	3320	FIXTURES	P13474	SC - SPORTS FIELD MAINTENANCE	5200	Home Supply Warehouse	**MORE**  MINI BLIND	
"PARKS, FORESTRY & RECREATION"	2946-159	2014-04-03	2014-04-07	GORDON BANNERMAN LTD	756.42	CAD	756.42	CAD	3080	M & E - HAND TOOLS	NP3230	2013 ICE STORM	5261	Lawn and Garden Supply Stores	DRAG MAT	
"PARKS, FORESTRY & RECREATION"	2948-99	2014-04-07	2014-04-08	PRINCESS AUTO #36	167.19	CAD	167.19	CAD	3080	M & E - HAND TOOLS	P13474	SC - SPORTS FIELD MAINTENANCE	5085	Industrial Supplies Not Elsewhere Classi	HOSE AND HOLDER FOR AIR CONDITIONER	
"PARKS, FORESTRY & RECREATION"	2956-202	2014-04-10	2014-04-14	G C DUKE EQUIPMENT LTD	337.85	CAD	337.85	CAD	2575	ELECTRICAL SUPPLIES	P13474	SC - SPORTS FIELD MAINTENANCE	5046	Commercial Equipment Not Elsewhere Class	POWER CABLE FOR TOP DRESSER	
"PARKS, FORESTRY & RECREATION"	2956-203	2014-04-11	2014-04-14	WESTMETRO EQUIP SALES	424.29	CAD	424.29	CAD	2710	GENERAL HARDWARE	P13474	SC - SPORTS FIELD MAINTENANCE	5533	"Automotive Parts, Accessories Stores"	TOP LINK BAR FOR 3 POINT HITCH	
"PARKS, FORESTRY & RECREATION"	2962-117	2014-04-16	2014-04-17	LOWES #02633*	26.31	CAD	26.31	CAD	2710	GENERAL HARDWARE	P13474	SC - SPORTS FIELD MAINTENANCE	5200	Home Supply Warehouse	**MORE**  1/2X2X3' RED OAK BOARD (PROJECT)	
"PARKS, FORESTRY & RECREATION"	2964-190	2014-04-16	2014-04-21	CDN TIRE STORE #00030	142.21	CAD	142.21	CAD	3050	M & E - KITCHEN	P13474	SC - SPORTS FIELD MAINTENANCE	5200	Home Supply Warehouse	TOASTER OVEN	
					"1,977.17"	CAD	"1,977.17"	CAD								
LEGAL SERVICES	2938-108	2014-03-31	2014-04-01	TERANET EXPRESS	44.00	CAD	44.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2938-109	2014-03-31	2014-04-01	TERANET EXPRESS	10.50	CAD	10.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2938-110	2014-03-31	2014-04-01	TERANET EXPRESS	35.00	CAD	35.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2938-111	2014-03-31	2014-04-01	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2939-128	2014-04-01	2014-04-02	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2939-129	2014-04-01	2014-04-02	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL5505	TECHNICAL SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2939-130	2014-04-01	2014-04-02	TERANET EXPRESS	53.00	CAD	53.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2939-131	2014-04-01	2014-04-02	TERANET EXPRESS	14.50	CAD	14.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2939-132	2014-04-01	2014-04-02	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2939-133	2014-04-01	2014-04-02	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2958-94	2014-04-14	2014-04-15	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2958-95	2014-04-14	2014-04-15	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2968-62	2014-04-22	2014-04-23	TERANET EXPRESS	36.00	CAD	36.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2968-63	2014-04-22	2014-04-23	TERANET EXPRESS	34.00	CAD	34.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2968-64	2014-04-22	2014-04-23	TERANET EXPRESS	46.00	CAD	46.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2968-65	2014-04-22	2014-04-23	TERANET EXPRESS	17.50	CAD	17.50	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2968-66	2014-04-22	2014-04-23	TERANET EXPRESS	6.00	CAD	6.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2975-88	2014-04-28	2014-04-29	TERANET EXPRESS	69.00	CAD	69.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2975-89	2014-04-28	2014-04-29	TERANET EXPRESS	27.50	CAD	27.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2975-90	2014-04-28	2014-04-29	TERANET EXPRESS	61.00	CAD	61.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2975-91	2014-04-28	2014-04-29	TERANET EXPRESS	60.00	CAD	60.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2975-92	2014-04-28	2014-04-29	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2975-93	2014-04-28	2014-04-29	TERANET EXPRESS	14.50	CAD	14.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2977-117	2014-04-29	2014-04-30	TERANET EXPRESS	36.00	CAD	36.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2977-118	2014-04-29	2014-04-30	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2977-119	2014-04-29	2014-04-30	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2977-120	2014-04-29	2014-04-30	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2977-121	2014-04-29	2014-04-30	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2977-122	2014-04-29	2014-04-30	TERANET EXPRESS	56.00	CAD	56.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2977-123	2014-04-29	2014-04-30	TERANET EXPRESS	23.00	CAD	23.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2977-124	2014-04-29	2014-04-30	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HALL	9222	Fines	TITLE SEARCH	
LEGAL SERVICES	2977-125	2014-04-29	2014-04-30	TERANET EXPRESS	30.50	CAD	30.50	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCH	
					774.00	CAD	774.00	CAD								
"PARKS, FORESTRY & RECREATION"	2939-134	2014-03-30	2014-04-02	METRO #37	26.69	CAD	26.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"EGGS, MILK, CHIPITS"	
"PARKS, FORESTRY & RECREATION"	2946-160	2014-04-03	2014-04-07	TM- BLUE JAYS BASEBALL	909.00	CAD	909.00	CAD	4118	TICKETS AND ADMISSION FEES	P11083	SECORD CC-PRGM SUPPORT	7922	Theatrical Producers (except Motion Pict	JAYS TICKETS FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2946-161	2014-04-04	2014-04-07	GROCERY GATEWAY	124.68	CAD	124.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"BAGUETTE,BELL PEPPERS,ROTINI,BABY SPINACH,GARLIC"	
"PARKS, FORESTRY & RECREATION"	2951-133	2014-04-09	2014-04-10	NOFRILLS DICKIES 752	17.90	CAD	17.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"APPLE JUICE, BERRY JUICE"	
"PARKS, FORESTRY & RECREATION"	2951-134	2014-04-09	2014-04-10	FUTURE SHOP #73	64.51	CAD	64.51	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P11083	SECORD CC-PRGM SUPPORT	5732	Electronic Sales	DVD PLAYER	
"PARKS, FORESTRY & RECREATION"	2951-135	2014-04-09	2014-04-10	FROUN SWEETS COMPANY L	38.40	CAD	38.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PRGM SUPPORT	5451	Dairy Product Stores	POPCORN FOR MOVIE NIGHT	
"PARKS, FORESTRY & RECREATION"	2954-151	2014-04-10	2014-04-11	NOFRILLS DICKIES 752	21.78	CAD	21.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CANOLA OIL, BROWNIE MIX,PARSLEY,BAKING POWDER"	
"PARKS, FORESTRY & RECREATION"	2956-204	2014-04-10	2014-04-14	THE HOME DEPOT #7012	16.90	CAD	16.90	CAD	2730	LOCKS	P11083	SECORD CC-PRGM SUPPORT	5200	Home Supply Warehouse	KEY BLANK	
"PARKS, FORESTRY & RECREATION"	2956-205	2014-04-10	2014-04-14	YOUR DOLLAR STORE WITH	117.83	CAD	117.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11083	SECORD CC-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2956-206	2014-04-11	2014-04-14	SOBEYS #938        QPS	72.28	CAD	72.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"KIDNEY BEANS, AVOCADO, TOSTITOS, APPLE JUICE"	
"PARKS, FORESTRY & RECREATION"	2958-96	2014-04-14	2014-04-15	DAVIDSON'S VALU MART #	42.81	CAD	42.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CINNAMON, BROWNIE, BUTTER, APPLES"	
"PARKS, FORESTRY & RECREATION"	2960-106	2014-04-13	2014-04-16	METRO #37	43.29	CAD	43.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CHKN BREAST, PIZZA DOUGH, MUSHROOMS,SAUCE,OREGANO"	
"PARKS, FORESTRY & RECREATION"	2964-191	2014-04-16	2014-04-21	YOUR DOLLAR STORE WITH	79.95	CAD	79.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11083	SECORD CC-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2964-192	2014-04-17	2014-04-21	SOBEYS #938        QPS	9.95	CAD	9.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CORN STARCH, EGGS, FOOD COLOURING"	
"PARKS, FORESTRY & RECREATION"	2964-193	2014-04-17	2014-04-21	GROCERY GATEWAY	69.66	CAD	69.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2968-67	2014-04-22	2014-04-23	J   J CRAFTS	252.57	CAD	252.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11083	SECORD CC-PRGM SUPPORT	5970	"Artist Supply Stores, Craft Shops"	"PAINT, GLUE, CANVAS, WAX PAPER ROLL,CRAYONS"	
"PARKS, FORESTRY & RECREATION"	2968-68	2014-04-22	2014-04-23	J   J CRAFTS	234.41	CAD	234.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11083	SECORD CC-PRGM SUPPORT	5970	"Artist Supply Stores, Craft Shops"	"CONSTRUCTION PAPER,ROLLER BRUSH,CHART PAD,MARBLES"	
"PARKS, FORESTRY & RECREATION"	2973-211	2014-04-25	2014-04-28	GROCERY GATEWAY	118.52	CAD	118.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11083	SECORD CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2977-126	2014-04-29	2014-04-30	ALLIANCE CINEMAS   QPS	45.50	CAD	45.50	CAD	4118	TICKETS AND ADMISSION FEES	P11083	SECORD CC-PRGM SUPPORT	7832	Motion Picture Theaters	ADMISSION-CAMP TRIP TO MOVIES	
					"2,306.63"	CAD	"2,306.63"	CAD								
"PARKS, FORESTRY & RECREATION"	2938-112	2014-03-28	2014-04-01	CDN TIRE STORE #00654	32.40	CAD	32.40	CAD	2710	GENERAL HARDWARE	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	SUPPLIES FOR FIRE WARDEN	
"PARKS, FORESTRY & RECREATION"	2938-113	2014-03-31	2014-04-01	CARSWELL A DIV   OF TH	16.91	CAD	16.91	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P00539	EASTERN BEACHES-TURF&HORT	2741	Miscellaneous Publishing and Printing	OHS BOOKS	
"PARKS, FORESTRY & RECREATION"	2958-97	2014-04-12	2014-04-15	BEACH HARDWARE   GARDE	60.73	CAD	60.73	CAD	3015	M & E - GROUNDS	P00539	EASTERN BEACHES-TURF&HORT	5261	Lawn and Garden Supply Stores	COTTAGE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2960-107	2014-04-15	2014-04-16	VALLEYVIEW GARDENS HK	208.04	CAD	208.04	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00539	EASTERN BEACHES-TURF&HORT	5261	Lawn and Garden Supply Stores	BULBS	
"PARKS, FORESTRY & RECREATION"	2975-94	2014-04-28	2014-04-29	CARSWELL	109.05	CAD	109.05	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P00539	EASTERN BEACHES-TURF&HORT	7338	"Quick Copy, Reproduction, and Blueprinti"	ONTARIO HEALTH & SAFETY BOOKS	
					427.13	CAD	427.13	CAD								
TORONTO WATER	2977-127	2014-04-29	2014-04-30	FEDEX OFFICE CANADA	96.04	CAD	96.04	CAD	2090	GRAPHIC DESIGN SUPPLIES	TW7040	WTR TREAT & SUPPLY: RL CLARK TP - SUPPOR	7338	"Quick Copy, Reproduction, and Blueprinti"	EVENT POSTER BOARD	
					96.04	CAD	96.04	CAD								
LONG TERM CARE HOMES	2956-207	2014-04-11	2014-04-14	1441456 ONTARIO LTD O/	452.00	CAD	452.00	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F031	SEVEN OAKS-FN-OA	1799	"Contractors, Special Trade - Not Elsewhe"	DISHWASHING MACHINE REPAIR	
